NEWID,SEQNO,ALCNO,EXPNAME,COST_,REF_MO,REF_YR,RTYPE,GIFT,UCCSEQ,UCC,COST,PUBFLAG
05575414,39,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,2450,2
05575414,39,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,2450,2
05575414,39,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,2450,2
05575424,6,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,35,2
05575424,6,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,35,2
05575424,6,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,35,2
05575464,24,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1075,2
05575464,24,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1075,2
05575464,24,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1075,2
05575524,8,0,JRTPAYQV,D,09,2024,RNT,2,1,800710,150,2
05575524,8,0,JRTPAYQV,D,08,2024,RNT,2,1,800710,150,2
05575524,8,0,JRTPAYQV,D,07,2024,RNT,2,1,800710,150,2
05575524,8,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,950,2
05575524,8,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,950,2
05575524,8,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,950,2
05575614,7,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,356,2
05575614,7,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,356,2
05575614,7,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,356,2
05575684,18,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,950,2
05575684,18,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,950,2
05575684,18,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,950,2
05575754,11,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,762,2
05575754,11,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,762,2
05575754,11,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,762,2
05575824,14,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,800,2
05575824,14,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,800,2
05575824,14,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,800,2
05575884,17,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1818,2
05575884,17,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1818,2
05575884,17,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1818,2
05575894,22,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,840,2
05575894,22,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,840,2
05575894,22,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,840,2
05575954,14,0,QRT3MCMX,T,09,2024,RNT,2,1,210110,4548.6666667,2
05575954,14,0,QRT3MCMX,T,08,2024,RNT,2,1,210110,4548.6666667,2
05575954,14,0,QRT3MCMX,T,07,2024,RNT,2,1,210110,4548.6666667,2
05576054,12,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,600,2
05576054,12,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,600,2
05576054,12,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,600,2
05576244,6,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,750,2
05576244,6,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,750,2
05576244,6,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,750,2
05576304,24,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,981.66666667,2
05576304,24,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,981.66666667,2
05576304,24,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,981.66666667,2
05576494,18,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1222,2
05576494,18,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1222,2
05576494,18,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1222,2
05576624,7,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,900,2
05576624,7,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,900,2
05576624,7,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,900,2
05576654,16,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,2275,2
05576654,16,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,2275,2
05576654,16,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,2275,2
05576724,29,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,2700,2
05576724,29,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,2700,2
05576724,29,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,2700,2
05576744,12,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1540,2
05576744,12,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1540,2
05576744,12,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1540,2
05576834,22,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1950,2
05576834,22,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1950,2
05576834,22,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1950,2
05576894,16,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1005,2
05576894,16,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1005,2
05576894,16,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1005,2
05576934,10,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1500,2
05576934,10,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1500,2
05576934,10,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1500,2
05576944,19,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,2500,2
05576944,19,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,2500,2
05576944,19,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,2500,2
05576984,15,0,QRT3MCMX,F,09,2024,RNT,2,1,210110,2288.3333333,2
05576984,15,0,QRT3MCMX,F,08,2024,RNT,2,1,210110,2288.3333333,2
05576984,15,0,QRT3MCMX,F,07,2024,RNT,2,1,210110,2288.3333333,2
05577204,21,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1650,2
05577204,21,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1650,2
05577204,21,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1650,2
05577304,15,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,2685,2
05577304,15,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,2685,2
05577304,15,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,2685,2
05577404,13,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,660,2
05577404,13,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,660,2
05577404,13,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,660,2
05577504,12,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1500,2
05577504,12,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1500,2
05577504,12,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1500,2
05578174,9,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,652,2
05578174,9,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,652,2
05578174,9,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,652,2
05578294,16,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1300,2
05578294,16,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1300,2
05578294,16,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1300,2
05578324,14,0,QRT3MCMX,F,09,2024,RNT,2,1,210110,715,2
05578324,14,0,QRT3MCMX,F,08,2024,RNT,2,1,210110,715,2
05578324,14,0,QRT3MCMX,F,07,2024,RNT,2,1,210110,715,2
05578344,28,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,533.33333333,2
05578344,28,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,533.33333333,2
05578344,28,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,533.33333333,2
05578424,13,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1300,2
05578424,13,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1300,2
05578424,13,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1300,2
05578464,23,0,QRT3MCMX,F,09,2024,RNT,2,1,210110,2235.3333333,2
05578464,23,0,QRT3MCMX,F,08,2024,RNT,2,1,210110,2235.3333333,2
05578464,23,0,QRT3MCMX,F,07,2024,RNT,2,1,210110,2235.3333333,2
05578474,25,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1333.3333333,2
05578474,25,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1333.3333333,2
05578474,25,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1333.3333333,2
05578624,13,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1700,2
05578624,13,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1700,2
05578624,13,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1700,2
05578704,19,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1565,2
05578704,19,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1565,2
05578704,19,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1565,2
05578734,20,0,JRTPAYQV,D,09,2024,RNT,2,1,800710,594.66666667,2
05578734,20,0,JRTPAYQV,D,08,2024,RNT,2,1,800710,594.66666667,2
05578734,20,0,JRTPAYQV,D,07,2024,RNT,2,1,800710,594.66666667,2
05578734,20,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,775,2
05578734,20,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,775,2
05578734,20,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,775,2
05578744,18,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,2400,2
05578744,18,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,2400,2
05578744,18,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,2400,2
05578774,10,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1600,2
05578774,10,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1600,2
05578774,10,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1600,2
05578784,15,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,3100,2
05578784,15,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,3100,2
05578784,15,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,3100,2
05579024,11,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,3000,2
05579024,11,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,3000,2
05579024,11,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,3000,2
05579034,38,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1780,2
05579034,38,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1780,2
05579034,38,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1780,2
05579054,28,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1105,2
05579054,28,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1105,2
05579054,28,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1105,2
05579074,12,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,547,2
05579074,12,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,547,2
05579074,12,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,547,2
05579184,20,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1030,2
05579184,20,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1030,2
05579184,20,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1030,2
05579344,20,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,2205,2
05579344,20,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,2205,2
05579344,20,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,2205,2
05579444,11,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,850,2
05579444,11,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,850,2
05579444,11,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,850,2
05579514,15,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1600,2
05579514,15,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1600,2
05579514,15,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1600,2
05579604,29,0,QRT3MCMX,F,09,2024,RNT,2,1,210110,335,2
05579604,29,0,QRT3MCMX,F,08,2024,RNT,2,1,210110,335,2
05579604,29,0,QRT3MCMX,F,07,2024,RNT,2,1,210110,335,2
05579714,12,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,750,2
05579714,12,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,750,2
05579714,12,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,750,2
05579724,19,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1884.3333333,2
05579724,19,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1884.3333333,2
05579724,19,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1884.3333333,2
05579834,13,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1166.6666667,2
05579834,13,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1166.6666667,2
05579834,13,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1166.6666667,2
05579884,32,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,725,2
05579884,32,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,725,2
05579884,32,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,725,2
05580104,8,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,995,2
05580104,8,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,995,2
05580104,8,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,995,2
05580114,18,0,QRT3MCMX,F,09,2024,RNT,2,1,210110,1576.6666667,2
05580114,18,0,QRT3MCMX,F,08,2024,RNT,2,1,210110,1576.6666667,2
05580114,18,0,QRT3MCMX,F,07,2024,RNT,2,1,210110,1576.6666667,2
05580434,18,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,255,2
05580434,18,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,255,2
05580434,18,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,255,2
05580444,19,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1888,2
05580444,19,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1888,2
05580444,19,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1888,2
05580484,12,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1084,2
05580484,12,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1084,2
05580484,12,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1084,2
05580554,26,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,2917,2
05580554,26,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,2917,2
05580554,26,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,2917,2
05580564,25,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,380,2
05580564,25,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,380,2
05580564,25,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,380,2
05580674,17,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,3150,2
05580674,17,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,3150,2
05580674,17,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,3150,2
05580764,12,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1500,2
05580764,12,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1500,2
05580764,12,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1500,2
05581004,24,0,QRT3MCMX,T,09,2024,RNT,2,1,210110,4548.6666667,2
05581004,24,0,QRT3MCMX,T,08,2024,RNT,2,1,210110,4548.6666667,2
05581004,24,0,QRT3MCMX,T,07,2024,RNT,2,1,210110,4548.6666667,2
05581024,13,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,660,2
05581024,13,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,660,2
05581024,13,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,660,2
05581064,16,0,QRT3MCMX,F,09,2024,RNT,2,1,210110,695,2
05581064,16,0,QRT3MCMX,F,08,2024,RNT,2,1,210110,695,2
05581064,16,0,QRT3MCMX,F,07,2024,RNT,2,1,210110,695,2
05581154,10,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,220,2
05581154,10,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,220,2
05581154,10,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,220,2
05581394,32,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1106,2
05581394,32,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1106,2
05581394,32,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1106,2
05581534,7,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,767,2
05581534,7,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,767,2
05581534,7,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,767,2
05581654,13,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1200,2
05581654,13,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1200,2
05581654,13,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1200,2
05581794,32,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,3000,2
05581794,32,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,3000,2
05581794,32,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,3000,2
05581874,18,0,QRT3MCMX,F,09,2024,RNT,2,1,210110,1145,2
05581874,18,0,QRT3MCMX,F,08,2024,RNT,2,1,210110,1145,2
05581874,18,0,QRT3MCMX,F,07,2024,RNT,2,1,210110,1145,2
05581914,16,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,2100,2
05581914,16,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,2100,2
05581914,16,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,2100,2
05581974,27,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1900,2
05581974,27,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1900,2
05581974,27,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1900,2
05582034,30,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,600,2
05582034,30,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,600,2
05582034,30,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,600,2
05582164,13,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,775,2
05582164,13,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,775,2
05582164,13,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,775,2
05582224,14,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1400,2
05582224,14,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1400,2
05582224,14,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1400,2
05582244,11,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1470,2
05582244,11,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1470,2
05582244,11,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1470,2
05582464,16,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1395,2
05582464,16,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1395,2
05582464,16,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1395,2
05582614,12,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,868,2
05582614,12,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,868,2
05582614,12,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,868,2
05582704,16,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,745,2
05582704,16,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,745,2
05582704,16,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,745,2
05582824,10,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1400,2
05582824,10,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1400,2
05582824,10,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1400,2
05582874,9,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,318,2
05582874,9,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,318,2
05582874,9,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,318,2
05582924,23,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,2650,2
05582924,23,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,2650,2
05582924,23,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,2650,2
05582994,24,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1860,2
05582994,24,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1860,2
05582994,24,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1860,2
05583134,37,0,QRT3MCMX,T,09,2024,RNT,2,1,210110,4548.6666667,2
05583134,37,0,QRT3MCMX,T,08,2024,RNT,2,1,210110,4548.6666667,2
05583134,37,0,QRT3MCMX,T,07,2024,RNT,2,1,210110,4548.6666667,2
05583314,16,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,700,2
05583314,16,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,700,2
05583314,16,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,700,2
05583344,13,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,200,2
05583344,13,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,200,2
05583344,13,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,200,2
05583434,10,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,950,2
05583434,10,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,950,2
05583434,10,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,950,2
05583534,10,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,700,2
05583534,10,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,700,2
05583534,10,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,700,2
05583674,9,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,375,2
05583674,9,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,375,2
05583674,9,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,375,2
05583744,8,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,600,2
05583744,8,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,600,2
05583744,8,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,600,2
05583844,31,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,1900,2
05583844,31,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,1900,2
05583844,31,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,1900,2
05583974,14,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,2280,2
05583974,14,0,QRT3MCMX,D,08,2024,RNT,2,1,210110,2280,2
05583974,14,0,QRT3MCMX,D,07,2024,RNT,2,1,210110,2280,2
05584144,9,0,QRT3MCMX,D,09,2024,RNT,2,1,210110,2200,2
