NEWID,AGE,AGE_,ANGOVRTX,ANGO_RTX,ANPRVPNX,ANPR_PNX,ANRRDEDX,ANRR_EDX,ARM_FORC,ARM__ORC,CU_CODE,EARNER,EARNER_,EARNTYPE,EARN_YPE,EDUCA,EDUCA_,EMPLCONT,EMPL_ONT,GOVRETX,GOVRETX_,GROSPAYX,GROS_AYX,IN_COLL,IN_COLL_,INC_HRSQ,INC__RSQ,INCMEDCR,INCM_DCR,INCNONWK,INCN_NWK,INCOMEY,INCOMEY_,INCWEEKQ,INCW_EKQ,INDRETX,INDRETX_,JSSDEDX,JSSDEDX_,MARITAL,MEDICOV,MEDICOV_,MEMBNO,OCCUCODE,OCCU_ODE,PAYPERD,PAYPERD_,PRIVPENX,PRIV_ENX,RRRDEDX,RRRDEDX_,RRRETIRX,RRRE_IRX,SALARYX,SALARYX_,SEX,SLFEMPSS,SLFE_PSS,SOCRRX,SOCRRX_,SS_RRQ,SS_RRQ_,SSIX,SSIX_,SSNORM,SSNORM_,SALARYB,SALARYB_,SALARYBX,SALA_YBX,RRRETIRB,RRRE_IRB,RRRETRBX,RRRE_RBX,SSIB,SSIB_,SSIBX,SSIBX_,HORIGIN,HISPANIC,HISP_NIC,MEMBRACE,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ASIAN,ASIAN_,ANGOVRTM,ANGO_RTM,ANPRVPNM,ANPR_PNM,ANRRDEDM,ANRR_EDM,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,RRRETIRM,RRRE_IRM,RRRETIR1,RRRETIR2,RRRETIR3,RRRETIR4,RRRETIR5,RRRETIRI,SALARYXM,SALA_YXM,SALARYX1,SALARYX2,SALARYX3,SALARYX4,SALARYX5,SALARYXI,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SSIXM,SSIXM_,SSIX1,SSIX2,SSIX3,SSIX4,SSIX5,SSIXI,PAYSTUB,PAYSTUB_,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SEMPFRMX,SEMP_RMX,SEMPFRMM,SEMP_RMM,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SOCSRRET,SOCS_RET,TAX__NIT,TU_CODE_,TU_D_NDT,WKSTATUS,VETERAN,VETERAN_,TAX_UNIT,TU_CODE,TU_DPNDT
05978481,31,D,,A,,A,,A,2,D,1,2,D,,A,5,D,,A,,A,,A,3,D,,A,2,D,1,D,,A,0,D,,A,,A,5,,A,1,,A,,A,,A,,A,2100,D,,A,1,,A,25200,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2100.0,D,2100,2100,2100,2100,2100,100,,A,,,,,,100,,A,,,,,,25200.0,D,25200,25200,25200,25200,25200,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,1,D,1,1,B
05978541,62,D,,A,,A,,A,2,D,1,2,D,,A,7,D,,A,,A,,A,3,D,,A,2,D,1,D,,A,0,D,,A,,A,5,,A,1,,A,,A,,A,,A,2008,D,,A,2,,A,8032,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2008.0,D,2008,2008,2008,2008,2008,100,,A,,,,,,100,,A,,,,,,8032.0,D,8032,8032,8032,8032,8032,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,1,B
05978571,59,D,,A,,B,,A,2,D,1,1,D,1,D,6,D,2,D,,A,9000,D,3,D,35,D,,A,,A,5,D,51,D,,A,22552,T,1,2,D,1,03,D,3,D,,C,,A,,A,100000,D,1,15300,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,17249.3,T,17249,17249,17249,17249,17249,,A,,,,,,100,100000.0,D,100000,100000,100000,100000,100000,100,15300.0,D,15300,15300,15300,15300,15300,,A,,,,,,,A,,,,,,100,2,D,100000,100000,100000,100000,100000,100,100000,D,100000,D,,A,,A,2,D,D,D,A,2,2,D,1,1,B
05978571,63,D,,A,,A,,A,2,D,2,2,D,,A,6,D,,A,,A,,A,3,D,,A,2,D,1,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,900,D,,A,2,,A,1800,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,7,D,,A,,A,,A,,A,,,,,,900.0,D,900,900,900,900,900,100,,A,,,,,,100,,A,,,,,,1800.0,D,1800,1800,1800,1800,1800,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,2,B
05978601,68,D,,A,,A,,A,,A,1,2,D,,A,5,D,,A,,A,,A,3,D,,A,2,D,1,D,,A,0,D,,A,,A,1,,A,1,,A,,A,,A,,A,1900,D,,A,2,,A,22800,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1900.0,D,1900,1900,1900,1900,1900,100,,A,,,,,,100,,A,,,,,,22800.0,D,22800,22800,22800,22800,22800,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,1,B
05978601,69,D,,A,,A,,A,,A,2,1,D,4,D,4,D,2,D,,A,480,D,3,D,16,D,1,D,,A,1,D,45,D,,A,689,D,1,1,D,2,05,D,2,D,,A,,A,1400,D,9000,D,1,0,D,19020,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,689.0,D,689,689,689,689,689,1400.0,D,1400,1400,1400,1400,1400,100,9000.0,D,9000,9000,9000,9000,9000,100,0.0,D,0,0,0,0,0,19020.0,D,19020,19020,19020,19020,19020,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,1,2,D,1,2,B
05978621,47,D,,A,,A,,A,2,D,1,1,D,1,D,8,D,2,D,,A,10000,D,3,D,65,D,,A,,A,1,D,52,D,1600,D,14137,D,3,2,D,1,01,D,2,D,,A,,A,,A,222000,D,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,14137.0,D,14137,14137,14137,14137,14137,,A,,,,,,100,222000.0,D,222000,222000,222000,222000,222000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05978621,12,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,2,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,D,D,A,,,A,1,3,1
05978621,8,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,D,D,A,,,A,1,3,1
05978661,65,D,,A,,A,,A,2,D,1,2,D,,A,3,D,,A,,A,,A,,A,,A,1,D,1,D,,A,0,D,,A,,A,3,,A,1,,A,,A,,A,,A,1989,D,,A,1,,A,26088,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1989.0,D,1989,1989,1989,1989,1989,100,,A,,,,,,100,,A,,,,,,26088.0,D,26088,26088,26088,26088,26088,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,1,B
05978751,25,D,2279,D,,A,,A,2,D,1,1,D,1,D,7,D,2,D,78,D,1472,D,3,D,40,D,,A,,A,1,D,52,D,,A,3290,D,5,,A,1,07,D,2,D,,A,,A,,A,43000,D,2,0,D,0,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,2279,D,,A,,A,3290.0,D,3290,3290,3290,3290,3290,,A,,,,,,100,43000.0,D,43000,43000,43000,43000,43000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05978771,64,D,,A,,A,,A,2,D,1,1,D,3,D,2,D,2,D,,A,600,D,,A,40,D,,A,,A,1,D,12,D,,A,551,D,2,2,D,1,10,D,1,D,,A,,A,,A,7200,D,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,551.0,D,551,551,551,551,551,,A,,,,,,100,7200.0,D,7200,7200,7200,7200,7200,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05978771,51,D,,A,,A,,A,2,D,6,1,D,1,D,3,D,2,D,,A,1000,D,,A,40,D,,A,,A,1,D,52,D,,A,3978,D,4,2,D,2,10,D,1,D,,A,,A,,A,52000,D,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3978.0,D,3978,3978,3978,3978,3978,,A,,,,,,100,52000.0,D,52000,52000,52000,52000,52000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,2,1,B
05978771,44,D,,A,,A,,A,1,D,8,2,D,,A,7,D,,A,,A,,A,3,D,,A,,A,6,D,,A,0,D,,A,,A,3,,A,3,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,,,A,1,3,1
05978881,64,D,,A,,A,,A,2,D,1,1,D,1,D,7,D,2,D,,A,27157,T,3,D,40,D,,A,,A,1,D,52,D,,A,12240,D,3,2,D,1,03,D,5,D,,A,,A,,A,160000,D,2,0,D,0,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,12240.0,D,12240,12240,12240,12240,12240,,A,,,,,,100,160000.0,D,160000,160000,160000,160000,160000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05978911,77,D,,A,,A,,A,,A,1,2,D,,A,8,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,C,,A,1,,A,1,,A,,A,,A,,A,1200,D,,A,1,,A,2770,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1200.0,D,1200,1200,1200,1200,1200,100,,A,,,,,,100,,A,,,,,,2770.0,D,2770,2770,2770,2770,2770,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,1,B
05978911,79,D,,A,,A,,A,,A,2,2,D,,A,8,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,C,,A,1,,A,2,,A,,A,,A,,A,,C,,A,2,,A,2220,D,12,D,,A,,A,,A,,A,,C,,B,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1381.8,D,1069,1989,1900,550,1401,201,,A,,,,,,100,,A,,,,,,18802.0,D,15048,26088,25020,8820,19032,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,2,B
05978921,70,D,,A,,A,,A,,A,1,1,D,4,D,4,D,2,D,,A,,C,3,D,8,D,1,D,,A,1,D,45,D,,A,536,D,5,1,D,1,05,D,1,D,,A,,A,,C,,C,2,0,D,28668,D,12,D,,A,,A,02,D,7000,D,4,D,1102,D,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,535.8,D,513,624,445,482,615,1115.4,D,1045,1254,1090,1146,1042,301,7004.0,D,6709,8155,5822,6299,8035,301,0.0,D,0,0,0,0,0,15605.0,D,14760,17268,15300,15972,14724,,A,,,,,,100,1,D,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,1,2,D,1,1,B
05978951,58,D,,A,,A,,A,2,D,1,2,D,,A,7,D,,A,,A,,A,3,D,,A,,A,1,D,,A,0,D,,A,,A,1,,A,1,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,,2,D,1,1,B
05978951,62,D,,A,,A,,A,2,D,2,1,D,1,D,7,D,1,D,,A,8000,D,3,D,55,D,,A,,A,1,D,52,D,,C,22552,T,1,2,D,2,03,D,1,D,,A,,A,,A,394367,T,1,459,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17249.3,T,17249,17249,17249,17249,17249,,A,,,,,,100,308628.0,T,308628,308628,308628,308628,308628,100,459.0,D,459,459,459,459,459,,A,,,,,,,A,,,,,,100,2,D,3000,3000,3000,3000,3000,100,3000,D,3000,D,,A,,A,2,D,D,D,A,1,2,D,1,2,B
05978951,19,D,,A,,A,,A,2,D,3,1,D,1,D,4,D,2,D,,A,,C,3,D,35,D,,A,,A,5,D,52,D,,A,1148,D,5,2,D,3,11,D,7,D,,A,,A,,A,,C,1,612,D,0,D,,A,,A,1,D,02,D,7000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1199.8,D,1242,999,1300,1349,1109,,A,,,,,,100,7683.4,D,8236,5058,8988,9640,6495,301,612.0,D,612,612,612,612,612,,A,,,,,,,A,,,,,,100,2,D,4000,4000,4000,4000,4000,100,4000,D,4000,D,,A,,A,2,D,D,D,A,2,2,D,2,1,B
05978971,33,D,,A,,A,,A,2,D,1,2,D,,A,4,D,,A,,A,,A,3,D,,A,,A,4,D,,A,0,D,,A,,A,5,,A,1,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,,2,D,1,3,1
05978971,23,D,,A,,A,,A,2,D,0,1,D,1,D,5,D,1,D,,A,1800,D,1,D,40,D,,A,,A,1,D,52,D,84,D,4208,D,5,2,D,2,04,D,2,D,,A,,A,,A,55000,D,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4208.0,D,4208,4208,4208,4208,4208,,A,,,,,,100,55000.0,D,55000,55000,55000,55000,55000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,2,1,B
05979001,43,D,,A,,A,,A,2,D,1,1,D,1,D,8,D,1,D,,A,4375,D,3,D,55,D,,A,,A,1,D,52,D,7350,D,10098,D,1,2,D,1,03,D,6,D,,A,,A,,A,132000,D,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,10098.0,D,10098,10098,10098,10098,10098,,A,,,,,,100,132000.0,D,132000,132000,132000,132000,132000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05979001,42,D,,A,,A,,A,2,D,2,1,D,1,D,8,D,1,D,,A,4292,D,3,D,46,D,,A,,A,1,D,52,D,5150,D,8262,D,1,2,D,2,03,D,6,D,,A,,A,,A,108000,D,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,8262.0,D,8262,8262,8262,8262,8262,,A,,,,,,100,108000.0,D,108000,108000,108000,108000,108000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,2,B
05979021,65,D,,A,,A,,A,2,D,1,1,D,1,D,6,D,1,D,,A,,C,3,D,50,D,,A,,A,3,D,52,D,20000,D,7650,D,3,,C,1,03,D,6,D,,A,,A,,A,,C,1,0,D,0,D,,A,,A,,A,10,D,100000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,8205.6,D,7738,7515,8962,7870,8943,,A,,,,,,100,107262.6,D,101147,98234,117155,102870,116907,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,1,D,1,1,B
