NEWID,DIRACC,DIRACC_,AGE_REF,AGE_REF_,AGE2,AGE2_,AS_COMP1,AS_C_MP1,AS_COMP2,AS_C_MP2,AS_COMP3,AS_C_MP3,AS_COMP4,AS_C_MP4,AS_COMP5,AS_C_MP5,BATHRMQ,BATHRMQ_,BEDROOMQ,BEDR_OMQ,BLS_URBN,BUILDING,BUIL_ING,CUTENURE,CUTE_URE,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGOVRETX,FGOV_ETX,FINCBTAX,FINCBT_X,FINDRETX,FIND_ETX,FINLWT21,FJSSDEDX,FJSS_EDX,FPRIPENX,FPRI_ENX,FRRDEDX,FRRDEDX_,FRRETIRX,FRRE_IRX,FSALARYX,FSAL_RYX,FSSIX,FSSIX_,INC_HRS1,INC__RS1,INC_HRS2,INC__RS2,INC_RANK,INC__ANK,INCNONW1,INCN_NW1,INCNONW2,INCN_NW2,INCOMEY1,INCO_EY1,INCOMEY2,INCO_EY2,INCWEEK1,INCW_EK1,INCWEEK2,INCW_EK2,MISCTAXX,MISC_AXX,LUMPSUMX,LUMP_UMX,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,NONINCMX,NONI_CMX,NUM_AUTO,NUM__UTO,OCCUCOD1,OCCU_OD1,OCCUCOD2,OCCU_OD2,OTHRINCX,OTHR_NCX,PERSLT18,PERS_T18,PERSOT64,PERS_T64,POPSIZE,PRINEARN,PRIN_ARN,QINTRVMO,QINTRVYR,RACE2,RACE2_,REF_RACE,REF__ACE,REGION,RENTEQVX,RENT_QVX,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,ST_HOUS,ST_HOUS_,VEHQ,VEHQ_,WELFAREX,WELF_REX,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,TOTEXPPQ,TOTEXPCQ,FDHOMEPQ,FDHOMECQ,FDAWAYPQ,FDAWAYCQ,FDXMAPPQ,FDXMAPCQ,FDMAPPQ,FDMAPCQ,ALCBEVPQ,ALCBEVCQ,HOUSPQ,HOUSCQ,SHELTPQ,SHELTCQ,OWNDWEPQ,OWNDWECQ,MRTINTPQ,MRTINTCQ,PROPTXPQ,PROPTXCQ,MRPINSPQ,MRPINSCQ,RENDWEPQ,RENDWECQ,RNTXRPPQ,RNTXRPCQ,RNTAPYPQ,RNTAPYCQ,OTHLODPQ,OTHLODCQ,UTILPQ,UTILCQ,NTLGASPQ,NTLGASCQ,ELCTRCPQ,ELCTRCCQ,ALLFULPQ,ALLFULCQ,FULOILPQ,FULOILCQ,OTHFLSPQ,OTHFLSCQ,TELEPHPQ,TELEPHCQ,WATRPSPQ,WATRPSCQ,HOUSOPPQ,HOUSOPCQ,DOMSRVPQ,DOMSRVCQ,DMSXCCPQ,DMSXCCCQ,BBYDAYPQ,BBYDAYCQ,OTHHEXPQ,OTHHEXCQ,HOUSEQPQ,HOUSEQCQ,TEXTILPQ,TEXTILCQ,FURNTRPQ,FURNTRCQ,FLRCVRPQ,FLRCVRCQ,MAJAPPPQ,MAJAPPCQ,SMLAPPPQ,SMLAPPCQ,MISCEQPQ,MISCEQCQ,GIFTAPPQ,CHLDAPPQ,ADLTAPPQ,APPARPQ,GIFTAPCQ,CHLDAPCQ,ADLTAPCQ,APPARCQ,TRANSPQ,TRANSCQ,CARTKNPQ,CARTKNCQ,CARTKUPQ,CARTKUCQ,OTHVEHPQ,OTHVEHCQ,GASMOPQ,GASMOCQ,VEHFINPQ,VEHFINCQ,MAINRPPQ,MAINRPCQ,VEHINSPQ,VEHINSCQ,VRNTLOPQ,VRNTLOCQ,PUBTRAPQ,PUBTRACQ,TRNTRPPQ,TRNTRPCQ,TRNOTHPQ,TRNOTHCQ,HEALTHPQ,HEALTHCQ,HLTHINPQ,HLTHINCQ,MEDSRVPQ,MEDSRVCQ,PREDRGPQ,PREDRGCQ,MEDSUPPQ,MEDSUPCQ,ENTERTPQ,ENTERTCQ,FEEADMPQ,FEEADMCQ,TVRDIOPQ,TVRDIOCQ,OTHEQPPQ,OTHEQPCQ,PETTOYPQ,PETTOYCQ,OTHENTPQ,OTHENTCQ,PERSCAPQ,PERSCACQ,READPQ,READCQ,EDUCAPQ,EDUCACQ,TOBACCPQ,TOBACCCQ,MISCPQ,MISCCQ,MISC1PQ,MISC1CQ,MISC2PQ,MISC2CQ,CASHCOPQ,CASHCOCQ,PERINSPQ,PERINSCQ,LIFINSPQ,LIFINSCQ,RETPENPQ,RETPENCQ,HH_CU_Q,HH_CU_Q_,HHID,HHID_,CHILDAGE,CHIL_AGE,STATE,ERANKH,ERANKH_,TOTEX4PQ,TOTEX4CQ,MISCX4PQ,MISCX4CQ,VEHQL,VEHQL_,NUM_TVAN,NUM__VAN,TTOTALP,TTOTALC,TFOODTOP,TFOODTOC,TFOODAWP,TFOODAWC,TFOODHOP,TFOODHOC,TALCBEVP,TALCBEVC,TOTHRLOP,TOTHRLOC,TTRANPRP,TTRANPRC,TGASMOTP,TGASMOTC,TVRENTLP,TVRENTLC,TCARTRKP,TCARTRKC,TOTHVHRP,TOTHVHRC,TOTHTREP,TOTHTREC,TTRNTRIP,TTRNTRIC,TFAREP,TFAREC,TAIRFARP,TAIRFARC,TOTHFARP,TOTHFARC,TLOCALTP,TLOCALTC,TENTRMNP,TENTRMNC,TFEESADP,TFEESADC,TOTHENTP,TOTHENTC,OWNVACP,OWNVACC,VOTHRLOP,VOTHRLOC,VMISCHEP,VMISCHEC,UTILOWNP,UTILOWNC,VFUELOIP,VFUELOIC,VOTHRFLP,VOTHRFLC,VELECTRP,VELECTRC,VNATLGAP,VNATLGAC,VWATERPP,VWATERPC,MRTPRNOP,MRTPRNOC,UTILRNTP,UTILRNTC,RFUELOIP,RFUELOIC,ROTHRFLP,ROTHRFLC,RELECTRP,RELECTRC,RNATLGAP,RNATLGAC,RWATERPP,RWATERPC,ETOTALP,ETOTALC,ETOTAPX4,ETOTACX4,EHOUSNGP,EHOUSNGC,ESHELTRP,ESHELTRC,EOWNDWLP,EOWNDWLC,EOTHLODP,EOTHLODC,EMRTPNOP,EMRTPNOC,EMRTPNVP,EMRTPNVC,ETRANPTP,ETRANPTC,EVEHPURP,EVEHPURC,ECARTKNP,ECARTKNC,ECARTKUP,ECARTKUC,EOTHVEHP,EOTHVEHC,EENTRMTP,EENTRMTC,EOTHENTP,EOTHENTC,EENTMSCP,EENTMSCC,EMISCELP,EMISCELC,EMISCMTP,EMISCMTC,UNISTRQ,UNISTRQ_,ERECVEHC,ERECVEHP,WELFREBX,WELF_EBX,LUMPSUMB,LUMP_UMB,LMPSUMBX,LMPS_MBX,OTHRINCB,OTHR_NCB,OTRINCBX,OTRI_CBX,INCLASS2,INCL_SS2,CUID,INTERI,HORREF1,HORREF1_,HORREF2,HORREF2_,ERANKHM,ERANKHM_,FGOVRETM,FGOV_ETM,FINCBTXM,FINCB_XM,FINCBTX1,FINCBTX2,FINCBTX3,FINCBTX4,FINCBTX5,FINCBTXI,FJSSDEDM,FJSS_EDM,FJSSDED1,FJSSDED2,FJSSDED3,FJSSDED4,FJSSDED5,FPRIPENM,FPRI_ENM,FRRDEDM,FRRDEDM_,FRRETIRM,FRRE_IRM,FRRETIR1,FRRETIR2,FRRETIR3,FRRETIR4,FRRETIR5,FRRETIRI,FSALARYM,FSAL_RYM,FSALARY1,FSALARY2,FSALARY3,FSALARY4,FSALARY5,FSALARYI,FSSIXM,FSSIXM_,FSSIX1,FSSIX2,FSSIX3,FSSIX4,FSSIX5,FSSIXI,INC_RNKM,INC__NKM,INC_RNK1,INC_RNK2,INC_RNK3,INC_RNK4,INC_RNK5,OTHRINCM,OTHR_NCM,OTHRINC1,OTHRINC2,OTHRINC3,OTHRINC4,OTHRINC5,OTHRINCI,PRINERNM,PRIN_RNM,PRINERN1,PRINERN2,PRINERN3,PRINERN4,PRINERN5,WELFAREM,WELF_REM,WELFARE1,WELFARE2,WELFARE3,WELFARE4,WELFARE5,WELFAREI,PSU,HISP_REF,HISP2,HIGH_EDU,CREDFINX,CRED_INX,CREDITB,CREDITB_,CREDITBX,CRED_TBX,CREDITX,CREDITX_,CREDTYRX,CRED_YRX,CREDYRB,CREDYRB_,CREDYRBX,CRED_RBX,DEFBENRP,DEFB_NRP,FMLPYYRX,FMLP_YRX,FS_AMTX1,FS_AMTX2,FS_AMTX3,FS_AMTX4,FS_AMTX5,FS_AMTXI,FS_AMTXM,FS_MTHI,FS_MTHI_,FSMPFRMX,FSMP_RMX,FSMPFRX1,FSMPFRX2,FSMPFRX3,FSMPFRX4,FSMPFRX5,FSMPFRXI,FSMPFRXM,INTRDVBX,INTR_VBX,INTRDVB,INTRDVB_,INTRDVX,INTRDVX_,INTRDVX1,INTRDVX2,INTRDVX3,INTRDVX4,INTRDVX5,INTRDVXI,INTRDVXM,IRAB,IRAB_,IRABX,IRABX_,IRAX,IRAX_,IRAYRB,IRAYRB_,IRAYRBX,IRAYRBX_,IRAYRX,IRAYRX_,JFS_AMT,JFS_AMT_,JFS_AMT1,JFS_AMT2,JFS_AMT3,JFS_AMT4,JFS_AMT5,JFS_AMTM,LIQDYRBX,LIQD_RBX,LIQUIDBX,LIQU_DBX,LIQUDYRB,LIQU_YRB,LIQUDYRX,LIQU_YRX,LIQUIDB,LIQUIDB_,LIQUIDX,LIQUIDX_,MEALSPAY,MEAL_PAY,MLPAYWKX,MLPA_WKX,MLPYQWKS,MLPY_WKS,NETRENTB,NETR_NTB,NETRENTX,NETR_NTX,NETRNTBX,NETR_TBX,NETRENT1,NETRENT2,NETRENT3,NETRENT4,NETRENT5,NETRENTI,NETRENTM,OTHASTBX,OTHA_TBX,OTHASTB,OTHASTB_,OTHASTX,OTHASTX_,OTHFINX,OTHFINX_,OTHLONBX,OTHL_NBX,OTHLYRBX,OTHL_RBX,OTHLNYRB,OTHL_YRB,OTHLNYRX,OTHL_YRX,OTHLOAN,OTHLOAN_,OTHLONB,OTHLONB_,OTHLONX,OTHLONX_,OTHREGBX,OTHR_GBX,OTHREGB,OTHREGB_,OTHREGX,OTHREGX_,OTHREGX1,OTHREGX2,OTHREGX3,OTHREGX4,OTHREGX5,OTHREGXI,OTHREGXM,OTHSYRBX,OTHS_RBX,OTHSTYRB,OTHS_YRB,OTHSTYRX,OTHS_YRX,RETS_RVB,RETSURVX,RETS_RVX,RETSRVBX,RETS_VBX,RETSURV,RETSURV_,RETSURV1,RETSURV2,RETSURV3,RETSURV4,RETSURV5,RETSURVB,RETSURVI,RETSURVM,ROYESTBX,ROYE_TBX,ROYESTB,ROYESTB_,ROYESTX,ROYESTX_,ROYESTX1,ROYESTX2,ROYESTX3,ROYESTX4,ROYESTX5,ROYESTXI,ROYESTXM,STCKYRBX,STCK_RBX,STDNTYRB,STDN_YRB,STDNTYRX,STDN_YRX,STDTYRBX,STDT_RBX,STOCKYRB,STOC_YRB,STOCKYRX,STOC_YRX,STOCKB,STOCKB_,STOCKBX,STOCKBX_,STOCKX,STOCKX_,STUDFINX,STUD_INX,STUDNTBX,STUD_TBX,STUDNTB,STUDNTB_,STUDNTX,STUDNTX_,WHLFYRBX,WHLF_RBX,WHLFYRB,WHLFYRB_,WHLFYRX,WHLFYRX_,WHOLIFBX,WHOL_FBX,WHOLIFB,WHOLIFB_,WHOLIFX,WHOLIFX_,FSMP_RXM,INTR_VXM,NETR_NTM,OTHR_GXM,RETS_RVM,ROYE_TXM,BUSCREEN,BUSC_EEN,DIVISION,REFGEN,VEHICTAX,CREDYR,CREDYR_,IRA,IRAYR,IRAYR_,IRA_,LIQUDYR,LIQUDYR_,LIQUID,LIQUID_,OTHLNYR,OTHLNYR_,OTHSTYR,OTHSTYR_,STDNTYR,STDNTYR_,STOCKYR,STOCKYR_,WHLFYR,WHLFYR_,CBSAPRIN,URBAN,NUM_VET,GROCERPQ,GROCERCQ
05573644,1,D,65,D,,A,0,D,1,D,0,D,0,D,0,D,1,D,2,D,1,01,D,4,D,8,D,13,D,,A,1,D,8,D,0,D,32000,D,0,D,18204.179,0,D,0,D,0,D,0,D,0,D,0,D,,A,,A,0.2997519,D,1,D,,A,,A,,A,0,D,,A,,A,,A,3,D,0,D,0,D,0,D,,A,,A,,A,0,D,1,D,3,01,D,10,2024,,A,1,D,2,,A,2,D,,A,1,2,D,1,D,,A,,41986.006,34620.995,36632.264,35885.904,,39586.446,36419.038,37332.389,,,42105.911,,38298.883,,,40344.319,38944.303,,38525.696,37919.660,,42102.225,,37595.103,39296.830,,,,42083.036,,,,,,33955.754,35159.175,37636.080,,36963.716,,,,38790.707,9442.0000,0.0000,0.0000,0.0000,520.0000,0.0000,520.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5327.0000,0.0000,3900.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3900.0000,0.0000,3900.0000,0.0000,0.0000,0.0000,0.0000,0.0000,797.0000,0.0000,117.0000,0.0000,450.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,0.0000,80.0000,0.0000,480.0000,0.0000,330.0000,0.0000,330.0000,0.0000,0.0000,0.0000,150.0000,0.0000,150.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,0.0000,0.0000,0.0000,600.0000,600.0000,0.0000,0.0000,0.0000,0.0000,150.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,248.0000,0.0000,0.0000,0.0000,117.0000,0.0000,131.0000,0.0000,131.0000,0.0000,0.0000,0.0000,200.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,345.0000,0.0000,345.0000,0.0000,0.0000,0.0000,60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,D,,A,0,D,20,.2244755,D,9442.0000,0.0000,345.0000,0.0000,0,D,1,D,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9442.000,0.000,9442.000,0.000,5327.000,0.000,3900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,150.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,248.000,0.000,0.000,0.000,0.000,0.000,345.000,0.000,0.000,0.000,01,D,0.000,0.000,,A,,A,,A,,A,,A,2,D,557364,4,,A,,A,0.2309863,D,0,D,32899.4,D,32277,32351,33952,34312,31605,301,0.0,D,0,0,0,0,0,0,D,0,D,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,0.2214961,D,0.2269908,0.2229019,0.2404569,0.2398053,0.2151237,,A,,,,,,100,01,D,01,01,01,01,01,,A,,,,,,100,,2,,13,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,,,,,100,,,A,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,A,,A,,A,0,D,0,0,0,0,0,0,,A,,B,,A,,A,,C,,C,2,D,,A,,A,,A,,A,,A,,,,,,100,,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,,,,,100,,,A,,A,,A,A,,A,,A,2,D,,,,,,,100,,32000,D,10,D,,C,32277,32351,33952,34312,31605,301,32899,,A,,A,,A,,A,,A,450000,D,5,D,278500,D,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,A,A,A,A,D,2,D,4,3,,,A,2,,A,D,,A,1,D,,A,,A,,A,,A,,A,1,1,0,1950.0000,0.0000
05573664,1,D,44,D,39,D,3,D,1,D,0,D,0,D,0,D,2,D,4,D,1,01,D,4,D,6,D,13,D,11,D,4,D,4,D,0,D,55000,D,0,D,57872.320,4208,D,0,D,0,D,0,D,55000,D,0,D,,A,60,D,0.4716323,D,4,D,,A,,A,1,D,0,D,52,D,,A,,A,1,D,2,D,0,D,1,D,,A,01,D,,A,1,D,0,D,5,02,D,10,2024,1,D,1,D,3,,A,2,D,1,D,2,2,D,4,D,,A,,,103759.801,,,,,,133059.993,114210.606,102659.947,,96163.310,,,,146658.497,127433.071,122158.362,144607.015,125398.184,,136126.198,133119.915,127544.956,,,112198.814,,127838.823,,,129261.185,113285.881,,142891.316,114231.024,,123943.210,,132451.815,114271.496,,,21099.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,156.0000,0.0000,7297.0000,0.0000,5052.0000,0.0000,252.0000,0.0000,0.0000,0.0000,0.0000,0.0000,252.0000,0.0000,4800.0000,0.0000,4800.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1710.0000,0.0000,0.0000,0.0000,935.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,175.0000,0.0000,600.0000,0.0000,225.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,225.0000,0.0000,310.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120.0000,0.0000,0.0000,0.0000,190.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6250.0000,0.0000,0.0000,0.0000,4000.0000,0.0000,0.0000,0.0000,300.0000,0.0000,0.0000,0.0000,1320.0000,0.0000,420.0000,0.0000,210.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,285.0000,0.0000,0.0000,0.0000,120.0000,0.0000,165.0000,0.0000,0.0000,0.0000,267.0000,0.0000,0.0000,0.0000,117.0000,0.0000,150.0000,0.0000,150.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,650.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2100.0000,0.0000,1299.4500,0.0000,0.0000,0.0000,1299.4500,0.0000,1,D,,A,6,D,,.6437153,D,21099.4500,0.0000,0.0000,0.0000,0,D,2,D,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21099.450,0.000,21099.450,0.000,7297.000,0.000,5052.000,0.000,252.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6250.000,0.000,4000.000,0.000,0.000,0.000,4000.000,0.000,0.000,0.000,267.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,03,D,0.000,0.000,,A,,A,,A,,A,,A,3,D,557366,4,,A,1,D,0.6560800,D,0,D,67942.4,D,92448,61191,56165,64567,65341,402,5197.8,D,7072,4681,4297,4940,4999,0,D,0,D,0.0,D,0,0,0,0,0,100,67942.4,D,92448,61191,56165,64567,65341,402,0.0,D,0,0,0,0,0,100,0.4665649,D,0.5857585,0.4235192,0.3994052,0.4523472,0.4593984,,A,,,,,,100,02,D,02,02,02,02,02,,A,,,,,,100,,2,1,13,0,D,,A,,A,4200,D,4200,D,,A,,A,2,D,,A,,,,,,100,,,A,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,200,D,,A,,A,6000,D,0,D,0,0,0,0,0,0,,A,,A,,A,4000,D,,A,10,D,2,D,,A,,A,,A,,A,,A,,,,,,100,,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,,,,,100,,,A,,A,,A,A,,A,,A,2,D,,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,A,A,A,A,A,2,D,7,4,63,,A,1,,A,D,,A,1,D,,A,,A,,A,,A,,A,2,2,0,2795.0000,0.0000
05573684,1,D,72,D,52,D,1,D,1,D,0,D,0,D,0,D,2,D,3,D,1,01,D,1,D,2,D,12,D,15,D,2,D,1,D,3722,D,168626,D,280,D,20905.284,8700,D,0,D,0,D,26640,D,113720,D,0,D,28,D,40,D,0.8569458,D,,A,,A,1,D,2,D,49,D,51,D,,A,,A,1,D,2,D,0,D,1,D,11,D,03,D,,A,0,D,1,D,3,02,D,10,2024,1,D,1,D,2,2500,D,1,D,2,D,1,2,D,12,D,,A,,,46557.193,37764.450,34285.139,,,45022.649,,42547.424,,,41002.624,43579.778,,37272.615,40117.852,,48701.283,,36789.180,35149.616,,,,41529.518,,,,,,48516.947,38000.189,49235.663,,34935.579,,,,46472.312,41217.986,40934.192,36189.475,42101.268,19362.5000,0.0000,0.0000,0.0000,286.0000,0.0000,286.0000,0.0000,0.0000,0.0000,106.0000,0.0000,9081.0000,0.0000,4530.0000,0.0000,4530.0000,0.0000,2061.0000,0.0000,1325.0000,0.0000,1144.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1968.0000,0.0000,153.0000,0.0000,820.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,570.0000,0.0000,425.0000,0.0000,583.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,583.0000,0.0000,2000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,5.0000,0.0000,0.0000,0.0000,0.0000,1946.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,980.0000,0.0000,0.0000,0.0000,170.0000,0.0000,772.0000,0.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2322.0000,0.0000,1743.0000,0.0000,299.0000,0.0000,65.0000,0.0000,215.0000,0.0000,591.0000,0.0000,150.0000,0.0000,441.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.0000,0.0000,0.0000,0.0000,39.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,445.0000,0.0000,3796.5000,0.0000,621.0000,0.0000,3175.5000,0.0000,1,D,,A,0,D,39,.7237083,D,19362.5000,0.0000,0.0000,0.0000,0,D,3,D,780.000,0.000,215.000,0.000,195.000,0.000,20.000,0.000,41.000,0.000,0.000,0.000,524.000,0.000,500.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2750.000,0.000,2750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.000,0.000,0.000,0.000,0.000,0.000,90.000,0.000,0.000,0.000,0.000,0.000,20700.500,0.000,20700.500,0.000,10419.000,0.000,5868.000,0.000,5868.000,0.000,0.000,0.000,1338.000,0.000,0.000,0.000,1946.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,591.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,04,D,0.000,0.000,,A,,A,,A,,A,,A,6,D,557368,4,,A,,A,0.7285517,D,3722,D,168626.0,D,168626,168626,168626,168626,168626,100,8700.0,D,8700,8700,8700,8700,8700,0,D,0,D,26640.0,D,26640,26640,26640,26640,26640,100,113720.0,D,113720,113720,113720,113720,113720,100,0.0,D,0,0,0,0,0,100,0.8246583,D,0.8173093,0.8200265,0.8190909,0.8215299,0.8190221,,A,,,,,,100,02,D,02,02,02,02,02,,A,,,,,,100,,2,2,15,0,D,,A,,A,0,D,,A,,A,,A,1,D,,A,,,,,,100,,,A,0,D,0,0,0,0,0,100,0,,A,,A,1206,D,1206,1206,1206,1206,1206,100,1206,,A,,A,386000,D,,A,,A,300000,D,0,D,0,0,0,0,0,0,,A,,A,,A,32544,D,,A,72544,D,2,D,,A,,A,,A,3900,D,,A,3900,3900,3900,3900,3900,100,3900,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,2040,D,2040,2040,2040,2040,2040,100,2040,,A,,A,,A,A,21120,D,,A,1,D,21120,21120,21120,21120,21120,,100,21120,,A,,A,,A,,,,,,100,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,D,D,D,D,A,2,D,3,3,,,A,1,,A,D,,A,1,D,,A,,A,,A,,A,,A,2,1,1,670.0000,0.0000
