NEWID,SEQNO,ALCNO,EXPNAME,COST_,REF_MO,REF_YR,RTYPE,GIFT,UCCSEQ,UCC,COST,PUBFLAG
05412804,24,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,617,2
05412864,13,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1875,2
05412864,13,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1875,2
05412864,13,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1875,2
05412974,21,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1750,2
05412974,21,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1750,2
05412974,21,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1750,2
05413174,17,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,2800,2
05413174,17,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,2800,2
05413174,17,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,2800,2
05413214,15,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1200,2
05413214,15,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1200,2
05413214,15,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1200,2
05413294,18,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1447,2
05413294,18,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1447,2
05413294,18,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1447,2
05413374,20,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1800,2
05413374,20,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1800,2
05413374,20,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1800,2
05413394,10,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,227,2
05413394,10,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,227,2
05413394,10,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,227,2
05413844,16,0,QRT3MCMX,F,03,2024,RNT,2,1,210110,1098.6666667,2
05413844,16,0,QRT3MCMX,F,02,2024,RNT,2,1,210110,1098.6666667,2
05413844,16,0,QRT3MCMX,F,01,2024,RNT,2,1,210110,1098.6666667,2
05413994,14,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,750,2
05413994,14,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,750,2
05413994,14,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,750,2
05414104,12,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,350,2
05414104,12,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,350,2
05414104,12,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,350,2
05414234,9,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,301,2
05414234,9,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,301,2
05414234,9,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,301,2
05414284,8,0,QRT3MCMX,F,03,2024,RNT,2,1,210110,1125.3333333,2
05414284,8,0,QRT3MCMX,F,02,2024,RNT,2,1,210110,1125.3333333,2
05414284,8,0,QRT3MCMX,F,01,2024,RNT,2,1,210110,1125.3333333,2
05414324,20,0,JRTPAYQV,F,03,2024,RNT,2,1,800710,2833.3333333,2
05414324,20,0,JRTPAYQV,F,02,2024,RNT,2,1,800710,2833.3333333,2
05414324,20,0,JRTPAYQV,F,01,2024,RNT,2,1,800710,2833.3333333,2
05414564,20,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,965,2
05414564,20,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,965,2
05414564,20,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,965,2
05414644,31,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1350,2
05414644,31,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1350,2
05414644,31,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1350,2
05414924,24,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1450,2
05414924,24,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1450,2
05414924,24,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1450,2
05414964,20,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1300,2
05414964,20,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1300,2
05414964,20,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1300,2
05415164,6,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,674,2
05415164,6,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,674,2
05415164,6,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,674,2
05415404,30,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1600,2
05415404,30,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1600,2
05415404,30,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1600,2
05415434,17,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1500,2
05415434,17,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1500,2
05415434,17,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1500,2
05415494,17,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1250,2
05415494,17,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1250,2
05415494,17,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1250,2
05415504,19,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1136,2
05415504,19,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1136,2
05415504,19,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1136,2
05415554,9,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,626,2
05415554,9,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,626,2
05415554,9,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,626,2
05415644,26,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,850,2
05415644,26,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,850,2
05415644,26,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,850,2
05415654,11,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1300,2
05415654,11,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1300,2
05415654,11,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1300,2
05415694,22,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1290,2
05415694,22,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1290,2
05415694,22,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1290,2
05415724,22,0,QRT3MCMX,T,03,2024,RNT,2,1,210110,4548.6666667,2
05415724,22,0,QRT3MCMX,T,02,2024,RNT,2,1,210110,4548.6666667,2
05415724,22,0,QRT3MCMX,T,01,2024,RNT,2,1,210110,4548.6666667,2
05415794,8,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,350,2
05415794,8,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,350,2
05415794,8,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,350,2
05416244,22,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1025,2
05416244,22,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1025,2
05416244,22,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1025,2
05416384,15,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1550,2
05416384,15,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1550,2
05416384,15,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1550,2
05416534,26,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1264,2
05416534,26,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1264,2
05416534,26,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1264,2
05416634,7,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,200,2
05416634,7,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,200,2
05416634,7,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,200,2
05416824,20,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,2370,2
05416824,20,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,2370,2
05416824,20,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,2370,2
05416884,8,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,400,2
05416884,8,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,400,2
05416884,8,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,400,2
05416944,14,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,900,2
05416944,14,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,900,2
05416944,14,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,900,2
05417024,17,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1200,2
05417024,17,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1200,2
05417024,17,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1200,2
05417244,22,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,2400,2
05417244,22,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,2400,2
05417244,22,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,2400,2
05417454,33,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,240,2
05417454,33,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,240,2
05417454,33,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,240,2
05417464,7,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,243,2
05417464,7,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,243,2
05417464,7,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,243,2
05417694,21,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1750,2
05417694,21,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1750,2
05417694,21,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1750,2
05417964,15,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1872,2
05417964,15,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1872,2
05417964,15,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1872,2
05418024,10,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1200,2
05418024,10,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1200,2
05418024,10,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1200,2
05418134,17,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1540,2
05418134,17,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1540,2
05418134,17,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1540,2
05418144,12,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1900,2
05418144,12,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1900,2
05418144,12,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1900,2
05418254,11,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,700,2
05418254,11,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,700,2
05418254,11,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,700,2
05418294,17,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,800,2
05418294,17,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,800,2
05418294,17,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,800,2
05418414,28,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,300,2
05418414,28,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,300,2
05418414,28,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,300,2
05418504,18,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1460,2
05418504,18,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1460,2
05418504,18,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1460,2
05418574,8,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,650,2
05418574,8,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,650,2
05418574,8,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,650,2
05418714,13,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,900,2
05418714,13,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,900,2
05418714,13,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,900,2
05418824,23,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,400,2
05418824,23,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,400,2
05418824,23,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,400,2
05418974,26,0,JRTPAYQV,D,03,2024,RNT,2,1,800710,1000,2
05418974,26,0,JRTPAYQV,D,02,2024,RNT,2,1,800710,1000,2
05418974,26,0,JRTPAYQV,D,01,2024,RNT,2,1,800710,1000,2
05419214,14,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,700,2
05419214,14,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,700,2
05419214,14,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,700,2
05419264,5,0,QRT3MCMX,F,03,2024,RNT,2,1,210110,1418.3333333,2
05419264,5,0,QRT3MCMX,F,02,2024,RNT,2,1,210110,1418.3333333,2
05419264,5,0,QRT3MCMX,F,01,2024,RNT,2,1,210110,1418.3333333,2
05419284,13,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1950,2
05419284,13,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1950,2
05419284,13,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1950,2
05419324,17,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,500,2
05419324,17,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,500,2
05419324,17,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,500,2
05419334,18,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,2195,2
05419334,18,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,2195,2
05419334,18,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,2195,2
05419374,8,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1600,2
05419374,8,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1600,2
05419374,8,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1600,2
05419494,18,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1270,2
05419494,18,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1270,2
05419494,18,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1270,2
05419604,17,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,2115,2
05419604,17,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,2115,2
05419604,17,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,2115,2
05419724,10,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,231,2
05419724,10,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,231,2
05419724,10,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,231,2
05420004,39,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,913,2
05420004,39,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,913,2
05420004,39,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,913,2
05420174,24,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1774,2
05420174,24,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1774,2
05420174,24,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1774,2
05420204,20,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,600,2
05420204,20,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,600,2
05420204,20,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,600,2
05420304,18,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1015,2
05420304,18,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1015,2
05420304,18,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1015,2
05420374,15,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,2700,2
05420374,15,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,2700,2
05420374,15,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,2700,2
05420394,17,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1228,2
05420394,17,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1228,2
05420394,17,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1228,2
05420874,13,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1150,2
05420874,13,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1150,2
05420874,13,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1150,2
05420954,19,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,2050,2
05420954,19,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,2050,2
05420954,19,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,2050,2
05421104,29,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,390,2
05421104,29,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,390,2
05421104,29,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,390,2
05421124,14,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1600,2
05421124,14,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1600,2
05421124,14,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1600,2
05421134,27,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1215,2
05421134,27,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1215,2
05421134,27,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1215,2
05421254,7,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1019,2
05421254,7,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1019,2
05421254,7,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1019,2
05421264,12,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,850,2
05421264,12,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,850,2
05421264,12,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,850,2
05421354,15,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1500,2
05421354,15,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1500,2
05421354,15,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1500,2
05421644,17,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1850,2
05421644,17,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1850,2
05421644,17,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1850,2
05421744,8,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1000,2
05421744,8,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1000,2
05421744,8,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1000,2
05421794,16,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,690,2
05421794,16,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,690,2
05421794,16,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,690,2
05421814,35,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1235,2
05421814,35,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1235,2
05421814,35,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1235,2
05422044,16,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1476,2
05422044,16,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1476,2
05422044,16,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1476,2
05422144,18,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,500,2
05422144,18,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,500,2
05422144,18,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,500,2
05422204,32,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,895,2
05422204,32,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,895,2
05422204,32,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,895,2
05422234,12,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,568,2
05422234,12,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,568,2
05422234,12,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,568,2
05422254,9,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,900,2
05422254,9,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,900,2
05422254,9,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,900,2
05422284,9,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,700,2
05422284,9,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,700,2
05422284,9,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,700,2
05422404,19,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,600,2
05422404,19,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,600,2
05422404,19,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,600,2
05422494,11,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1200,2
05422494,11,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1200,2
05422494,11,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1200,2
05422704,8,0,JRTPAYQV,D,03,2024,RNT,2,1,800710,1225,2
05422704,8,0,JRTPAYQV,D,02,2024,RNT,2,1,800710,1225,2
05422704,8,0,JRTPAYQV,D,01,2024,RNT,2,1,800710,1225,2
05422704,8,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,275,2
05422704,8,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,275,2
05422704,8,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,275,2
05422814,21,0,QRT3MCMX,T,03,2024,RNT,2,1,210110,4548.6666667,2
05422814,21,0,QRT3MCMX,T,02,2024,RNT,2,1,210110,4548.6666667,2
05422814,21,0,QRT3MCMX,T,01,2024,RNT,2,1,210110,4548.6666667,2
05423084,13,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,900,2
05423084,13,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,900,2
05423084,13,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,900,2
05423154,20,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1925,2
05423154,20,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1925,2
05423154,20,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1925,2
05423284,33,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1596,2
05423284,33,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1596,2
05423284,33,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1596,2
05423714,18,0,QRT3MCMX,D,04,2024,RNT,2,1,210110,875,2
05423714,18,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,875,2
05423714,18,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,875,2
05423794,27,0,QRT3MCMX,T,04,2024,RNT,2,1,210110,4548.6666667,2
05423794,27,0,QRT3MCMX,T,03,2024,RNT,2,1,210110,4548.6666667,2
05423794,27,0,QRT3MCMX,T,02,2024,RNT,2,1,210110,4548.6666667,2
05423944,7,0,QRT3MCMX,D,04,2024,RNT,2,1,210110,2800,2
05423944,7,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,2800,2
05423944,7,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,2800,2
05424084,14,0,QRT3MCMX,D,04,2024,RNT,2,1,210110,750,2
05424084,14,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,750,2
05424084,14,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,750,2
05424214,28,0,QRT3MCMX,D,04,2024,RNT,2,1,210110,3084,2
05424214,28,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,3084,2
05424214,28,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,3084,2
05424234,14,0,QRT3MCMX,D,04,2024,RNT,2,1,210110,2500,2
05424234,14,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,2500,2
05424234,14,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,2500,2
05424294,13,0,QRT3MCMX,D,04,2024,RNT,2,1,210110,900,2
05424294,13,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,900,2
05424294,13,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,900,2
05424304,16,0,QRT3MCMX,D,04,2024,RNT,2,1,210110,1019.6666667,2
05424304,16,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1019.6666667,2
05424304,16,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1019.6666667,2
05424394,13,0,QRT3MCMX,D,04,2024,RNT,2,1,210110,2684,2
05424394,13,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,2684,2
05424394,13,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,2684,2
05424554,15,0,QRT3MCMX,T,04,2024,RNT,2,1,210110,4548.6666667,2
05424554,15,0,QRT3MCMX,T,03,2024,RNT,2,1,210110,4548.6666667,2
05424554,15,0,QRT3MCMX,T,02,2024,RNT,2,1,210110,4548.6666667,2
05424584,14,0,JRTPAYQV,D,04,2024,RNT,2,1,800710,1500,2
