NEWID,SEQNO,ALCNO,EXPNAME,COST_,REF_MO,REF_YR,RTYPE,GIFT,UCCSEQ,UCC,COST,PUBFLAG
05411714,18,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1950,2
05411714,18,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1950,2
05411714,18,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1950,2
05411764,22,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1600,2
05411764,22,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1600,2
05411764,22,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1600,2
05411994,36,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1660,2
05411994,36,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1660,2
05411994,36,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1660,2
05412044,27,0,QRT3MCMX,F,03,2024,RNT,2,1,210110,2746.3333333,2
05412044,27,0,QRT3MCMX,F,02,2024,RNT,2,1,210110,2746.3333333,2
05412044,27,0,QRT3MCMX,F,01,2024,RNT,2,1,210110,2746.3333333,2
05412054,28,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1400,2
05412054,28,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1400,2
05412054,28,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1400,2
05412194,15,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1450,2
05412194,15,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1450,2
05412194,15,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1450,2
05412254,16,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1200,2
05412254,16,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1200,2
05412254,16,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1200,2
05412264,18,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1091,2
05412264,18,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1091,2
05412264,18,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1091,2
05412294,16,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1430,2
05412294,16,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1430,2
05412294,16,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1430,2
05412344,12,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,360,2
05412344,12,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,360,2
05412344,12,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,360,2
05412514,49,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,1395,2
05412514,49,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,1395,2
05412514,49,0,QRT3MCMX,D,01,2024,RNT,2,1,210110,1395,2
05412804,24,0,QRT3MCMX,D,03,2024,RNT,2,1,210110,617,2
05412804,24,0,QRT3MCMX,D,02,2024,RNT,2,1,210110,617,2
