NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE_,IMPNUM,VALUE
05291324,12,2023,980000,2,,4,27020.3333
05291324,12,2023,980000,2,,5,28757.5833
05291324,12,2023,980071,2,,1,19552.333333
05291324,12,2023,980071,2,,2,36149.25
05291324,12,2023,980071,2,,3,18661.333333
05291324,12,2023,980071,2,,4,18784.166667
05291324,12,2023,980071,2,,5,20521.416667
05291394,10,2023,800940,2,,1,1472.6667
05291394,10,2023,800940,2,,2,1472.6667
05291394,10,2023,800940,2,,3,1472.6667
05291394,10,2023,800940,2,,4,1472.6667
05291394,10,2023,800940,2,,5,1472.6667
05291394,10,2023,900000,2,,1,19250
05291394,10,2023,900000,2,,2,19250
05291394,10,2023,900000,2,,3,19250
05291394,10,2023,900000,2,,4,19250
05291394,10,2023,900000,2,,5,19250
05291394,10,2023,980000,2,,1,19250
05291394,10,2023,980000,2,,2,19250
05291394,10,2023,980000,2,,3,19250
05291394,10,2023,980000,2,,4,19250
05291394,10,2023,980000,2,,5,19250
05291394,10,2023,980071,2,,1,17161.666667
05291394,10,2023,980071,2,,2,17161.666667
05291394,10,2023,980071,2,,3,17161.666667
05291394,10,2023,980071,2,,4,17161.666667
05291394,10,2023,980071,2,,5,17161.666667
05291394,11,2023,800940,2,,1,1472.6667
05291394,11,2023,800940,2,,2,1472.6667
05291394,11,2023,800940,2,,3,1472.6667
05291394,11,2023,800940,2,,4,1472.6667
05291394,11,2023,800940,2,,5,1472.6667
05291394,11,2023,900000,2,,1,19250
05291394,11,2023,900000,2,,2,19250
05291394,11,2023,900000,2,,3,19250
05291394,11,2023,900000,2,,4,19250
05291394,11,2023,900000,2,,5,19250
05291394,11,2023,980000,2,,1,19250
05291394,11,2023,980000,2,,2,19250
05291394,11,2023,980000,2,,3,19250
05291394,11,2023,980000,2,,4,19250
05291394,11,2023,980000,2,,5,19250
05291394,11,2023,980071,2,,1,17161.666667
05291394,11,2023,980071,2,,2,17161.666667
05291394,11,2023,980071,2,,3,17161.666667
05291394,11,2023,980071,2,,4,17161.666667
05291394,11,2023,980071,2,,5,17161.666667
05291394,12,2023,800940,2,,1,1472.6667
05291394,12,2023,800940,2,,2,1472.6667
05291394,12,2023,800940,2,,3,1472.6667
05291394,12,2023,800940,2,,4,1472.6667
05291394,12,2023,800940,2,,5,1472.6667
05291394,12,2023,900000,2,,1,19250
05291394,12,2023,900000,2,,2,19250
05291394,12,2023,900000,2,,3,19250
05291394,12,2023,900000,2,,4,19250
05291394,12,2023,900000,2,,5,19250
05291394,12,2023,980000,2,,1,19250
05291394,12,2023,980000,2,,2,19250
05291394,12,2023,980000,2,,3,19250
05291394,12,2023,980000,2,,4,19250
05291394,12,2023,980000,2,,5,19250
05291394,12,2023,980071,2,,1,17161.666667
05291394,12,2023,980071,2,,2,17161.666667
05291394,12,2023,980071,2,,3,17161.666667
05291394,12,2023,980071,2,,4,17161.666667
05291394,12,2023,980071,2,,5,17161.666667
05291414,10,2023,800940,2,,1,760.5
05291414,10,2023,800940,2,,2,760.5
05291414,10,2023,800940,2,,3,760.5
05291414,10,2023,800940,2,,4,760.5
05291414,10,2023,800940,2,,5,760.5
05291414,10,2023,900000,2,,1,9941.6667
05291414,10,2023,900000,2,,2,9941.6667
05291414,10,2023,900000,2,,3,9941.6667
05291414,10,2023,900000,2,,4,9941.6667
05291414,10,2023,900000,2,,5,9941.6667
05291414,10,2023,980000,2,,1,9941.6667
05291414,10,2023,980000,2,,2,9941.6667
05291414,10,2023,980000,2,,3,9941.6667
05291414,10,2023,980000,2,,4,9941.6667
05291414,10,2023,980000,2,,5,9941.6667
05291414,10,2023,980071,2,,1,10179.5
05291414,10,2023,980071,2,,2,10179.5
05291414,10,2023,980071,2,,3,10179.5
05291414,10,2023,980071,2,,4,10179.5
05291414,10,2023,980071,2,,5,10179.5
05291414,11,2023,800940,2,,1,760.5
05291414,11,2023,800940,2,,2,760.5
05291414,11,2023,800940,2,,3,760.5
05291414,11,2023,800940,2,,4,760.5
05291414,11,2023,800940,2,,5,760.5
05291414,11,2023,900000,2,,1,9941.6667
05291414,11,2023,900000,2,,2,9941.6667
05291414,11,2023,900000,2,,3,9941.6667
05291414,11,2023,900000,2,,4,9941.6667
05291414,11,2023,900000,2,,5,9941.6667
05291414,11,2023,980000,2,,1,9941.6667
05291414,11,2023,980000,2,,2,9941.6667
05291414,11,2023,980000,2,,3,9941.6667
05291414,11,2023,980000,2,,4,9941.6667
05291414,11,2023,980000,2,,5,9941.6667
05291414,11,2023,980071,2,,1,10179.5
05291414,11,2023,980071,2,,2,10179.5
05291414,11,2023,980071,2,,3,10179.5
05291414,11,2023,980071,2,,4,10179.5
05291414,11,2023,980071,2,,5,10179.5
05291414,12,2023,800940,2,,1,760.5
05291414,12,2023,800940,2,,2,760.5
05291414,12,2023,800940,2,,3,760.5
05291414,12,2023,800940,2,,4,760.5
05291414,12,2023,800940,2,,5,760.5
05291414,12,2023,900000,2,,1,9941.6667
05291414,12,2023,900000,2,,2,9941.6667
05291414,12,2023,900000,2,,3,9941.6667
05291414,12,2023,900000,2,,4,9941.6667
05291414,12,2023,900000,2,,5,9941.6667
05291414,12,2023,980000,2,,1,9941.6667
05291414,12,2023,980000,2,,2,9941.6667
05291414,12,2023,980000,2,,3,9941.6667
05291414,12,2023,980000,2,,4,9941.6667
05291414,12,2023,980000,2,,5,9941.6667
05291414,12,2023,980071,2,,1,10179.5
05291414,12,2023,980071,2,,2,10179.5
05291414,12,2023,980071,2,,3,10179.5
05291414,12,2023,980071,2,,4,10179.5
05291414,12,2023,980071,2,,5,10179.5
05291424,10,2023,900030,2,,1,2980.3333
05291424,10,2023,900030,2,,2,3159.3333
05291424,10,2023,900030,2,,3,2910.3333
05291424,10,2023,900030,2,,4,3060.3333
05291424,10,2023,900030,2,,5,3164.3333
05291424,10,2023,900170,2,,1,133.3333
05291424,10,2023,900170,2,,2,133.3333
05291424,10,2023,900170,2,,3,133.3333
05291424,10,2023,900170,2,,4,133.3333
05291424,10,2023,900170,2,,5,133.3333
05291424,10,2023,980000,2,,1,3113.6667
05291424,10,2023,980000,2,,2,3292.6667
05291424,10,2023,980000,2,,3,3043.6667
05291424,10,2023,980000,2,,4,3193.6667
05291424,10,2023,980000,2,,5,3297.6667
05291424,10,2023,980071,2,,1,3113.6666667
05291424,10,2023,980071,2,,2,3292.6666667
05291424,10,2023,980071,2,,3,3043.6666667
05291424,10,2023,980071,2,,4,3193.6666667
05291424,10,2023,980071,2,,5,3297.6666667
05291424,11,2023,900030,2,,1,2980.3333
05291424,11,2023,900030,2,,2,3159.3333
05291424,11,2023,900030,2,,3,2910.3333
05291424,11,2023,900030,2,,4,3060.3333
05291424,11,2023,900030,2,,5,3164.3333
05291424,11,2023,900170,2,,1,133.3333
05291424,11,2023,900170,2,,2,133.3333
05291424,11,2023,900170,2,,3,133.3333
05291424,11,2023,900170,2,,4,133.3333
05291424,11,2023,900170,2,,5,133.3333
05291424,11,2023,980000,2,,1,3113.6667
05291424,11,2023,980000,2,,2,3292.6667
05291424,11,2023,980000,2,,3,3043.6667
05291424,11,2023,980000,2,,4,3193.6667
05291424,11,2023,980000,2,,5,3297.6667
05291424,11,2023,980071,2,,1,3113.6666667
05291424,11,2023,980071,2,,2,3292.6666667
05291424,11,2023,980071,2,,3,3043.6666667
05291424,11,2023,980071,2,,4,3193.6666667
05291424,11,2023,980071,2,,5,3297.6666667
05291424,12,2023,900030,2,,1,2980.3333
05291424,12,2023,900030,2,,2,3159.3333
05291424,12,2023,900030,2,,3,2910.3333
05291424,12,2023,900030,2,,4,3060.3333
05291424,12,2023,900030,2,,5,3164.3333
05291424,12,2023,900170,2,,1,133.3333
05291424,12,2023,900170,2,,2,133.3333
05291424,12,2023,900170,2,,3,133.3333
05291424,12,2023,900170,2,,4,133.3333
05291424,12,2023,900170,2,,5,133.3333
05291424,12,2023,980000,2,,1,3113.6667
05291424,12,2023,980000,2,,2,3292.6667
05291424,12,2023,980000,2,,3,3043.6667
05291424,12,2023,980000,2,,4,3193.6667
05291424,12,2023,980000,2,,5,3297.6667
05291424,12,2023,980071,2,,1,3113.6666667
05291424,12,2023,980071,2,,2,3292.6666667
05291424,12,2023,980071,2,,3,3043.6666667
05291424,12,2023,980071,2,,4,3193.6666667
05291424,12,2023,980071,2,,5,3297.6666667
05291434,10,2023,800940,2,,1,472.25
05291434,10,2023,800940,2,,2,526.75
05291434,10,2023,800940,2,,3,502.8333
05291434,10,2023,800940,2,,4,477.5833
05291434,10,2023,800940,2,,5,491.0833
05291434,10,2023,900000,2,,1,3616.0833
05291434,10,2023,900000,2,,2,3726
05291434,10,2023,900000,2,,3,3955.0833
05291434,10,2023,900000,2,,4,3545.0833
05291434,10,2023,900000,2,,5,3755.75
05291434,10,2023,900160,2,,1,1278.25
05291434,10,2023,900160,2,,2,1580.3333
05291434,10,2023,900160,2,,3,1309.0833
05291434,10,2023,900160,2,,4,1349
05291434,10,2023,900160,2,,5,1331.6667
05291434,10,2023,900210,2,,1,1215.9167
05291434,10,2023,900210,2,,2,1171.8333
05291434,10,2023,900210,2,,3,951.3333
05291434,10,2023,900210,2,,4,1165.0833
05291434,10,2023,900210,2,,5,1202.5
05291434,10,2023,980000,2,,1,6110.25
05291434,10,2023,980000,2,,2,6478.1667
05291434,10,2023,980000,2,,3,6215.5
05291434,10,2023,980000,2,,4,6059.1667
05291434,10,2023,980000,2,,5,6289.9167
05291434,10,2023,980071,2,,1,5662.9166667
05291434,10,2023,980071,2,,2,6030.8333333
05291434,10,2023,980071,2,,3,5768.1666667
05291434,10,2023,980071,2,,4,5611.8333333
05291434,10,2023,980071,2,,5,5842.5833333
05291434,11,2023,800940,2,,1,472.25
05291434,11,2023,800940,2,,2,526.75
05291434,11,2023,800940,2,,3,502.8333
05291434,11,2023,800940,2,,4,477.5833
05291434,11,2023,800940,2,,5,491.0833
05291434,11,2023,900000,2,,1,3616.0833
05291434,11,2023,900000,2,,2,3726
05291434,11,2023,900000,2,,3,3955.0833
05291434,11,2023,900000,2,,4,3545.0833
05291434,11,2023,900000,2,,5,3755.75
05291434,11,2023,900160,2,,1,1278.25
05291434,11,2023,900160,2,,2,1580.3333
05291434,11,2023,900160,2,,3,1309.0833
05291434,11,2023,900160,2,,4,1349
05291434,11,2023,900160,2,,5,1331.6667
05291434,11,2023,900210,2,,1,1215.9167
05291434,11,2023,900210,2,,2,1171.8333
05291434,11,2023,900210,2,,3,951.3333
05291434,11,2023,900210,2,,4,1165.0833
05291434,11,2023,900210,2,,5,1202.5
05291434,11,2023,980000,2,,1,6110.25
05291434,11,2023,980000,2,,2,6478.1667
05291434,11,2023,980000,2,,3,6215.5
05291434,11,2023,980000,2,,4,6059.1667
05291434,11,2023,980000,2,,5,6289.9167
05291434,11,2023,980071,2,,1,5662.9166667
05291434,11,2023,980071,2,,2,6030.8333333
05291434,11,2023,980071,2,,3,5768.1666667
05291434,11,2023,980071,2,,4,5611.8333333
05291434,11,2023,980071,2,,5,5842.5833333
05291434,12,2023,800940,2,,1,472.25
05291434,12,2023,800940,2,,2,526.75
05291434,12,2023,800940,2,,3,502.8333
05291434,12,2023,800940,2,,4,477.5833
05291434,12,2023,800940,2,,5,491.0833
05291434,12,2023,900000,2,,1,3616.0833
05291434,12,2023,900000,2,,2,3726
05291434,12,2023,900000,2,,3,3955.0833
05291434,12,2023,900000,2,,4,3545.0833
05291434,12,2023,900000,2,,5,3755.75
05291434,12,2023,900160,2,,1,1278.25
05291434,12,2023,900160,2,,2,1580.3333
05291434,12,2023,900160,2,,3,1309.0833
05291434,12,2023,900160,2,,4,1349
05291434,12,2023,900160,2,,5,1331.6667
05291434,12,2023,900210,2,,1,1215.9167
05291434,12,2023,900210,2,,2,1171.8333
05291434,12,2023,900210,2,,3,951.3333
05291434,12,2023,900210,2,,4,1165.0833
05291434,12,2023,900210,2,,5,1202.5
05291434,12,2023,980000,2,,1,6110.25
05291434,12,2023,980000,2,,2,6478.1667
05291434,12,2023,980000,2,,3,6215.5
05291434,12,2023,980000,2,,4,6059.1667
05291434,12,2023,980000,2,,5,6289.9167
05291434,12,2023,980071,2,,1,5662.9166667
05291434,12,2023,980071,2,,2,6030.8333333
05291434,12,2023,980071,2,,3,5768.1666667
05291434,12,2023,980071,2,,4,5611.8333333
05291434,12,2023,980071,2,,5,5842.5833333
05291484,10,2023,800940,2,,1,95.6667
05291484,10,2023,800940,2,,2,95.6667
05291484,10,2023,800940,2,,3,95.6667
05291484,10,2023,800940,2,,4,95.6667
05291484,10,2023,800940,2,,5,95.6667
05291484,10,2023,900000,2,,1,1250
05291484,10,2023,900000,2,,2,1250
05291484,10,2023,900000,2,,3,1250
05291484,10,2023,900000,2,,4,1250
05291484,10,2023,900000,2,,5,1250
05291484,10,2023,900180,2,,1,0.25
05291484,10,2023,900180,2,,2,0.25
05291484,10,2023,900180,2,,3,0.25
05291484,10,2023,900180,2,,4,0.25
05291484,10,2023,900180,2,,5,0.25
05291484,10,2023,980000,2,,1,1250.25
05291484,10,2023,980000,2,,2,1250.25
05291484,10,2023,980000,2,,3,1250.25
05291484,10,2023,980000,2,,4,1250.25
05291484,10,2023,980000,2,,5,1250.25
05291484,10,2023,980071,2,,1,1250.25
05291484,10,2023,980071,2,,2,1250.25
05291484,10,2023,980071,2,,3,1250.25
05291484,10,2023,980071,2,,4,1250.25
05291484,10,2023,980071,2,,5,1250.25
05291484,11,2023,800940,2,,1,95.6667
05291484,11,2023,800940,2,,2,95.6667
05291484,11,2023,800940,2,,3,95.6667
05291484,11,2023,800940,2,,4,95.6667
05291484,11,2023,800940,2,,5,95.6667
05291484,11,2023,900000,2,,1,1250
05291484,11,2023,900000,2,,2,1250
05291484,11,2023,900000,2,,3,1250
05291484,11,2023,900000,2,,4,1250
05291484,11,2023,900000,2,,5,1250
05291484,11,2023,900180,2,,1,0.25
05291484,11,2023,900180,2,,2,0.25
05291484,11,2023,900180,2,,3,0.25
05291484,11,2023,900180,2,,4,0.25
05291484,11,2023,900180,2,,5,0.25
05291484,11,2023,980000,2,,1,1250.25
05291484,11,2023,980000,2,,2,1250.25
05291484,11,2023,980000,2,,3,1250.25
05291484,11,2023,980000,2,,4,1250.25
05291484,11,2023,980000,2,,5,1250.25
05291484,11,2023,980071,2,,1,1250.25
05291484,11,2023,980071,2,,2,1250.25
05291484,11,2023,980071,2,,3,1250.25
05291484,11,2023,980071,2,,4,1250.25
05291484,11,2023,980071,2,,5,1250.25
05291484,12,2023,800940,2,,1,95.6667
05291484,12,2023,800940,2,,2,95.6667
05291484,12,2023,800940,2,,3,95.6667
05291484,12,2023,800940,2,,4,95.6667
05291484,12,2023,800940,2,,5,95.6667
05291484,12,2023,900000,2,,1,1250
05291484,12,2023,900000,2,,2,1250
05291484,12,2023,900000,2,,3,1250
05291484,12,2023,900000,2,,4,1250
05291484,12,2023,900000,2,,5,1250
05291484,12,2023,900180,2,,1,0.25
05291484,12,2023,900180,2,,2,0.25
05291484,12,2023,900180,2,,3,0.25
05291484,12,2023,900180,2,,4,0.25
05291484,12,2023,900180,2,,5,0.25
05291484,12,2023,980000,2,,1,1250.25
05291484,12,2023,980000,2,,2,1250.25
05291484,12,2023,980000,2,,3,1250.25
05291484,12,2023,980000,2,,4,1250.25
05291484,12,2023,980000,2,,5,1250.25
05291484,12,2023,980071,2,,1,1250.25
05291484,12,2023,980071,2,,2,1250.25
05291484,12,2023,980071,2,,3,1250.25
05291484,12,2023,980071,2,,4,1250.25
05291484,12,2023,980071,2,,5,1250.25
05291494,10,2023,800940,2,T,1,2039.1719
05291494,10,2023,800940,2,T,2,2039.1719
05291494,10,2023,800940,2,T,3,2039.1719
05291494,10,2023,800940,2,T,4,2039.1719
05291494,10,2023,800940,2,T,5,2039.1719
05291494,10,2023,900000,2,,1,29040.0833
05291494,10,2023,900000,2,,2,24379.5833
05291494,10,2023,900000,2,,3,23451.8333
05291494,10,2023,900000,2,,4,23278.1667
05291494,10,2023,900000,2,,5,22513.5
05291494,10,2023,900160,2,T,1,18949.6658
05291494,10,2023,900160,2,T,2,18949.6658
05291494,10,2023,900160,2,T,3,18949.6658
05291494,10,2023,900160,2,T,4,18949.6658
05291494,10,2023,900160,2,T,5,18949.6658
05291494,10,2023,980000,2,T,1,43482.2992
05291494,10,2023,980000,2,T,2,43482.2992
05291494,10,2023,980000,2,T,3,43482.2992
05291494,10,2023,980000,2,T,4,43482.2992
05291494,10,2023,980000,2,T,5,43482.2992
05291494,10,2023,980071,2,T,1,37092.083333
05291494,10,2023,980071,2,T,2,32431.583333
05291494,10,2023,980071,2,T,3,31503.833333
05291494,10,2023,980071,2,T,4,31330.166667
05291494,10,2023,980071,2,T,5,30565.5
05291494,11,2023,800940,2,T,1,2039.1719
05291494,11,2023,800940,2,T,2,2039.1719
05291494,11,2023,800940,2,T,3,2039.1719
05291494,11,2023,800940,2,T,4,2039.1719
05291494,11,2023,800940,2,T,5,2039.1719
05291494,11,2023,900000,2,,1,29040.0833
05291494,11,2023,900000,2,,2,24379.5833
05291494,11,2023,900000,2,,3,23451.8333
05291494,11,2023,900000,2,,4,23278.1667
05291494,11,2023,900000,2,,5,22513.5
05291494,11,2023,900160,2,T,1,18949.6658
05291494,11,2023,900160,2,T,2,18949.6658
05291494,11,2023,900160,2,T,3,18949.6658
05291494,11,2023,900160,2,T,4,18949.6658
05291494,11,2023,900160,2,T,5,18949.6658
05291494,11,2023,980000,2,T,1,43482.2992
05291494,11,2023,980000,2,T,2,43482.2992
05291494,11,2023,980000,2,T,3,43482.2992
05291494,11,2023,980000,2,T,4,43482.2992
05291494,11,2023,980000,2,T,5,43482.2992
05291494,11,2023,980071,2,T,1,37092.083333
05291494,11,2023,980071,2,T,2,32431.583333
05291494,11,2023,980071,2,T,3,31503.833333
05291494,11,2023,980071,2,T,4,31330.166667
05291494,11,2023,980071,2,T,5,30565.5
05291494,12,2023,800940,2,T,1,2039.1719
05291494,12,2023,800940,2,T,2,2039.1719
05291494,12,2023,800940,2,T,3,2039.1719
05291494,12,2023,800940,2,T,4,2039.1719
05291494,12,2023,800940,2,T,5,2039.1719
05291494,12,2023,900000,2,,1,29040.0833
05291494,12,2023,900000,2,,2,24379.5833
05291494,12,2023,900000,2,,3,23451.8333
05291494,12,2023,900000,2,,4,23278.1667
05291494,12,2023,900000,2,,5,22513.5
05291494,12,2023,900160,2,T,1,18949.6658
05291494,12,2023,900160,2,T,2,18949.6658
05291494,12,2023,900160,2,T,3,18949.6658
05291494,12,2023,900160,2,T,4,18949.6658
05291494,12,2023,900160,2,T,5,18949.6658
05291494,12,2023,980000,2,T,1,43482.2992
05291494,12,2023,980000,2,T,2,43482.2992
05291494,12,2023,980000,2,T,3,43482.2992
05291494,12,2023,980000,2,T,4,43482.2992
05291494,12,2023,980000,2,T,5,43482.2992
05291494,12,2023,980071,2,T,1,37092.083333
05291494,12,2023,980071,2,T,2,32431.583333
05291494,12,2023,980071,2,T,3,31503.833333
05291494,12,2023,980071,2,T,4,31330.166667
05291494,12,2023,980071,2,T,5,30565.5
05291534,10,2023,800940,2,,1,650.25
05291534,10,2023,800940,2,,2,650.25
05291534,10,2023,800940,2,,3,650.25
05291534,10,2023,800940,2,,4,650.25
05291534,10,2023,800940,2,,5,650.25
05291534,10,2023,900000,2,,1,8500
05291534,10,2023,900000,2,,2,8500
05291534,10,2023,900000,2,,3,8500
05291534,10,2023,900000,2,,4,8500
05291534,10,2023,900000,2,,5,8500
05291534,10,2023,980000,2,,1,8500
05291534,10,2023,980000,2,,2,8500
05291534,10,2023,980000,2,,3,8500
05291534,10,2023,980000,2,,4,8500
05291534,10,2023,980000,2,,5,8500
05291534,10,2023,980071,2,,1,8295.75
05291534,10,2023,980071,2,,2,8295.75
05291534,10,2023,980071,2,,3,8295.75
05291534,10,2023,980071,2,,4,8295.75
05291534,10,2023,980071,2,,5,8295.75
05291534,11,2023,800940,2,,1,650.25
05291534,11,2023,800940,2,,2,650.25
05291534,11,2023,800940,2,,3,650.25
05291534,11,2023,800940,2,,4,650.25
05291534,11,2023,800940,2,,5,650.25
05291534,11,2023,900000,2,,1,8500
05291534,11,2023,900000,2,,2,8500
05291534,11,2023,900000,2,,3,8500
05291534,11,2023,900000,2,,4,8500
05291534,11,2023,900000,2,,5,8500
05291534,11,2023,980000,2,,1,8500
05291534,11,2023,980000,2,,2,8500
05291534,11,2023,980000,2,,3,8500
05291534,11,2023,980000,2,,4,8500
05291534,11,2023,980000,2,,5,8500
05291534,11,2023,980071,2,,1,8295.75
05291534,11,2023,980071,2,,2,8295.75
05291534,11,2023,980071,2,,3,8295.75
05291534,11,2023,980071,2,,4,8295.75
05291534,11,2023,980071,2,,5,8295.75
05291534,12,2023,800940,2,,1,650.25
05291534,12,2023,800940,2,,2,650.25
05291534,12,2023,800940,2,,3,650.25
05291534,12,2023,800940,2,,4,650.25
05291534,12,2023,800940,2,,5,650.25
05291534,12,2023,900000,2,,1,8500
05291534,12,2023,900000,2,,2,8500
05291534,12,2023,900000,2,,3,8500
05291534,12,2023,900000,2,,4,8500
05291534,12,2023,900000,2,,5,8500
05291534,12,2023,980000,2,,1,8500
05291534,12,2023,980000,2,,2,8500
05291534,12,2023,980000,2,,3,8500
05291534,12,2023,980000,2,,4,8500
05291534,12,2023,980000,2,,5,8500
05291534,12,2023,980071,2,,1,8295.75
05291534,12,2023,980071,2,,2,8295.75
05291534,12,2023,980071,2,,3,8295.75
05291534,12,2023,980071,2,,4,8295.75
05291534,12,2023,980071,2,,5,8295.75
05291544,10,2023,800940,2,T,1,1922.3219
05291544,10,2023,800940,2,T,2,1922.3219
05291544,10,2023,800940,2,T,3,1922.3219
05291544,10,2023,800940,2,T,4,1922.3219
05291544,10,2023,800940,2,T,5,1922.3219
05291544,10,2023,900000,2,,1,11666.5833
05291544,10,2023,900000,2,,2,10862.8333
05291544,10,2023,900000,2,,3,11273.9167
05291544,10,2023,900000,2,,4,15001.3333
05291544,10,2023,900000,2,,5,8674.8333
05291544,10,2023,900160,2,,1,8830.4167
05291544,10,2023,900160,2,,2,8464.0833
05291544,10,2023,900160,2,,3,8763.3333
05291544,10,2023,900160,2,,4,8481.75
05291544,10,2023,900160,2,,5,7589.4167
05291544,10,2023,980000,2,,1,20497
05291544,10,2023,980000,2,,2,19326.9167
05291544,10,2023,980000,2,,3,20037.25
05291544,10,2023,980000,2,,4,23483.0833
05291544,10,2023,980000,2,,5,16264.25
05291544,10,2023,980071,2,,1,16818.666667
05291544,10,2023,980071,2,,2,15648.583333
05291544,10,2023,980071,2,,3,16358.916667
05291544,10,2023,980071,2,,4,19804.75
05291544,10,2023,980071,2,,5,12585.916667
05291544,11,2023,800940,2,T,1,1922.3219
05291544,11,2023,800940,2,T,2,1922.3219
05291544,11,2023,800940,2,T,3,1922.3219
05291544,11,2023,800940,2,T,4,1922.3219
05291544,11,2023,800940,2,T,5,1922.3219
05291544,11,2023,900000,2,,1,11666.5833
05291544,11,2023,900000,2,,2,10862.8333
05291544,11,2023,900000,2,,3,11273.9167
05291544,11,2023,900000,2,,4,15001.3333
05291544,11,2023,900000,2,,5,8674.8333
05291544,11,2023,900160,2,,1,8830.4167
05291544,11,2023,900160,2,,2,8464.0833
05291544,11,2023,900160,2,,3,8763.3333
05291544,11,2023,900160,2,,4,8481.75
05291544,11,2023,900160,2,,5,7589.4167
05291544,11,2023,980000,2,,1,20497
05291544,11,2023,980000,2,,2,19326.9167
05291544,11,2023,980000,2,,3,20037.25
05291544,11,2023,980000,2,,4,23483.0833
05291544,11,2023,980000,2,,5,16264.25
05291544,11,2023,980071,2,,1,16818.666667
05291544,11,2023,980071,2,,2,15648.583333
05291544,11,2023,980071,2,,3,16358.916667
05291544,11,2023,980071,2,,4,19804.75
05291544,11,2023,980071,2,,5,12585.916667
05291544,12,2023,800940,2,T,1,1922.3219
05291544,12,2023,800940,2,T,2,1922.3219
05291544,12,2023,800940,2,T,3,1922.3219
05291544,12,2023,800940,2,T,4,1922.3219
05291544,12,2023,800940,2,T,5,1922.3219
05291544,12,2023,900000,2,,1,11666.5833
05291544,12,2023,900000,2,,2,10862.8333
05291544,12,2023,900000,2,,3,11273.9167
05291544,12,2023,900000,2,,4,15001.3333
05291544,12,2023,900000,2,,5,8674.8333
05291544,12,2023,900160,2,,1,8830.4167
05291544,12,2023,900160,2,,2,8464.0833
05291544,12,2023,900160,2,,3,8763.3333
05291544,12,2023,900160,2,,4,8481.75
05291544,12,2023,900160,2,,5,7589.4167
05291544,12,2023,980000,2,,1,20497
05291544,12,2023,980000,2,,2,19326.9167
05291544,12,2023,980000,2,,3,20037.25
05291544,12,2023,980000,2,,4,23483.0833
05291544,12,2023,980000,2,,5,16264.25
05291544,12,2023,980071,2,,1,16818.666667
05291544,12,2023,980071,2,,2,15648.583333
05291544,12,2023,980071,2,,3,16358.916667
05291544,12,2023,980071,2,,4,19804.75
05291544,12,2023,980071,2,,5,12585.916667
05291584,10,2023,800940,2,,1,286.9167
05291584,10,2023,800940,2,,2,286.9167
05291584,10,2023,800940,2,,3,286.9167
05291584,10,2023,800940,2,,4,286.9167
05291584,10,2023,800940,2,,5,286.9167
05291584,10,2023,900000,2,,1,3750
05291584,10,2023,900000,2,,2,3750
05291584,10,2023,900000,2,,3,3750
05291584,10,2023,900000,2,,4,3750
05291584,10,2023,900000,2,,5,3750
05291584,10,2023,980000,2,,1,3750
05291584,10,2023,980000,2,,2,3750
05291584,10,2023,980000,2,,3,3750
05291584,10,2023,980000,2,,4,3750
05291584,10,2023,980000,2,,5,3750
05291584,10,2023,980071,2,,1,3304.3333333
05291584,10,2023,980071,2,,2,3304.3333333
05291584,10,2023,980071,2,,3,3304.3333333
05291584,10,2023,980071,2,,4,3304.3333333
05291584,10,2023,980071,2,,5,3304.3333333
05291584,11,2023,800940,2,,1,286.9167
05291584,11,2023,800940,2,,2,286.9167
05291584,11,2023,800940,2,,3,286.9167
05291584,11,2023,800940,2,,4,286.9167
05291584,11,2023,800940,2,,5,286.9167
05291584,11,2023,900000,2,,1,3750
05291584,11,2023,900000,2,,2,3750
05291584,11,2023,900000,2,,3,3750
05291584,11,2023,900000,2,,4,3750
05291584,11,2023,900000,2,,5,3750
05291584,11,2023,980000,2,,1,3750
05291584,11,2023,980000,2,,2,3750
05291584,11,2023,980000,2,,3,3750
05291584,11,2023,980000,2,,4,3750
05291584,11,2023,980000,2,,5,3750
05291584,11,2023,980071,2,,1,3304.3333333
05291584,11,2023,980071,2,,2,3304.3333333
05291584,11,2023,980071,2,,3,3304.3333333
05291584,11,2023,980071,2,,4,3304.3333333
05291584,11,2023,980071,2,,5,3304.3333333
05291584,12,2023,800940,2,,1,286.9167
05291584,12,2023,800940,2,,2,286.9167
05291584,12,2023,800940,2,,3,286.9167
05291584,12,2023,800940,2,,4,286.9167
05291584,12,2023,800940,2,,5,286.9167
05291584,12,2023,900000,2,,1,3750
05291584,12,2023,900000,2,,2,3750
05291584,12,2023,900000,2,,3,3750
05291584,12,2023,900000,2,,4,3750
05291584,12,2023,900000,2,,5,3750
05291584,12,2023,980000,2,,1,3750
05291584,12,2023,980000,2,,2,3750
05291584,12,2023,980000,2,,3,3750
05291584,12,2023,980000,2,,4,3750
05291584,12,2023,980000,2,,5,3750
05291584,12,2023,980071,2,,1,3304.3333333
05291584,12,2023,980071,2,,2,3304.3333333
05291584,12,2023,980071,2,,3,3304.3333333
05291584,12,2023,980071,2,,4,3304.3333333
05291584,12,2023,980071,2,,5,3304.3333333
05291664,10,2023,800940,2,,1,280.3333
05291664,10,2023,800940,2,,2,287.25
05291664,10,2023,800940,2,,3,274.25
05291664,10,2023,800940,2,,4,284.0833
05291664,10,2023,800940,2,,5,295.3333
