NEWID,SEQNO,ALCNO,EXPNAME,COST_,REF_MO,REF_YR,RTYPE,GIFT,UCCSEQ,UCC,COST,PUBFLAG
05662424,19,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1730,2
05662424,19,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1730,2
05662464,7,0,QRT3MCMX,F,12,2024,RNT,2,1,210110,2000,2
05662464,7,0,QRT3MCMX,F,11,2024,RNT,2,1,210110,2000,2
05662464,7,0,QRT3MCMX,F,10,2024,RNT,2,1,210110,2000,2
05662494,57,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,2450,2
05662494,57,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,2450,2
05662494,57,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,2450,2
05662554,21,0,QRT3MCMX,T,12,2024,RNT,2,1,210110,4548.6666667,2
05662554,21,0,QRT3MCMX,T,11,2024,RNT,2,1,210110,4548.6666667,2
05662554,21,0,QRT3MCMX,T,10,2024,RNT,2,1,210110,4548.6666667,2
05662664,17,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,400,2
05662664,17,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,400,2
05662664,17,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,400,2
05662744,21,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,740,2
05662744,21,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,740,2
05662744,21,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,740,2
05662984,17,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,3150,2
05662984,17,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,3150,2
05662984,17,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,3150,2
05663054,16,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,419,2
05663054,16,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,419,2
05663054,16,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,419,2
05663214,28,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1450,2
05663214,28,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1450,2
05663214,28,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1450,2
05663294,21,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1671,2
05663294,21,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1671,2
05663294,21,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1671,2
05663314,27,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1890,2
05663314,27,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1890,2
05663314,27,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1890,2
05663334,32,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,2457,2
05663334,32,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,2457,2
05663334,32,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,2457,2
05663344,9,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,777,2
05663344,9,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,777,2
05663344,9,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,777,2
05663594,16,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,788.33333333,2
05663594,16,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,788.33333333,2
05663594,16,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,788.33333333,2
05663594,17,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1310,2
05663594,17,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1310,2
05663594,17,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1310,2
05663644,22,0,QRT3MCMX,T,12,2024,RNT,2,1,210110,4548.6666667,2
05663644,22,0,QRT3MCMX,T,11,2024,RNT,2,1,210110,4548.6666667,2
05663644,22,0,QRT3MCMX,T,10,2024,RNT,2,1,210110,4548.6666667,2
05663694,20,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,2150,2
05663694,20,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,2150,2
05663694,20,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,2150,2
05663794,23,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1950,2
05663794,23,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1950,2
05663794,23,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1950,2
05663824,26,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1700,2
05663824,26,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1700,2
05663824,26,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1700,2
05663864,11,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1420,2
05663864,11,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1420,2
05663864,11,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1420,2
05663874,22,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1250,2
05663874,22,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1250,2
05663874,22,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1250,2
05664034,11,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,441,2
05664034,11,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,441,2
05664034,11,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,441,2
05664064,11,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,640,2
05664064,11,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,640,2
05664064,11,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,640,2
05664254,48,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,300,2
05664254,48,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,300,2
05664254,48,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,300,2
05664414,15,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1715,2
05664414,15,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1715,2
05664414,15,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1715,2
05664654,10,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,360,2
05664654,10,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,360,2
05664654,10,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,360,2
05664704,7,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,50,2
05664704,7,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,50,2
05664704,7,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,50,2
05664794,14,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1900,2
05664794,14,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1900,2
05664794,14,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1900,2
05664914,19,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,2000,2
05664914,19,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,2000,2
05664914,19,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,2000,2
05665024,17,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,455,2
05665024,17,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,455,2
05665024,17,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,455,2
05665084,8,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,750,2
05665084,8,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,750,2
05665084,8,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,750,2
05665164,11,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1750,2
05665164,11,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1750,2
05665164,11,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1750,2
05665284,30,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,2550,2
05665284,30,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,2550,2
05665284,30,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,2550,2
05665394,10,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,895,2
05665394,10,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,895,2
05665394,10,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,895,2
05665404,32,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1710,2
05665404,32,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1710,2
05665404,32,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1710,2
05665804,25,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1545,2
05665804,25,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1545,2
05665804,25,0,QRT3MCMX,D,10,2024,RNT,2,1,210110,1545,2
05666064,13,0,QRT3MCMX,D,01,2025,RNT,2,1,210110,1500,2
05666064,13,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1500,2
05666064,13,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1500,2
05666154,6,0,QRT3MCMX,D,01,2025,RNT,2,1,210110,550,2
05666154,6,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,550,2
05666154,6,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,550,2
05666474,14,0,QRT3MCMX,D,01,2025,RNT,2,1,210110,200,2
05666474,14,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,200,2
05666474,14,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,200,2
05666524,28,0,QRT3MCMX,D,01,2025,RNT,2,1,210110,2540,2
05666524,28,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,2540,2
05666524,28,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,2540,2
05666584,12,0,JRTPAYQV,D,01,2025,RNT,2,1,800710,505.66666667,2
05666584,12,0,JRTPAYQV,D,12,2024,RNT,2,1,800710,505.66666667,2
05666584,12,0,JRTPAYQV,D,11,2024,RNT,2,1,800710,505.66666667,2
05666584,12,0,QRT3MCMX,D,01,2025,RNT,2,1,210110,641.66666667,2
05666584,12,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,641.66666667,2
05666584,12,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,641.66666667,2
05666654,44,0,QRT3MCMX,D,01,2025,RNT,2,1,210110,1366.6666667,2
05666654,44,0,QRT3MCMX,D,12,2024,RNT,2,1,210110,1366.6666667,2
05666654,44,0,QRT3MCMX,D,11,2024,RNT,2,1,210110,1366.6666667,2
