NEWID,AGE,AGE_,ANGOVRTX,ANGO_RTX,ANPRVPNX,ANPR_PNX,ANRRDEDX,ANRR_EDX,ARM_FORC,ARM__ORC,CU_CODE,EARNER,EARNER_,EARNTYPE,EARN_YPE,EDUCA,EDUCA_,EMPLCONT,EMPL_ONT,GOVRETX,GOVRETX_,GROSPAYX,GROS_AYX,IN_COLL,IN_COLL_,INC_HRSQ,INC__RSQ,INCMEDCR,INCM_DCR,INCNONWK,INCN_NWK,INCOMEY,INCOMEY_,INCWEEKQ,INCW_EKQ,INDRETX,INDRETX_,JSSDEDX,JSSDEDX_,MARITAL,MEDICOV,MEDICOV_,MEMBNO,OCCUCODE,OCCU_ODE,PAYPERD,PAYPERD_,PRIVPENX,PRIV_ENX,RRRDEDX,RRRDEDX_,RRRETIRX,RRRE_IRX,SALARYX,SALARYX_,SEX,SLFEMPSS,SLFE_PSS,SOCRRX,SOCRRX_,SS_RRQ,SS_RRQ_,SSIX,SSIX_,SSNORM,SSNORM_,SALARYB,SALARYB_,SALARYBX,SALA_YBX,RRRETIRB,RRRE_IRB,RRRETRBX,RRRE_RBX,SSIB,SSIB_,SSIBX,SSIBX_,HORIGIN,HISPANIC,HISP_NIC,MEMBRACE,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ASIAN,ASIAN_,ANGOVRTM,ANGO_RTM,ANPRVPNM,ANPR_PNM,ANRRDEDM,ANRR_EDM,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,RRRETIRM,RRRE_IRM,RRRETIR1,RRRETIR2,RRRETIR3,RRRETIR4,RRRETIR5,RRRETIRI,SALARYXM,SALA_YXM,SALARYX1,SALARYX2,SALARYX3,SALARYX4,SALARYX5,SALARYXI,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SSIXM,SSIXM_,SSIX1,SSIX2,SSIX3,SSIX4,SSIX5,SSIXI,PAYSTUB,PAYSTUB_,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SEMPFRMX,SEMP_RMX,SEMPFRMM,SEMP_RMM,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SOCSRRET,SOCS_RET,TAX__NIT,TU_CODE_,TU_D_NDT,WKSTATUS,VETERAN,VETERAN_,TAX_UNIT,TU_CODE,TU_DPNDT
05564984,66,D,,A,,A,,A,,A,0,1,D,4,D,4,D,2,D,,A,,C,3,D,30,D,1,D,,A,1,D,30,D,,A,536,D,3,1,D,2,10,D,1,D,,A,,A,1200,D,,C,1,0,D,16496,D,12,D,,A,,A,02,D,7000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,596.4,D,594,617,523,655,593,1200.0,D,1200,1200,1200,1200,1200,100,7797.8,D,7763,8067,6842,8564,7753,301,0.0,D,0,0,0,0,0,16496.0,D,16496,16496,16496,16496,16496,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,1,2,D,2,1,B
05564994,52,D,,A,,A,,A,2,D,1,1,D,2,D,5,D,1,D,,A,375,D,3,D,30,D,,A,,A,1,D,52,D,,A,3825,D,5,2,D,1,12,D,1,D,,A,,A,,A,50000,D,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3825.0,D,3825,3825,3825,3825,3825,,A,,,,,,100,50000.0,D,50000,50000,50000,50000,50000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05565004,88,T,,A,,A,,A,,A,1,2,D,,A,3,D,,A,,A,,A,,A,,A,1,D,1,D,,A,0,D,,A,,A,2,,A,1,,A,,A,,A,,A,750,D,,A,2,,A,11096,D,12,D,750,D,,A,,A,,A,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,750.0,D,750,750,750,750,750,100,,A,,,,,,100,,A,,,,,,11096.0,D,11096,11096,11096,11096,11096,750.0,D,750,750,750,750,750,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,1,B
05565004,42,D,,A,,A,,A,2,D,4,2,D,,A,1,D,,A,,A,,A,,A,,A,,A,6,D,,A,0,D,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,200.0,D,200,200,200,200,200,100,,A,,,,,,100,,A,,A,,A,,A,2,D,D,D,D,,2,D,1,3,1
05565074,66,D,,A,,A,,A,,A,1,2,D,,A,8,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,3,,A,1,,A,,A,,A,,A,2800,D,,A,1,,A,35696,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2800.0,D,2800,2800,2800,2800,2800,100,,A,,,,,,100,,A,,,,,,35696.0,D,35696,35696,35696,35696,35696,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,1,B
05565104,77,D,,A,,A,,A,,A,1,2,D,,A,6,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,1,,A,1,,A,,A,,A,,A,2000,D,,A,2,,A,26096,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2000.0,D,2000,2000,2000,2000,2000,100,,A,,,,,,100,,A,,,,,,26096.0,D,26096,26096,26096,26096,26096,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,1,B
05565104,65,D,,A,,A,,A,2,D,2,1,D,1,D,4,D,2,D,,A,,C,3,D,40,D,,A,,A,1,D,52,D,,A,54,D,1,1,D,2,11,D,1,D,,A,,A,,A,700,D,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,54.0,D,54,54,54,54,54,,A,,,,,,100,700.0,D,700,700,700,700,700,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,1,D,1,2,B
05565194,63,D,,A,,A,,A,2,D,1,1,D,1,D,4,D,1,D,,A,1075,D,3,D,40,D,,A,,A,1,D,52,D,2000,D,3825,D,1,2,D,1,11,D,1,D,,A,,A,,A,50000,D,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3825.0,D,3825,3825,3825,3825,3825,,A,,,,,,100,50000.0,D,50000,50000,50000,50000,50000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05565194,63,D,,A,,A,,A,2,D,2,1,D,2,D,8,D,2,D,,A,750,D,3,D,20,D,,A,,A,1,D,52,D,,A,3825,D,1,2,D,2,03,D,2,D,,A,,A,,A,50000,D,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3825.0,D,3825,3825,3825,3825,3825,,A,,,,,,100,50000.0,D,50000,50000,50000,50000,50000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,2,B
05565204,54,D,,A,,A,,A,2,D,1,1,D,3,D,8,D,2,D,,A,,C,3,D,40,D,,A,,A,1,D,16,D,,C,13571,D,1,2,D,1,03,D,2,D,,A,,A,,A,215000,D,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13571.0,D,13571,13571,13571,13571,13571,,A,,,,,,100,215000.0,D,215000,215000,215000,215000,215000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05565204,51,D,,A,,A,,A,2,D,2,2,D,,A,7,D,,A,,A,,A,3,D,,A,,A,2,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,,2,D,1,2,B
05565204,16,D,,A,,A,,A,,A,3,2,D,,A,3,D,,A,,A,,A,,A,,A,,A,3,D,,A,0,D,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,2,D,D,D,D,,,A,1,3,1
05565204,13,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,4,,A,,A,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,D,D,D,,,A,1,3,1
05565224,67,D,,A,,A,,A,,A,1,2,D,,A,5,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,1,,A,1,,A,,A,,A,,A,2950,D,,A,1,,A,37496,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2950.0,D,2950,2950,2950,2950,2950,100,,A,,,,,,100,,A,,,,,,37496.0,D,37496,37496,37496,37496,37496,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,1,B
05565224,66,D,,A,,A,,A,,A,2,2,D,,A,5,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,1480,D,,A,2,,A,19856,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1480.0,D,1480,1480,1480,1480,1480,100,,A,,,,,,100,,A,,,,,,19856.0,D,19856,19856,19856,19856,19856,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,2,B
05565294,61,D,,A,,A,,A,2,D,1,2,D,,A,4,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,5,,A,1,,A,,A,,A,,A,1200,D,,A,2,,A,16496,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1200.0,D,1200,1200,1200,1200,1200,100,,A,,,,,,100,,A,,,,,,16496.0,D,16496,16496,16496,16496,16496,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,1,B
05565334,48,D,,A,,A,,A,2,D,1,1,D,1,D,7,D,1,D,,A,1200,D,3,D,40,D,,A,,A,1,D,52,D,,A,4406,D,1,2,D,1,03,D,2,D,,A,,A,,A,57600,D,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,4406.0,D,4406,4406,4406,4406,4406,,A,,,,,,100,57600.0,D,57600,57600,57600,57600,57600,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05565334,70,D,,A,,A,,A,,A,2,1,D,1,D,8,D,,C,,A,,C,3,D,40,D,,A,,A,3,D,52,D,,A,0,D,1,2,D,2,03,D,2,D,,A,,A,,A,,C,1,0,D,0,D,,A,,A,,A,,C,,B,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,6871.8,D,5457,13011,5870,4050,5971,,A,,,,,,100,91098.0,D,71332,176427,76728,52946,78057,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,2,B
05565354,38,D,,A,,A,,A,2,D,1,1,D,1,D,5,D,2,D,,A,1400,D,3,D,50,D,,A,,A,1,D,52,D,,A,4590,D,5,2,D,1,06,D,1,D,,A,,A,,A,60000,D,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4590.0,D,4590,4590,4590,4590,4590,,A,,,,,,100,60000.0,D,60000,60000,60000,60000,60000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05565354,37,D,,A,,A,,A,2,D,0,1,D,1,D,5,D,2,D,,A,1662,D,3,D,38,D,,A,,A,1,D,52,D,,A,3060,D,5,2,D,2,04,D,2,D,,A,,A,,A,40000,D,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3060.0,D,3060,3060,3060,3060,3060,,A,,,,,,100,40000.0,D,40000,40000,40000,40000,40000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,2,1,B
05565354,5,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,D,D,D,,,A,1,3,1
05565384,66,D,,A,,A,,A,,A,1,2,D,,A,4,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,3,,A,1,,A,,A,,A,,A,1900,D,,A,1,,A,24896,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1900.0,D,1900,1900,1900,1900,1900,100,,A,,,,,,100,,A,,,,,,24896.0,D,24896,24896,24896,24896,24896,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,1,B
05565384,30,D,,A,,A,,A,2,D,3,2,D,,A,5,D,,A,,A,,A,3,D,,A,,A,6,D,,A,0,D,,A,,A,5,,A,2,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,2,D,D,D,D,,2,D,1,3,1
05565394,68,D,,A,,A,,A,,A,1,2,D,,A,6,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,3,,A,1,,A,,A,,A,,A,2770,D,,A,1,,A,35336,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2770.0,D,2770,2770,2770,2770,2770,100,,A,,,,,,100,,A,,,,,,35336.0,D,35336,35336,35336,35336,35336,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,1,B
05565414,88,T,,A,,A,,A,,A,1,2,D,,A,5,D,,A,,A,,A,3,D,,A,2,D,1,D,,A,0,D,,A,,A,1,,A,1,,A,,A,,A,,A,1640,D,,A,1,,A,19680,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1640.0,D,1640,1640,1640,1640,1640,100,,A,,,,,,100,,A,,,,,,19680.0,D,19680,19680,19680,19680,19680,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,1,B
05565414,83,D,,A,,A,,A,,A,2,2,D,,A,3,D,,A,,A,,A,,A,,A,2,D,1,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,742,D,,A,2,,A,8904,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,742.0,D,742,742,742,742,742,100,,A,,,,,,100,,A,,,,,,8904.0,D,8904,8904,8904,8904,8904,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,1,2,B
05565444,65,D,3508,D,,A,,A,2,D,1,1,D,3,D,5,D,2,D,210,D,1754,D,3,D,38,D,,A,,A,2,D,40,D,,A,2684,D,1,2,D,1,02,D,2,D,,A,,A,,A,35080,D,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,3508,D,,A,,A,2684.0,D,2684,2684,2684,2684,2684,,A,,,,,,100,35080.0,D,35080,35080,35080,35080,35080,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05565444,61,D,624,D,,A,,A,2,D,2,1,D,1,D,5,D,2,D,24,D,3113,D,3,D,40,D,,A,,A,2,D,52,D,786,D,6196,D,1,2,D,2,10,D,2,D,,A,,A,,A,80990,D,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,624,D,,A,,A,6196.0,D,6196,6196,6196,6196,6196,,A,,,,,,100,80990.0,D,80990,80990,80990,80990,80990,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,1,D,1,2,B
05565454,41,D,,A,,A,,A,2,D,1,1,D,1,D,5,D,1,D,,A,3000,D,2,D,40,D,,A,,A,1,D,52,D,7072,D,7115,D,1,2,D,1,02,D,2,D,,A,,A,,A,93000,D,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,7115.0,D,7115,7115,7115,7115,7115,,A,,,,,,100,93000.0,D,93000,93000,93000,93000,93000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05565454,44,D,,A,,B,,A,2,D,2,1,D,3,D,6,D,1,D,,A,,C,2,D,40,D,,A,,A,1,D,1,D,,C,6503,D,1,2,D,2,03,D,2,D,,C,,A,,A,85000,D,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,6503.0,D,6503,6503,6503,6503,6503,,A,,,,,,100,85000.0,D,85000,85000,85000,85000,85000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,2,B
05565454,9,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,D,D,D,,,A,1,3,1
05565454,11,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,4,,A,,A,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,D,D,D,,,A,1,3,1
05565454,73,D,,A,,A,,A,,A,8,2,D,,A,4,D,,A,,A,,A,2,D,,A,1,D,1,D,,A,0,D,,A,,A,3,,A,5,,A,,A,,A,,A,,C,,A,2,,A,2096,D,12,D,,A,,A,,A,,A,,C,,B,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2014.8,D,1807,2132,2072,2688,1375,201,,A,,,,,,100,,A,,,,,,26274.0,D,23780,27680,26960,34352,18596,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,1,D,D,D,A,,2,D,2,1,B
05565474,41,D,,A,,A,,A,2,D,1,1,D,3,D,7,D,1,D,,A,,C,3,D,40,D,,A,,A,1,D,39,D,33213,T,14513,D,1,2,D,1,03,D,2,D,,A,,A,,A,394367,T,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,6,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,14513.0,D,14513,14513,14513,14513,14513,,A,,,,,,100,308628.0,T,308628,308628,308628,308628,308628,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
05565474,38,D,,A,,A,,A,2,D,2,1,D,1,D,7,D,,A,,A,,A,3,D,55,D,,A,,A,5,D,52,D,33213,T,22552,T,1,,A,2,01,D,,A,,A,,A,,A,,A,2,28156,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17249.3,T,17249,17249,17249,17249,17249,,A,,,,,,100,,A,,,,,,100,28156.0,D,28156,28156,28156,28156,28156,,A,,,,,,,A,,,,,,100,,A,227396,227396,227396,227396,227396,100,496156,T,227396,T,,A,,A,2,D,D,D,A,2,2,D,1,2,B
05565474,7,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,6,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,D,D,D,,,A,1,3,1
05565474,4,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,4,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,6,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,D,D,D,,,A,1,3,1
05565484,41,D,,A,,A,,A,2,D,1,2,D,,A,3,D,,A,,A,,A,,A,,A,,A,6,D,,A,0,D,,A,,A,1,,A,1,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,,2,D,1,1,B
05565484,38,D,,A,,A,,A,2,D,2,1,D,1,D,2,D,2,D,,A,500,D,,A,37,D,,A,,A,1,D,52,D,,A,1989,D,1,2,D,2,10,D,1,D,,A,,A,,A,26000,D,1,0,D,0,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,1,1,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,1989.0,D,1989,1989,1989,1989,1989,,A,,,,,,100,26000.0,D,26000,26000,26000,26000,26000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,2,B
05565484,14,D,,A,,A,,A,,A,3,2,D,,A,3,D,,A,,A,,A,,A,,A,,A,3,D,,A,0,D,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,2,D,D,D,D,,,A,1,3,1
05565484,10,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,4,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,D,D,D,,,A,1,3,1
05565494,64,D,,A,,A,,A,2,D,1,1,D,1,D,8,D,1,D,,A,27157,T,3,D,65,D,,A,,A,1,D,52,D,,C,11475,D,1,,A,1,03,D,3,D,,A,,A,,A,,C,2,0,D,0,D,,A,,A,2,D,11,D,150000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17249.3,T,17249,17249,17249,17249,17249,,A,,,,,,100,308628.0,T,308628,308628,308628,308628,308628,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,,,,,100,,A,,A,,A,,A,2,D,D,D,A,1,2,D,1,1,B
