NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE,VALUE_
05654534,10,2024,005100,2,4166.6667,
05654534,11,2024,005100,2,4166.6667,
05654534,12,2024,005100,2,4166.6667,
05654534,10,2024,005110,2,6250.0000,
05654534,11,2024,005110,2,6250.0000,
05654534,12,2024,005110,2,6250.0000,
05654534,10,2024,005200,2,5000.0000,
05654534,11,2024,005200,2,5000.0000,
05654534,12,2024,005200,2,5000.0000,
05654534,10,2024,005210,2,5000.0000,
05654534,11,2024,005210,2,5000.0000,
05654534,12,2024,005210,2,5000.0000,
05654534,10,2024,005400,2,500.0000,
05654534,11,2024,005400,2,500.0000,
05654534,12,2024,005400,2,500.0000,
05654534,10,2024,005410,2,500.0000,
05654534,11,2024,005410,2,500.0000,
05654534,12,2024,005410,2,500.0000,
05654534,10,2024,005800,2,8750.0000,
05654534,11,2024,005800,2,8750.0000,
05654534,12,2024,005800,2,8750.0000,
05654534,10,2024,005810,2,9583.3333,
05654534,11,2024,005810,2,9583.3333,
05654534,12,2024,005810,2,9583.3333,
05654534,10,2024,900030,2,3685.0000,
05654534,11,2024,900030,2,3685.0000,
05654534,12,2024,900030,2,3685.0000,
05654534,10,2024,900170,2,233.3333,
05654534,11,2024,900170,2,233.3333,
05654534,12,2024,900170,2,233.3333,
05654534,10,2024,900200,2,9000.0000,
05654534,11,2024,900200,2,9000.0000,
05654534,12,2024,900200,2,9000.0000,
05654534,10,2024,980000,2,12918.3333,
05654534,11,2024,980000,2,12918.3333,
05654534,12,2024,980000,2,12918.3333,
05654534,10,2024,980010,2,0.1667,
05654534,11,2024,980010,2,0.1667,
05654534,12,2024,980010,2,0.1667,
05654534,10,2024,980020,2,5.4167,
05654534,11,2024,980020,2,5.4167,
05654534,12,2024,980020,2,5.4167,
05654534,10,2024,980040,2,0.1667,
05654534,11,2024,980040,2,0.1667,
05654534,12,2024,980040,2,0.1667,
05654534,10,2024,980060,2,0.1667,
05654534,11,2024,980060,2,0.1667,
05654534,12,2024,980060,2,0.1667,
05654534,10,2024,980071,1,12909.3333,
05654534,11,2024,980071,1,12909.3333,
05654534,12,2024,980071,1,12909.3333,
05654534,10,2024,980090,1,8.3333,
05654534,11,2024,980090,1,8.3333,
05654534,12,2024,980090,1,8.3333,
05654534,10,2024,980210,2,8.3333,
05654534,11,2024,980210,2,8.3333,
05654534,12,2024,980210,2,8.3333,
05654534,10,2024,980240,2,8.3333,
05654534,11,2024,980240,2,8.3333,
05654534,12,2024,980240,2,8.3333,
05654534,10,2024,980281,2,8.3333,
05654534,11,2024,980281,2,8.3333,
05654534,12,2024,980281,2,8.3333,
05654534,10,2024,980286,2,8.3333,
05654534,11,2024,980286,2,8.3333,
05654534,12,2024,980286,2,8.3333,
05654534,10,2024,980310,2,8.3333,
05654534,11,2024,980310,2,8.3333,
05654534,12,2024,980310,2,8.3333,
05654534,10,2024,980330,2,8.3333,
05654534,11,2024,980330,2,8.3333,
05654534,12,2024,980330,2,8.3333,
05654534,10,2024,980350,2,8.3333,
05654534,11,2024,980350,2,8.3333,
05654534,12,2024,980350,2,8.3333,
05654554,10,2024,800940,2,1437.4386,T
05654554,11,2024,800940,2,1437.4386,T
05654554,12,2024,800940,2,1437.4386,T
05654554,10,2024,900160,2,5442.8167,
05654554,11,2024,900160,2,5442.8167,
