QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MINAPPLY,MINA_PLY,GFTCMIN,GFTCMIN_,MIN_MO,MIN_MO_,MINPURX,MINPURX_,MINRENTX,MINR_NTX,MNAPPL1,MNAPPL1_,MNAPPL2,MNAPPL2_,MNAPPL3,MNAPPL3_,MNAPPL4,MNAPPL4_,MNAPPL5,MNAPPL5_,MNAPPL6,MNAPPL6_,MNAPPL7,MNAPPL7_,MNAPPL8,MNAPPL8_,MNAPPL9,MNAPPL9_,INSTLSCR,INST_SCR,INSTLLEX,INST_LEX,APBPURCH
20241,05433653,4,0,1,330,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05433663,1,0,1,645,D,1,D,01,D,264,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05433703,1,0,1,490,D,1,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05433723,2,0,1,230,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05433723,3,0,1,655,D,1,D,01,D,1876,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05433723,4,0,1,645,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05433723,5,0,1,510,D,1,D,01,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05433723,6,0,1,470,D,1,D,01,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05433813,1,0,1,365,D,1,D,12,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05433913,1,0,1,655,D,3,D,11,D,871,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05433913,2,0,1,470,D,1,D,01,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05433913,3,0,1,470,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05433933,1,0,1,230,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05433933,2,0,1,365,D,1,D,12,D,289,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05433933,3,0,1,470,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05433963,1,0,1,350,D,1,D,01,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05433983,1,0,1,365,D,1,D,11,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05434093,1,0,1,660,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434093,2,0,1,440,D,1,D,12,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434093,3,0,1,350,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434133,1,0,1,240,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434133,2,0,1,660,D,1,D,12,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434133,3,0,2,230,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434133,4,0,2,230,D,1,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434173,1,0,1,230,D,1,D,11,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434173,2,0,1,660,D,1,D,12,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20241,05434173,3,0,1,460,D,1,D,01,D,114,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434203,1,0,1,620,D,1,D,11,D,540,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434383,1,0,1,230,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434383,2,0,1,700,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434383,3,0,1,320,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434383,4,0,1,440,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05434403,1,0,1,660,D,1,D,01,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434443,1,0,1,260,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434443,2,0,1,270,D,1,D,01,D,31,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434443,3,0,1,300,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434443,4,0,1,300,D,1,D,11,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434443,5,0,1,300,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434443,6,0,1,425,D,3,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05434443,7,0,2,660,D,1,D,11,D,1698,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434443,8,0,2,660,D,1,D,11,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434533,1,0,1,230,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434533,2,0,1,240,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434533,3,0,1,240,D,1,D,12,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434533,4,0,1,440,D,1,D,12,D,400,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,40,D,
20241,05434533,5,0,1,510,D,1,D,12,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20241,05434663,3,0,1,700,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434663,4,0,1,700,D,1,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434663,5,0,1,700,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434663,6,0,1,365,D,1,D,11,D,2580,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,70,D,
20241,05434693,1,0,1,240,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434693,2,0,1,650,D,1,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434693,3,0,1,440,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434693,4,0,2,640,D,1,D,11,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05434703,1,0,1,660,D,1,D,12,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434743,1,0,1,230,D,1,D,11,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05434743,2,0,1,230,D,1,D,12,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05434743,3,0,1,230,D,1,D,11,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05434743,4,0,1,480,D,1,D,11,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434743,5,0,1,480,D,1,D,12,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434743,6,0,1,480,D,1,D,11,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434743,7,0,1,540,D,1,D,12,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434813,1,0,1,240,D,1,D,12,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434813,2,0,1,655,D,1,D,12,D,440,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434813,3,0,1,640,D,1,D,12,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05434813,4,0,1,700,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434813,5,0,1,425,D,1,D,12,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05434813,6,0,1,470,D,1,D,01,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434863,1,0,1,645,D,1,D,12,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434963,1,0,1,240,D,1,D,11,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434963,2,0,1,260,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434963,3,0,1,260,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434963,4,0,1,260,D,3,D,12,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434963,5,0,1,640,D,1,D,01,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05434963,6,0,1,645,D,1,D,12,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434963,7,0,1,660,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434963,8,0,1,390,D,1,D,12,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434963,9,0,1,490,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434993,1,0,1,470,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434993,2,0,1,470,D,1,D,12,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434993,3,0,1,570,D,1,D,12,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434993,4,0,1,480,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05434993,5,0,1,490,D,1,D,12,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435133,2,0,1,230,D,1,D,12,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435133,3,0,1,230,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435133,4,0,1,700,D,1,D,01,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435133,5,0,1,700,D,1,D,01,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435133,6,0,1,365,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05435133,7,0,1,470,D,1,D,02,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435293,1,0,1,230,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05435293,2,0,1,365,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05435323,1,0,1,230,D,1,D,12,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435323,2,0,1,540,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20241,05435343,1,0,1,460,D,1,D,02,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05435443,1,0,1,230,D,1,D,12,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20241,05435683,1,0,1,240,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435683,2,0,1,270,D,1,D,02,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435733,2,0,1,240,D,1,D,12,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435733,3,0,1,650,D,1,D,01,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435733,4,0,1,660,D,1,D,12,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435733,5,0,1,470,D,1,D,12,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05435763,1,0,1,640,D,1,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,2
20241,05436043,1,0,1,230,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436043,2,0,1,640,D,1,D,01,D,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05436083,1,0,1,240,D,1,D,12,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436123,1,0,1,230,D,1,D,12,D,94,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436143,1,0,1,640,D,1,D,12,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05436143,2,0,1,480,D,1,D,01,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436143,3,0,2,655,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436353,1,0,1,480,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436423,1,0,1,460,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436423,2,0,1,440,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05436423,3,0,2,655,D,1,D,12,D,119,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436443,1,0,1,350,D,1,D,12,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05436763,1,0,1,320,D,1,D,02,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436793,1,0,1,470,D,1,D,01,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436833,1,0,1,470,D,1,D,01,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05436863,1,0,1,240,D,1,D,02,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05436863,2,0,1,660,D,1,D,02,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436863,3,0,1,460,D,3,D,12,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436863,4,0,1,365,D,3,D,01,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05436863,5,0,1,440,D,1,D,02,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05436903,1,0,1,640,D,1,D,12,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05436903,2,0,1,425,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05436973,1,0,1,520,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436973,2,0,1,550,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436973,3,0,2,300,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05436983,1,0,1,460,D,1,D,01,D,9000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437013,1,0,1,700,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437013,2,0,1,700,D,1,D,01,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437013,3,0,1,700,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437013,4,0,1,540,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437063,1,0,1,230,D,1,D,12,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437063,2,0,1,240,D,1,D,01,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437143,1,0,1,640,D,1,D,12,D,1131,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05437173,1,0,2,230,D,1,D,12,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437173,2,0,2,320,D,1,D,12,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437353,1,0,1,620,D,1,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437383,1,0,1,270,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437383,2,0,1,700,D,1,D,12,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437383,3,0,1,660,D,1,D,01,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437383,4,0,1,320,D,1,D,12,D,176,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20241,05437383,5,0,1,365,D,1,D,12,D,318,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05437413,1,0,1,470,D,1,D,01,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437413,2,0,2,425,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05437463,1,0,1,230,D,1,D,12,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05437463,2,0,1,230,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05437583,1,0,2,230,D,1,D,12,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437763,1,0,1,640,D,1,D,02,D,950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05437763,2,0,1,440,D,1,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437763,3,0,1,700,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437763,4,0,1,700,D,1,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437763,5,0,1,425,D,1,D,01,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05437854,1,0,1,660,D,1,D,02,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437943,1,0,1,660,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437943,2,0,1,480,D,1,D,01,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437943,3,0,2,230,D,1,D,12,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437943,4,0,2,700,D,1,D,12,D,535,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437943,5,0,2,320,D,1,D,12,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05437943,6,0,2,500,D,1,D,12,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438003,1,0,1,645,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438003,2,0,1,645,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438003,3,0,2,655,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438003,4,0,2,650,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438163,1,0,1,350,D,1,D,02,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438183,1,0,1,300,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20241,05438293,1,0,1,390,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438303,1,0,1,660,D,1,D,01,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05438433,1,0,1,240,D,1,D,01,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438433,2,0,1,270,D,1,D,01,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438443,1,0,1,660,D,1,D,01,D,1364,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438443,2,0,1,365,D,1,D,02,D,142,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05438443,3,0,1,480,D,1,D,01,D,407,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438443,4,0,1,520,D,1,D,01,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438443,5,0,1,520,D,1,D,01,D,1025,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438443,6,0,1,520,D,1,D,01,D,326,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438443,7,0,1,520,D,1,D,01,D,1526,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438453,2,0,2,460,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438543,1,0,1,470,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438543,2,0,1,470,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438583,1,0,1,230,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05438583,2,0,1,500,D,1,D,02,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438703,2,0,2,365,D,1,D,12,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05438783,1,0,1,660,D,1,D,02,D,2084,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438803,1,0,2,660,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438843,1,0,1,230,D,1,D,12,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438863,1,0,1,470,D,1,D,01,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438953,1,0,1,230,D,1,D,01,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438993,1,0,2,330,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05438993,2,0,2,365,D,1,D,12,D,1143,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,55,D,
20241,05439043,1,0,1,260,D,1,D,02,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439043,2,0,1,440,D,1,D,01,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439113,1,0,1,660,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439113,2,0,1,440,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439124,1,0,1,300,D,1,D,12,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439213,1,0,1,650,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439213,2,0,2,310,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439253,1,0,1,460,D,3,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439273,1,0,1,260,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20241,05439273,2,0,1,640,D,1,D,02,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20241,05439273,3,0,1,650,D,1,D,02,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439383,1,0,1,460,D,1,D,02,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439453,1,0,2,270,D,1,D,12,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439473,1,0,1,230,D,1,D,12,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439473,2,0,1,490,D,1,D,02,D,195,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20241,05439473,3,0,2,230,D,1,D,12,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
