NEWID,SEQNO,ALCNO,HSVCODE,HSVCODE_,HSVCD1,HSVCD1_,HSVCD2,HSVCD2_,HSVCD3,HSVCD3_,HSVCD4,HSVCD4_,HSVCD5,HSVCD5_,HSVCD6,HSVCD6_,HSVCD7,HSVCD7_,HSVCD8,HSVCD8_,HSVCD9,HSVCD9_,HSVMO,HSVMO_,HSVGFTC,HSVGFTC_,HSVEXPX,HSVEXPX_,QYEAR
05426254,24,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,80,D,20242
05426254,25,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,79,D,20242
05426254,26,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,195,D,20242
05426414,7,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,3,D,20242
05426484,9,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,30,D,20242
05426574,5,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,10,D,20242
05426854,12,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,150,D,20242
05426864,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20242
05426964,8,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,20,D,20242
05427034,10,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,280,D,20242
05427224,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,130,D,20242
05427244,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,40,D,20242
05427244,16,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,52,D,20242
05427244,17,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,6,D,20242
05427364,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,250,D,20242
05427554,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,480,D,20242
05427584,6,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,75,D,20242
05427684,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,60,D,20242
05427764,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,122,D,20242
05427844,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,120,D,20242
05427844,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,253,D,20242
05428014,13,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,63,D,20242
05428014,14,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,10,D,20242
05428094,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,40,D,20242
05428114,22,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20242
05428114,23,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,30,D,20242
05428134,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20242
05428134,10,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,39,D,20242
05428134,11,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,59,D,20242
05428174,15,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20242
05428274,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,90,D,20242
05428314,21,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,400,D,20242
05428354,14,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,50,D,20242
05428354,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,182,D,20242
05428434,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20242
05428434,15,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,150,D,20242
05428434,16,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,219,D,20242
05428544,11,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,120,D,20242
05428704,10,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,270,D,20242
05428734,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,100,D,20242
05428794,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,85,D,20242
05428804,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20242
05428814,11,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,1,D,180,D,20242
05428854,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,1232,D,20242
05428884,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20242
05428884,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20242
05428884,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20242
05428884,15,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,15,D,20242
05428934,10,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20242
05428974,19,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,150,D,20242
05429144,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,32,D,20242
05429144,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,48,D,20242
05429154,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,50,D,20242
05429154,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,30,D,20242
05429304,7,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,150,D,20242
05429304,8,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,27,D,20242
05429304,9,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,140,D,20242
05429494,29,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,124,D,20242
05429604,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,60,D,20242
05429674,17,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,50,D,20242
05429884,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20242
05430004,12,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,250,D,20242
05430084,8,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,100,D,20242
05430104,6,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,80,D,20242
05430154,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,35,D,20242
05430184,5,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,1000,D,20242
05430184,20,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,500,D,20242
05430184,21,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,55,D,20242
05430194,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,40,D,20242
05430194,13,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,350,D,20242
05430244,18,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,30,D,20242
05430264,11,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20242
05430324,9,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,500,D,20242
05430354,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20242
05430354,9,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20242
05430354,10,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,20,D,20242
05430474,781,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,200,D,20242
05430684,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,1020,D,20242
05430704,18,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,275,D,20242
05430704,19,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,600,D,20242
05430704,20,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,75,D,20242
05430744,18,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,1,D,196,D,20242
05430744,19,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,180,D,20242
05430744,20,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,1,D,500,D,20242
05430874,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,190,D,20242
05430914,6,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,130,D,20242
05430984,7,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,100,D,20242
05431084,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,110,D,20242
05431114,8,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,225,D,20242
05431114,9,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,125,D,20242
05431184,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,60,D,20242
05431184,16,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,240,D,20242
05431344,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,60,D,20242
05431514,8,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,29,D,20242
05431664,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,151,D,20242
05431664,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20242
05431664,11,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,46,D,20242
05431734,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,31,D,20242
05431794,11,0,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,300,D,20242
05431884,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,75,D,20242
05431884,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,105,D,20242
05431884,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,115,D,20242
05432034,8,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,37,D,20242
05432044,20,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,25,D,20242
05432104,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,138,D,20242
05432104,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,45,D,20242
05432174,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,110,D,20242
05432174,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,4176,T,20242
05432174,14,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,250,D,20242
05432194,10,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,1550,D,20242
05432194,11,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,70,D,20242
05432234,19,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,50,D,20242
05432234,20,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,90,D,20242
05432314,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,160,D,20242
05432324,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,160,D,20242
05432324,9,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,420,D,20242
05432324,10,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,40,D,20242
05432384,19,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,75,D,20242
05432384,29,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20242
05432574,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,100,D,20242
05432574,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20242
05432604,15,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,75,D,20242
05432654,21,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,330,D,20242
05432654,22,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,1,D,100,D,20242
05432654,23,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,100,D,20242
05432674,10,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,19,D,20242
05432674,11,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,32,D,20242
05432684,8,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20242
05432694,9,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20242
05432724,8,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,34,D,20242
05432724,9,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,34,D,20242
05432724,10,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,34,D,20242
05432764,20,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,20,D,20242
05432764,21,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,8,D,20242
05432784,10,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,28,D,20242
05433074,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,200,D,20242
05433164,10,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20242
05433214,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20242
05433214,14,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20242
05433294,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,180,D,20242
05433294,9,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,231,D,20242
05433384,7,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,157,D,20242
05433444,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,86,D,20242
05433564,15,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,112,D,20242
05433724,24,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,270,D,20242
05433814,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,87,D,20242
05433814,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,107,D,20242
05433814,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,100,D,20242
05433824,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,315,D,20242
05433824,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,90,D,20242
05433824,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,52,D,20242
05433934,10,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,100,D,20242
05433984,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,120,D,20242
05434044,14,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,69,D,20242
05434044,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,40,D,20242
05434044,16,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,1,D,200,D,20242
05434044,17,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,200,D,20242
05434044,18,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,80,D,20242
05434114,8,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,95,D,20242
05434174,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20242
05434174,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,250,D,20242
05434174,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20242
05434414,20,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,63,D,20242
05434414,21,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,123,D,20242
05434414,22,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,52,D,20242
05434414,23,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,53,D,20242
05434474,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,195,D,20242
05434474,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,1,D,80,D,20242
05434514,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,40,D,20242
05434534,34,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,75,D,20242
05434534,35,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,900,D,20242
05434534,36,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,4176,T,20242
05434534,37,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20242
05434574,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,1,D,300,D,20242
05434574,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,300,D,20242
05434574,16,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,300,D,20242
05434574,17,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,1,D,200,D,20242
05434574,18,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,200,D,20242
05434574,19,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,200,D,20242
05434674,6,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,40,D,20242
05434704,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,100,D,20242
05434704,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,40,D,20242
05434814,18,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,170,D,20242
05434814,19,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,50,D,20242
05434814,20,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,1,D,480,D,20242
05434814,21,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,480,D,20242
05434814,22,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,238,D,20242
05434814,25,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,450,D,20242
05434964,18,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20242
05434964,19,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,750,D,20242
05434964,20,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,50,D,20242
05434984,18,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,179,D,20242
05434984,19,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,240,D,20242
05434984,20,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,46,D,20242
05434994,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,90,D,20242
05434994,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,400,D,20242
05434994,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20242
05434994,15,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,100,D,20242
05434994,16,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,100,D,20242
05434994,17,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,55,D,20242
05435064,33,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,227,D,20242
05435064,34,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,78,D,20242
05435064,35,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,83,D,20242
05435064,36,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,,A,30,D,20242
05435134,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,125,D,20242
05435134,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,25,D,20242
05435264,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20242
05435264,11,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,60,D,20242
05435264,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,45,D,20242
05435444,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20242
05435614,12,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,20,D,20242
05435614,13,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,45,D,20242
05435764,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,80,D,20242
05435764,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,80,D,20242
05435764,9,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,55,D,20242
05435764,14,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,69,D,20242
05435934,11,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,95,D,20242
05435994,6,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,110,D,20242
05436064,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,106,D,20242
05436064,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,550,D,20242
05436134,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,184,D,20242
05436134,18,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,46,D,20242
05436134,19,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,225,D,20242
05436134,20,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,137,D,20242
05436134,21,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,90,D,20242
05436134,22,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,800,D,20242
05436244,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20242
05436354,17,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,58,D,20242
05436354,18,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,74,D,20242
05436354,19,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,129,D,20242
05436354,20,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,150,D,20242
05436524,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20242
05436614,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,300,D,20242
05436894,10,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,99,D,20242
05436894,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,45,D,20242
05436904,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,125,D,20242
05436904,14,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,250,D,20242
05436974,19,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,20,D,20242
05436984,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,250,D,20242
05436984,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,280,D,20242
05436984,14,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,90,F,20242
05436984,15,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,360,D,20242
05436994,11,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,500,D,20242
05437014,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,30,D,20242
05437014,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,45,D,20242
05437014,15,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,11,D,20242
05437234,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,100,D,20242
05437234,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,200,D,20242
05437234,14,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,200,D,20242
05437284,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,51,D,20242
05437284,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20242
05437284,12,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,150,D,20242
05437384,29,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,80,D,20242
05437384,30,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,120,D,20242
05437384,31,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,65,D,20242
05437424,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,20,D,20242
