ALCNO,CHIP,CHIPCOV,CHIPCOV_,CHIPPRMX,CHIP_,CHIP_RMX,CHXCHNG,CHXCHNG_,IHS,IHSCOV,IHSCOV_,IHS_,JCHIPQVX,JCHI_QVX,JMDCDQVX,JMDC_QVX,MDCDCOV,MDCDCOV_,MDCDPRMX,MDCD_RMX,MEDICAID,MEDI_AID,MEDPREM,MEDPREM_,MILITARY,MILI_ARY,MILMAN,MILMAN_,MILOTCOV,MILOTHR,MILOTHR_,MILOTSTL,MILO_COV,MILO_STL,MILSPC1,MILSPC1_,MILSPC2,MILSPC2_,MILSPC3,MILSPC3_,MILSPC4,MILSPC4_,MILVACOV,MILVASTL,MILV_COV,MILV_STL,MXCHNG,MXCHNG_,NEWID,QTRIRPMX,QTRI_PMX,RECTYPE,REC_ORIG,REC_STAT,SEQNO,STRFPRM1,STRF_RM1,TRIANYPD,TRIA_YPD,TRICRSTL,TRIC_STL,TRIIRGXB,TRII_GXB,TRILSTTM,TRIL_TTM,TRIRPMPD,TRIRPMXB,TRIR_MPD,TRIR_MXB,QYEAR,TRICOV,TRICOV_
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,,A,1,1,D,1,D,D,2,D,4,D,,A,,A,1,1,D,D,,A,05286244,,A,HHM,5,1,9,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,6,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05286344,,A,HHM,5,1,14,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,1,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05286424,,A,HHM,5,1,7,,A,2,D,1,D,,A,,A,10,,D,A,20241,2,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05286514,150,D,HHM,5,1,13,,A,1,D,1,D,,A,1,D,04,50,D,D,20241,5,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05286544,,A,HHM,1,1,9,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05286694,,A,HHM,4,1,12,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,9,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05286774,,A,HHM,5,1,10,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,522,D,1,D,174,D,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05286984,,A,HHM,5,1,12,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05286994,,A,HHM,5,1,8,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,6,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05287124,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05287144,,A,HHM,4,1,8,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,45,D,1,D,15,D,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05287614,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,6,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05287684,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05287784,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05287874,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05287944,,A,HHM,4,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05288174,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05288334,,A,HHM,5,1,8,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,90,D,2,D,30,D,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05288744,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05288944,,A,HHM,5,1,8,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05289024,,A,HHM,5,1,8,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05289114,,A,HHM,5,1,12,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05289214,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05289224,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05289264,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05289464,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,05289694,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,,C,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05289854,0,D,HHM,5,1,6,,A,,A,2,D,0,D,,A,10,,D,A,20241,1,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05289904,,A,HHM,1,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,05290044,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05290104,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,2,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05290234,240,D,HHM,5,1,7,,A,1,D,1,D,,A,1,D,04,80,D,D,20241,2,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,05290264,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05290444,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,,A,,,C,,A,A,4,D,2,D,,A,,A,1,1,D,D,,A,05290714,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05290734,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,2,D,,A,A,,A,,A,,A,,A,,,A,A,,A,05290994,,A,HHM,4,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05291014,,A,HHM,5,1,11,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05291124,,A,HHM,5,1,11,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,C,05291214,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,6,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05291534,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,1,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05291764,,A,HHM,5,1,4,,A,2,D,1,D,,A,,A,03,,D,A,20241,2,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05291824,,A,HHM,5,1,5,,A,2,D,1,D,,A,,A,10,,D,A,20241,1,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05292004,,A,HHM,4,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05292084,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,5,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05292144,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,1,1,D,,D,A,1,D,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05292454,,A,HHM,5,1,5,2,D,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,05292494,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,3,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05292684,,A,HHM,5,1,6,,A,,A,1,D,,A,,A,,,A,A,20241,4,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,1,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05292914,,A,HHM,5,1,8,,A,2,D,1,D,,A,,A,10,,D,A,20241,2,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05292994,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05293074,105,D,HHM,5,1,8,,A,1,D,1,D,,A,1,D,04,35,D,D,20241,3,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05293184,,A,HHM,4,1,7,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05293254,,A,HHM,4,1,7,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,,C,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05293434,,A,HHM,4,1,14,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,7,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05293594,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,3,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05293644,,A,HHM,5,1,6,,A,,A,1,D,,A,,A,,,A,A,20241,4,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,05293774,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05293824,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,3,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05293874,,A,HHM,5,1,14,,A,,A,1,D,,A,,A,,,A,A,20241,2,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05293984,,A,HHM,5,1,17,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,C,05294164,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,2,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05294214,104,F,HHM,5,1,10,,A,1,D,1,D,,A,1,D,04,,D,C,20241,2,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05294504,,A,HHM,4,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05294514,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,05294664,,A,HHM,5,1,11,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,4,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05294794,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,4,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05294834,,A,HHM,5,1,6,,A,2,D,1,D,,A,,A,10,,D,A,20241,1,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,3,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05295134,,A,HHM,5,1,6,,A,,A,1,D,,A,,A,,,A,A,20241,1,D
0,1,1,D,,D,A,1,D,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05295414,,A,HHM,5,1,19,2,D,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05295744,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05295994,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,7,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05296104,,A,HHM,5,1,10,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05296274,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,60,D,3,D,20,D,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05296424,,A,HHM,5,1,8,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,2,D,,A,A,,A,,A,,A,,A,,,A,A,,A,05296524,,A,HHM,4,1,6,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05296684,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,5,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05296834,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05297124,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05297134,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05297184,,A,HHM,5,1,9,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,1,2,D,,D,A,2,D,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05297444,,A,HHM,5,1,4,2,D,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05344334,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,537,D,1,D,179,D,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05344424,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,2,D,05344524,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05344544,,A,HHM,1,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,3,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05344634,,A,HHM,5,1,5,,A,,A,1,D,,A,,A,,,A,A,20241,1,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05345214,,A,HHM,4,1,8,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05345284,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05345414,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,3,D,3,D,1,D,1,D,1,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05345554,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05345594,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,2,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05345844,,A,HHM,5,1,5,,A,2,D,1,D,,A,,A,10,,D,A,20241,3,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05345874,,A,HHM,5,1,7,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05345944,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,1,1,D,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05345964,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05345974,,A,HHM,5,1,13,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05346264,,A,HHM,4,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,1,D,,2,D,,A,A,1,D,,A,,A,,A,,,A,A,,A,05346414,120,D,HHM,5,1,5,,A,1,D,1,D,,A,2,D,04,40,D,D,20241,2,D
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,C,05346454,,A,HHM,5,1,10,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05346584,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,1,4,D,,D,A,2,D,2,,A,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,,A,05346614,,A,HHM,5,1,10,2,D,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05346744,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,3,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,2,D,05346824,,A,HHM,5,1,4,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,1,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05346834,,A,HHM,5,1,5,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,2,D,,A,1,D,2,D,2,D,,A,,,A,,A,A,,A,,A,,A,,A,,,A,A,1,D,05346864,,A,HHM,5,1,6,,A,,A,,A,,A,,A,,,A,A,20241,,A
0,2,,A,,D,A,,A,2,,A,D,,A,,A,,A,,A,2,D,,A,1,D,,A,,2,D,,A,A,2,D,,A,,A,,A,1,1,D,D,,A,05346884,,A,HHM,5,1,8,,A,,A,,A,,A,,A,,,A,A,20241,,A
