QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,WHATPART,WHAT_ART,TRIPIDBC,TRIP_DBC,NUMSAME,NUMSAME_,EOTRIPMO,EOTR_PMO,NUMNIGHT,NUMN_GHT,FOODDEAL,FOOD_EAL,LODGDEAL,LODG_EAL,TRANDEAL,TRAN_EAL,ELSEDEAL,ELSE_EAL,CMLOCALY,CMLO_ALY,CMPLANEY,CMPL_NEY,CMTRAINY,CMTR_INY,CMBUSY,CMBUSY_,CMSHIPY,CMSHIPY_,RTCARY,RTCARY_,RTMOPEDY,RTMO_EDY,RTBOATY,RTBOATY_,RTCAMPY,RTCAMPY_,RTOTHERY,RTOT_ERY,PVCARY,PVCARY_,PVELSEY,PVELSEY_,PVTRANSY,PVTR_NSY,CMLOCALX,CMLO_ALX,CMPLANEX,CMPL_NEX,CMTRAINX,CMTR_INX,CMBUSX,CMBUSX_,CMSHIPX,CMSHIPX_,RTCARX,RTCARX_,RTMOPEDX,RTMO_EDX,RTBOATX,RTBOATX_,RTCAMPX,RTCAMPX_,RTOTHERX,RTOT_ERX,GASOILX,GASOILX_,TRPTOLLX,TRPT_LLX,PARKINGX,PARK_NGX,LDGCOSTX,LDGC_STX,TRPALCHX,TRPA_CHX,TRPALCGX,TRPA_CGX,TRPSPRTX,TRPS_RTX,TRPETRTX,TRPE_RTX,TRPGFTCX,TRPG_TCX,QTRFLAX,QTRFLAX_,QTRGLAX,QTRGLAX_
20243,05552374,48,0,2,1,D,1,D,1,D,05,D,2,D,1,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,269,G,25,G,,A,,A,300,D,300,D,46,G,,A
20243,05552374,49,0,1,1,D,2,D,1,D,07,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,400,D,100,D
20243,05552424,30,0,2,1,D,1,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,F,,A,,A,,A,,A,300,F,,A
20243,05552574,42,0,1,1,D,1,D,1,D,07,D,15,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,450,D,,A
20243,05552624,32,0,1,1,D,1,D,1,D,06,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,20,D,,A,2000,D,,A,,A,,A,,A,,A,1000,D,,A
20243,05552664,27,0,1,1,D,1,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,400,D,,A,,A,,A,,A,,A,250,D,,A
20243,05552734,57,0,2,1,D,1,D,1,D,05,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,75,D,,A,75,D,100,D
20243,05552734,58,0,1,1,D,2,D,1,D,06,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,119,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D
20243,05552734,59,0,1,1,D,3,D,1,D,07,D,21,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,230,D,,A,,A,,A,,A,,A,,A,,A,,A,119,F,,A,,A,,A,,A,,A,,A,,A,,A,40,D,120,D
20243,05552824,33,0,1,2,D,2,D,1,D,06,D,4,D,2,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,70,D,,A,,A,,A,,A,,A,,A,100,D,,A,50,D,75,D
20243,05552854,35,0,1,1,D,1,D,1,D,05,D,10,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,80,D,10,D,,A,,A,50,D,40,D,,A,,A,30,D,50,D,10,D
20243,05552944,42,0,2,1,D,1,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,6,D,,A,,A,,A,,A,,A,10,D,31,D,31,D,,A
20243,05552964,31,0,2,1,D,1,D,1,D,05,D,30,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,100,D
20243,05552964,32,0,1,1,D,2,D,1,D,07,D,7,D,1,D,1,D,1,D,2,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,99,G,296,G,27,G,16,G,95,G,,A,,A,,A,,A,,A,,A,,A,,A,237,G,21,G,,A,,A,,A,,A,84,G,,A
20243,05553034,45,0,1,1,D,1,D,1,D,07,D,4,D,,A,,A,,A,,A,,A,02,D,,A,04,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,156,D,,A
20243,05553034,47,0,1,1,D,4,D,1,D,05,D,4,D,,A,,A,,A,,A,,A,02,D,,A,04,D,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,237,F,,A,24,D,,A,,A,,A,,A,,A,356,D,44,D,,A,,A,809,D,,A,,A,,A,,A,,A,201,D,,A
20243,05553204,34,0,1,1,D,1,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,120,D,,A,80,F,,A
20243,05553274,29,0,1,2,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,135,D,,A,40,D,150,D,,A,,A,10,D,60,D
20243,05553284,37,0,1,1,D,1,D,1,D,06,D,3,D,2,D,1,D,2,D,1,D,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,400,D,,A,,A,572,G,50,F,10,D,20,G,258,G,120,D,250,F,90,D
20243,05553304,30,0,1,1,D,1,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,125,D,,A,,A,,A,,A,,A,,A,,A,125,D,,A,,A,,A,,A,,A,,A,200,D
20243,05553454,24,0,1,1,D,2,D,1,D,06,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,100,D,,A,,A,3000,D,,A,,A,,A,,A,,A,125,D,125,D
20243,05553754,33,0,1,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,115,D,,A,,A,625,D,,A,,A,,A,350,D,500,D,490,D,,A
20243,05553754,34,0,1,1,D,2,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,300,D,,A,,A,,A,,A,60,D,200,D,,A
20243,05553754,35,0,1,1,D,3,D,1,D,06,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,65,D,,A,,A,,A,,A,,A,100,D,150,D
20243,05553924,60,0,1,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,800,D,,A,,A,,A,250,D,,A,240,D,,A
20243,05553924,61,0,1,1,D,2,D,1,D,05,D,0,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,14,G,210,G,61,G,5,G,348,G,,A,,A,,A,,A,12,F,24,G,4,G,,A,,A,,A,,A,15,G,27,G,,A,,A,,A
20243,05553944,47,0,2,1,D,1,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,30,D,50,D
20243,05553944,48,0,2,1,D,2,D,1,D,05,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,,A,16,D,,A,,A,170,D,,A,,A,1050,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,175,D,,A,,A,,A,,A,275,D,,A
20243,05553944,49,0,1,1,D,4,D,2,D,07,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05553944,50,0,1,1,D,5,D,2,D,06,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05553944,51,0,1,1,D,6,D,2,D,05,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05553944,52,0,1,1,D,7,D,1,D,07,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,40,D,,A,300,D,,A
20243,05553954,36,0,1,1,D,1,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,F,,A,,A,,A,,A,370,F,,A
20243,05553954,37,0,1,1,D,2,D,1,D,05,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,427,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,F,,A,,A,,A,,A,870,F,,A
20243,05553994,25,0,1,1,D,1,D,1,D,06,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,2000,D,,A,,A,,A,,A,,A,400,D,,A
20243,05554054,40,0,1,1,D,1,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,,A,,A,,A,826,D,,A,,A,,A,990,D,,A,,A,,A,,A,125,D,,A,105,D,896,D,35,D,25,D,50,D,,A,,A,165,D,75,D
20243,05554154,41,0,2,1,D,1,D,1,D,05,D,7,D,2,D,1,D,1,D,2,D,,A,02,D,,A,,A,,A,,A,,A,,A,,A,12,D,13,D,,A,,A,19,G,367,G,,A,83,G,3275,G,,A,,A,,A,,A,0,D,150,D,,A,,A,256,G,40,D,40,D,,A,400,D,,A,760,D,10,D
20243,05554154,42,0,2,1,D,2,D,2,D,05,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05554174,33,0,1,1,D,1,D,1,D,06,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,900,D,,A,,A,,A,400,D,,A,,A,,A,,A,70,D,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,40,D
20243,05554224,42,0,1,2,D,1,D,1,D,06,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05554224,43,0,1,1,D,2,D,1,D,05,D,3,D,2,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,550,D,,A,,A,,A,,A,120,D,,A,,A,3500,G,,A,,A,,A,,A,,A,400,D,,A
20243,05554244,11,0,2,1,D,1,D,1,D,05,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,180,D,,A
20243,05554254,51,0,1,1,D,1,D,1,D,05,D,7,D,1,D,1,D,2,D,2,D,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,758,G,98,G,,A,,A,,A,,A,469,G,,A
20243,05554424,20,0,1,1,D,1,D,1,D,07,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,600,D,15,D,,A,,A,200,F,,A,,A,,A,,A,1800,F,,A
20243,05554434,39,0,1,1,D,2,D,1,D,07,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A
20243,05554554,43,0,1,1,D,2,D,1,D,07,D,14,D,,A,,A,,A,,A,01,D,02,D,03,D,04,D,05,D,,A,,A,,A,,A,,A,,A,,A,,A,150,D,0,D,136,D,20,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,3700,D,140,D,,A,,A,676,D,,A,560,D,,A
20243,05554614,33,0,1,1,D,1,D,1,D,06,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,500,D,,A
20243,05554654,44,0,1,1,D,1,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,734,D,,A,,A,,A,,A,,A,360,D,146,D
20243,05554694,22,0,1,1,D,1,D,1,D,06,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,30,D,,A,,A,,A,,A,200,D,,A,40,D,,A
20243,05554814,28,0,1,1,D,1,D,2,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,1613,G,67,G,34,G,,A,,A,,A,222,G,264,G
20243,05554844,35,0,1,1,D,3,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,3000,D,,A,,A,,A,50,D,2000,D,100,D,300,D
20243,05554864,30,0,2,1,D,1,D,1,D,05,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05554884,44,0,1,1,D,1,D,1,D,05,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05554904,37,0,1,1,D,1,D,1,D,06,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,11,D,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D
20243,05555064,54,0,1,1,D,1,D,1,D,06,D,8,D,2,D,2,D,1,D,1,D,,A,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,632,G,2,G,,A,0,D,,A,,A,,A,,A,,A,80,D,,A,68,D,821,D,,A,,A,289,G,297,G,,A,163,D,40,D
20243,05555064,55,0,1,1,D,2,D,1,D,05,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,656,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,50,D,30,D
20243,05555104,17,0,1,1,D,2,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,650,D,,A,,A,,A,,A,,A,100,D,350,D
20243,05555294,34,0,1,1,D,3,D,1,D,07,D,8,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20243,05555294,35,0,1,1,D,4,D,1,D,06,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,500,D,,A,,A,,A,,A,,A,500,D,,A
20243,05555294,36,0,1,1,D,5,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,250,D,,A
20243,05555294,37,0,1,1,D,6,D,1,D,05,D,8,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2500,D,500,F,,A,1500,D,,A,,A,500,F,,A
20243,05555334,24,0,1,1,D,1,D,1,D,06,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,360,D,,A,,A,,A,20,D,,A,70,D,,A
20243,05555794,42,0,1,1,D,1,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,1400,D,,A,,A,,A,300,D,,A,,A,,A,,A,50,D,,A,10,D,,A,200,D,30,D,,A,,A,,A,1800,D,270,D
20243,05555814,31,0,1,1,D,1,D,1,D,07,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,30,D,,A,,A,20,D,,A,20,D,,A
20243,05555964,26,0,2,1,D,1,D,1,D,05,D,8,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,140,D
20243,05555994,58,0,1,1,D,1,D,1,D,07,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,135,D,1100,D,50,D,,A,,A,,A,,A,920,D,25,D
20243,05556044,18,0,1,1,D,1,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,400,D,100,D,,A,146,D,,A,,A,,A,680,D,,A,150,D,,A
20243,05556114,24,0,1,1,D,1,D,1,D,06,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,250,D,,A,,A,,A,,A,50,D,,A,40,D,100,D,80,D,100,D,,A,250,D,,A,120,D,0,D
20243,05556214,32,0,1,1,D,2,D,1,D,06,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,30,D,,A,,A,,A,,A,,A,,A,100,D
20243,05556284,34,0,1,1,D,1,D,1,D,07,D,4,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,40,D,550,D,,A,,A,,A,0,D,,A,,A,,A,,A,313,D,,A,10,D,188,D,,A,,A,,A,,A,,A,70,D,70,D
20243,05556284,35,0,1,1,D,2,D,1,D,06,D,3,D,,A,,A,,A,,A,01,D,02,D,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,729,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,427,D,41,D
20243,05556284,36,0,1,1,D,3,D,1,D,06,D,16,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,1069,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,258,D,,A
20243,05556574,28,0,1,1,D,1,D,1,D,05,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,,A,,A,,A,,A,1500,D,500,D
20243,05556714,38,0,1,2,D,1,D,1,D,06,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,75,D,,A,,A,120,D,,A,175,D
20243,05556774,48,0,1,1,D,1,D,1,D,06,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,109,D,,A,,A,800,D,,A,,A,,A,,A,,A,192,D,,A
20243,05556794,31,0,1,1,D,1,D,1,D,06,D,1,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,100,D,,A
20243,05556794,32,0,1,1,D,2,D,1,D,06,D,4,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,900,D,50,D,,A,,A,,A,,A,250,D,,A
20243,05556794,33,0,1,1,D,3,D,1,D,05,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,330,D,40,D,,A,,A,100,D,,A,160,D,,A
20243,05556884,54,0,1,1,D,1,D,7,D,07,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,100,D,300,D,,A,,A,400,D,300,D,1200,D
20243,05557214,34,0,2,1,D,1,D,1,D,05,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,750,D,150,D,30,D,,A,,A,,A,250,D,120,D
20243,05557214,35,0,2,1,D,2,D,1,D,05,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,600,D,20,D,,A,,A,,A,,A,80,D,50,D
20243,05557214,36,0,2,1,D,3,D,1,D,05,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,30,D,30,D,,A,350,D,,A,20,D,0,D
20243,05557214,37,0,1,1,D,4,D,1,D,06,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,175,D,,A,40,D,,A,,A,,A,175,D,60,D
20243,05557214,38,0,1,1,D,5,D,1,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,400,D,50,D,50,D,,A,,A,,A,150,D,100,D
20243,05557234,17,0,1,1,D,1,D,1,D,06,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,,A,,A,130,D,25,D
20243,05557264,54,0,1,1,D,2,D,1,D,06,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A
