QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,WHATPART,WHAT_ART,TRIPIDBC,TRIP_DBC,NUMSAME,NUMSAME_,EOTRIPMO,EOTR_PMO,NUMNIGHT,NUMN_GHT,FOODDEAL,FOOD_EAL,LODGDEAL,LODG_EAL,TRANDEAL,TRAN_EAL,ELSEDEAL,ELSE_EAL,CMLOCALY,CMLO_ALY,CMPLANEY,CMPL_NEY,CMTRAINY,CMTR_INY,CMBUSY,CMBUSY_,CMSHIPY,CMSHIPY_,RTCARY,RTCARY_,RTMOPEDY,RTMO_EDY,RTBOATY,RTBOATY_,RTCAMPY,RTCAMPY_,RTOTHERY,RTOT_ERY,PVCARY,PVCARY_,PVELSEY,PVELSEY_,PVTRANSY,PVTR_NSY,CMLOCALX,CMLO_ALX,CMPLANEX,CMPL_NEX,CMTRAINX,CMTR_INX,CMBUSX,CMBUSX_,CMSHIPX,CMSHIPX_,RTCARX,RTCARX_,RTMOPEDX,RTMO_EDX,RTBOATX,RTBOATX_,RTCAMPX,RTCAMPX_,RTOTHERX,RTOT_ERX,GASOILX,GASOILX_,TRPTOLLX,TRPT_LLX,PARKINGX,PARK_NGX,LDGCOSTX,LDGC_STX,TRPALCHX,TRPA_CHX,TRPALCGX,TRPA_CGX,TRPSPRTX,TRPS_RTX,TRPETRTX,TRPE_RTX,TRPGFTCX,TRPG_TCX,QTRFLAX,QTRFLAX_,QTRGLAX,QTRGLAX_
20241,05545502,12,0,1,1,D,1,D,1,D,12,D,7,D,,A,,A,,A,,A,01,D,02,D,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,2000,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,80,D,,A,,A,,A,250,D,420,D,,A
20241,05545542,96,0,1,1,D,1,D,1,D,12,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,8,D,,A,,A,60,D,,A,,A,,A,,A,120,D,80,D
20241,05545542,97,0,1,1,D,2,D,1,D,11,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,8,D,,A,,A,,A,,A,,A,,A,,A,160,D,80,D
20241,05545652,25,0,1,1,D,1,D,1,D,12,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20241,05545652,26,0,1,1,D,2,D,1,D,11,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A
20241,05545882,30,0,1,1,D,1,D,1,D,11,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,10,D,,A,,A,,A,200,D,90,D,,A
20241,05545882,31,0,1,2,D,2,D,1,D,11,D,3,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,100,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,50,D,,A,,A,,A,,A,150,D,25,D
20241,05546092,21,0,1,1,D,1,D,1,D,10,D,12,D,,A,,A,,A,,A,,A,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,220,F,,A,,A,7000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05546142,20,0,1,1,D,1,D,2,D,10,D,14,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,128,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D
20241,05546192,33,0,1,1,D,1,D,1,D,10,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,215,D,,A
20241,05546392,22,0,2,1,D,1,D,1,D,10,D,2,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,70,D,,A
20241,05546392,23,0,1,1,D,2,D,1,D,12,D,2,D,,A,,A,,A,,A,,A,02,D,03,D,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,416,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,150,D,,A,100,D,,A
20241,05546392,24,0,1,1,D,3,D,1,D,11,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05546402,15,0,1,1,D,1,D,1,D,10,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,20,D,,A,,A,,A,,A,200,D,,A,40,D,,A
20241,05546472,27,0,1,1,D,1,D,1,D,12,D,6,D,1,D,1,D,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,102,D,1285,G,51,G,,A,302,G,574,G,,A,596,G,,A
20241,05546512,36,0,1,1,D,1,D,2,D,11,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,900,D,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20241,05546632,21,0,2,1,D,1,D,1,D,10,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05546632,22,0,2,1,D,2,D,1,D,10,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,20,D,,A,80,D,,A,25,D,,A,,A,,A,,A,20,D
20241,05546632,23,0,1,1,D,3,D,2,D,12,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,D,,A,,A,,A,36,D,,A,,A,,A,17,D,0,D
20241,05546632,24,0,1,1,D,4,D,1,D,12,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,5,D,,A,,A,12,D,,A,,A,,A,,A,33,D,,A
20241,05546642,27,0,2,1,D,1,D,1,D,10,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,522,F,,A,,A,,A,60,F,50,D,200,F,,A
20241,05546672,22,0,1,2,D,1,D,1,D,12,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,215,D,,A,,A,,A,,A,,A,80,D,,A
20241,05546712,56,0,1,1,D,1,D,1,D,11,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D
20241,05546822,60,0,1,1,D,1,D,1,D,11,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05546822,61,0,1,1,D,2,D,1,D,10,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,16,D,,A,,A,,A,,A,,A,,A,,A,45,D,,A
20241,05546962,17,0,1,1,D,1,D,1,D,12,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20241,05546962,18,0,1,1,D,2,D,1,D,11,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20241,05547042,31,0,1,1,D,1,D,1,D,11,D,23,D,1,D,1,D,1,D,1,D,,A,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,,A,16,D,17,D,70,G,1147,G,15,G,24,G,4091,G,,A,,A,,A,,A,,A,,A,,A,,A,754,G,254,G,,A,211,G,160,G,,A,366,G,,A
20241,05547042,32,0,1,1,D,2,D,1,D,10,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,60,D,110,D,100,D
20241,05547052,39,0,1,2,D,1,D,1,D,11,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,91,D,,A,,A,233,D,,A,,A,,A,,A,,A,,A,50,D
20241,05547262,43,0,2,1,D,1,D,1,D,10,D,2,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,700,D,,A,,A,,A,,A,800,D,,A
20241,05547302,24,0,1,1,D,1,D,1,D,11,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,106,F,,A,,A,522,F,,A,,A,,A,,A,,A,175,F,100,F
20241,05547312,51,0,2,1,D,1,D,1,D,10,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,20,D,,A,1100,D,200,D,,A,,A,,A,,A,300,D,50,D
20241,05547312,52,0,1,1,D,2,D,1,D,10,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,10,D,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20241,05547312,53,0,1,1,D,3,D,1,D,11,D,1,D,,A,,A,,A,,A,,A,,A,03,D,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,50,D,,A,20,D,40,D,,A,,A,,A,,A,,A,50,D,,A
20241,05547342,27,0,1,1,D,1,D,1,D,12,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,25,D,,A,,A,,A,,A,75,D,,A
20241,05547382,65,0,1,1,D,1,D,1,D,12,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4,D,,A,536,D,52,D,,A,,A,,A,,A,33,D,,A
20241,05547382,66,0,1,1,D,2,D,1,D,10,D,5,D,,A,,A,,A,,A,,A,02,D,,A,04,D,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,1300,D,,A,0,D,,A,0,D,,A,,A,,A,,A,150,D,,A,24,D,600,D,50,D,12,D,,A,230,D,,A,650,D,63,D
20241,05547382,67,0,1,1,D,3,D,1,D,10,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,50,D,35,D,,A,,A,40,D,30,D,,A,,A,,A,110,D,180,D
20241,05547402,38,0,2,1,D,1,D,1,D,10,D,4,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,350,D,2700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1800,D,400,D,,A,,A,345,D,,A,500,D,100,D
20241,05547402,39,0,1,1,D,2,D,1,D,11,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,125,D,,A,,A,,A,225,D,,A,,A,,A,200,D,1575,D,125,D
20241,05547402,40,0,1,1,D,3,D,1,D,11,D,4,D,1,D,1,D,2,D,1,D,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,7616,W,1492,G,,A,2630,G,2468,G,,A,3760,G,,A
20241,05547542,24,0,1,1,D,1,D,1,D,11,D,5,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,,A,,A,100,D,400,D,100,D
20241,05547612,44,0,1,1,D,1,D,1,D,12,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,154,D,,A,,A,,A,40,D,50,D,,A,,A,15,D,65,D,73,D
20241,05547792,29,0,1,1,D,1,D,1,D,11,D,10,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2600,D,250,D,,A,,A,200,D,,A,650,D,200,D
20241,05548072,25,0,2,1,D,1,D,1,D,10,D,17,D,,A,,A,,A,,A,01,D,02,D,03,D,04,D,,A,,A,,A,,A,,A,,A,,A,,A,17,D,200,D,1700,D,30,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1600,D,50,D,,A,,A,100,D,,A,550,D,40,D
20241,05548072,26,0,1,1,D,2,D,1,D,12,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A
20241,05548242,34,0,1,1,D,1,D,1,D,12,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,654,D,20,D,,A,1759,D,,A,,A,,A,,A,45,F,1200,D,200,D
20241,05548352,50,0,1,1,D,1,D,2,D,12,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,127,D,,A,,A,,A,,A,,A,45,D,,A
20241,05548444,30,0,2,1,D,1,D,1,D,10,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,0,D,,A,,A,260,D,,A,,A,400,D,,A
20241,05548444,31,0,1,1,D,2,D,1,D,12,D,4,D,1,D,2,D,1,D,2,D,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,17,D,105,G,1015,G,,A,,A,,A,0,D,,A,,A,,A,,A,80,D,,A,,A,200,D,174,G,50,D,,A,,A,400,D,806,G,0,D
20241,05548602,9,0,2,1,D,1,D,1,D,10,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,100,D,15,F,,A,,A,,A,,A,55,F,,A
20241,05548732,64,0,1,1,D,1,D,1,D,11,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,9,D,,A,,A,35,D,,A,251,D,,A
20241,05548732,65,0,1,1,D,2,D,1,D,12,D,3,D,1,D,1,D,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,449,G,146,G,,A,222,G,341,G,,A,432,G,,A
20241,05548772,40,0,2,1,D,1,D,1,D,10,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,20,D,15,D,,A,,A,400,D,80,D,285,D
20241,05548842,25,0,1,1,D,1,D,1,D,10,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,20,D,,A,600,D,,A,,A,100,D,100,D,,A,450,D,,A
20241,05548852,27,0,1,1,D,1,D,1,D,12,D,7,D,1,D,1,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,7616,W,770,G,,A,,A,,A,,A,2431,G,,A
20241,05548962,42,0,1,1,D,1,D,1,D,11,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,250,D,,A
20241,05548982,86,0,2,1,D,1,D,1,D,10,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,420,D,,A,20,D,,A,,A,,A,125,D,25,D
20241,05548982,87,0,1,1,D,2,D,1,D,11,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,60,D,550,D,60,D,,A,80,D,,A,,A,340,D,30,D
20241,05548982,88,0,1,1,D,3,D,1,D,12,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,13,D,,A,,A,,A,520,D,,A,,A,,A,250,D,,A,,A,,A,,A,40,D,,A,32,D,,A,15,D,,A,6,D,,A,10,D,85,D,,A
20241,05549182,65,0,1,1,D,1,D,1,D,11,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,30,D,,A,,A,,A,,A,370,D,,A
20241,05549302,15,0,1,2,D,1,D,1,D,12,D,6,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D
20241,05549302,16,0,1,2,D,2,D,1,D,11,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A
20241,05549362,48,0,1,1,D,1,D,1,D,12,D,7,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,97,D,,A,,A,300,D,,A
20241,05549362,49,0,1,1,D,2,D,1,D,11,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,300,D,40,D,,A,,A,,A,,A,160,D,100,D
20241,05549392,29,0,2,1,D,1,D,1,D,10,D,3,D,,A,,A,,A,,A,,A,,A,03,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,200,D,,A
20241,05549392,30,0,1,1,D,2,D,1,D,12,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,60,D,,A,,A,,A,,A,,A,100,D,,A,,A,,A
20241,05549392,31,0,1,1,D,3,D,1,D,11,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,60,D,,A,,A,,A,,A,,A,400,D,,A,150,D,60,D
20241,05549392,32,0,1,1,D,4,D,1,D,12,D,4,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,26,D,75,D,,A,250,D,,A,,A,150,D,,A,450,D,,A
20241,05549602,27,0,2,1,D,1,D,1,D,10,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,62,D,,A,,A,288,D,,A,,A,,A,,A,,A,,A,50,D
20241,05549762,23,0,1,1,D,1,D,1,D,01,D,4,D,,A,,A,,A,,A,01,D,02,D,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,70,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1500,D,100,D,50,D,,A,1500,D,,A,500,D,0,D
20241,05549762,24,0,1,1,D,2,D,1,D,12,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,1600,D,,A,,A,,A,,A,100,D,400,D,,A
20241,05549792,21,0,1,1,D,1,D,1,D,12,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,260,D,,A,,A,321,D,,A,,A,,A,,A,,A,,A,,A
20241,05549802,26,0,1,1,D,1,D,1,D,12,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,06,D,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,0,D,,A,,A,,A,,A,40,D,,A,,A,140,D,,A,,A,400,D,,A,,A,150,D,50,D
20241,05549822,52,0,1,2,D,2,D,1,D,11,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,10,D,,A,,A,200,D,,A,,A,,A,250,D,150,D,,A
20241,05549822,53,0,1,1,D,3,D,1,D,11,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,1,D,,A,,A,50,D,,A,,A,,A,50,D,0,D
20241,05549822,54,0,1,1,D,4,D,2,D,01,D,3,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A,80,D,510,D,200,D,,A,,A,,A,200,D,600,D,50,D
20241,05549832,35,0,1,2,D,1,D,1,D,12,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,70,D,,A,350,D,200,D
20241,05549892,37,0,1,1,D,1,D,2,D,12,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,175,D
20241,05549892,38,0,1,1,D,2,D,2,D,11,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,225,D
20241,05549922,32,0,1,1,D,1,D,1,D,11,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,50,D,,A,,A,,A,200,D,450,D,,A
20241,05549922,33,0,1,1,D,2,D,1,D,12,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,650,D,20,D,,A,,A,,A,,A,280,D,,A
20241,05550002,29,0,1,1,D,1,D,1,D,01,D,3,D,,A,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,80,D,,A,,A,300,D,,A,320,D,,A
20241,05550102,37,0,1,2,D,1,D,1,D,01,D,20,D,,A,,A,,A,,A,01,D,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,,A,16,D,,A,100,D,0,D,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,400,D,50,D
20241,05550102,38,0,1,2,D,2,D,1,D,11,D,10,D,,A,,A,,A,,A,01,D,02,D,,A,,A,05,D,,A,,A,,A,,A,,A,,A,16,D,,A,100,D,0,D,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,100,D,30,D
