QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,UTILY,UTILY_,WHATPROP,WHAT_ROP,BLPERIOD,BLPE_IOD,QFUELADZ,QFUE_ADZ,UTLPTYPE,UTLP_YPE,UTIL1,UTIL1_,UTIL2,UTIL2_,UTIL3,UTIL3_,UTIL4,UTIL4_,UTIL5,UTIL5_,UTIL6,UTIL6_,UTIL7,UTIL7_,UTIL8,UTIL8_,UTIL9,UTIL9_,QADFUL1X,QADF_L1X,QADFUL2X,QADF_L2X,QADFUL3X,QADF_L3X,UTCPURCH
20241,05564182,48,12,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,31,E,30,E,36,E,
20241,05564182,48,13,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,22,E,22,E,24,E,
20241,05564182,49,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,42,D,67,D,82,D,
20241,05564202,17,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,600,D,500,D,480,D,
20241,05564202,18,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,80,D,75,D,
20241,05564202,19,0,1,205,D,01,D,2,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,0,D,130,D,
20241,05564202,20,0,1,210,D,01,D,5,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,0,D,0,D,
20241,05564212,24,0,1,120,D,40,D,,A,1.00,D,4,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05564212,24,5,1,100,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,62,E,62,E,62,E,
20241,05564212,24,6,1,110,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,88,E,88,E,88,E,
20241,05564212,25,0,1,205,D,40,D,3,D,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,43,F,0,D,0,D,
20241,05564222,16,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,
20241,05564232,16,0,1,120,D,01,D,,A,1.00,D,1,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05564232,16,5,1,100,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,176,E,167,E,169,E,
20241,05564232,16,6,1,110,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,64,E,73,E,71,E,
20241,05564232,17,0,1,900,D,01,D,,A,1.00,D,1,D,900,D,110,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05564232,17,11,1,100,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,E,138,E,137,E,
20241,05564232,17,12,1,110,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,E,86,E,91,E,
20241,05564232,17,13,1,150,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,83,E,,A,,A,
20241,05564232,17,14,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,62,E,
20241,05564232,17,15,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,37,E,,A,,A,
20241,05564232,17,16,1,270,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,36,E,,A,
20241,05564232,17,17,1,280,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,U,,A,
20241,05564242,30,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,246,D,338,D,320,D,
20241,05564242,31,0,1,110,D,01,D,4,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,0,D,0,D,
20241,05564242,32,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,32,D,34,D,29,D,
20241,05564312,23,0,1,120,D,01,D,,A,1.00,D,1,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05564312,23,5,1,100,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,61,E,95,E,79,E,
20241,05564312,23,6,1,110,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,62,E,96,E,146,E,
20241,05564312,24,0,1,205,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,49,D,0,D,0,D,
20241,05564352,24,0,1,100,D,01,D,,A,0.87,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,57,D,44,D,44,D,
20241,05564352,25,0,1,110,D,01,D,,A,0.87,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,7,D,31,D,37,D,
20241,05564352,26,0,1,210,D,01,D,4,D,0.87,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,364,T,0,D,
20241,05564352,27,0,1,205,D,01,D,3,D,0.87,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,44,D,0,D,0,D,
20241,05564362,30,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,76,D,70,D,
20241,05564362,31,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,
20241,05564362,32,0,1,205,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,0,D,0,D,
20241,05564372,22,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,218,D,218,D,218,D,
20241,05564372,23,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,167,D,167,D,167,D,
20241,05564372,24,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,54,D,54,D,54,D,
20241,05564402,32,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,96,D,66,D,122,D,
20241,05564402,33,0,1,205,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,0,D,615,T,
20241,05564402,34,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,87,D,150,D,232,D,
20241,05564412,32,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,291,D,273,D,277,D,
20241,05564412,33,0,1,130,D,01,D,5,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,575,D,0,D,
20241,05564412,34,0,1,210,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,0,D,85,D,
20241,05564452,39,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,159,D,229,D,242,D,
20241,05564452,40,0,1,205,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,114,D,0,D,0,D,
20241,05564452,41,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,97,D,97,D,97,D,
20241,05564562,20,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,145,D,140,D,135,D,
20241,05564562,21,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,20,D,20,D,
20241,05564562,22,0,1,210,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,0,D,0,D,
20241,05564572,19,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D,
20241,05564572,20,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,110,D,90,D,
20241,05564592,28,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,78,D,65,D,84,D,
20241,05564602,31,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,154,D,170,D,155,D,
20241,05564602,32,0,1,230,D,01,D,,A,1.00,D,1,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,2
20241,05564602,32,7,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,84,E,92,E,87,E,2
20241,05564602,32,8,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,62,E,68,E,59,E,2
20241,05564632,39,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,145,D,145,D,145,D,
20241,05564632,40,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,190,D,190,D,190,D,
20241,05564632,41,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D,
20241,05564632,42,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,
20241,05564662,13,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,
20241,05564722,58,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,142,D,180,D,196,D,
20241,05564722,59,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,143,D,152,D,220,D,
20241,05564722,60,0,1,205,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,132,D,0,D,
20241,05564742,23,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,155,D,155,D,220,D,
20241,05564742,24,0,1,205,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,
20241,05564762,33,0,1,100,D,01,D,,A,0.70,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,64,D,64,D,64,D,
20241,05564762,34,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,
20241,05564762,35,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,20,D,20,D,3
20241,05564762,36,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,27,D,27,D,27,D,3
20241,05564762,37,0,1,210,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,0,D,40,D,1
20241,05564802,16,0,1,120,D,40,D,,A,1.00,D,4,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05564802,16,5,1,100,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,225,E,225,E,225,E,
20241,05564822,18,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,170,D,160,D,
20241,05564822,19,0,1,110,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,84,D,92,D,85,D,
20241,05564822,20,0,1,230,D,40,D,,A,1.00,D,4,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05564822,20,7,1,205,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,76,E,80,E,79,E,
20241,05564822,20,8,1,210,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,44,E,41,E,42,E,
20241,05564832,25,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,
20241,05564832,26,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,
20241,05564832,27,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,
20241,05564832,28,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,
20241,05564852,26,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,190,D,250,D,365,D,
20241,05564852,27,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,200,D,200,D,
20241,05564852,28,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,
20241,05564862,32,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,
20241,05564862,33,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,
20241,05564862,34,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,44,D,44,D,44,D,
20241,05564862,35,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,4,D,4,D,4,D,
20241,05564932,10,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,128,D,100,D,
20241,05564942,24,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,27,D,30,D,30,D,
20241,05564942,25,0,1,130,D,01,D,5,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,400,D,0,D,
20241,05564942,26,0,1,180,D,01,D,,C,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,258,F,365,F,
20241,05564942,27,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,21,D,21,D,21,D,
20241,05564942,28,0,1,270,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,D,10,D,10,D,
20241,05564972,34,0,1,900,D,01,D,,A,1.00,D,1,D,900,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05564972,34,11,1,100,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,148,E,138,E,142,E,
20241,05564972,34,12,1,110,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,E,86,E,,A,
20241,05564972,34,13,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,72,E,61,E,64,E,
20241,05564972,34,14,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,E,,A,44,E,
20241,05564972,35,0,1,900,D,01,D,,A,1.00,D,1,D,205,D,150,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05564972,35,11,1,150,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,61,E,62,E,61,E,
20241,05564972,35,12,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,39,E,38,E,39,E,
20241,05564972,36,0,1,900,D,01,D,,A,1.00,D,1,D,900,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05564972,36,11,1,100,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,49,E,,A,,A,
20241,05564972,36,12,1,110,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,27,E,49,E,60,E,
20241,05564972,36,13,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,24,E,34,E,40,E,
20241,05564972,36,14,1,280,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17,E,,A,
20241,05564982,37,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,267,D,283,D,
20241,05564982,38,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,55,D,
20241,05564992,23,0,1,310,D,01,D,,A,1.00,D,1,D,205,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05564992,23,7,1,100,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,68,E,70,E,69,E,
20241,05564992,23,8,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,32,E,30,E,31,E,
20241,05564992,24,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,
20241,05565002,14,0,1,100,D,01,D,2,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,500,D,0,D,500,D,
20241,05565052,29,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,96,D,100,D,98,D,
20241,05565072,25,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,
20241,05565072,26,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,
20241,05565082,35,0,1,900,D,01,D,,A,1.00,D,1,D,210,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05565082,35,11,1,100,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,135,E,271,E,144,E,
20241,05565082,35,12,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,E,87,E,44,E,
20241,05565082,36,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,
20241,05565102,21,0,1,120,D,01,D,,A,1.00,D,1,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05565102,21,5,1,100,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,46,E,43,E,41,E,
20241,05565102,21,6,1,110,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,E,15,E,17,E,
20241,05565142,60,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,117,D,128,D,176,D,
20241,05565142,61,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,54,D,58,D,54,D,
20241,05565142,62,0,1,230,D,01,D,2,D,1.00,D,1,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,0,D,,H,
20241,05565142,62,7,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,148,E,,A,138,E,
20241,05565142,62,8,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,106,E,,A,94,E,
20241,05565182,32,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,325,D,279,D,215,D,
20241,05565182,33,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,90,D,103,D,
20241,05565182,34,0,1,210,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,0,D,0,D,
20241,05565192,48,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,113,D,126,D,89,D,
20241,05565192,49,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,91,D,103,D,105,D,
20241,05565192,50,0,1,230,D,01,D,,A,1.00,D,1,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05565192,50,7,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,33,E,38,E,45,E,
20241,05565192,50,8,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,24,E,27,E,31,E,
20241,05565212,49,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,330,D,275,D,330,D,
20241,05565212,50,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,
20241,05565212,51,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,
20241,05565212,52,0,1,210,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,0,D,0,D,
20241,05565222,31,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,230,D,360,D,320,D,
20241,05565332,27,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,94,D,94,D,94,D,
20241,05565332,28,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,121,D,121,D,121,D,
20241,05565332,29,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,
20241,05565382,19,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,190,D,207,D,207,D,
20241,05565382,20,0,1,130,D,01,D,5,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1300,D,0,D,0,D,
20241,05565392,32,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,
20241,05565392,33,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,42,D,42,D,42,D,1
20241,05565392,34,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,97,D,97,D,97,D,1
20241,05565392,35,0,1,280,D,01,D,5,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,320,D,0,D,0,D,
20241,05565412,29,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,66,D,65,D,
20241,05565412,30,0,1,180,D,01,D,5,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,200,D,200,D,
20241,05565412,31,0,1,230,D,01,D,,A,1.00,D,1,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05565412,31,7,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,E,50,E,54,E,
20241,05565412,31,8,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,37,E,37,E,36,E,
20241,05565442,32,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,228,D,121,D,
20241,05565442,33,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,40,D,30,D,
20241,05565452,29,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,119,D,124,D,118,D,
20241,05565452,30,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,23,D,24,D,23,D,
20241,05565452,31,0,1,205,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,0,D,199,D,
20241,05565452,32,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,57,D,57,D,57,D,
20241,05565452,33,0,1,210,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,0,D,67,D,
20241,05565472,53,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,145,D,148,D,132,D,
20241,05565472,54,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,
20241,05565472,55,0,1,205,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,380,D,0,D,
20241,05565472,56,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,64,F,62,F,65,F,
20241,05565492,67,0,1,120,D,01,D,,A,1.00,D,1,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05565492,67,5,1,100,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,286,E,286,E,277,E,
20241,05565492,67,6,1,110,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,64,E,64,E,73,E,
20241,05565492,68,0,1,230,D,01,D,,A,1.00,D,1,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05565492,68,7,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,116,E,115,E,119,E,
20241,05565492,68,8,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,84,E,85,E,81,E,
20241,05565492,69,0,1,120,D,02,D,,A,1.00,D,2,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05565492,69,5,1,100,D,02,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,E,50,E,50,E,
20241,05565492,70,0,1,230,D,02,D,,A,1.00,D,2,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H,
20241,05565492,70,7,1,205,D,02,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,38,E,38,E,21,E,
20241,05565492,70,8,1,210,D,02,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,E,12,E,29,E,
20241,05565492,71,0,1,100,D,03,D,,A,1.00,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,
20241,05565512,10,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,96,D,96,D,96,D,
20241,05565512,11,0,1,110,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,220,D,220,D,220,D,
20241,05565572,26,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,114,D,63,D,60,D,
20241,05565572,27,0,1,110,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,
