QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOB,PROP0NOB,OWNYB,OWNYB_,OBSNSZB,OBSNSZB_,PROPTYPE,PROP_YPE,ACQUIRMO,ACQU_RMO,ACQUIRYR,ACQU_RYR,OWN_PURX,OWN__URX,OWNDPMTX,OWND_MTX,CLOSECST,CLOS_CST,QADPTAX,QADPTAX_,TIMESHAR,TIME_HAR,SHARWKS,SHARWKS_,SHARED1,SHARED1_,SHARPER1,SHAR_ER1,SHARED2,SHARED2_,SHARPER2,SHAR_ER2,GIFTPROP,GIFT_ROP,BSNEXP2,BSNEXP2_,DEEDED,DEEDED_
20241,05364204,13,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,8000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05364204,14,0,5,02,D,400,D,,A,3,D,,B,2010,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05364224,17,0,5,01,D,100,D,,A,1,D,,B,2012,D,,A,,A,,A,3400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05364334,25,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05364534,34,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,2200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05364564,22,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05364654,19,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,3400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05364684,6,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05364694,18,0,5,01,D,100,D,,A,3,D,,B,1985,D,,A,,A,,A,3300,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05364694,19,0,5,02,D,300,D,,A,3,D,,B,,C,,A,,A,,A,2500,F,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20241,05364824,21,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,7000,D,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20241,05364874,21,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,8700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05364914,22,0,5,01,D,100,D,,A,3,D,02,D,2022,D,,A,,A,,A,3200,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05364914,23,0,5,02,D,300,D,,A,3,D,,C,2022,D,,A,,A,,A,180,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05364944,22,0,5,01,D,100,D,,A,3,D,,B,1992,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05364944,23,0,5,02,D,200,D,,A,3,D,,B,2015,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05364944,24,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05364944,25,0,5,04,D,400,D,,A,3,D,,B,2010,D,,A,,A,,A,1700,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05364944,26,0,5,05,D,400,D,,A,3,D,,B,2010,D,,A,,A,,A,600,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05364944,27,0,5,06,D,400,D,,A,3,D,,B,2010,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05365024,15,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365054,18,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,3800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365074,32,0,5,01,D,100,D,,A,3,D,09,D,2022,D,,A,,A,,A,6900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365104,31,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365234,17,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365324,21,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,20889,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365324,22,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05365354,20,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,5600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365364,6,0,1,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,430,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365374,15,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,470,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365374,16,0,5,02,D,300,D,,A,3,D,,B,2006,D,,A,,A,,A,4800,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05365404,27,0,5,01,D,100,D,,A,3,D,,B,1985,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365414,34,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365434,35,0,5,01,D,100,D,,A,3,D,,B,1992,D,,A,,A,,A,3600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365434,36,0,5,02,D,300,D,,A,1,D,,B,1991,D,,A,,A,,A,2400,F,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20241,05365454,33,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,12000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365554,36,0,5,01,D,100,D,,A,3,D,,B,1977,D,,A,,A,,A,3000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365624,16,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,420,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365634,20,0,5,01,D,100,D,,A,3,D,08,D,2022,D,,A,,A,,A,6500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365634,21,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05365644,42,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,9100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365654,22,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,2100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365804,8,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365864,29,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,6800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365884,8,0,1,01,D,100,D,,A,3,D,,B,1989,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365904,14,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05365934,19,0,5,01,D,100,D,,A,3,D,02,D,2022,D,,A,,A,,A,13600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05365974,24,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,12500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366044,32,0,5,01,D,100,D,,A,1,D,,B,2019,D,,A,,A,,A,4600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366094,8,0,5,01,D,100,D,,A,1,D,,B,2010,D,,A,,A,,A,5800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366114,21,0,5,01,D,100,D,,A,3,D,,B,1970,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366154,16,0,5,01,D,100,D,,A,3,D,,B,1970,D,,A,,A,,A,2800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366244,8,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366274,22,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366304,16,0,5,01,D,100,D,,A,1,D,01,D,2022,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366344,24,0,5,01,D,100,D,0.14,D,3,D,,B,1995,D,,A,,A,,A,3600,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05366364,23,0,5,01,D,100,D,,A,3,D,07,D,2022,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366444,24,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,4800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366454,26,0,5,01,D,300,D,,A,1,D,,B,2011,D,,A,,A,,A,50,F,1,D,2,D,2,D,,A,,A,,A,,A,,A,1,D
20241,05366454,27,0,5,02,D,300,D,,A,1,D,,B,2013,D,,A,,A,,A,1100,F,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20241,05366454,28,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05366454,29,0,5,04,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05366504,14,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,3700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366584,33,0,5,01,D,100,D,,A,3,D,,B,1988,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366664,12,0,5,01,D,100,D,,A,3,D,01,D,2022,D,,A,,A,,A,4100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366674,24,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,850,D,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20241,05366744,33,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366774,29,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366784,15,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,12000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366814,19,0,5,01,D,100,D,,A,3,D,08,D,2022,D,,A,,A,,A,2400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366904,31,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,7300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05366904,32,0,5,02,D,300,D,,A,3,D,,B,2019,D,,A,,A,,A,450,D,2,D,,A,,A,,A,1,D,1,D,,A,,A,,A
20241,05366914,14,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,7900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05411693,17,0,5,01,D,100,D,,A,3,D,,B,2022,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05411723,14,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,9600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05411733,16,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,5200,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05411833,16,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,4600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05411883,30,0,5,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,1400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05411903,34,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05411913,23,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,6500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05411933,17,0,5,01,D,100,D,,A,3,D,,B,2016,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05411963,22,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,5100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05411973,10,0,1,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,4800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412043,21,0,5,01,D,100,D,,A,1,D,,B,2003,D,,A,,A,,A,1400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412043,22,0,5,02,D,400,D,,A,3,D,,B,1982,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05412083,11,0,5,01,D,100,D,,A,3,D,,B,2020,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412103,16,0,5,01,D,100,D,,A,1,D,,B,2021,D,,A,,A,,A,7500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412133,25,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,4500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412153,22,0,5,01,D,100,D,,A,3,D,,B,1988,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412153,23,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05412153,24,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05412213,36,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,3700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412243,31,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,4200,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412273,6,0,1,01,D,100,D,,A,3,D,12,D,2023,D,125000,D,0,D,4000,D,1200,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20241,05412303,20,0,5,01,D,100,D,,A,2,D,,B,,C,,A,,A,,A,7700,F,,A,,A,,A,,A,1,D,0,D,,A,2,D,,A
20241,05412383,10,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412423,23,0,5,01,D,100,D,,A,3,D,06,D,2023,D,1310000,D,1310000,D,500,D,1200,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20241,05412423,24,0,5,02,D,200,D,,A,3,D,,B,2020,D,,A,,A,,A,6500,D,,A,,A,,A,,A,1,D,1,D,,A,,A,,A
20241,05412533,16,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412573,21,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,2800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412593,21,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,2700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412613,42,0,6,01,D,100,D,,A,3,D,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05412683,22,0,5,01,D,100,D,,A,3,D,,B,2015,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412743,25,0,5,01,D,100,D,,A,3,D,,B,1969,D,,A,,A,,A,1700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412773,12,0,5,01,D,100,D,0.15,D,3,D,,B,2008,D,,A,,A,,A,600,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05412834,30,0,5,01,D,100,D,,A,3,D,06,D,2022,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412893,10,0,5,01,D,100,D,,A,3,D,06,D,2023,D,600000,D,400000,D,20000,D,6500,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20241,05412903,19,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412933,16,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412943,15,0,1,01,D,100,D,,A,3,D,10,F,2017,D,,A,,A,,A,10000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412953,24,0,5,01,D,100,D,,A,3,D,,B,1973,D,,A,,A,,A,460,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412963,11,0,1,01,D,100,D,,A,3,D,12,F,2002,D,,A,,A,,A,10500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05412963,12,0,1,02,D,600,D,,A,,A,10,F,2023,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05413033,26,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,8400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413063,30,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413093,6,0,1,01,D,200,D,,A,1,D,12,D,2023,D,255000,D,50000,D,8000,F,7500,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,A
20241,05413123,21,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,5500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413163,17,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,6400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413243,48,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,3800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413283,26,0,5,01,D,100,D,,A,3,D,,B,1978,D,,A,,A,,A,4500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413303,10,0,5,01,D,100,D,,A,1,D,,B,2009,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413313,22,0,5,01,D,100,D,,A,3,D,,B,1993,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413323,20,0,5,01,D,100,D,,A,3,D,,B,1974,D,,A,,A,,A,8200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413383,6,0,1,01,D,100,D,,A,3,D,12,F,2011,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413433,20,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413453,34,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20241,05413543,24,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,3100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413573,10,0,1,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,3700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413633,18,0,5,01,D,100,D,,A,3,D,,B,1980,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413633,19,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05413663,12,0,5,01,D,100,D,,A,3,D,,B,1982,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413703,11,0,1,01,D,100,D,,A,3,D,,B,1969,D,,A,,A,,A,200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413763,14,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,1400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413803,19,0,5,01,D,100,D,,A,3,D,,B,2017,D,,A,,A,,A,10000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413823,25,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413823,26,0,5,02,D,400,D,,A,3,D,,B,2013,D,,A,,A,,A,4,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05413833,13,0,5,01,D,100,D,,A,3,D,01,D,2023,D,,A,,A,,A,5800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413903,17,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,2500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413963,25,0,1,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05413973,8,0,5,01,D,100,D,,A,1,D,,B,2019,D,,A,,A,,A,1700,D,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20241,05414063,21,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414093,24,0,1,01,D,100,D,,A,3,D,10,F,2003,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414193,14,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,8000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414213,11,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,140,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414273,27,0,5,01,D,100,D,,A,3,D,,B,2021,D,,A,,A,,A,10000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414273,28,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05414273,29,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05414273,30,0,5,04,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05414313,19,0,5,01,D,100,D,,A,3,D,,B,1978,D,,A,,A,,A,600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414333,18,0,5,01,D,100,D,,A,3,D,,B,1996,D,,A,,A,,A,910,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414383,10,0,1,01,D,100,D,,A,1,D,,B,2018,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414423,16,0,5,01,D,100,D,,A,1,D,,B,2021,D,,A,,A,,A,270,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414443,20,0,5,01,D,100,D,,A,3,D,,B,2018,D,,A,,A,,A,3100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414493,19,0,6,01,D,100,D,,A,3,D,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05414593,12,0,5,01,D,100,D,,A,3,D,04,D,2023,D,140400,D,75000,D,11000,D,840,F,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20241,05414693,33,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414733,11,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20241,05414733,12,0,5,02,D,400,D,,A,3,D,,B,2017,D,,A,,A,,A,600,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05414763,16,0,5,01,D,100,D,,A,2,D,,B,2014,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414893,15,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414903,13,0,1,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414913,17,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,3300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414913,18,0,5,02,D,300,D,,A,3,D,,B,1999,D,,A,,A,,A,250,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05414943,10,0,5,01,D,100,D,,A,3,D,,B,2019,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05414993,19,0,5,01,D,100,D,,A,3,D,06,D,2022,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05415033,43,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05415173,14,0,5,01,D,100,D,,A,3,D,,B,1972,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05415193,12,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20241,05415214,28,0,5,01,D,100,D,,A,3,D,06,D,2023,D,465000,D,0,D,39000,D,3500,D,,A,,A,,A,,A,2,D,,A,2,D,,A,,A
20241,05415214,29,0,5,02,D,200,D,,A,3,D,,B,2006,D,,A,,A,,A,12000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05415214,31,0,5,04,D,300,D,,A,1,D,,B,2021,D,,A,,A,,A,3000,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05415214,32,0,5,05,D,200,D,,A,3,D,,B,2000,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20241,05415214,33,0,5,06,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05415214,34,0,5,07,D,600,D,,A,,A,,B,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
