QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOF,PROP0NOF,OWNYF,OWNYF_,NEWMRRT,NEWMRRT_,ORGMRTX,ORGMRTX_,QMRTTERM,QMRT_ERM,MRTPMTX,MRTPMTX_,PAYPROTX,PAYP_OTX,PAYPROIN,PAYP_OIN,PAYMORIN,PAYM_RIN,PAYOTHER,PAYO_HER,QESCROWX,QESC_OWX,QPRINM1X,QPRI_M1X,QPRINM2X,QPRI_M2X,QPRINM3X,QPRI_M3X,QADINT1X,QADI_T1X,QADINT2X,QADI_T2X,QADINT3X,QADI_T3X,QRFINDAT,QRFI_DAT,FRSTPYMO,FRST_YMO,FRSTPYYR,FRST_YYR,FIXEDRTE,FIXE_RTE,QNEWDATE,QNEW_ATE,QBLNCM1X,QBLN_M1X,QBLNCM2X,QBLN_M2X,QBLNCM3X,QBLN_M3X,LOAN_NOF,LOAN0NOF,VARRTE,VARRTE_,INTONLY,INTONLY_,OTHRTE,OTHRTE_,PAYMT1X,PAYMT1X_,PAYMT2X,PAYMT2X_,PAYMT3X,PAYMT3X_,PAYPRINI,PAYP_INI,PAYINT,PAYINT_,REFI,REFI_,PAYESCRW,PAYE_CRW,MORTSPEC,MORT_PEC,FEEAMTX,FEEAMTX_
20241,05573112,11,0,5,01,D,100,D,.0500,D,180000,D,30,D,2000,D,,B,,B,,B,,B,1034,D,216,D,217,D,218,D,750,D,749,D,748,D,,A,12,D,2023,D,1,D,,A,180000,D,179784,D,179567,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05573142,27,0,5,01,D,100,D,.0397,D,125000,D,30,D,1340,D,3,D,4,D,,A,,A,745,D,214,D,215,D,215,D,381,D,380,D,380,D,,A,10,D,2019,D,1,D,,A,115151,D,114937,D,114722,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05573244,35,0,5,01,D,100,D,.0700,D,913387,T,30,D,6823,T,3,D,,A,5,D,,A,1156,D,1258,D,1266,D,1273,D,8212,D,8204,D,8197,D,,A,11,D,2022,D,1,D,,A,833430,T,831147,T,832659,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05573462,15,0,5,01,D,100,D,.0296,D,650000,D,30,D,3450,D,3,D,4,D,,A,,A,724,D,1212,D,1215,D,1218,D,1514,D,1511,D,1508,D,,A,05,D,2021,D,1,D,,A,833430,T,831147,T,832659,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05573482,16,0,1,01,D,100,D,.0825,F,913387,V,30,F,6823,V,,A,,A,,A,,A,0,F,239,F,241,F,242,F,2321,F,2319,F,2318,F,,A,09,F,2022,F,2,F,,A,833430,V,831147,V,832659,V,01,D,,A,,A,,A,2560,F,2560,F,2560,F,1,D,2,D,1,D,,A,,A,,A
20241,05573681,35,0,1,01,D,100,D,.0534,D,166450,D,20,D,1510,D,3,D,4,D,,A,,A,380,D,425,D,427,D,429,D,705,D,703,D,701,D,,A,02,D,2022,D,1,D,,A,158326,D,157900,D,157473,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05573681,36,0,1,02,D,300,D,.0795,D,72825,D,1,D,6823,T,,A,,A,,A,,A,0,D,,A,4808,T,4649,T,,A,482,D,444,D,,A,11,D,2023,D,1,D,,A,,A,72825,D,66974,D,01,D,,A,,A,,A,,A,,A,,A,1,D,,A,2,D,,A,,A,,A
20241,05573881,18,0,1,01,D,100,D,.0534,D,324853,D,30,D,1812,D,3,D,4,D,,A,,A,0,D,399,D,400,D,402,D,1413,D,1412,D,1410,D,,A,03,D,2022,D,1,D,,A,317605,D,317207,D,316806,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05573921,13,0,1,01,D,100,D,.0400,D,120000,D,30,D,1200,D,3,D,4,D,,A,,A,627,D,425,D,426,D,428,D,148,D,147,D,145,D,,A,04,D,2001,D,1,D,,A,44438,D,44013,D,43586,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05574031,13,0,1,01,D,100,D,.0400,D,360000,D,30,D,2100,D,,B,,B,,B,,B,381,D,1309,D,1313,D,1318,D,410,D,406,D,401,D,,A,08,D,2000,D,1,D,,A,122996,D,121687,D,120373,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05574041,26,0,1,01,D,100,D,.0296,D,372500,D,30,D,2300,D,3,D,4,D,,A,,A,738,D,681,D,682,D,684,D,881,D,880,D,878,D,,A,11,D,2021,D,1,D,,A,357299,D,356618,D,355936,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05574311,16,0,1,01,D,100,D,.0975,D,140000,D,25,D,1500,D,3,D,,A,,A,,A,252,D,178,D,180,D,181,D,1070,D,1068,D,1067,D,,A,11,D,2018,D,1,D,,A,131678,D,131500,D,131320,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05574401,22,0,1,01,D,100,D,.0311,D,410000,D,20,D,3700,D,3,D,4,D,,A,,A,1404,D,1368,D,1372,D,1375,D,928,D,924,D,921,D,,A,06,D,2020,D,1,D,,A,358086,D,356718,D,355347,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05574423,8,0,1,01,D,100,D,.0500,D,48000,D,15,D,680,D,3,D,4,D,,A,,A,300,D,352,D,353,D,354,D,28,D,27,D,26,D,,A,05,D,2010,D,1,D,,A,6824,D,6473,D,6120,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05574481,22,0,1,01,D,100,D,.0400,D,94676,D,30,D,819,D,3,D,4,D,5,D,,A,367,D,173,D,173,D,174,D,279,D,279,D,278,D,,A,11,D,2017,D,1,D,,A,83769,D,83596,D,83423,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05574541,31,0,1,01,D,100,D,.0296,F,913387,V,15,F,6823,V,,A,,A,,A,,A,0,F,3132,V,3141,V,3165,V,1813,F,1802,F,1792,F,,A,01,F,2021,F,1,F,,A,833430,V,831147,V,832659,V,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05574551,22,0,1,01,D,100,D,.0425,D,285000,D,30,D,2000,D,3,D,4,D,,A,,A,598,D,491,D,492,D,494,D,911,D,910,D,908,D,,A,07,D,2018,D,1,D,,A,257342,D,256852,D,256360,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05574581,14,0,1,01,D,100,D,.0600,F,122759,F,30,F,736,F,,A,,A,,A,,A,0,F,397,F,399,F,401,F,339,F,337,F,335,F,,A,04,F,2004,F,1,F,,A,67893,F,67497,F,67098,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05574601,17,0,1,01,D,100,D,.0413,D,138300,D,30,D,870,D,3,D,4,D,5,D,,A,199,D,265,D,266,D,267,D,406,D,405,D,404,D,,A,05,D,2016,D,1,D,,A,118032,D,117767,D,117502,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05574631,15,0,1,01,D,100,D,.0600,F,68500,F,18,F,1250,F,,B,,B,,B,,B,731,F,369,F,371,F,373,F,150,F,148,F,146,F,,A,08,F,2011,F,1,F,,A,29950,F,29581,F,29209,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05574651,9,0,1,01,D,100,D,.0296,D,322565,D,30,D,1763,D,3,D,,A,5,D,,A,410,D,590,D,591,D,593,D,763,D,762,D,760,D,,A,11,D,2021,D,1,D,,A,309392,D,308802,D,308211,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05574701,19,0,1,01,D,100,D,.0296,D,410000,D,15,D,3686,D,3,D,4,D,,A,,A,862,D,3132,T,3141,T,3165,T,858,D,853,D,848,D,,A,01,D,2021,D,1,D,,A,347760,D,345794,D,343823,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05574731,16,0,1,01,D,100,D,.0296,D,143045,D,30,D,950,D,3,D,4,D,,A,,A,350,D,264,D,264,D,265,D,336,D,336,D,335,D,,A,08,D,2021,D,1,D,,A,136417,D,136153,D,135889,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05574811,16,0,1,01,D,100,D,.0365,D,913387,T,30,D,3750,D,,B,,B,,B,,B,502,D,1615,D,1620,D,1625,D,1633,D,1628,D,1623,D,,A,12,D,2012,D,1,D,,A,536768,D,535152,D,533532,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05574871,24,0,1,01,D,100,D,.0587,D,220000,D,30,D,1700,D,3,D,4,D,5,D,,A,399,D,664,D,667,D,671,D,637,D,634,D,630,D,,A,04,D,2005,D,1,D,,A,130170,D,129506,D,128838,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05574881,22,0,1,01,D,100,D,.0398,D,295000,D,30,D,1765,D,3,D,4,D,,A,,A,360,D,650,D,652,D,654,D,755,D,753,D,751,D,,A,03,D,2013,D,1,D,,A,227765,D,227115,D,226463,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05574981,14,0,1,01,D,100,D,.0365,D,913387,T,30,D,4300,D,3,D,4,D,,A,,A,1160,D,1610,D,1615,D,1620,D,1530,D,1525,D,1520,D,,A,02,D,2012,D,1,D,,A,503099,D,501489,D,499875,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05575021,13,0,1,01,D,100,D,.0500,D,120000,D,30,D,1030,D,3,D,4,D,,A,,A,386,D,269,D,270,D,271,D,375,D,374,D,373,D,,A,04,D,2011,D,1,D,,A,90077,D,89809,D,89539,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05575181,21,0,1,01,D,100,D,.0397,D,126000,D,30,D,899,D,3,D,4,D,,A,,A,300,D,220,D,221,D,221,D,379,D,378,D,378,D,,A,01,D,2019,D,1,D,,A,114595,D,114375,D,114154,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05575241,19,0,1,01,D,100,D,.0311,F,130000,F,30,F,1066,F,3,F,4,F,,A,,A,510,F,241,F,242,F,242,F,315,F,314,F,314,F,,A,10,F,2020,F,1,F,,A,121504,F,121263,F,121021,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05575271,30,0,1,01,D,100,D,.0600,D,554082,D,30,D,4300,D,3,D,4,D,5,D,,A,978,D,583,D,586,D,589,D,2739,D,2736,D,2733,D,,A,11,D,2022,D,1,D,,A,547861,D,547278,D,546692,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05575401,20,0,1,01,D,100,D,.0397,D,252000,D,30,D,1547,D,3,D,4,D,,A,,A,348,D,435,D,437,D,438,D,764,D,762,D,761,D,,A,05,D,2019,D,1,D,,A,230876,D,230441,D,230004,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05575401,21,0,1,02,D,300,D,.0534,F,25000,F,10,F,318,F,,B,,B,,B,,B,49,F,170,F,171,F,172,F,99,F,98,F,97,F,,A,06,F,2022,F,1,F,,A,22221,F,22051,F,21880,F,01,D,,A,,A,3,D,,A,,A,,A,,C,,A,2,D,,A,,A,,A
20241,05575431,23,0,1,01,D,100,D,.0296,D,220000,D,30,D,948,D,,B,,B,,B,,B,25,D,412,D,413,D,414,D,511,D,510,D,509,D,,A,02,D,2021,D,1,D,,A,207352,D,206941,D,206528,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05575451,11,0,1,01,D,100,D,.0397,D,100000,D,30,D,745,D,3,D,4,D,5,D,,A,269,D,170,D,171,D,171,D,306,D,305,D,305,D,,A,10,D,2019,D,1,D,,A,92462,D,92292,D,92121,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05575571,15,0,1,01,D,100,D,.0365,D,102000,D,30,D,1107,D,3,D,4,D,,A,,A,640,D,202,D,203,D,204,D,265,D,264,D,263,D,,A,10,D,2016,D,1,D,,A,87024,D,86822,D,86619,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05575601,15,0,1,01,D,100,D,.0296,D,300000,D,30,D,1771,D,3,D,4,D,,A,,A,513,D,548,D,550,D,551,D,710,D,708,D,707,D,,A,11,D,2021,D,1,D,,A,287757,D,287209,D,286659,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05575781,19,0,1,01,D,100,D,.0534,F,519793,F,10,F,6823,V,,A,,A,,A,,A,0,F,3132,V,3141,V,3165,V,2024,F,2008,F,1992,F,,A,03,F,2022,F,1,F,,A,454776,F,451200,F,447608,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05575801,22,0,1,01,D,100,D,.0525,D,200000,D,30,D,1380,D,3,D,4,D,,A,,A,276,D,244,D,246,D,247,D,860,D,858,D,857,D,,A,07,D,2022,D,1,D,,A,196458,D,196213,D,195968,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05575861,7,0,1,01,D,100,D,.0296,F,350095,F,29,F,1857,F,3,F,4,F,,A,,A,357,F,680,F,682,F,684,F,820,F,818,F,816,F,,A,09,F,2021,F,1,F,,A,332349,F,331669,F,330987,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05575911,18,0,1,01,D,100,D,.0534,D,105000,D,30,D,943,D,3,D,4,D,,A,,A,357,D,129,D,129,D,130,D,457,D,457,D,456,D,,A,04,D,2022,D,1,D,,A,102780,D,102651,D,102522,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05576021,10,0,1,01,D,100,D,.0425,D,300000,D,30,D,1600,D,3,D,4,D,,A,,A,124,D,636,D,639,D,641,D,840,D,837,D,835,D,,A,08,D,2013,D,1,D,,A,237037,D,236400,D,235761,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05576061,19,0,1,01,D,100,D,.0398,D,45000,D,15,D,753,D,3,D,4,D,,A,,A,421,D,276,D,276,D,277,D,56,D,56,D,55,D,,A,06,D,2013,D,1,D,,A,17025,D,16750,D,16473,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05576091,17,0,1,01,D,100,D,.0625,D,489348,D,30,D,3480,D,3,D,4,D,,A,,A,467,D,492,D,494,D,497,D,2521,D,2519,D,2516,D,,A,11,D,2022,D,1,D,,A,484105,D,483614,D,483120,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05576121,15,0,1,01,D,100,D,.0296,D,540000,D,30,D,2700,D,3,D,4,D,5,D,,A,435,D,995,D,997,D,1000,D,953,D,951,D,949,D,,A,08,D,2021,D,1,D,,A,514979,D,513984,D,512987,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05576161,30,0,1,01,D,100,D,.0575,D,230000,D,30,D,2183,D,3,D,4,D,,A,,A,841,D,252,D,253,D,254,D,1090,D,1089,D,1088,D,,A,12,D,2022,D,1,D,,A,227548,D,227297,D,227044,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05576231,5,0,1,01,D,100,D,.0400,D,628384,D,30,D,3000,D,,A,,A,,A,,A,0,D,918,D,921,D,924,D,2082,D,2079,D,2076,D,,A,06,D,2023,D,1,D,,A,833430,T,831147,T,832659,T,01,D,,A,,A,,A,,A,,A,,A,1,D,,A,2,D,,A,,A,,A
20241,05576271,24,0,1,01,D,100,D,.0398,D,73900,D,30,D,1968,D,3,D,4,D,,A,,A,1616,D,158,D,159,D,159,D,194,D,193,D,193,D,,A,12,D,2013,D,1,D,,A,58492,D,58334,D,58176,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05576341,51,0,1,01,D,100,D,.0425,F,300000,F,30,F,1600,F,3,F,4,F,,A,,A,124,F,636,F,639,F,641,F,840,F,837,F,835,F,,A,08,F,2013,F,1,F,,A,237037,F,236400,F,235761,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05576421,12,0,1,01,D,100,D,.0743,F,51000,F,30,F,378,F,,B,,B,,B,,B,24,F,235,F,236,F,238,F,119,F,118,F,116,F,,A,04,F,1999,F,1,F,,A,19271,F,19036,F,18800,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05576691,11,0,1,01,D,100,D,.0296,D,365000,D,30,D,2063,D,3,D,4,D,,A,,A,532,D,674,D,676,D,677,D,857,D,855,D,854,D,,A,07,D,2021,D,1,D,,A,347415,D,346741,D,346065,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05576701,20,0,1,01,D,100,D,.0296,D,913387,T,30,D,6823,T,3,D,,A,,A,,A,770,D,3132,T,3141,T,3165,T,2280,D,2276,D,2271,D,,A,05,D,2021,D,1,D,,A,833430,T,831147,T,832659,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05576851,10,0,1,01,D,100,D,.0534,D,100000,D,15,D,960,D,3,D,4,D,,A,,A,151,D,394,D,396,D,398,D,415,D,413,D,411,D,,A,04,D,2022,D,1,D,,A,93194,D,92800,D,92404,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05576881,13,0,1,01,D,100,D,.0400,F,350000,F,30,F,1750,F,,B,,B,,B,,B,79,F,0,F,0,F,0,F,1671,F,1671,F,1671,F,,A,08,F,2006,F,1,F,,A,350000,F,350000,F,350000,F,01,D,,A,,A,,A,,A,,A,,A,,A,2,D,2,D,,A,,A,,A
20241,05576901,15,0,1,01,D,100,D,.0650,F,126000,F,30,F,797,F,,B,,B,,B,,B,1,F,499,F,501,F,504,F,297,F,295,F,292,F,,A,01,F,2001,F,1,F,,A,54890,F,54391,F,53890,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05576921,22,0,1,01,D,100,D,.0550,F,200000,F,30,F,1800,F,3,F,4,F,,A,,A,664,F,248,F,249,F,250,F,888,F,887,F,886,F,,A,09,F,2021,F,1,F,,A,193711,F,193463,F,193214,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05576991,9,0,1,01,D,100,D,.0806,D,113287,D,30,D,1300,D,3,D,4,D,,A,,A,464,D,480,D,483,D,486,D,356,D,353,D,350,D,,A,09,D,2000,D,1,D,,A,53061,D,52581,D,52098,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05577011,17,0,1,01,D,100,D,.0365,D,587037,D,15,D,6823,T,3,D,4,D,,A,,A,1160,D,3132,T,3141,T,3165,T,1053,D,1043,D,1034,D,,A,08,D,2016,D,1,D,,A,346191,D,343004,D,339808,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05577101,10,0,1,01,D,100,D,.0400,D,431398,D,15,D,3945,D,3,D,4,D,,A,,A,754,D,3132,T,3141,T,3165,T,978,D,971,D,963,D,,A,12,D,2017,D,1,D,,A,293447,D,291235,D,289014,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05577151,11,0,1,01,D,100,D,.0311,F,235653,F,30,F,1806,F,3,F,4,F,5,F,,A,798,F,445,F,446,F,447,F,563,F,562,F,561,F,,A,04,F,2020,F,1,F,,A,217163,F,216718,F,216271,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05577311,12,0,1,01,D,100,D,.0469,D,231644,D,30,D,1200,D,,A,,A,,A,,A,0,D,561,D,563,D,565,D,639,D,637,D,635,D,,A,01,D,2010,D,1,D,,A,163538,D,162977,D,162414,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05577311,13,0,1,02,D,300,D,.0454,D,235726,D,30,D,1200,D,,A,,A,,A,,A,0,D,391,D,392,D,394,D,809,D,808,D,806,D,,A,07,D,2018,D,1,D,,A,213849,D,213458,D,213065,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05577341,21,0,1,01,D,100,D,.0663,D,184503,D,30,D,1182,D,3,D,4,D,,A,,A,0,D,559,D,562,D,565,D,623,D,620,D,617,D,,A,02,D,2005,D,1,D,,A,112814,D,112255,D,111694,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05577361,12,0,1,01,D,100,D,.0534,D,102000,D,30,D,1072,D,3,D,4,D,,A,,A,503,D,126,D,126,D,127,D,443,D,443,D,442,D,,A,02,D,2022,D,1,D,,A,99598,D,99472,D,99346,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05577411,18,0,1,01,D,100,D,.0400,D,269743,D,30,D,3409,D,3,D,4,D,,A,,A,2121,D,446,D,447,D,449,D,842,D,841,D,839,D,,A,05,D,2020,D,1,D,,A,252689,D,252244,D,251797,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05577491,14,0,1,01,D,100,D,.0413,F,309316,F,30,F,2023,F,3,F,4,F,,A,,A,523,F,541,F,543,F,544,F,959,F,957,F,956,F,,A,08,F,2018,F,1,F,,A,278741,F,278200,F,277658,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05577511,17,0,1,01,D,100,D,.0311,D,400000,D,30,D,2357,D,3,D,4,D,5,D,,A,647,D,735,D,737,D,739,D,975,D,973,D,971,D,,A,12,D,2020,D,1,D,,A,376100,D,375365,D,374628,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05577561,13,0,1,01,D,100,D,.0311,D,190000,D,30,D,1650,D,3,D,4,D,5,D,,A,838,D,353,D,354,D,354,D,459,D,458,D,458,D,,A,08,D,2020,D,1,D,,A,177255,D,176902,D,176549,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05577701,16,0,1,01,D,100,D,.0417,D,73000,D,30,D,1184,D,3,D,4,D,,A,,A,828,D,150,D,151,D,151,D,206,D,205,D,205,D,,A,07,D,2014,D,1,D,,A,59169,D,59019,D,58868,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05577721,17,0,1,01,D,100,D,.0398,D,236214,D,30,D,1442,D,3,D,,A,,A,,A,317,D,518,D,520,D,522,D,607,D,605,D,603,D,,A,04,D,2013,D,1,D,,A,182898,D,182380,D,181860,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05577761,14,0,1,01,D,100,D,.0534,D,322701,D,30,D,2500,D,3,D,4,D,,A,,A,700,D,398,D,400,D,401,D,1402,D,1400,D,1399,D,,A,02,D,2022,D,1,D,,A,315105,D,314707,D,314308,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05577991,8,0,1,01,D,100,D,.0697,D,88000,D,30,D,740,D,,B,,B,,B,,B,156,D,346,D,348,D,350,D,238,D,236,D,234,D,,A,05,D,2001,D,1,D,,A,40969,D,40623,D,40275,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05578012,20,0,1,01,D,100,D,.0449,D,440000,D,30,D,2749,D,3,D,4,D,,A,,A,522,D,607,D,610,D,612,D,1620,D,1617,D,1615,D,,A,10,D,2022,D,1,D,,A,432887,D,432280,D,431670,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05578081,15,0,1,01,D,100,D,.0397,D,255000,D,30,D,2200,D,,B,,B,,B,,B,987,D,441,D,443,D,444,D,772,D,770,D,769,D,,A,04,D,2019,D,1,D,,A,233200,D,232759,D,232316,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05578181,28,0,1,02,D,300,D,.0550,D,375000,D,30,D,2912,D,,A,4,D,5,D,,A,783,D,822,D,826,D,830,D,327,D,326,D,325,D,,A,02,D,2011,D,1,D,,A,285145,D,284323,D,283498,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05578221,27,0,1,01,D,100,D,.0311,D,597000,D,30,D,2557,D,,B,,B,,B,,B,4,D,1101,D,1104,D,1107,D,1452,D,1449,D,1446,D,,A,11,D,2020,D,1,D,,A,560202,D,559101,D,557997,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05578231,18,0,1,01,D,100,D,.0311,D,510338,D,30,D,3069,D,3,D,4,D,5,D,,A,887,D,946,D,948,D,951,D,1174,D,1172,D,1169,D,,A,09,D,2020,D,1,D,,A,477012,D,476066,D,475118,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05578371,23,0,1,01,D,100,D,.0365,D,75041,D,15,D,1015,D,3,D,4,D,,A,,A,473,D,477,D,479,D,480,D,65,D,63,D,62,D,,A,04,D,2012,D,1,D,,A,21339,D,20862,D,20384,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05578401,11,0,1,01,D,100,D,.0600,D,218330,D,30,D,1522,D,3,D,4,D,5,D,,A,213,D,233,D,234,D,235,D,1076,D,1075,D,1074,D,,A,08,D,2022,D,1,D,,A,215186,D,214953,D,214719,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05578401,12,0,1,01,D,100,D,.0700,D,50000,D,15,D,510,D,,B,,B,,B,,B,61,D,171,D,172,D,173,D,278,D,277,D,276,D,,A,08,D,2022,D,1,D,,A,47712,D,47541,D,47369,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05578481,12,0,1,01,D,100,D,.0625,D,75000,D,30,D,700,D,3,D,4,D,,A,,A,238,D,241,D,242,D,243,D,221,D,220,D,219,D,,A,04,D,2004,D,1,D,,A,42490,D,42250,D,42008,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05578571,12,0,1,01,D,100,D,.0491,F,100000,F,15,F,786,F,,A,,A,,A,,A,0,F,419,F,421,F,422,F,367,F,365,F,364,F,,A,10,F,2021,F,1,F,,A,89684,F,89265,F,88845,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05578664,14,0,1,02,D,200,D,.0311,D,482000,D,30,D,2750,D,3,D,4,D,,A,,A,689,D,896,D,898,D,900,D,1165,D,1163,D,1161,D,,A,08,D,2020,D,1,D,,A,449625,D,448729,D,447831,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
