QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOF,PROP0NOF,OWNYF,OWNYF_,NEWMRRT,NEWMRRT_,ORGMRTX,ORGMRTX_,QMRTTERM,QMRT_ERM,MRTPMTX,MRTPMTX_,PAYPROTX,PAYP_OTX,PAYPROIN,PAYP_OIN,PAYMORIN,PAYM_RIN,PAYOTHER,PAYO_HER,QESCROWX,QESC_OWX,QPRINM1X,QPRI_M1X,QPRINM2X,QPRI_M2X,QPRINM3X,QPRI_M3X,QADINT1X,QADI_T1X,QADINT2X,QADI_T2X,QADINT3X,QADI_T3X,QRFINDAT,QRFI_DAT,FRSTPYMO,FRST_YMO,FRSTPYYR,FRST_YYR,FIXEDRTE,FIXE_RTE,QNEWDATE,QNEW_ATE,QBLNCM1X,QBLN_M1X,QBLNCM2X,QBLN_M2X,QBLNCM3X,QBLN_M3X,LOAN_NOF,LOAN0NOF,VARRTE,VARRTE_,INTONLY,INTONLY_,OTHRTE,OTHRTE_,PAYMT1X,PAYMT1X_,PAYMT2X,PAYMT2X_,PAYMT3X,PAYMT3X_,PAYPRINI,PAYP_INI,PAYINT,PAYINT_,REFI,REFI_,PAYESCRW,PAYE_CRW,MORTSPEC,MORT_PEC,FEEAMTX,FEEAMTX_
20241,05286774,20,0,5,01,D,100,D,.0296,D,500000,D,30,D,2502,D,3,D,,A,,A,,A,405,D,935,D,937,D,939,D,1162,D,1160,D,1158,D,,A,02,D,2021,D,1,D,,A,471279,D,470345,D,469408,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05286794,28,0,5,01,D,100,D,.0365,D,320000,D,20,D,2700,D,3,D,4,D,,A,,A,819,D,1355,D,1359,D,1364,D,526,D,522,D,517,D,,A,10,D,2012,D,1,D,,A,172837,D,171482,D,170123,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05286894,12,0,5,01,D,100,D,.0397,D,60000,D,15,D,478,D,,B,,B,,B,,B,35,D,292,D,293,D,294,D,151,D,150,D,149,D,,A,04,D,2019,D,1,D,,A,45570,D,45278,D,44985,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05287054,19,0,5,01,D,100,D,.0296,D,53000,D,30,D,515,D,3,D,,A,,A,,A,293,D,97,D,97,D,97,D,125,D,125,D,125,D,,A,11,D,2021,D,1,D,,A,50843,D,50746,D,50650,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05287114,23,0,5,01,D,100,D,.0296,D,198000,D,20,D,1630,D,3,D,,A,,A,,A,536,D,655,D,657,D,659,D,439,D,437,D,435,D,,A,02,D,2021,D,1,D,,A,177861,D,177206,D,176549,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05287124,11,0,5,01,D,100,D,.0697,D,55000,D,30,D,498,D,,A,4,D,,A,,A,133,D,221,D,223,D,224,D,144,D,142,D,141,D,,A,01,D,2001,D,1,D,,A,24733,D,24511,D,24289,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05287204,26,0,5,01,D,100,D,.0296,D,435000,D,30,D,2641,D,3,D,,A,,A,,A,816,D,806,D,808,D,810,D,1019,D,1017,D,1015,D,,A,06,D,2021,D,1,D,,A,413228,D,412422,D,411614,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05287314,28,0,5,01,D,100,D,.0534,D,198000,D,30,D,1325,D,3,D,4,D,,A,,A,221,D,240,D,241,D,243,D,864,D,863,D,861,D,,A,05,D,2022,D,1,D,,A,194073,D,193832,D,193591,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05287354,15,0,5,01,D,100,D,.0454,D,600000,D,30,D,3500,D,,B,,B,,B,,B,446,D,1002,D,1006,D,1010,D,2052,D,2048,D,2044,D,,A,05,D,2018,D,1,D,,A,542350,D,541348,D,540342,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A
20241,05287364,8,0,5,01,D,100,D,.0781,F,117825,F,30,F,849,F,,C,,C,,C,,C,0,F,722,F,727,F,731,F,127,F,122,F,118,F,,A,01,F,1996,F,1,F,,A,19534,F,18812,F,18085,F,01,D,,A,,A,,A,,A,,A,,A,,C,,A,2,D,,A,,A,,A
20241,05287524,22,0,5,01,D,100,D,.0534,D,341526,D,30,D,2483,D,3,D,4,D,,A,,A,578,D,415,D,417,D,419,D,1490,D,1488,D,1486,D,,A,05,D,2022,D,1,D,,A,334739,D,334324,D,333906,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05287554,20,0,5,01,D,100,D,.0469,D,193036,D,30,D,1000,D,,A,,A,,A,,A,0,D,458,D,460,D,462,D,542,D,540,D,538,D,,A,06,D,2010,D,1,D,,A,138590,D,138132,D,137672,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05287574,13,0,5,01,D,100,D,.0296,D,250000,D,30,D,1600,D,3,D,4,D,,A,,A,551,D,467,D,468,D,469,D,582,D,581,D,580,D,,A,03,D,2021,D,1,D,,A,236090,D,235623,D,235155,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05287714,27,0,5,01,D,100,D,.0475,D,189099,D,20,D,1222,D,,A,,A,,A,,A,0,D,905,D,909,D,912,D,317,D,313,D,310,D,,A,02,D,2010,D,1,D,,A,80069,D,79164,D,78255,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05287834,24,0,5,01,D,100,D,.0365,D,913387,T,30,D,3900,D,,A,,A,,A,,A,0,D,1707,D,1712,D,1718,D,2193,D,2188,D,2182,D,,A,06,D,2016,D,1,D,,A,833430,T,831147,T,832659,T,01,D,,A,,A,,A,,A,,A,,A,1,D,,A,2,D,,A,,A,,A
20241,05287894,23,0,5,01,D,100,D,.0311,D,292000,D,30,D,1790,D,3,D,4,D,,A,,A,542,D,538,D,539,D,541,D,710,D,709,D,707,D,,A,11,D,2020,D,1,D,,A,274027,D,273489,D,272950,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05288114,13,0,5,01,D,100,D,.0400,D,234000,D,30,D,1223,D,,A,,A,5,D,,A,106,D,463,D,465,D,466,D,737,D,735,D,734,D,,A,08,D,2017,D,2,D,,A,205757,D,205326,D,204893,D,01,D,1,D,,A,,A,1430,D,1430,D,1430,D,1,D,2,D,2,D,,A,,A,,A
20241,05288184,21,0,5,01,D,100,D,.0450,D,189000,D,30,D,1400,D,3,D,4,D,5,D,,A,442,D,394,D,395,D,396,D,564,D,563,D,562,D,,A,08,D,2013,D,1,D,,A,150531,D,150138,D,149743,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05288324,16,0,5,01,D,100,D,.0365,D,85000,D,30,D,750,D,3,D,4,D,,A,6,D,361,D,171,D,171,D,172,D,218,D,218,D,217,D,,A,05,D,2016,D,1,D,,A,71689,D,71518,D,71346,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05288494,21,0,5,01,D,100,D,.0534,D,115000,D,30,D,887,D,3,D,4,D,,A,,A,246,D,105,D,106,D,106,D,375,D,374,D,374,D,,A,04,D,2022,D,2,D,,A,112575,D,112434,D,112293,D,01,D,1,D,,A,,A,793,D,793,D,793,D,1,D,2,D,1,D,,A,,A,,A
20241,05288544,26,0,5,01,D,100,D,.0296,D,370000,D,30,D,1900,D,3,D,4,D,5,D,,A,348,D,678,D,680,D,682,D,874,D,872,D,870,D,,A,10,D,2021,D,1,D,,A,354213,D,353534,D,352855,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05288694,18,0,5,01,D,100,D,.0296,D,83800,D,30,D,461,D,,B,,B,,B,,B,110,D,157,D,157,D,157,D,194,D,194,D,194,D,,A,01,D,2021,D,1,D,,A,78846,D,78689,D,78532,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05288714,18,0,5,01,D,100,D,.0400,F,513730,F,15,F,3800,F,,C,,C,,C,,C,0,F,3132,V,3141,V,3165,V,1130,F,1121,F,1112,F,,A,09,F,2017,F,1,F,,A,338858,F,336188,F,333508,F,01,D,,A,,A,,A,,A,,A,,A,,C,,A,1,D,,A,,A,,A
20241,05288954,33,0,5,01,D,100,D,.0584,D,123015,D,20,D,1248,D,3,D,,A,,A,,A,378,D,857,D,862,D,866,D,13,D,8,D,4,D,,A,01,D,2004,D,1,D,,A,2585,D,1728,D,866,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05289004,12,0,5,01,D,100,D,.0446,D,140000,D,30,D,1439,D,3,D,4,D,,A,,A,733,D,319,D,320,D,321,D,387,D,386,D,385,D,,A,08,D,2011,D,1,D,,A,104092,D,103773,D,103453,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05289024,19,0,5,01,D,100,D,.0475,D,65500,D,30,D,577,D,3,D,4,D,5,D,,A,235,D,104,D,105,D,105,D,238,D,237,D,237,D,,A,11,D,2018,D,1,D,,A,60014,D,59910,D,59805,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05289044,31,0,5,01,D,100,D,.0385,D,395000,D,15,D,3500,D,3,D,4,D,5,D,,A,608,D,3132,T,3141,T,3165,T,474,D,469,D,464,D,,A,03,D,2015,D,1,D,,A,197062,D,194803,D,192536,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05289114,22,0,5,01,D,100,D,.0296,D,145210,D,15,D,1000,D,,A,,A,,A,,A,0,D,691,D,693,D,694,D,309,D,307,D,306,D,,A,04,D,2021,D,1,D,,A,125251,D,124560,D,123867,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05289124,26,0,5,01,D,100,D,.0296,D,230000,D,30,D,1600,D,3,D,,A,,A,,A,635,D,427,D,428,D,429,D,538,D,537,D,536,D,,A,05,D,2021,D,1,D,,A,218060,D,217633,D,217205,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05289154,19,0,5,01,D,100,D,.0296,D,213000,D,15,D,2222,D,3,D,4,D,,A,,A,755,D,1009,D,1011,D,1014,D,458,D,456,D,453,D,,A,06,D,2021,D,1,D,,A,185738,D,184729,D,183718,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05289204,18,0,5,01,D,100,D,.0590,D,212000,D,15,D,2123,D,3,D,4,D,,A,,A,345,D,765,D,769,D,773,D,1013,D,1009,D,1005,D,,A,02,D,2023,D,1,D,,A,206012,D,205247,D,204478,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05289224,10,0,5,01,D,100,D,.0450,D,31000,D,30,D,256,D,3,D,4,D,,A,,A,99,D,50,D,51,D,51,D,107,D,106,D,106,D,,A,01,D,2019,D,1,D,,A,28416,D,28365,D,28315,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05289494,38,0,5,01,D,100,D,.0296,D,250000,D,30,D,1770,D,3,D,4,D,5,D,,A,721,D,465,D,467,D,468,D,584,D,582,D,581,D,,A,04,D,2021,D,1,D,,A,236555,D,236090,D,235623,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05289564,16,0,5,01,D,100,D,.0311,D,400000,D,30,D,2500,D,,B,,B,,B,,B,790,D,751,D,753,D,755,D,959,D,957,D,955,D,,A,04,D,2020,D,1,D,,A,370164,D,369414,D,368661,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05289574,20,0,5,01,D,100,D,.0459,D,105000,D,30,D,538,D,,A,,A,,A,,A,0,D,191,D,192,D,192,D,359,D,358,D,358,D,,A,11,D,2016,D,2,D,,A,91742,D,91555,D,91368,D,01,D,1,D,,A,,A,550,D,550,D,550,D,1,D,2,D,2,D,,A,,A,,A
20241,05289694,16,0,5,01,D,100,D,.0534,D,322701,D,30,D,1800,D,,A,,A,,A,,A,0,D,398,D,400,D,401,D,1122,D,1120,D,1119,D,,A,02,D,2022,D,1,D,,A,315105,D,314707,D,314308,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05289734,11,0,5,01,D,100,D,.0365,D,69000,D,30,D,724,D,3,D,4,D,,A,,A,408,D,141,D,141,D,142,D,175,D,175,D,174,D,,A,01,D,2016,D,1,D,,A,57613,D,57472,D,57331,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05289904,21,0,5,01,D,100,D,.0580,D,175000,D,30,D,1400,D,3,D,4,D,,A,,A,373,D,192,D,193,D,194,D,835,D,834,D,833,D,,A,10,D,2022,D,1,D,,A,172767,D,172575,D,172382,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05290094,19,0,5,01,D,100,D,.0534,D,519793,D,10,D,6823,T,,A,,A,,A,,A,0,D,3132,T,3141,T,3165,T,2024,D,2008,D,1992,D,,A,03,D,2022,D,1,D,,A,454776,D,451200,D,447608,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05290104,10,0,5,01,D,100,D,.0681,F,157081,F,20,F,1200,F,,C,,C,,C,,C,0,F,328,F,330,F,332,F,872,F,870,F,868,F,,A,01,F,2023,F,1,F,,A,153589,F,153260,F,152930,F,01,D,,A,,A,,A,,A,,A,,A,,C,,A,2,D,,A,,A,,A
20241,05290144,22,0,5,01,D,100,D,.0397,D,99272,D,20,D,600,D,,A,,A,,A,,A,0,D,317,D,318,D,319,D,283,D,282,D,281,D,,A,11,D,2019,D,1,D,,A,85487,D,85170,D,84851,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05290194,34,0,5,01,D,100,D,.0400,D,275000,D,30,D,1900,D,3,D,4,D,,A,,A,587,D,731,D,734,D,736,D,582,D,579,D,577,D,,A,06,D,2008,D,1,D,,A,174566,D,173835,D,173101,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05290264,15,0,5,01,D,100,D,.0311,D,225000,D,30,D,1307,D,3,D,4,D,,A,,A,345,D,422,D,423,D,425,D,540,D,539,D,537,D,,A,04,D,2020,D,1,D,,A,208212,D,207789,D,207366,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05290414,60,0,5,01,D,100,D,.0311,D,350000,D,30,D,3000,D,,A,4,D,,A,,A,1504,D,662,D,663,D,665,D,834,D,833,D,831,D,,A,01,D,2020,D,1,D,,A,321930,D,321268,D,320605,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A
20241,05290424,24,0,5,01,D,100,D,.0311,D,250000,D,15,D,2800,D,3,D,4,D,,A,,A,1060,D,1211,D,1214,D,1217,D,529,D,526,D,523,D,,A,06,D,2020,D,1,D,,A,204035,D,202824,D,201609,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05290534,35,0,5,01,D,100,D,.0438,D,500000,D,30,D,2973,D,3,D,4,D,,A,,A,475,D,708,D,711,D,713,D,1772,D,1769,D,1767,D,,A,08,D,2022,D,1,D,,A,490351,D,489643,D,488932,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05290884,17,0,5,01,D,100,D,.0575,D,226000,D,30,D,2395,D,3,D,4,D,,A,,A,1076,D,244,D,245,D,246,D,1075,D,1074,D,1073,D,,A,03,D,2023,D,1,D,,A,224323,D,224079,D,223834,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05290914,27,0,5,01,D,100,D,.0450,D,148021,D,30,D,750,D,,A,,A,,A,,A,0,D,351,D,352,D,353,D,399,D,398,D,397,D,,A,09,D,2010,D,1,D,,A,106451,D,106100,D,105748,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05290984,21,0,5,01,D,100,D,.0398,D,88000,D,30,D,695,D,3,D,4,D,,A,,A,276,D,190,D,190,D,191,D,229,D,229,D,228,D,,A,09,D,2013,D,1,D,,A,69110,D,68920,D,68730,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05291004,21,0,5,01,D,100,D,.0400,F,100000,F,15,F,1023,F,3,F,4,F,,A,,A,283,F,522,F,524,F,525,F,218,F,216,F,215,F,,A,07,F,2017,F,1,F,,A,65414,F,64892,F,64368,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05291084,11,0,5,01,D,100,D,.0681,F,98000,F,30,F,1000,F,3,F,4,F,5,F,,A,360,F,84,F,85,F,85,F,556,F,555,F,555,F,,A,09,F,2023,F,1,F,,A,97916,F,97832,F,97747,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05291094,24,0,5,01,D,100,D,.0796,D,150483,D,30,D,1800,D,3,D,4,D,,A,,A,700,D,926,D,932,D,939,D,174,D,168,D,161,D,,A,12,D,1995,D,1,D,,A,26187,D,25261,D,24328,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05291114,22,0,5,01,D,100,D,.0365,D,441000,D,30,D,2137,D,,A,4,D,,A,,A,120,D,869,D,872,D,875,D,1148,D,1145,D,1142,D,,A,11,D,2016,D,1,D,,A,377319,D,376450,D,375578,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05291184,29,0,5,01,D,100,D,.0534,D,394592,D,30,D,3353,D,3,D,4,D,,A,,A,1152,D,480,D,482,D,484,D,1721,D,1719,D,1717,D,,A,05,D,2022,D,1,D,,A,386750,D,386270,D,385788,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05291274,22,0,5,01,D,100,D,.0296,D,310000,D,15,D,2400,D,3,D,4,D,,A,,A,265,D,1468,D,1472,D,1475,D,667,D,663,D,660,D,,A,06,D,2021,D,1,D,,A,270325,D,268857,D,267385,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05291394,16,0,5,01,D,100,D,.0438,D,305000,D,30,D,1828,D,,B,,B,,B,,B,304,D,437,D,439,D,440,D,1087,D,1085,D,1084,D,,A,05,D,2022,D,1,D,,A,297810,D,297373,D,296934,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05291414,24,0,5,01,D,100,D,.0311,D,344250,D,30,D,2266,D,3,D,4,D,,A,,A,794,D,648,D,650,D,651,D,824,D,822,D,821,D,,A,03,D,2020,D,1,D,,A,317912,D,317263,D,316614,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05291434,15,0,5,01,D,100,D,.0397,D,52000,D,20,D,830,D,3,D,4,D,,A,,A,516,D,166,D,167,D,167,D,148,D,147,D,147,D,,A,10,D,2019,D,1,D,,A,44628,D,44462,D,44295,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05291484,17,0,5,01,D,100,D,.0413,D,105000,D,30,D,925,D,3,D,4,D,,A,,A,416,D,221,D,222,D,223,D,288,D,287,D,286,D,,A,12,D,2013,D,1,D,,A,83556,D,83335,D,83113,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05291494,31,0,5,01,D,100,D,.0311,D,450000,D,30,D,2000,D,3,D,4,D,,A,,A,76,D,830,D,832,D,834,D,1094,D,1092,D,1090,D,,A,11,D,2020,D,1,D,,A,422276,D,421447,D,420615,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05291544,22,0,5,01,D,100,D,.0311,D,305000,D,30,D,2243,D,3,D,4,D,,A,,A,939,D,567,D,568,D,570,D,737,D,736,D,734,D,,A,08,D,2020,D,1,D,,A,284520,D,283953,D,283385,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05291694,34,0,5,01,D,100,D,.0296,D,334963,D,30,D,1789,D,3,D,4,D,5,D,,A,384,D,622,D,623,D,625,D,783,D,782,D,780,D,,A,05,D,2021,D,1,D,,A,317586,D,316965,D,316342,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05291754,17,0,5,01,D,300,D,.0417,D,60676,D,15,D,457,D,,A,,A,,A,6,D,3,D,351,D,352,D,354,D,103,D,102,D,100,D,,A,12,D,2014,D,1,D,,A,29579,D,29228,D,28875,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05291774,24,0,5,01,D,100,D,.0449,D,132000,D,30,D,921,D,3,D,4,D,,A,,A,253,D,399,D,400,D,402,D,269,D,268,D,266,D,,A,04,D,2005,D,1,D,,A,71918,D,71519,D,71118,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05291824,18,0,5,01,D,100,D,.0311,D,102000,D,30,D,1198,D,3,D,4,D,,A,,A,762,D,190,D,191,D,191,D,246,D,245,D,245,D,,A,06,D,2020,D,1,D,,A,94775,D,94585,D,94394,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05291894,21,0,5,01,D,100,D,.0588,F,325000,F,30,F,2217,F,3,F,4,F,,A,,A,293,F,357,F,358,F,360,F,1567,F,1566,F,1564,F,,A,09,F,2022,F,1,F,,A,319853,F,319497,F,319138,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05291914,27,0,5,01,D,100,D,.0397,D,110000,D,15,D,1700,D,3,D,,A,,A,,A,888,D,525,D,527,D,529,D,287,D,285,D,283,D,,A,10,D,2019,D,1,D,,A,86732,D,86207,D,85680,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05291924,22,0,5,01,D,100,D,.0534,D,193621,D,30,D,1610,D,3,D,4,D,5,D,,A,530,D,239,D,240,D,241,D,841,D,840,D,839,D,,A,02,D,2022,D,1,D,,A,189064,D,188825,D,188585,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05292114,35,0,5,01,D,100,D,.0534,D,543035,D,30,D,3941,D,3,D,4,D,,A,,A,912,D,672,D,675,D,678,D,2357,D,2354,D,2351,D,,A,01,D,2022,D,1,D,,A,529584,D,528911,D,528236,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05292184,14,0,5,01,D,100,D,.0311,D,50000,D,30,D,408,D,,A,4,D,,A,,A,194,D,95,D,95,D,95,D,119,D,119,D,119,D,,A,01,D,2020,D,1,D,,A,45976,D,45882,D,45786,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A
20241,05292254,26,0,5,01,D,100,D,.0311,F,350828,F,30,F,2224,F,3,F,4,F,,A,,A,724,F,660,F,662,F,664,F,840,F,838,F,836,F,,A,05,F,2020,F,1,F,,A,323992,F,323332,F,322670,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05292384,20,0,5,01,D,100,D,.0296,D,360000,D,30,D,2799,D,3,D,,A,5,D,,A,1289,D,673,D,675,D,676,D,837,D,835,D,834,D,,A,02,D,2021,D,1,D,,A,339316,D,338643,D,337968,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05292434,14,0,5,01,D,100,D,.0296,D,315000,D,30,D,1600,D,3,D,,A,,A,,A,279,D,580,D,581,D,583,D,741,D,740,D,738,D,,A,08,D,2021,D,1,D,,A,300411,D,299831,D,299250,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05292514,28,0,5,01,D,100,D,.0534,D,267000,D,30,D,1710,D,3,D,4,D,,A,,A,221,D,327,D,329,D,330,D,1162,D,1160,D,1159,D,,A,03,D,2022,D,1,D,,A,261049,D,260722,D,260393,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05292544,59,0,5,01,D,100,D,.0534,D,229477,D,30,D,1280,D,3,D,,A,5,D,,A,0,D,282,D,283,D,284,D,998,D,997,D,996,D,,A,03,D,2022,D,1,D,,A,224357,D,224076,D,223793,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05292794,29,0,5,01,D,100,D,.0604,F,147000,F,30,F,1500,F,3,F,4,F,,A,,A,615,F,379,F,380,F,382,F,506,F,505,F,503,F,,A,01,F,2008,F,1,F,,A,100617,F,100238,F,99858,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05292834,12,0,5,01,D,100,D,.0400,D,188515,D,30,D,900,D,,A,,A,,A,,A,0,D,701,D,704,D,706,D,199,D,196,D,194,D,,A,01,D,2000,D,1,D,,A,59636,D,58935,D,58231,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05292844,22,0,5,01,D,100,D,.0397,F,600000,F,30,F,4000,F,3,F,4,F,,A,,A,1146,F,1035,F,1039,F,1042,F,1819,F,1815,F,1812,F,,A,06,F,2019,F,1,F,,A,549749,F,548714,F,547675,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05292934,30,0,5,01,D,100,D,.0365,D,200000,D,30,D,1900,D,3,D,,A,,A,,A,985,D,397,D,398,D,399,D,518,D,517,D,516,D,,A,09,D,2016,D,1,D,,A,170305,D,169908,D,169510,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05292954,36,0,5,01,D,100,D,.0534,D,90000,D,30,D,1085,D,3,D,4,D,,A,,A,583,D,108,D,108,D,109,D,394,D,394,D,393,D,,A,08,D,2022,D,1,D,,A,88537,D,88429,D,88321,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,,A,,A
20241,05293014,39,0,5,01,D,100,D,.0296,D,350000,D,30,D,2500,D,3,D,4,D,,A,,A,1032,D,641,D,643,D,645,D,827,D,825,D,823,D,,A,10,D,2021,D,1,D,,A,335069,D,334427,D,333784,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05293074,19,0,5,01,D,100,D,.0500,D,179000,D,30,D,1500,D,3,D,4,D,,A,,A,539,D,640,D,642,D,645,D,321,D,319,D,316,D,,A,12,D,2001,D,1,D,,A,77141,D,76501,D,75859,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
20241,05293324,15,0,5,01,D,100,D,.0311,D,168000,D,30,D,1180,D,3,D,4,D,,A,,A,462,D,311,D,312,D,313,D,407,D,406,D,405,D,,A,09,D,2020,D,1,D,,A,157041,D,156730,D,156418,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,,A,,A
