QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,S17CODEA,S17C_DEA,S17GFTCA,S17G_TCA,SUBEXPX,SUBEXPX_,SUBMO,SUBMO_,SUBPURCH
20242,05590292,41,0,1,500,D,1,D,900,D,04,D,
20242,05590292,42,0,1,150,D,1,D,20,D,03,D,
20242,05590292,43,0,1,150,D,1,D,20,D,03,D,
20242,05590292,44,0,1,150,D,1,D,10,D,13,D,
20242,05590292,45,0,1,210,D,1,D,85,D,13,D,
20242,05590292,46,0,1,330,D,1,D,10,D,13,D,
20242,05590292,47,0,1,330,D,1,D,20,D,13,D,
20242,05590292,48,0,1,355,D,1,D,8,D,13,D,
20242,05590292,49,0,1,330,D,1,D,10,D,13,D,
20242,05590312,37,0,1,150,D,1,D,49,D,03,D,
20242,05590312,38,0,1,700,D,1,D,30,D,13,D,
20242,05590322,37,0,1,830,D,1,D,20,D,13,D,4
20242,05590322,38,0,1,610,D,1,D,60,D,02,D,4
20242,05590322,39,0,1,610,D,1,D,60,D,03,D,4
20242,05590322,40,0,1,610,D,1,D,60,D,04,D,4
20242,05590322,41,0,1,210,D,1,D,14,D,13,D,1
20242,05590322,42,0,1,330,D,1,D,11,D,13,D,
20242,05590322,43,0,2,700,D,1,D,85,D,02,D,4
20242,05590332,26,0,1,330,D,1,D,6,D,13,D,
20242,05590422,29,0,1,830,D,1,D,75,D,13,D,
20242,05590422,30,0,1,610,D,1,D,400,D,02,D,
20242,05590422,31,0,1,700,D,1,D,25,D,13,D,
20242,05590422,32,0,1,410,D,1,D,80,D,03,D,
20242,05590482,9,0,1,600,D,1,D,30,D,03,D,
20242,05590482,10,0,1,355,D,1,D,15,D,13,D,
20242,05590492,24,0,1,820,D,1,D,99,D,03,D,
20242,05590492,25,0,1,530,D,1,D,60,D,04,D,
20242,05590492,26,0,1,355,D,1,D,13,D,13,D,
20242,05590512,22,0,1,840,D,1,D,7,D,13,D,
20242,05590512,23,0,1,355,D,1,D,20,D,13,D,
20242,05590512,24,0,1,355,D,1,D,15,D,13,D,
20242,05590542,11,0,1,355,D,1,D,25,D,13,D,
20242,05590562,15,0,1,355,D,1,D,10,D,13,D,
20242,05590562,16,0,1,355,D,1,D,10,D,13,D,
20242,05590602,28,0,1,520,D,1,D,12,D,04,D,2
20242,05590602,29,0,1,355,D,1,D,7,D,04,D,
20242,05590622,30,0,1,840,D,1,D,16,D,13,D,
20242,05590622,31,0,1,530,D,1,D,20,D,04,D,
20242,05590622,32,0,1,530,D,1,D,96,D,04,D,
20242,05590622,33,0,1,100,D,1,D,34,D,03,D,
20242,05590622,34,0,1,410,D,1,D,76,D,02,D,
20242,05590642,28,0,1,100,D,1,D,120,D,13,D,
20242,05590642,29,0,1,830,D,1,D,63,D,13,D,
20242,05590642,30,0,1,840,D,1,D,12,D,13,D,
20242,05590642,31,0,1,210,D,1,D,20,D,04,D,
20242,05590642,32,0,1,355,D,1,D,132,D,13,D,
20242,05590642,33,0,1,370,D,1,D,37,D,02,D,
20242,05590642,34,0,1,370,D,1,D,37,D,03,D,
20242,05590642,35,0,1,370,D,1,D,37,D,04,D,
20242,05590732,50,0,1,100,D,1,D,299,D,02,D,
20242,05590732,51,0,1,100,D,1,D,299,D,04,D,
20242,05590732,52,0,1,520,D,1,D,82,D,04,D,
20242,05590732,53,0,1,530,D,1,D,88,D,02,D,
20242,05590732,54,0,1,530,D,1,D,88,D,03,D,
20242,05590732,55,0,1,530,D,1,D,88,D,04,D,
20242,05590732,56,0,1,210,D,1,D,100,D,04,D,
20242,05590732,57,0,1,320,D,1,D,38,D,04,D,
20242,05590732,58,0,1,355,D,1,D,128,D,13,D,
20242,05590852,19,0,1,830,D,1,D,65,D,13,D,
20242,05590852,20,0,1,830,D,1,D,330,D,03,D,
20242,05590852,21,0,1,355,D,1,D,9,D,13,D,
20242,05591052,27,0,1,830,D,1,D,263,D,13,D,1
20242,05591052,28,0,1,800,D,1,D,25000,D,02,D,1
20242,05591052,29,0,1,800,D,1,D,1000,D,02,D,1
20242,05591052,30,0,1,330,D,1,D,10,D,13,D,
20242,05591052,31,0,1,355,D,1,D,35,D,13,D,
20242,05591202,14,0,1,840,D,1,D,14,D,13,D,
20242,05591202,15,0,1,520,D,1,D,15,D,03,D,
20242,05591242,17,0,1,355,D,1,D,17,D,13,D,
20242,05591272,45,0,1,830,D,1,D,12,D,13,D,
20242,05591272,46,0,1,700,D,1,D,200,D,03,D,
20242,05591312,40,0,1,830,D,1,D,189,D,03,D,
20242,05591312,41,0,1,820,D,1,D,75,D,02,D,
20242,05591312,42,0,1,520,D,1,D,21,D,02,D,
20242,05591312,43,0,1,520,D,1,D,21,D,03,D,
20242,05591312,44,0,1,520,D,1,D,21,D,04,D,
20242,05591312,45,0,1,150,D,1,D,28,D,13,D,
20242,05591312,46,0,1,150,D,1,D,24,D,13,D,
20242,05591312,47,0,1,150,D,1,D,4,D,13,D,
20242,05591312,48,0,1,355,D,1,D,25,D,13,D,
20242,05591312,49,0,1,355,D,1,D,8,D,13,D,
20242,05591312,50,0,1,355,D,1,D,9,D,13,D,
20242,05591312,51,0,1,840,D,1,D,130,D,02,D,
20242,05591402,33,0,1,840,D,1,D,14,D,13,D,
20242,05591402,34,0,1,520,D,1,D,45,D,03,D,
20242,05591452,47,0,1,100,D,1,D,100,D,02,D,
20242,05591452,48,0,1,830,D,1,D,25,D,03,D,
20242,05591452,49,0,1,840,D,1,D,20,D,04,D,
20242,05591452,50,0,1,600,D,1,D,35,D,02,D,
20242,05591452,51,0,1,520,D,1,D,15,D,02,D,
20242,05591452,52,0,1,520,D,1,D,15,D,03,D,
20242,05591452,53,0,1,520,D,1,D,15,D,04,D,
20242,05591452,54,0,1,330,D,1,D,10,D,13,D,
20242,05591452,55,0,1,355,D,1,D,9,D,13,D,1
20242,05591452,56,0,2,600,D,1,D,70,D,02,D,
20242,05591452,57,0,2,500,D,1,D,72,D,02,D,
20242,05591512,30,0,1,800,D,1,D,45,D,04,D,
20242,05591512,31,0,1,355,D,1,D,20,D,13,D,
20242,05591532,19,0,1,355,D,1,D,17,D,13,D,
20242,05591532,20,0,1,355,D,1,D,28,D,13,D,
20242,05591532,21,0,1,355,D,1,D,23,D,13,D,
20242,05591532,22,0,1,330,D,1,D,11,D,13,D,
20242,05591542,40,0,1,355,D,1,D,14,D,13,D,1
20242,05591582,32,0,1,840,D,1,D,17,D,13,D,
20242,05591582,33,0,1,310,D,1,D,30,D,02,D,
20242,05591582,34,0,1,310,D,1,D,30,D,03,D,
20242,05591582,35,0,1,310,D,1,D,30,D,04,D,
20242,05591632,22,0,1,330,D,1,D,5,D,13,D,
20242,05591632,23,0,1,330,D,1,D,10,D,13,D,
20242,05591632,24,0,1,330,D,1,D,6,D,13,D,
20242,05591632,25,0,1,355,D,1,D,12,D,13,D,
20242,05591632,26,0,1,355,D,1,D,4,D,13,D,
20242,05591632,27,0,1,840,D,1,D,12,D,13,D,
20242,05591642,26,0,1,800,D,1,D,60,D,13,D,
20242,05591712,11,0,1,310,D,1,D,25,F,03,D,
20242,05591722,17,0,1,830,D,1,D,20,D,13,D,
20242,05591722,18,0,1,520,D,1,D,13,D,04,D,
20242,05591732,12,0,1,150,D,1,D,50,D,02,D,
20242,05591732,13,0,2,150,D,1,D,32,F,02,D,
20242,05591852,28,0,1,610,D,1,D,200,D,02,D,
20242,05591852,29,0,1,610,D,1,D,200,D,03,D,
20242,05591852,30,0,1,610,D,1,D,200,D,04,D,
20242,05591852,31,0,1,500,D,1,D,150,D,02,D,
20242,05591852,32,0,1,500,D,1,D,540,D,04,D,
20242,05591852,33,0,1,530,D,1,D,100,D,02,D,
20242,05591852,34,0,1,355,D,1,D,26,D,13,D,1
20242,05591852,35,0,1,355,D,1,D,11,D,13,D,1
20242,05591852,36,0,1,355,D,1,D,20,D,13,D,1
20242,05591852,37,0,1,355,D,1,D,30,D,13,D,1
20242,05591852,38,0,1,355,D,1,D,15,D,13,D,1
20242,05591852,39,0,1,370,D,1,D,45,D,04,D,
20242,05591932,10,0,1,830,D,1,D,27,D,13,D,
20242,05591992,18,0,1,840,D,1,D,12,F,13,D,
20242,05591992,19,0,1,700,D,1,D,20,F,13,D,
20242,05591992,20,0,1,355,D,1,D,15,D,13,D,
20242,05592002,25,0,1,330,D,1,D,12,D,13,D,
20242,05592002,26,0,1,355,D,1,D,12,D,13,D,
20242,05592022,31,0,1,830,D,1,D,25,D,13,D,
20242,05592022,32,0,1,500,D,1,D,120,D,04,D,
20242,05592022,33,0,1,520,D,1,D,60,D,04,D,
20242,05592022,34,0,1,355,D,1,D,20,D,13,D,
20242,05592042,35,0,1,355,D,1,D,19,D,13,D,
20242,05592072,35,0,1,830,D,1,D,11,D,13,D,
20242,05592072,36,0,1,520,D,1,D,30,D,02,D,
20242,05592072,37,0,1,520,D,1,D,30,D,03,D,
20242,05592072,38,0,1,520,D,1,D,40,D,04,D,
20242,05592072,39,0,1,330,D,1,D,11,D,13,D,
20242,05592072,40,0,1,355,D,1,D,24,D,13,D,
20242,05592072,41,0,1,330,D,1,D,12,D,13,D,
20242,05592302,28,0,1,800,D,1,D,50,D,13,D,
20242,05592302,29,0,1,830,D,1,D,150,D,13,D,
20242,05592302,30,0,1,520,D,1,D,68,D,04,D,
20242,05592302,31,0,1,330,D,1,D,6,D,13,D,
20242,05592412,16,0,1,355,D,1,D,29,D,13,D,
20242,05592432,17,0,1,355,D,1,D,40,D,13,D,1
20242,05592432,18,0,1,355,D,1,D,6,D,13,D,1
20242,05592462,51,0,1,830,D,1,D,25,D,02,D,
20242,05592462,52,0,1,830,D,1,D,25,D,03,D,
20242,05592462,53,0,1,830,D,1,D,25,D,04,D,
20242,05592462,54,0,1,820,D,1,D,95,D,03,D,
20242,05592462,55,0,1,600,D,1,D,350,D,04,D,
20242,05592462,56,0,1,210,D,1,D,5,D,13,D,
20242,05592462,57,0,1,355,D,1,D,77,D,13,D,
20242,05592462,58,0,1,355,D,1,D,16,D,13,D,
20242,05592462,59,0,1,355,D,1,D,19,D,13,D,
20242,05592462,60,0,1,355,D,1,D,6,D,13,D,
20242,05592462,61,0,1,355,D,1,D,13,D,13,D,
20242,05592462,62,0,1,355,D,1,D,5,D,13,D,
20242,05592462,63,0,1,355,D,1,D,5,D,13,D,
20242,05592472,42,0,1,100,D,1,D,45,D,03,D,
20242,05592472,43,0,1,600,D,1,D,300,D,04,D,
20242,05592472,44,0,1,520,D,1,D,40,D,02,D,
20242,05592472,45,0,1,530,D,1,D,18,D,04,D,
20242,05592472,46,0,1,150,D,1,D,20,D,13,D,
20242,05592472,47,0,1,150,D,1,D,18,D,13,D,
20242,05592472,48,0,1,150,D,1,D,27,D,13,D,
20242,05592472,49,0,1,150,D,1,D,90,D,04,D,
20242,05592472,50,0,1,210,D,1,D,15,D,13,D,
20242,05592472,51,0,1,355,D,1,D,10,D,13,D,
20242,05592472,52,0,1,355,D,1,D,6,D,13,D,
20242,05592512,26,0,1,100,D,1,D,200,D,13,D,
20242,05592512,27,0,2,840,D,1,D,75,D,02,D,
20242,05592542,19,0,1,160,D,1,D,15,D,13,D,
20242,05592552,34,0,1,840,D,1,D,60,D,02,D,
20242,05592662,28,0,1,610,D,1,D,200,D,02,D,
20242,05592662,29,0,1,610,D,1,D,200,D,03,D,
20242,05592662,30,0,1,610,D,1,D,200,D,04,D,
20242,05592662,31,0,1,355,D,1,D,36,D,13,D,
20242,05592752,19,0,1,830,D,1,D,25,D,13,D,
20242,05592782,36,0,1,840,D,1,D,7,D,13,D,
20242,05592782,37,0,1,700,D,1,D,23,D,13,D,
20242,05592782,38,0,1,355,D,1,D,7,D,13,D,
20242,05592782,39,0,1,355,D,1,D,7,D,13,D,
20242,05592792,19,0,1,520,D,1,D,80,D,04,D,
20242,05592922,27,0,1,830,D,1,D,52,D,13,D,
20242,05592922,28,0,1,600,D,1,D,1250,D,02,D,
20242,05592922,29,0,1,330,D,1,D,17,D,13,D,
20242,05592922,30,0,1,355,D,1,D,85,D,03,D,1
20242,05592922,31,0,1,355,D,1,D,73,D,13,D,1
20242,05592922,32,0,1,355,D,1,D,10,D,13,D,1
20242,05592932,14,0,1,355,D,1,D,8,D,13,D,
20242,05592942,33,0,1,840,D,1,D,150,D,03,D,
20242,05592942,34,0,1,830,D,1,D,150,D,13,D,
20242,05592942,35,0,1,610,D,1,D,2000,D,04,D,
20242,05592942,36,0,1,210,D,1,D,33,D,13,D,
20242,05592942,37,0,1,700,D,1,D,20,F,13,D,
20242,05592942,38,0,1,355,D,1,D,80,D,13,D,
20242,05592992,26,0,1,520,D,1,D,38,D,03,D,
20242,05592992,27,0,1,330,D,1,D,13,D,13,D,
20242,05592992,28,0,1,355,D,1,D,16,D,13,D,
20242,05593012,25,0,1,520,D,1,D,15,D,03,D,
20242,05593012,26,0,1,150,D,1,D,35,D,13,D,
20242,05593012,27,0,1,210,D,1,D,55,D,04,D,
20242,05593012,28,0,1,355,D,1,D,17,D,13,D,
20242,05593012,29,0,1,840,D,1,D,20,F,13,D,
20242,05593052,51,0,1,810,D,1,D,155,D,04,D,
20242,05593052,52,0,1,530,D,1,D,100,D,04,D,
20242,05593052,53,0,1,160,D,1,D,60,D,03,D,
20242,05593052,54,0,1,520,D,1,D,48,D,03,D,
20242,05593052,55,0,1,530,D,1,D,120,D,02,D,
20242,05593052,56,0,1,150,D,1,D,10,D,04,D,
20242,05593052,57,0,1,355,D,1,D,17,D,03,D,1
20242,05593052,58,0,1,410,D,1,D,43,D,03,D,
20242,05593052,59,0,2,150,D,1,D,10,D,02,D,
20242,05593152,21,0,1,830,D,1,D,42,D,13,D,1
20242,05593152,22,0,1,830,D,1,D,37,D,13,D,1
20242,05593152,23,0,1,600,D,1,D,640,D,04,D,1
20242,05593152,24,0,1,600,D,1,D,640,D,03,D,1
20242,05593152,25,0,1,600,D,1,D,640,D,02,D,1
20242,05593152,26,0,1,210,D,1,D,15,D,02,D,1
20242,05593152,27,0,1,330,D,1,D,15,D,13,D,
20242,05593152,28,0,1,355,D,1,D,35,D,13,D,
20242,05593152,29,0,1,355,D,1,D,90,D,13,D,
20242,05593182,22,0,1,355,D,1,D,80,D,13,D,
20242,05593182,23,0,1,700,D,1,D,24,D,13,D,
20242,05593232,14,0,1,840,D,1,D,1,D,13,D,
20242,05593262,25,0,1,610,D,1,D,110,D,02,D,
20242,05593262,26,0,1,610,D,1,D,110,D,03,D,
20242,05593262,27,0,1,610,D,1,D,110,D,04,D,
20242,05593262,28,0,1,355,D,1,D,25,D,13,D,1
20242,05593372,15,0,1,830,D,1,D,60,D,13,D,
20242,05593372,16,0,1,500,D,1,D,214,D,04,D,
20242,05593372,17,0,1,600,D,1,D,60,D,04,D,
20242,05593372,18,0,1,330,D,1,D,16,D,13,D,
20242,05593372,19,0,1,355,D,1,D,95,D,13,D,
20242,05593372,20,0,1,355,D,1,D,140,D,03,D,
20242,05593372,21,0,1,355,D,1,D,17,D,13,D,
20242,05593372,22,0,1,355,D,1,D,8,D,13,D,
20242,05593372,23,0,1,355,D,1,D,8,D,13,D,
20242,05593382,29,0,1,330,D,1,D,25,D,04,D,
20242,05593382,30,0,2,810,D,1,D,3000,D,02,D,
20242,05593382,31,0,2,330,D,1,D,24,D,02,D,
20242,05593412,24,0,1,840,D,1,D,16,D,13,D,
20242,05593442,14,0,1,500,D,1,D,250,D,03,D,
20242,05593442,15,0,1,700,D,1,D,10,D,03,D,
20242,05593442,16,0,1,355,D,1,D,25,D,13,D,
20242,05593452,28,0,1,610,D,1,D,1500,D,02,D,
20242,05593452,29,0,1,160,D,1,D,60,D,13,D,
20242,05593452,30,0,1,210,D,1,D,40,D,03,D,
20242,05593452,31,0,1,330,D,1,D,36,D,13,D,
20242,05593452,32,0,2,840,D,1,D,150,D,02,D,
20242,05593492,40,0,1,800,D,1,D,40,D,04,D,
20242,05593492,41,0,1,830,D,1,D,45,D,13,D,
20242,05593492,42,0,1,210,D,1,D,10,D,13,D,
20242,05593492,43,0,1,330,D,1,D,16,D,13,D,
20242,05593492,44,0,1,355,D,1,D,25,D,13,D,
20242,05593492,45,0,1,355,D,1,D,20,D,13,D,
20242,05593572,32,0,1,800,D,1,D,1700,D,03,D,
20242,05593572,33,0,1,830,D,1,D,75,D,13,D,
20242,05593572,34,0,1,520,D,1,D,20,D,03,D,
20242,05593572,35,0,1,150,D,1,D,85,D,13,D,
20242,05593572,36,0,1,210,D,1,D,120,D,02,D,
20242,05593572,37,0,1,210,D,1,D,85,D,03,D,
20242,05593572,38,0,1,700,D,1,D,52,D,13,D,
20242,05593572,39,0,1,330,D,1,D,24,D,13,D,
20242,05593572,40,0,1,355,D,1,D,22,D,13,D,
20242,05593572,41,0,1,355,D,1,D,16,D,13,D,
20242,05593572,42,0,1,355,D,1,D,20,D,13,D,
20242,05593572,43,0,1,355,D,1,D,15,D,13,D,
20242,05593582,23,0,1,830,D,1,D,25,D,13,D,
20242,05593642,45,0,1,830,D,1,D,25,D,13,D,
20242,05593642,46,0,1,610,D,1,D,80,D,03,D,
20242,05593642,47,0,1,820,D,1,D,200,D,02,D,
20242,05593642,48,0,1,600,D,1,D,200,D,04,D,
20242,05593642,49,0,1,530,D,1,D,150,D,03,D,
20242,05593642,50,0,1,355,D,1,D,17,D,13,D,
20242,05593642,51,0,1,840,D,1,D,20,D,13,D,
20242,05593652,50,0,1,830,D,1,D,49,D,13,D,1
20242,05593652,51,0,1,820,D,1,D,55,D,02,D,
20242,05593652,52,0,1,840,D,1,D,120,D,04,D,2
20242,05593652,53,0,1,600,D,1,D,500,D,03,D,1
20242,05593652,54,0,1,500,D,1,D,50,D,04,D,1
20242,05593652,55,0,1,530,D,1,D,110,D,03,D,1
20242,05593652,56,0,1,530,D,1,D,85,D,03,D,1
20242,05593652,57,0,1,210,D,1,D,21,D,03,D,1
20242,05593652,58,0,1,330,D,1,D,5,D,13,D,
20242,05593652,59,0,1,330,D,1,D,10,D,13,D,
20242,05593652,60,0,1,355,D,1,D,50,D,13,D,
20242,05593652,61,0,2,830,D,1,D,49,D,02,D,
20242,05593732,17,0,1,830,D,1,D,125,D,13,D,1
20242,05593732,18,0,1,100,D,1,D,25,D,13,D,
20242,05593732,19,0,1,100,D,1,D,100,D,13,D,
20242,05593792,10,0,2,520,D,1,D,20,D,02,D,2
20242,05593832,19,0,1,840,D,1,D,15,D,13,D,
20242,05593832,20,0,1,520,D,1,D,25,D,02,D,
20242,05593882,31,0,1,830,D,1,D,27,D,13,D,
20242,05593882,32,0,1,840,D,1,D,19,D,13,D,
20242,05593882,33,0,1,500,D,1,D,120,D,04,D,
20242,05593882,34,0,1,520,D,1,D,12,D,04,D,
20242,05593882,35,0,1,355,D,1,D,87,D,13,D,
20242,05593882,36,0,1,355,D,1,D,15,D,13,D,
20242,05593882,37,0,1,400,D,1,D,115,D,03,D,
20242,05593902,18,0,1,355,D,1,D,15,D,13,D,
20242,05593902,19,0,1,330,D,1,D,5,D,13,D,
20242,05593982,15,0,1,100,D,1,D,85,D,02,D,
20242,05593982,16,0,1,840,D,1,D,108,D,13,D,
20242,05594042,25,0,1,355,D,1,D,17,D,13,D,
20242,05594142,28,0,1,355,D,1,D,120,D,13,D,1
20242,05594192,14,0,1,330,D,1,D,15,D,13,D,
20242,05594192,15,0,1,355,D,1,D,15,D,13,D,1
20242,05594192,16,0,1,355,D,1,D,9,D,13,D,1
20242,05594242,16,0,1,100,D,1,D,10,D,04,D,
20242,05594242,17,0,1,500,D,1,D,100,D,02,D,
20242,05594242,18,0,1,500,D,1,D,200,D,03,D,
20242,05594242,19,0,1,500,D,1,D,200,D,04,D,
20242,05594342,15,0,1,840,D,1,D,16,D,13,D,
20242,05594352,31,0,1,800,D,1,D,72,D,13,D,
20242,05594352,32,0,1,100,D,1,D,78,D,04,D,
20242,05594352,33,0,1,100,D,1,D,110,D,04,D,
20242,05594352,34,0,1,330,D,1,D,12,D,13,D,
20242,05594352,35,0,1,355,D,1,D,12,D,13,D,
20242,05594352,36,0,2,500,D,1,D,90,D,02,D,
20242,05594392,27,0,1,355,D,1,D,15,D,13,D,
20242,05594512,20,0,1,330,D,1,D,11,D,13,D,
20242,05594542,18,0,1,840,D,1,D,50,D,02,D,
20242,05594542,19,0,1,355,D,1,D,21,D,13,D,
20242,05594542,20,0,1,370,D,1,D,20,D,02,D,
20242,05594602,15,0,1,700,D,1,D,10,D,13,D,
20242,05594602,16,0,1,355,D,1,D,12,D,13,D,
20242,05594672,31,0,1,100,D,1,D,40,D,13,D,
20242,05594672,32,0,1,100,D,1,D,350,D,04,D,
20242,05594672,33,0,1,610,D,1,D,2000,D,04,D,
20242,05594672,34,0,1,700,D,1,D,10,D,13,D,1
20242,05594672,35,0,1,330,D,1,D,10,D,13,D,
20242,05594672,36,0,1,355,D,1,D,15,D,13,D,1
20242,05594672,37,0,1,355,D,1,D,8,D,13,D,1
20242,05594672,38,0,1,355,D,1,D,3,D,13,D,1
20242,05594812,22,0,1,840,D,1,D,130,D,13,D,
20242,05594812,23,0,1,840,D,1,D,80,D,13,D,
20242,05594842,24,0,1,830,D,1,D,55,D,13,D,1
20242,05594842,25,0,1,330,D,1,D,9,D,13,D,
20242,05594892,18,0,1,840,D,1,D,60,D,04,D,
20242,05594902,32,0,1,330,D,1,D,15,D,13,D,
20242,05594902,33,0,2,150,D,1,D,200,D,02,D,1
20242,05594922,28,0,1,150,D,1,D,33,D,13,D,
20242,05594922,29,0,1,150,D,1,D,33,D,13,D,
20242,05595082,29,0,1,600,D,1,D,160,D,04,D,
20242,05595092,24,0,1,830,D,1,D,85,D,13,D,
20242,05595092,25,0,1,840,D,1,D,120,D,03,D,
20242,05595092,26,0,1,520,D,1,D,80,D,03,D,
20242,05595092,27,0,1,370,D,1,D,350,D,04,D,
20242,05595092,28,0,1,355,D,1,D,15,D,13,D,
20242,05595112,15,0,1,840,D,1,D,100,D,02,D,
20242,05595112,16,0,1,840,D,1,D,100,D,02,D,
20242,05595112,17,0,1,520,D,1,D,100,D,02,D,
20242,05595152,25,0,1,840,D,1,D,130,F,02,D,
20242,05595152,26,0,1,840,D,1,D,30,D,13,D,
20242,05595152,27,0,1,355,D,1,D,32,D,13,D,
20242,05595152,28,0,1,160,D,1,D,120,D,13,D,
20242,05595162,21,0,1,700,D,1,D,24,D,13,D,
20242,05595162,22,0,1,330,D,1,D,10,D,13,D,
20242,05595162,23,0,1,355,D,1,D,20,D,13,D,1
20242,05595162,24,0,1,355,D,1,D,7,D,13,D,1
20242,05595302,23,0,1,610,D,1,D,200,D,02,D,
20242,05595302,24,0,1,840,D,1,D,60,D,02,D,
20242,05595302,25,0,1,330,D,1,D,17,D,13,D,
20242,05595302,26,0,1,355,D,1,D,11,D,13,D,
20242,05595312,17,0,1,840,D,1,D,5,D,13,D,
20242,05595342,36,0,1,355,D,1,D,75,D,13,D,
20242,05595462,39,0,1,330,D,1,D,10,D,13,D,
20242,05595462,40,0,1,355,D,1,D,13,D,13,D,
20242,05595462,41,0,1,355,D,1,D,19,D,13,D,
20242,05595502,20,0,1,840,D,1,D,50,D,02,D,
20242,05595502,21,0,1,355,D,1,D,15,D,13,D,
20242,05595602,27,0,1,840,D,1,D,80,D,04,D,
20242,05595602,28,0,1,840,D,1,D,10,D,13,D,
20242,05595792,39,0,1,700,D,1,D,34,D,02,D,
20242,05595792,40,0,1,355,D,1,D,25,D,13,D,
20242,05595912,32,0,1,100,D,2,D,230,D,02,D,
20242,05595912,33,0,1,100,D,2,D,230,D,03,D,
20242,05595912,34,0,1,100,D,2,D,230,D,04,D,
20242,05595912,35,0,1,830,D,1,D,18,D,13,D,
20242,05595912,36,0,1,500,D,1,D,200,D,02,D,
20242,05595912,37,0,1,500,D,1,D,200,D,03,D,
20242,05595912,38,0,1,500,D,1,D,200,D,04,D,
20242,05595912,39,0,1,355,D,1,D,50,D,13,D,
20242,05595922,27,0,1,830,D,1,D,20,D,13,D,
20242,05595922,28,0,1,840,D,1,D,16,D,13,D,
20242,05595922,29,0,1,210,D,1,D,12,D,04,D,
20242,05595922,30,0,1,355,D,1,D,21,D,13,D,
20242,05595922,31,0,2,840,D,1,D,60,D,02,D,
20242,05595982,34,0,1,830,D,1,D,25,D,13,D,
20242,05595982,35,0,1,610,D,1,D,25,D,04,D,
20242,05595982,36,0,1,530,D,1,D,100,D,04,D,
20242,05595982,37,0,1,530,D,1,D,100,D,04,D,
20242,05595982,38,0,1,530,D,1,D,100,D,04,D,
20242,05595982,39,0,1,100,D,1,D,1500,D,03,D,
20242,05595982,40,0,1,500,D,1,D,60,D,03,D,
20242,05595982,41,0,1,500,D,1,D,30,D,02,D,
20242,05595982,42,0,1,520,D,1,D,14,D,02,D,
20242,05595982,43,0,1,520,D,1,D,14,D,02,D,
20242,05595982,44,0,1,520,D,1,D,14,D,02,D,
20242,05595982,45,0,1,520,D,1,D,40,D,03,D,
20242,05595982,46,0,1,700,D,1,D,102,D,04,D,1
20242,05595982,47,0,1,355,D,1,D,16,D,13,D,1
20242,05595982,48,0,1,355,D,1,D,24,D,13,D,1
20242,05596012,14,0,1,840,D,1,D,14,D,13,D,
20242,05596062,21,0,1,330,D,1,D,15,D,13,D,
20242,05596062,22,0,1,355,D,1,D,50,D,13,D,
20242,05596062,23,0,1,370,D,1,D,150,D,04,D,1
20242,05596062,24,0,1,370,D,1,D,79,D,03,D,1
20242,05596062,25,0,2,370,D,1,D,80,D,02,D,1
20242,05596082,38,0,1,610,D,1,D,150,D,04,D,
20242,05596082,39,0,1,840,D,1,D,15,D,13,D,
20242,05596082,40,0,1,150,D,1,D,40,D,04,D,
20242,05596082,41,0,1,150,D,1,D,12,D,04,D,
20242,05596082,42,0,1,355,D,1,D,15,D,13,D,1
20242,05596092,29,0,1,830,D,1,D,20,D,13,D,
20242,05596092,30,0,1,840,D,1,D,12,D,13,D,
20242,05596112,13,0,1,840,D,1,D,7,D,13,D,
20242,05596112,14,0,1,355,D,1,D,15,D,13,D,1
20242,05596112,15,0,1,355,D,1,D,15,D,13,D,1
20242,05596112,16,0,1,410,D,1,D,20,D,03,D,
20242,05596152,39,0,1,610,D,1,D,2100,D,04,D,
20242,05596152,40,0,1,810,D,1,D,80,D,04,D,
20242,05596152,41,0,1,500,D,1,D,250,D,04,D,
20242,05596152,42,0,1,520,D,1,D,55,D,03,D,
20242,05596152,43,0,1,400,D,1,D,10,D,03,D,
20242,05596152,44,0,1,330,D,1,D,7,D,13,D,
20242,05596162,37,0,1,830,D,1,D,50,D,13,D,
20242,05596162,38,0,1,830,D,1,D,22,D,13,D,
20242,05596222,17,0,1,355,D,1,D,18,D,13,D,
20242,05596222,18,0,1,355,D,1,D,23,D,13,D,
20242,05596222,19,0,1,370,D,1,D,50,D,03,D,
20242,05596222,20,0,1,370,D,1,D,50,D,04,D,
20242,05596222,21,0,2,840,D,1,D,139,D,02,D,1
20242,05596272,15,0,1,355,D,1,D,10,D,13,D,
20242,05596282,25,0,1,355,D,1,D,12,D,13,D,1
20242,05596282,26,0,1,355,D,1,D,25,D,13,D,1
20242,05596282,27,0,2,840,D,1,D,139,D,02,D,
20242,05596302,24,0,1,830,D,1,D,80,D,13,D,
20242,05596302,25,0,1,610,D,1,D,100,D,02,D,
20242,05596352,21,0,1,830,D,1,D,62,D,13,D,
20242,05596352,22,0,1,520,D,1,D,40,D,04,D,
20242,05596382,26,0,1,830,D,1,D,12,D,13,D,
20242,05596382,27,0,1,610,D,1,D,15,D,04,D,
20242,05596382,28,0,1,370,D,1,D,59,D,04,D,
20242,05596382,29,0,1,355,D,1,D,18,D,13,D,
20242,05596382,30,0,1,330,D,1,D,12,D,13,D,
20242,05596382,31,0,1,370,D,1,D,27,D,04,D,
