QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,S17CODEA,S17C_DEA,S17GFTCA,S17G_TCA,SUBEXPX,SUBEXPX_,SUBMO,SUBMO_,SUBPURCH
20243,05829271,30,0,1,355,D,1,D,25,D,13,D,
20243,05829311,23,0,1,160,D,1,D,40,D,06,D,3
20243,05829311,24,0,1,150,D,1,D,208,D,06,D,3
20243,05829311,25,0,1,700,D,1,D,8,D,13,D,
20243,05829341,21,0,1,700,D,1,D,8,D,13,D,1
20243,05829351,15,0,1,500,D,1,D,140,D,07,D,
20243,05829351,16,0,1,355,D,1,D,16,D,13,D,
20243,05829381,29,0,1,830,D,1,D,30,D,13,D,
20243,05829381,30,0,1,520,D,1,D,28,D,06,D,
20243,05829381,31,0,1,210,D,1,D,12,D,13,D,
20243,05829381,32,0,1,330,D,1,D,14,D,13,D,
20243,05829381,33,0,1,355,D,1,D,18,D,13,D,
20243,05829381,34,0,1,355,D,1,D,16,D,13,D,
20243,05829381,35,0,1,355,D,1,D,18,D,13,D,
20243,05829381,36,0,1,355,D,1,D,9,D,13,D,
20243,05829431,15,0,1,840,D,1,D,5,D,13,D,
20243,05829431,16,0,1,840,D,1,D,12,D,13,D,
20243,05829431,17,0,1,330,D,1,D,8,D,13,D,
20243,05829431,18,0,1,330,D,1,D,6,D,13,D,
20243,05829431,19,0,1,355,D,1,D,15,D,13,D,
20243,05829431,20,0,1,355,D,1,D,11,D,13,D,
20243,05829441,21,0,1,830,D,1,D,200,D,13,D,
20243,05829461,20,0,1,830,D,1,D,10,D,13,D,
20243,05829461,21,0,1,530,D,1,D,195,D,07,D,
20243,05829461,22,0,1,330,D,1,D,19,D,13,D,
20243,05829461,23,0,1,355,D,1,D,20,D,06,D,
20243,05829461,24,0,1,355,D,1,D,20,D,07,D,
20243,05829461,25,0,1,355,D,1,D,20,D,08,D,
20243,05829561,15,0,1,520,D,1,D,10,D,06,D,
20243,05829561,16,0,1,520,D,1,D,10,D,07,D,
20243,05829561,17,0,1,520,D,1,D,10,D,08,D,
20243,05829561,18,0,1,150,D,1,D,38,D,13,D,
20243,05829561,19,0,1,700,D,1,D,5,D,13,D,
20243,05829591,15,0,1,820,D,1,D,21,D,06,D,
20243,05829591,16,0,1,820,D,1,D,21,D,07,D,
20243,05829591,17,0,1,820,D,1,D,20,D,08,D,
20243,05829591,18,0,1,840,D,1,D,8,D,13,D,
20243,05829591,19,0,1,520,D,1,D,14,D,07,D,
20243,05829591,20,0,1,330,D,1,D,22,D,13,D,
20243,05829671,24,0,1,330,D,1,D,20,D,13,D,
20243,05829731,15,0,1,840,D,1,D,139,F,13,D,
20243,05829741,18,0,1,830,D,1,D,25,D,13,D,
20243,05829741,19,0,1,830,D,1,D,20,D,13,D,
20243,05829741,20,0,1,840,D,1,D,50,D,13,D,
20243,05829741,21,0,1,600,D,1,D,400,D,08,D,
20243,05829741,22,0,1,330,D,1,D,11,D,13,D,
20243,05829811,24,0,1,500,D,1,D,125,D,08,D,
20243,05829811,25,0,1,150,D,1,D,12,D,13,D,
20243,05829811,26,0,1,700,D,1,D,15,D,13,D,
20243,05829841,33,0,1,600,D,1,D,660,D,06,D,
20243,05829841,34,0,1,210,D,1,D,16,D,13,D,
20243,05829841,35,0,1,330,D,1,D,20,D,13,D,
20243,05829841,36,0,1,355,D,1,D,8,D,13,D,
20243,05829841,37,0,1,355,D,1,D,10,D,13,D,
20243,05829841,38,0,1,355,D,1,D,10,D,13,D,
20243,05829851,10,0,1,600,D,1,D,75,D,07,D,
20243,05829871,14,0,1,840,D,1,D,10,D,13,D,
20243,05829871,15,0,1,520,D,1,D,40,D,08,D,
20243,05829891,36,0,1,840,D,1,D,20,D,13,D,1
20243,05829891,37,0,1,520,D,1,D,40,D,06,D,1
20243,05829891,38,0,1,520,D,1,D,40,D,07,D,1
20243,05829891,39,0,1,330,D,1,D,15,D,13,D,
20243,05829891,40,0,1,355,D,1,D,15,D,13,D,
20243,05829891,41,0,1,355,D,1,D,15,D,13,D,
20243,05829891,42,0,1,355,D,1,D,13,D,13,D,
20243,05829891,43,0,1,410,D,1,D,50,D,06,D,
20243,05829891,44,0,1,410,D,1,D,50,D,07,D,
20243,05829891,45,0,1,410,D,1,D,50,D,08,D,
20243,05829911,22,0,1,840,D,1,D,179,D,06,D,1
20243,05829911,23,0,1,500,D,1,D,460,D,08,D,1
20243,05829911,24,0,1,700,D,1,D,24,D,13,D,
20243,05829911,25,0,1,355,D,1,D,6,D,13,D,
20243,05829911,26,0,1,355,D,1,D,15,D,13,D,
20243,05829941,21,0,1,840,D,1,D,53,D,06,D,
20243,05829941,22,0,1,520,D,1,D,200,D,08,D,
20243,05829941,23,0,1,355,D,1,D,85,D,13,D,
20244,05573644,22,0,1,840,D,1,D,15,D,13,D,1
20244,05573644,23,0,1,210,D,1,D,14,D,13,D,1
20244,05573644,24,0,1,355,D,1,D,15,D,13,D,
20244,05573644,25,0,1,355,D,1,D,12,D,13,D,
20244,05573644,26,0,1,355,D,1,D,12,D,13,D,
20244,05573664,28,0,1,355,D,1,D,18,D,13,D,
20244,05573664,29,0,1,330,D,1,D,21,D,13,D,
20244,05573684,92,0,1,610,D,2,D,75,D,08,D,
20244,05573684,93,0,1,610,D,2,D,75,D,09,D,
20244,05573684,94,0,1,210,D,1,D,75,D,09,D,
20244,05573684,95,0,1,355,D,1,D,42,D,13,D,
20244,05573684,96,0,1,355,D,2,D,16,D,13,D,
20244,05573684,97,0,1,355,D,1,D,89,D,13,D,
20244,05573764,32,0,1,150,D,1,D,5,D,13,D,
20244,05573764,33,0,1,210,D,1,D,29,D,08,D,
20244,05573764,34,0,1,210,D,1,D,83,D,09,D,
20244,05573764,35,0,1,210,D,1,D,13,D,07,D,
20244,05573764,36,0,1,355,D,1,D,1,D,13,D,
20244,05573794,23,0,1,830,D,1,D,38,D,13,D,
20244,05573834,30,0,1,830,D,1,D,50,D,13,D,
20244,05573834,31,0,1,610,D,1,D,40,D,08,D,
20244,05573834,32,0,1,840,D,1,D,16,D,13,D,
20244,05573834,33,0,1,355,D,1,D,33,D,13,D,
20244,05573834,34,0,1,370,D,1,D,75,D,07,D,
20244,05573884,28,0,1,840,D,1,D,125,D,07,D,
20244,05573884,29,0,1,840,D,1,D,139,D,08,D,
20244,05573884,30,0,1,520,D,1,D,22,D,09,D,
20244,05573884,31,0,1,410,D,1,D,12,D,09,D,
20244,05573924,23,0,1,830,D,1,D,50,D,13,D,
20244,05573924,24,0,1,840,D,1,D,10,D,13,D,
20244,05573934,17,0,1,830,D,1,D,30,D,13,D,
20244,05573954,29,0,1,355,D,1,D,16,D,13,D,
20244,05573954,30,0,1,355,D,1,D,6,F,13,D,
20244,05573984,14,0,1,355,D,1,D,83,D,13,D,
20244,05574004,28,0,1,830,D,1,D,94,D,13,D,
20244,05574004,29,0,1,820,D,1,D,635,D,09,D,
20244,05574004,30,0,1,150,D,1,D,100,D,13,D,
20244,05574004,31,0,1,355,D,1,D,125,D,13,D,
20244,05574014,27,0,1,840,D,1,D,60,D,08,D,2
20244,05574014,28,0,1,520,D,1,D,100,D,09,D,1
20244,05574014,29,0,1,355,D,1,D,130,D,13,D,
20244,05574014,30,0,1,355,D,1,D,30,D,13,D,
20244,05574044,41,0,1,830,D,1,D,20,D,13,D,
20244,05574044,42,0,1,610,D,1,D,100,D,08,D,
20244,05574044,43,0,1,610,D,1,D,12,D,09,D,
20244,05574044,44,0,1,310,D,1,D,113,D,08,D,1
20244,05574044,45,0,1,330,D,1,D,22,D,13,D,
20244,05574044,46,0,1,330,D,1,D,10,D,09,D,
20244,05574044,47,0,1,370,D,1,D,64,D,07,D,
20244,05574044,48,0,1,355,D,1,D,16,D,13,D,
20244,05574044,49,0,1,410,D,1,D,25,D,07,D,
20244,05574294,22,0,1,840,D,1,D,60,D,07,D,
20244,05574294,23,0,1,330,D,1,D,15,D,13,D,
20244,05574294,24,0,1,355,D,1,D,12,D,13,D,
20244,05574314,45,0,1,840,D,1,D,17,D,13,D,
20244,05574324,34,0,1,150,D,1,D,4,D,13,D,
20244,05574324,35,0,1,150,D,1,D,4,D,13,D,
20244,05574324,36,0,1,150,D,1,D,30,D,07,D,
20244,05574354,32,0,1,830,D,1,D,120,D,13,D,
20244,05574354,33,0,1,355,D,1,D,16,D,13,D,
20244,05574354,34,0,1,355,D,1,D,14,D,13,D,
20244,05574404,34,0,1,830,D,1,D,140,D,13,D,2
20244,05574454,24,0,1,500,D,1,D,300,D,07,D,
20244,05574474,32,0,1,840,D,1,D,125,D,08,D,
20244,05574474,33,0,1,840,D,1,D,125,D,08,D,
20244,05574474,34,0,1,150,D,1,D,25,D,13,D,
20244,05574474,35,0,1,355,D,1,D,6,D,07,D,
20244,05574474,36,0,1,355,D,1,D,34,D,13,D,
20244,05574544,32,0,1,100,D,1,D,600,D,13,D,
20244,05574544,33,0,1,830,D,1,D,50,D,13,D,
20244,05574544,34,0,1,840,D,1,D,100,D,13,D,
20244,05574544,35,0,2,530,D,1,D,80,D,07,D,
20244,05574554,32,0,1,830,D,1,D,44,D,13,D,
20244,05574554,33,0,1,330,D,1,D,16,D,13,D,
20244,05574554,34,0,1,330,D,1,D,16,D,13,D,
20244,05574574,19,0,2,610,D,1,D,100,D,07,D,
20244,05574584,27,0,1,830,D,1,D,150,D,13,D,
20244,05574584,28,0,1,840,D,1,D,20,D,13,D,
20244,05574584,29,0,1,600,D,1,D,600,D,07,D,
20244,05574604,32,0,1,830,D,1,D,100,D,13,D,
20244,05574604,33,0,1,210,D,1,D,15,D,09,D,
20244,05574604,34,0,1,310,D,1,D,8,D,07,D,
20244,05574604,35,0,1,310,D,1,D,8,D,08,D,
20244,05574604,36,0,1,310,D,1,D,8,D,09,D,
20244,05574604,37,0,1,355,D,1,D,23,D,13,D,
20244,05574604,38,0,1,355,D,1,D,20,D,13,D,
20244,05574634,21,0,1,830,D,1,D,56,D,13,D,
20244,05574644,46,0,1,800,D,1,D,500,D,07,D,
20244,05574644,47,0,1,830,D,1,D,30,D,13,D,
20244,05574644,48,0,1,310,D,1,D,1000,D,09,D,
20244,05574644,49,0,1,330,D,1,D,17,D,13,D,
20244,05574644,50,0,1,355,D,1,D,73,D,13,D,
20244,05574644,51,0,1,840,D,1,D,15,D,13,D,
20244,05574644,52,0,2,530,D,1,D,684,D,07,D,
20244,05574644,53,0,2,330,D,1,D,7,D,07,D,
20244,05574654,23,0,1,840,D,1,D,5,D,13,D,
20244,05574654,24,0,1,600,D,1,D,257,D,09,D,
20244,05574704,38,0,1,840,D,1,D,120,D,09,D,
20244,05574704,39,0,1,355,D,1,D,16,D,13,D,
20244,05574734,45,0,1,840,D,1,D,20,D,13,D,
20244,05574734,46,0,1,520,D,1,D,22,D,09,D,
20244,05574814,31,0,1,355,D,1,D,72,D,13,D,
20244,05574844,39,0,1,610,D,1,D,150,D,08,D,
20244,05574844,40,0,1,610,D,1,D,270,D,09,D,
20244,05574844,41,0,1,610,D,1,D,60,D,09,D,
20244,05574844,42,0,1,600,D,1,D,50,D,09,D,
20244,05574844,43,0,1,150,D,1,D,20,D,09,D,
20244,05574844,44,0,1,330,D,1,D,10,D,13,D,
20244,05574844,45,0,1,355,D,1,D,25,D,13,D,
20244,05574874,73,0,1,800,D,1,D,500,D,09,D,
20244,05574874,74,0,1,520,D,1,D,13,D,07,D,
20244,05574874,75,0,1,520,D,1,D,13,D,08,D,
20244,05574874,76,0,1,520,D,1,D,13,D,09,D,
20244,05574874,77,0,1,150,D,2,D,12,D,07,D,
20244,05574874,78,0,1,150,D,1,D,12,D,07,D,
20244,05574874,79,0,1,150,D,1,D,55,D,13,D,
20244,05574874,80,0,1,150,D,1,D,39,D,09,D,
20244,05574874,81,0,1,150,D,2,D,39,D,09,D,
20244,05574874,82,0,1,150,D,1,D,90,D,07,D,
20244,05574874,83,0,1,700,D,1,D,277,D,08,D,
20244,05574884,44,0,1,840,D,1,D,139,D,09,D,
20244,05574884,45,0,1,210,D,1,D,15,D,13,D,
20244,05574884,46,0,1,210,D,1,D,12,D,13,D,
20244,05574884,47,0,1,355,D,1,D,15,D,13,D,
20244,05574884,48,0,1,370,D,1,D,5,D,09,D,
20244,05574934,27,0,1,100,D,1,D,40,D,13,D,2
20244,05574934,28,0,1,840,D,1,D,50,D,07,D,
20244,05574934,29,0,1,210,D,1,D,10,D,13,D,
20244,05574954,51,0,1,100,D,1,D,75,D,07,D,
20244,05574954,52,0,1,100,D,1,D,75,D,08,D,
20244,05574954,53,0,1,500,D,1,D,407,D,08,D,
20244,05574954,54,0,1,150,D,1,D,10,D,07,D,
20244,05574954,55,0,1,150,D,1,D,10,D,08,D,
20244,05574954,56,0,1,150,D,1,D,17,D,09,D,
20244,05574954,57,0,1,210,D,1,D,59,D,07,D,
20244,05574954,58,0,1,210,D,1,D,40,D,09,D,
20244,05574954,59,0,1,330,D,1,D,20,D,13,D,
20244,05574954,60,0,1,320,D,1,D,40,D,09,D,
20244,05574954,61,0,1,355,D,1,D,40,D,07,D,
20244,05574954,62,0,1,355,D,1,D,40,D,08,D,
20244,05574954,63,0,1,355,D,1,D,50,D,09,D,
20244,05574954,64,0,1,370,D,1,D,15,D,08,D,
20244,05574954,65,0,1,400,D,1,D,30,D,09,D,
20244,05574994,17,0,1,830,D,1,D,80,D,13,D,
20244,05574994,18,0,1,330,D,1,D,23,D,13,D,
20244,05574994,19,0,1,355,D,1,D,20,D,13,D,
20244,05574994,20,0,1,355,D,1,D,19,D,13,D,
20244,05574994,21,0,2,150,D,1,D,14,D,07,D,1
20244,05575014,14,0,1,830,D,1,D,54,D,13,D,
20244,05575044,41,0,1,355,D,1,D,16,D,13,D,
20244,05575044,42,0,1,355,D,1,D,15,D,13,D,
20244,05575044,43,0,1,355,D,1,D,15,D,13,D,
20244,05575124,16,0,1,355,D,1,D,21,D,13,D,
20244,05575154,18,0,1,840,D,1,D,8,D,13,D,
20244,05575294,37,0,1,840,D,1,D,50,D,09,D,
20244,05575294,38,0,1,530,D,1,D,82,D,08,D,
20244,05575294,39,0,1,530,D,1,D,28,D,08,D,
20244,05575294,40,0,1,600,D,1,D,54,D,07,D,
20244,05575294,41,0,1,210,D,1,D,5,D,13,D,
20244,05575294,42,0,1,700,D,1,D,9,D,13,D,
20244,05575304,25,0,1,500,D,1,D,600,D,08,D,
20244,05575404,53,0,1,800,D,1,D,200,D,08,D,
20244,05575404,54,0,1,210,D,1,D,150,D,08,D,
20244,05575404,55,0,1,530,D,1,D,56,D,07,D,
20244,05575404,56,0,1,310,D,1,D,75,D,08,D,
20244,05575404,57,0,1,355,D,1,D,69,D,13,D,
20244,05575414,40,0,1,840,D,1,D,16,D,13,D,
20244,05575414,41,0,1,520,D,1,D,45,D,07,D,
20244,05575414,42,0,1,355,D,1,D,14,D,13,D,
20244,05575414,43,0,1,355,D,1,D,14,D,13,D,
20244,05575414,44,0,1,355,D,1,D,8,D,13,D,
20244,05575414,45,0,1,355,D,1,D,4,D,07,D,
20244,05575414,46,0,1,355,D,1,D,4,D,08,D,
20244,05575414,47,0,2,520,D,1,D,40,D,07,D,1
20244,05575424,7,0,1,330,D,1,D,13,D,13,D,
20244,05575434,38,0,1,950,D,1,D,180,D,07,D,
20244,05575434,39,0,1,950,D,1,D,180,D,08,D,
20244,05575434,40,0,1,950,D,1,D,180,D,09,D,
20244,05575434,41,0,1,840,D,1,D,15,D,13,D,
20244,05575434,42,0,1,355,D,1,D,16,D,13,D,
20244,05575434,43,0,1,150,D,1,D,82,D,13,D,
20244,05575434,44,0,1,700,D,1,D,46,D,13,D,
20244,05575434,45,0,2,810,D,1,D,180,D,07,D,
20244,05575454,17,0,1,840,D,1,D,110,D,09,D,
20244,05575454,18,0,1,840,D,1,D,149,D,07,D,
20244,05575464,25,0,1,355,D,1,D,11,D,13,D,
20244,05575564,39,0,1,840,D,1,D,45,D,08,D,
20244,05575564,40,0,1,700,D,1,D,65,D,13,D,
20244,05575574,33,0,1,210,D,1,D,20,D,13,D,
20244,05575574,34,0,1,410,D,1,D,85,D,07,D,
20244,05575574,35,0,1,380,D,1,D,155,D,13,D,
20244,05575574,36,0,2,210,D,1,D,33,D,07,D,
20244,05575604,29,0,1,800,D,1,D,19,D,09,D,
20244,05575674,19,0,1,330,D,1,D,10,D,13,D,
20244,05575784,43,0,1,830,D,1,D,150,D,13,D,
20244,05575784,44,0,1,600,D,1,D,60,D,08,D,
20244,05575784,45,0,1,330,D,1,D,10,D,13,D,
20244,05575784,46,0,1,355,D,1,D,100,D,13,D,
20244,05575804,20,0,1,830,D,1,D,85,D,13,D,4
20244,05575804,21,0,1,840,D,1,D,11,D,13,D,1
20244,05575804,22,0,1,500,D,1,D,100,D,08,D,1
20244,05575804,23,0,1,330,D,1,D,8,D,13,D,
20244,05575804,24,0,1,355,D,1,D,3,D,13,D,
20244,05575804,25,0,1,370,D,1,D,45,D,08,D,
20244,05575804,26,0,2,340,D,1,D,5,D,07,D,
20244,05575824,15,0,1,800,D,1,D,60,D,13,D,2
20244,05575824,16,0,1,840,D,1,D,12,D,13,D,1
20244,05575864,20,0,1,355,D,1,D,10,D,13,D,
20244,05575894,23,0,1,100,D,1,D,133,D,08,D,1
20244,05575894,24,0,1,100,D,1,D,60,D,09,D,1
20244,05575894,25,0,1,830,D,1,D,70,D,13,D,
20244,05575894,26,0,1,355,D,1,D,24,D,13,D,
20244,05575914,32,0,1,410,D,1,D,50,D,07,D,
20244,05575994,40,0,1,520,D,1,D,30,D,08,D,
20244,05575994,41,0,1,310,D,1,D,20,D,08,D,
20244,05575994,42,0,1,700,D,1,D,12,D,08,D,
20244,05576064,33,0,1,840,D,1,D,65,D,07,D,
20244,05576064,34,0,1,840,D,1,D,55,D,07,D,
20244,05576064,35,0,1,700,D,1,D,25,D,13,D,1
20244,05576084,34,0,1,950,D,1,D,100,D,07,D,
20244,05576084,35,0,1,950,D,1,D,100,D,08,D,
20244,05576084,36,0,1,950,D,1,D,100,D,09,D,
20244,05576084,37,0,1,210,D,1,D,13,D,13,D,
20244,05576084,38,0,1,355,D,1,D,14,D,13,D,
20244,05576124,22,0,1,210,D,1,D,15,D,13,D,
20244,05576124,23,0,1,330,D,1,D,17,D,13,D,
20244,05576124,24,0,1,355,D,1,D,3,D,13,D,
20244,05576124,25,0,1,355,D,1,D,17,D,13,D,
20244,05576124,26,0,1,370,D,1,D,40,D,09,D,
20244,05576124,27,0,1,370,D,1,D,40,D,08,D,
20244,05576154,21,0,1,600,D,1,D,310,D,09,D,1
20244,05576154,22,0,1,520,D,1,D,9,D,07,D,
20244,05576154,23,0,1,355,D,1,D,182,D,08,D,
20244,05576154,24,0,1,355,D,1,D,16,D,13,D,
20244,05576154,25,0,2,410,D,1,D,18,D,07,D,
20244,05576184,30,0,2,530,D,1,D,10,D,07,D,
20244,05576214,41,0,1,840,D,1,D,16,D,13,D,
20244,05576214,42,0,1,210,D,1,D,100,D,13,D,
20244,05576234,24,0,1,520,D,1,D,95,D,09,D,
20244,05576244,7,0,1,840,D,1,D,15,D,13,D,1
20244,05576274,47,0,1,100,D,1,D,100,D,13,D,
20244,05576274,48,0,1,800,D,1,D,36,D,09,D,
20244,05576274,49,0,1,840,D,1,D,130,D,09,D,
20244,05576274,50,0,1,150,D,1,D,218,D,13,D,
20244,05576274,51,0,1,210,D,1,D,30,D,09,D,
20244,05576274,52,0,1,330,D,1,D,10,D,13,D,
20244,05576274,53,0,1,355,D,1,D,68,D,13,D,
20244,05576304,25,0,1,520,D,1,D,14,D,08,D,
20244,05576304,26,0,1,330,D,1,D,19,D,13,D,
20244,05576304,27,0,1,355,D,1,D,9,D,13,D,
20244,05576304,28,0,1,410,D,1,D,19,D,08,D,
20244,05576304,29,0,1,410,D,1,D,19,D,09,D,
20244,05576304,30,0,2,410,D,1,D,19,D,07,D,
20244,05576394,24,0,2,840,D,1,D,110,D,07,D,
20244,05576414,46,0,1,840,D,1,D,195,D,08,D,
20244,05576414,47,0,1,210,D,1,D,27,D,07,D,
20244,05576414,48,0,1,210,D,1,D,69,D,08,D,
20244,05576414,49,0,1,210,D,1,D,31,D,09,D,
20244,05576414,50,0,1,355,D,1,D,23,D,07,D,
20244,05576414,51,0,1,355,D,1,D,23,D,08,D,
20244,05576414,52,0,1,355,D,1,D,23,D,09,D,
20244,05576414,53,0,1,355,D,1,D,73,D,08,D,
20244,05576414,54,0,1,355,D,1,D,87,D,07,D,
20244,05576414,55,0,1,355,D,1,D,87,D,09,D,
20244,05576414,56,0,1,355,D,1,D,7,D,13,D,
20244,05576464,26,0,1,500,D,1,D,180,D,08,D,1
20244,05576464,27,0,1,150,D,1,D,90,D,13,D,1
20244,05576464,28,0,1,840,D,1,D,22,D,13,D,
20244,05576494,19,0,1,830,D,1,D,10,D,13,D,
20244,05576494,20,0,1,830,D,1,D,25,D,13,D,
20244,05576494,21,0,1,355,D,1,D,35,D,13,D,
20244,05576504,47,0,1,610,D,1,D,20,D,08,D,1
20244,05576504,48,0,1,355,D,1,D,15,D,13,D,
20244,05576514,30,0,1,840,D,1,D,139,D,09,D,
20244,05576514,31,0,1,310,D,1,D,80,D,07,D,
20244,05576514,32,0,1,330,D,1,D,10,D,13,D,
20244,05576694,18,0,1,830,D,1,D,16,D,13,D,1
20244,05576694,19,0,1,330,D,1,D,12,D,13,D,
20244,05576694,20,0,1,355,D,1,D,16,D,13,D,
20244,05576694,21,0,1,355,D,1,D,18,D,13,D,
20244,05576704,44,0,1,830,D,1,D,44,D,13,D,
20244,05576704,45,0,1,610,D,1,D,200,D,09,D,
20244,05576704,46,0,1,520,D,1,D,75,D,09,D,
20244,05576704,47,0,1,330,D,1,D,15,D,13,D,
20244,05576704,48,0,1,355,D,1,D,17,D,13,D,
20244,05576724,30,0,1,830,D,1,D,280,D,13,D,
20244,05576724,31,0,1,520,D,1,D,12,D,09,D,
20244,05576724,32,0,1,330,D,1,D,15,D,13,D,
20244,05576724,33,0,1,355,D,1,D,25,D,13,D,
20244,05576834,23,0,1,100,D,1,D,195,D,13,D,
20244,05576834,24,0,1,355,D,1,D,12,D,13,D,1
20244,05576834,25,0,1,370,D,1,D,160,D,08,D,
20244,05576854,23,0,1,840,D,1,D,110,D,07,D,
20244,05576854,24,0,1,400,D,1,D,5,D,08,D,
20244,05576894,17,0,1,840,D,1,D,13,D,13,D,
20244,05576894,18,0,1,330,D,1,D,10,D,13,D,
20244,05577024,34,0,1,830,D,1,D,60,D,07,D,
20244,05577024,35,0,1,610,D,1,D,400,D,09,D,
20244,05577024,36,0,1,355,D,1,D,22,D,13,D,
20244,05577154,25,0,1,520,D,1,D,40,D,09,D,
20244,05577154,26,0,1,370,D,1,D,700,D,09,D,
20244,05577184,29,0,1,355,D,1,D,16,D,13,D,
20244,05577184,30,0,1,840,D,1,D,19,D,13,D,
20244,05577204,22,0,1,830,D,1,D,27,D,13,D,
20244,05577204,23,0,1,355,D,1,D,100,D,09,D,
20244,05577204,24,0,1,355,D,1,D,27,D,13,D,
20244,05577304,16,0,1,830,D,1,D,280,D,13,D,
20244,05577304,17,0,1,840,D,1,D,14,D,13,D,
20244,05577304,18,0,1,150,D,1,D,25,D,13,D,
20244,05577344,32,0,1,840,D,1,D,15,D,13,D,
20244,05577344,33,0,1,210,D,1,D,5,D,13,D,
20244,05577344,34,0,1,355,D,1,D,23,D,13,D,
20244,05577344,35,0,1,355,D,1,D,22,D,13,D,
20244,05577344,36,0,1,355,D,1,D,4,D,13,D,
20244,05577344,37,0,1,355,D,1,D,6,D,13,D,
20244,05577344,38,0,1,355,D,1,D,38,D,09,D,
20244,05577344,39,0,1,355,D,1,D,5,D,13,D,
20244,05577344,40,0,1,355,D,1,D,14,D,13,D,
20244,05577344,41,0,1,355,D,1,D,15,D,13,D,
20244,05577364,31,0,1,340,D,1,D,474,D,09,D,
20244,05577394,36,0,1,840,D,1,D,15,D,13,D,
20244,05577524,24,0,1,830,D,1,D,16,D,13,D,
20244,05577524,25,0,1,355,D,1,D,30,D,13,D,
20244,05577524,26,0,1,700,D,1,D,24,D,13,D,
20244,05577534,38,0,1,840,D,1,D,17,D,13,D,
20244,05577534,39,0,1,700,D,1,D,20,D,13,D,
20244,05577534,40,0,1,355,D,1,D,10,D,13,D,
20244,05577534,41,0,2,530,D,1,D,6,D,07,D,
20244,05577724,31,0,1,150,D,1,D,20,D,13,D,
20244,05577724,32,0,1,150,D,1,D,40,D,08,D,
20244,05577724,33,0,1,355,D,1,D,190,D,08,D,
20244,05577794,44,0,1,830,D,1,D,20,D,13,D,
20244,05577794,45,0,1,700,D,1,D,25,D,13,D,
20244,05577924,42,0,1,840,D,1,D,50,D,09,D,4
20244,05577924,43,0,1,150,D,1,D,18,D,13,D,1
20244,05577974,21,0,1,355,D,1,D,55,D,13,D,
20244,05578044,29,0,1,330,D,1,D,10,D,13,D,
20244,05578064,21,0,1,355,D,1,D,12,D,13,D,
20244,05578084,31,0,1,500,D,1,D,200,D,09,D,
20244,05578084,32,0,1,520,D,1,D,75,D,09,D,
20244,05578084,33,0,1,355,D,1,D,26,D,13,D,
20244,05578084,34,0,1,355,D,1,D,17,D,13,D,
20244,05578084,35,0,1,355,D,1,D,48,D,13,D,
20244,05578084,36,0,1,355,D,1,D,13,D,13,D,
20244,05578084,37,0,1,330,D,1,D,12,D,13,D,
20244,05578094,32,0,1,520,D,1,D,40,D,09,D,2
20244,05578144,39,0,1,610,D,1,D,65,D,08,D,
20244,05578144,40,0,1,530,D,1,D,200,D,09,D,
20244,05578144,41,0,1,310,D,1,D,40,D,09,D,
20244,05578144,42,0,1,400,D,1,D,8,D,08,D,
20244,05578144,43,0,1,330,D,1,D,10,D,13,D,
20244,05578144,44,0,1,355,D,1,D,12,D,13,D,
20244,05578184,59,0,1,500,D,1,D,180,D,09,D,
20244,05578184,60,0,1,520,D,1,D,50,D,08,D,
20244,05578184,61,0,1,520,D,1,D,50,D,09,D,
20244,05578184,62,0,1,150,D,1,D,110,D,13,D,
20244,05578184,63,0,1,210,D,1,D,60,D,13,D,
20244,05578184,64,0,2,500,D,1,D,750,D,07,D,
20244,05578184,65,0,2,520,D,1,D,60,D,07,D,
20244,05578184,66,0,2,210,D,1,D,80,D,07,D,
20244,05578224,45,0,1,610,D,1,D,495,D,08,D,
20244,05578224,46,0,1,150,D,1,D,4,D,13,D,
20244,05578224,47,0,1,355,D,1,D,21,D,13,D,
20244,05578224,48,0,2,520,D,1,D,24,D,07,D,
20244,05578234,32,0,1,520,D,1,D,30,D,09,D,
20244,05578234,33,0,1,330,D,1,D,20,D,13,D,
20244,05578234,34,0,1,355,D,1,D,70,D,13,D,
20244,05578254,21,0,1,520,D,1,D,11,D,07,D,
20244,05578254,22,0,1,370,D,1,D,20,D,07,D,1
20244,05578294,17,0,1,520,D,1,D,16,D,09,D,
20244,05578294,18,0,1,330,D,1,D,15,D,13,D,
20244,05578294,19,0,1,355,D,1,D,10,D,13,D,
20244,05578294,20,0,1,370,D,1,D,35,D,07,D,
20244,05578294,21,0,1,370,D,1,D,15,D,08,D,
20244,05578294,22,0,1,370,D,1,D,10,D,09,D,
20244,05578294,23,0,1,410,D,1,D,15,D,07,D,
20244,05578294,24,0,1,410,D,1,D,15,D,08,D,
20244,05578294,25,0,1,410,D,1,D,15,D,09,D,
20244,05578334,63,0,1,310,D,1,D,88,D,09,D,
20244,05578334,64,0,2,840,D,1,D,50,D,07,D,
20244,05578344,29,0,1,330,D,1,D,7,D,13,D,
20244,05578344,30,0,1,370,D,1,D,13,D,07,D,
20244,05578374,39,0,1,100,D,1,D,70,D,08,D,
20244,05578374,40,0,1,500,D,1,D,70,D,09,D,1
20244,05578374,41,0,1,530,D,1,D,30,D,08,D,1
20244,05578374,42,0,1,600,D,1,D,4,D,08,D,2
