QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMYUPD,NUMYUPD_,TOTYUPDX,TOTY_PDX,TOTYUPDY,TOTY_PDY
20242,05604442,32,5,1,,A,375,E,140,D
20242,05604442,32,6,1,,A,18977,E,150,D
20242,05604442,32,7,1,,A,2738,E,160,D
20242,05604442,32,8,1,,A,1139,E,190,D
20242,05604782,46,0,1,10,D,,H,,A
20242,05604782,46,1,1,,A,72,E,100,D
20242,05604782,46,2,1,,A,28,E,110,D
20242,05605302,64,0,1,1,D,,H,,A
20242,05605302,64,1,1,,A,23,E,100,D
20242,05605302,64,2,1,,A,7,E,110,D
20242,05606232,32,0,1,1,D,,H,,A
20242,05606232,32,1,1,,A,117,E,100,D
20242,05606232,32,2,1,,A,33,E,110,D
20242,05606282,45,0,1,4,D,,H,,A
20242,05606282,45,1,1,,A,78,E,100,D
20242,05606282,45,2,1,,A,22,E,110,D
20242,05606412,15,0,1,1,D,,H,,A
20242,05606412,15,1,1,,A,66,E,100,D
20242,05606412,15,2,1,,A,35,E,110,D
20242,05606412,15,3,1,,A,28,E,120,D
20242,05606412,15,4,1,,A,17,E,140,D
20242,05606412,15,5,1,,A,303,E,150,D
20242,05606412,15,6,1,,A,30,E,160,D
20242,05606412,15,7,1,,A,77,E,170,D
20242,05606412,15,8,1,,A,44,E,190,D
20242,05607602,13,0,1,1,D,,H,,A
20242,05607602,13,1,1,,A,195,E,100,D
20242,05607602,13,2,1,,A,105,E,110,D
20242,05607762,28,0,1,1,D,,H,,A
20242,05607762,28,1,1,,A,58,E,100,D
20242,05607762,28,2,1,,A,31,E,110,D
20242,05607762,28,3,1,,A,21,E,120,D
20242,05607762,28,4,1,,A,275,E,130,D
20242,05607762,28,5,1,,A,15,E,140,D
20242,05607762,28,6,1,,A,267,E,150,D
20242,05607762,28,7,1,,A,27,E,160,D
20242,05607762,28,8,1,,A,68,E,170,D
20242,05607762,28,9,1,,A,38,E,190,D
20242,05654861,16,0,1,1,D,,H,,A
20242,05654861,16,1,1,,A,16,E,100,D
20242,05654861,16,2,1,,A,12,E,110,D
20242,05654861,16,3,1,,A,6,E,120,D
20242,05654861,16,4,1,,A,4,E,140,D
20242,05654861,16,5,1,,A,75,E,150,D
20242,05654861,16,6,1,,A,7,E,160,D
20242,05654861,16,7,1,,A,19,E,170,D
20242,05654861,16,8,1,,A,11,E,190,D
20242,05655531,27,0,1,1,D,,H,,A
20242,05655531,27,1,1,,A,76,E,100,D
20242,05655531,27,2,1,,A,23,E,110,D
20242,05655531,27,3,1,,A,97,E,210,D
20242,05655531,27,4,1,,A,104,E,220,D
20242,05656111,32,0,1,1,D,,H,,A
20242,05656111,32,1,1,,A,2,E,120,D
20242,05656111,32,2,1,,A,41,E,150,D
20242,05656111,32,3,1,,A,5,E,160,D
20242,05656111,32,4,1,,A,2,E,190,D
20242,05657101,34,0,1,1,D,,H,,A
20242,05657101,34,1,1,,A,31,E,100,D
20242,05657101,34,2,1,,A,6,E,110,D
20242,05657101,34,3,1,,A,9,E,120,D
20242,05657101,34,4,1,,A,32,E,130,D
20242,05657101,34,5,1,,A,70,E,150,D
20242,05657101,34,6,1,,A,18,E,170,D
20242,05657101,34,7,1,,A,9,E,190,D
20242,05657251,24,0,1,1,D,,H,,A
20242,05657251,24,1,1,,A,11,E,100,D
20242,05657251,24,2,1,,A,3,E,110,D
20242,05657251,24,3,1,,A,4,E,120,D
20242,05657251,24,4,1,,A,14,E,130,D
20242,05657251,24,5,1,,A,44,E,150,D
20242,05657251,24,6,1,,A,8,E,160,D
20242,05657251,24,7,1,,A,9,E,190,D
20242,05657811,25,0,1,1,D,,H,,A
20242,05657811,25,1,1,,A,218,E,100,D
20242,05657811,25,2,1,,A,82,E,110,D
20242,05657851,51,0,1,2,D,,H,,A
20242,05657851,51,1,1,,A,392,E,100,D
20242,05657851,51,2,1,,A,108,E,110,D
20242,05660381,17,0,1,1,D,,H,,A
20242,05660381,17,1,1,,A,15,E,100,D
20242,05660381,17,2,1,,A,8,E,110,D
20242,05660381,17,3,1,,A,5,E,120,D
20242,05660381,17,4,1,,A,4,E,140,D
20242,05660381,17,5,1,,A,71,E,150,D
20242,05660381,17,6,1,,A,7,E,160,D
20242,05660381,17,7,1,,A,18,E,170,D
20242,05660381,17,8,1,,A,14,E,190,D
20242,05660381,17,9,1,,A,8,E,210,D
20242,05660681,33,0,1,1,D,,H,,A
20242,05660681,33,1,1,,A,47,E,100,D
20242,05660681,33,2,1,,A,13,E,110,D
20242,05661671,33,0,1,1,D,,H,,A
20242,05661671,33,1,1,,A,215,E,100,D
20242,05661671,33,2,1,,A,61,E,110,D
20242,05661671,33,3,1,,A,93,E,120,D
20242,05661671,33,4,1,,A,606,E,130,D
20242,05661671,33,5,1,,A,24,E,140,D
20242,05661671,33,6,1,,A,1248,E,150,D
20242,05661671,33,7,1,,A,179,E,160,D
20242,05661671,33,8,1,,A,74,E,190,D
20242,05662031,15,0,1,1,D,,H,,A
20242,05662031,15,1,1,,A,168,E,100,D
20242,05662031,15,2,1,,A,38,E,110,D
20242,05662031,15,3,1,,A,67,E,210,D
20242,05662031,15,4,1,,A,27,E,220,D
20242,05663111,61,0,1,1,D,,H,,A
20242,05663111,61,1,1,,A,23,E,100,D
20242,05663111,61,2,1,,A,7,E,110,D
20242,05664301,25,0,1,1,D,,H,,A
20242,05664301,25,1,1,,A,79,E,100,D
20242,05664301,25,2,1,,A,21,E,110,D
20242,05665761,48,0,1,1,D,,H,,A
20242,05665761,48,1,1,,A,8,E,100,D
20242,05665761,48,2,1,,A,2,E,110,D
20242,05666871,36,0,1,1,D,,H,,A
20242,05666871,36,1,1,,A,63,E,210,D
20242,05666871,36,2,1,,A,37,E,220,D
20242,05667751,35,0,1,2,D,,H,,A
20242,05667751,35,1,1,,A,22,E,120,D
20242,05667751,35,2,1,,A,6,E,140,D
20242,05667751,35,3,1,,A,130,E,150,D
20242,05667751,35,4,1,,A,13,E,160,D
20242,05667751,35,5,1,,A,8,E,170,D
20242,05667751,35,6,1,,A,21,E,190,D
20242,05668231,33,0,1,1,D,,H,,A
20242,05668231,33,1,1,,A,203,E,100,D
20242,05668231,33,2,1,,A,58,E,110,D
20242,05668231,33,3,1,,A,88,E,120,D
20242,05668231,33,4,1,,A,573,E,130,D
20242,05668231,33,5,1,,A,23,E,140,D
20242,05668231,33,6,1,,A,1179,E,150,D
20242,05668231,33,7,1,,A,169,E,160,D
20242,05668231,33,8,1,,A,70,E,190,D
20242,05668231,33,9,1,,A,72,E,210,D
20242,05668231,33,10,1,,A,65,E,220,D
20242,05668871,31,0,1,1,D,,H,,A
20242,05668871,31,1,1,,A,464,E,100,D
20242,05668871,31,2,1,,A,127,E,110,D
20242,05668871,31,3,1,,A,159,E,120,D
20242,05668871,31,4,1,,A,867,E,130,D
20242,05668871,31,5,1,,A,49,E,140,D
20242,05668871,31,6,1,,A,1008,E,150,D
20242,05668871,31,7,1,,A,103,E,160,D
20242,05668871,31,8,1,,A,61,E,170,D
20242,05668871,31,9,1,,A,162,E,190,D
20242,05669751,29,0,1,4,D,,H,,A
20242,05669751,29,1,1,,A,43,E,100,D
20242,05669751,29,2,1,,A,23,E,110,D
20242,05669751,29,3,1,,A,16,E,120,D
20242,05669751,29,4,1,,A,207,E,130,D
20242,05669751,29,5,1,,A,11,E,140,D
20242,05669751,29,6,1,,A,200,E,150,D
20242,05669751,29,7,1,,A,20,E,160,D
20242,05669751,29,8,1,,A,51,E,170,D
20242,05669751,29,9,1,,A,29,E,190,D
20242,05670481,41,0,1,1,D,,H,,A
20242,05670481,41,1,1,,A,389,E,100,D
20242,05670481,41,2,1,,A,111,E,110,D
20242,05670621,30,0,1,1,D,,H,,A
20242,05670621,30,1,1,,A,30,E,100,D
20242,05670621,30,2,1,,A,8,E,110,D
20242,05670621,30,3,1,,A,12,E,210,D
20242,05671061,52,0,1,2,D,,H,,A
20242,05671061,52,1,1,,A,38,E,100,D
20242,05671061,52,2,1,,A,10,E,110,D
20242,05671061,52,3,1,,A,50,E,210,D
20242,05671061,52,4,1,,A,52,E,220,D
20242,05672651,72,0,1,2,D,,H,,A
20242,05672651,72,1,1,,A,2,E,110,D
20242,05672651,72,2,1,,A,1,E,130,D
20242,05672651,72,3,1,,A,2,E,150,D
20242,05673211,36,0,1,1,D,,H,,A
20242,05673211,36,1,1,,A,211,E,100,D
20242,05673211,36,2,1,,A,60,E,110,D
20242,05673211,36,3,1,,A,86,E,120,D
20242,05673211,36,4,1,,A,24,E,140,D
20242,05673211,36,5,1,,A,1224,E,150,D
20242,05673211,36,6,1,,A,176,E,160,D
20242,05673211,36,7,1,,A,73,E,190,D
20242,05673211,36,8,1,,A,75,E,210,D
20242,05673211,36,9,1,,A,71,E,220,D
20242,05673731,24,0,1,1,D,,H,,A
20242,05673731,24,1,1,,A,40,E,100,D
20242,05673731,24,2,1,,A,9,E,110,D
20242,05673731,24,3,1,,A,12,E,120,D
20242,05673731,24,4,1,,A,3,E,140,D
20242,05673731,24,5,1,,A,78,E,150,D
20242,05673731,24,6,1,,A,7,E,160,D
20242,05673731,24,7,1,,A,4,E,170,D
20242,05673731,24,8,1,,A,12,E,190,D
20242,05674721,20,0,1,1,D,,H,,A
20242,05674721,20,1,1,,A,18,E,100,D
20242,05674721,20,2,1,,A,5,E,110,D
20242,05674721,20,3,1,,A,9,E,120,D
20242,05674721,20,4,1,,A,85,E,150,D
20242,05674721,20,5,1,,A,15,E,160,D
20242,05674721,20,6,1,,A,18,E,190,D
20242,05675871,21,0,1,2,D,,H,,A
20242,05675871,21,1,1,,A,13,G,100,D
20242,05675871,21,2,1,,A,1,G,110,D
20242,05675871,21,3,1,,A,6,G,120,D
20242,05675871,21,4,1,,A,8,G,130,D
20242,05675871,21,5,1,,A,58,G,150,D
20242,05675871,21,6,1,,A,7,G,190,D
20242,05676321,14,0,1,1,D,,H,,A
20242,05676321,14,1,1,,A,71,E,120,D
20242,05676321,14,2,1,,A,214,E,130,D
20242,05676321,14,3,1,,A,656,E,150,D
20242,05676321,14,4,1,,A,118,E,160,D
20242,05676321,14,5,1,,A,141,E,190,D
20242,05676421,17,0,1,1,D,,H,,A
20242,05676421,17,1,1,,A,13,E,100,D
20242,05676421,17,2,1,,A,7,E,110,D
20242,05677771,17,0,1,1,D,,H,,A
20242,05677771,17,1,1,,A,118,G,100,D
20242,05677771,17,2,1,,A,31,G,110,D
20242,05677771,17,3,1,,A,37,G,120,D
20242,05677771,17,4,1,,A,137,G,130,D
20242,05677771,17,5,1,,A,294,G,150,D
20242,05677771,17,6,1,,A,2,G,160,D
20242,05677771,17,7,1,,A,76,G,170,D
20242,05677771,17,8,1,,A,39,G,190,D
20242,05677771,17,9,1,,A,47,G,210,D
20242,05677771,17,10,1,,A,19,G,220,D
20242,05678421,60,0,1,2,D,,H,,A
20242,05678421,60,1,1,,A,168,E,100,D
20242,05678421,60,2,1,,A,38,E,110,D
20242,05678421,60,3,1,,A,67,E,210,D
20242,05678421,60,4,1,,A,27,E,220,D
20242,05680811,28,0,1,2,D,,H,,A
20242,05680811,28,1,1,,A,83,E,100,D
20242,05680811,28,2,1,,A,22,E,110,D
20242,05680811,28,3,1,,A,32,E,120,D
20242,05680811,28,4,1,,A,9,E,140,D
20242,05680811,28,5,1,,A,461,E,150,D
20242,05680811,28,6,1,,A,66,E,160,D
20242,05680811,28,7,1,,A,27,E,190,D
20242,05682041,19,0,1,1,D,,H,,A
20242,05682041,19,1,1,,A,90,E,100,D
20242,05682041,19,2,1,,A,47,E,110,D
20242,05682041,19,3,1,,A,413,E,130,D
20242,05682641,43,0,1,2,D,,H,,A
20242,05682641,43,1,1,,A,325,E,100,D
20242,05682641,43,2,1,,A,93,E,110,D
20242,05682641,43,3,1,,A,133,E,120,D
20242,05682641,43,4,1,,A,922,E,130,D
20242,05682641,43,5,1,,A,37,E,140,D
20242,05682641,43,6,1,,A,1887,E,150,D
20242,05682641,43,7,1,,A,271,E,160,D
20242,05682641,43,8,1,,A,113,E,190,D
20242,05682641,43,9,1,,A,115,E,210,D
20242,05682641,43,10,1,,A,104,E,220,D
20242,05682791,30,0,1,1,D,,H,,A
20242,05682791,30,1,1,,A,29,E,100,D
20242,05682791,30,2,1,,A,8,E,110,D
20242,05683061,21,0,1,1,D,,H,,A
20242,05683061,21,1,1,,A,20,E,100,D
20242,05683061,21,2,1,,A,4,E,110,D
20242,05683161,50,0,1,1,D,,H,,A
20242,05683161,50,1,1,,A,17,E,100,D
20242,05683161,50,2,1,,A,9,E,110,D
20242,05683161,50,3,1,,A,6,E,120,D
20242,05683161,50,4,1,,A,1,E,140,D
20242,05683161,50,5,1,,A,98,E,150,D
20242,05683161,50,6,1,,A,14,E,160,D
20242,05683161,50,7,1,,A,5,E,190,D
20242,05683661,26,0,1,2,D,,H,,A
20242,05683661,26,1,1,,A,1,E,120,D
20242,05683661,26,2,1,,A,16,E,130,D
20242,05683661,26,3,1,,A,28,E,150,D
20242,05683661,26,4,1,,A,4,E,160,D
20242,05683661,26,5,1,,A,1,E,190,D
20242,05684011,29,0,1,1,D,,H,,A
20242,05684011,29,1,1,,A,596,E,100,D
20242,05684011,29,2,1,,A,226,E,110,D
20242,05684011,29,3,1,,A,369,E,120,D
20242,05684011,29,4,1,,A,1105,E,130,D
20242,05684011,29,5,1,,A,3369,E,150,D
20242,05684011,29,6,1,,A,608,E,160,D
20242,05684011,29,7,1,,A,727,E,190,D
20242,05684591,34,0,1,1,D,,H,,A
20242,05684591,34,1,1,,A,79,E,100,D
20242,05684591,34,2,1,,A,18,E,110,D
20242,05684591,34,3,1,,A,25,E,120,D
20242,05684591,34,4,1,,A,200,E,150,D
20242,05684591,34,5,1,,A,1,E,160,D
20242,05684591,34,6,1,,A,51,E,170,D
20242,05684591,34,7,1,,A,26,E,190,D
20242,05685071,13,0,1,2,D,,H,,A
20242,05685071,13,1,1,,A,120,E,100,D
20242,05685071,13,2,1,,A,46,E,110,D
20242,05685071,13,3,1,,A,75,E,120,D
20242,05685071,13,4,1,,A,688,E,150,D
20242,05685071,13,5,1,,A,123,E,160,D
20242,05685071,13,6,1,,A,148,E,190,D
20242,05685101,24,0,1,1,D,,H,,A
20242,05685101,24,1,1,,A,65,E,100,D
20242,05685101,24,2,1,,A,15,E,110,D
20242,05685721,20,0,1,1,D,,H,,A
20242,05685721,20,1,1,,A,233,E,100,D
20242,05685721,20,2,1,,A,67,E,110,D
20242,05686021,23,0,1,1,D,,H,,A
20242,05686021,23,1,1,,A,6,E,100,D
20242,05686021,23,2,1,,A,7,E,110,D
20242,05686021,23,3,1,,A,2,E,120,D
20242,05686021,23,4,1,,A,15,E,150,D
20242,05686021,23,5,1,,A,1,E,160,D
20242,05686021,23,6,1,,A,2,E,190,D
20242,05686021,23,7,1,,A,8,E,210,D
20242,05686021,23,8,1,,A,9,E,220,D
20242,05686031,29,0,1,1,D,,H,,A
20242,05686031,29,1,1,,A,692,E,100,D
20242,05686031,29,2,1,,A,198,E,110,D
20242,05686031,29,3,1,,A,281,E,120,D
20242,05686031,29,4,1,,A,1941,E,130,D
20242,05686031,29,5,1,,A,79,E,140,D
20242,05686031,29,6,1,,A,3995,E,150,D
20242,05686031,29,7,1,,A,575,E,160,D
20242,05686031,29,8,1,,A,239,E,190,D
20242,05686401,33,0,1,1,D,,H,,A
20242,05686401,33,1,1,,A,12,E,120,D
20242,05686401,33,2,1,,A,78,E,150,D
20242,05686401,33,3,1,,A,20,E,170,D
20242,05686401,33,4,1,,A,10,E,190,D
20242,05686461,56,0,1,1,D,,H,,A
20242,05686461,56,1,1,,A,45,E,100,D
20242,05686461,56,2,1,,A,17,E,110,D
20242,05686461,56,3,1,,A,18,E,120,D
20242,05686461,56,4,1,,A,5,E,140,D
20242,05686461,56,5,1,,A,263,E,150,D
20242,05686461,56,6,1,,A,37,E,160,D
20242,05686461,56,7,1,,A,15,E,190,D
20242,05686461,56,8,1,,A,16,E,210,D
20242,05686461,56,9,1,,A,14,E,220,D
20242,05686791,28,0,1,1,D,,H,,A
20242,05686791,28,1,1,,A,122,E,100,D
20242,05686791,28,2,1,,A,28,E,110,D
20242,05687511,39,0,1,2,D,,H,,A
20242,05687511,39,1,1,,A,40,E,100,D
20242,05687511,39,2,1,,A,9,E,110,D
20242,05687511,39,3,1,,A,11,E,120,D
20242,05687511,39,4,1,,A,3,E,140,D
20242,05687511,39,5,1,,A,75,E,150,D
20242,05687511,39,6,1,,A,7,E,160,D
20242,05687511,39,7,1,,A,4,E,170,D
20242,05687511,39,8,1,,A,12,E,190,D
20242,05687511,39,9,1,,A,43,E,210,D
20242,05687511,39,10,1,,A,46,E,220,D
20242,05688801,26,0,1,1,D,,H,,A
20242,05688801,26,1,1,,A,105,E,100,D
20242,05688801,26,2,1,,A,30,E,110,D
20242,05688801,26,3,1,,A,43,E,120,D
20242,05688801,26,4,1,,A,12,E,140,D
20242,05688801,26,5,1,,A,612,E,150,D
20242,05688801,26,6,1,,A,88,E,160,D
20242,05688801,26,7,1,,A,36,E,190,D
20242,05688801,26,8,1,,A,37,E,210,D
20242,05688801,26,9,1,,A,37,E,220,D
20243,05538934,26,0,1,1,D,,H,,A
20243,05538934,26,1,1,,A,33,E,100,D
20243,05538934,26,2,1,,A,7,E,110,D
20243,05540664,37,0,1,1,D,,H,,A
20243,05540664,37,1,1,,A,375,E,100,D
20243,05540664,37,2,1,,A,160,E,110,D
20243,05540664,37,3,1,,A,222,E,120,D
20243,05540664,37,4,1,,A,1117,E,130,D
20243,05540664,37,5,1,,A,21,E,140,D
20243,05540664,37,6,1,,A,1690,E,150,D
20243,05540664,37,7,1,,A,62,E,160,D
20243,05540664,37,8,1,,A,17,E,170,D
20243,05540664,37,9,1,,A,136,E,190,D
20243,05541924,48,0,1,15,D,,H,,A
20243,05541924,48,1,1,,A,243,E,100,D
20243,05541924,48,2,1,,A,57,E,110,D
20243,05543714,30,0,1,2,D,,H,,A
20243,05543714,30,1,1,,A,92,E,100,D
20243,05543714,30,2,1,,A,20,E,110,D
20243,05543714,30,3,1,,A,24,E,120,D
20243,05543714,30,4,1,,A,5,E,140,D
20243,05543714,30,5,1,,A,315,E,150,D
20243,05543714,30,6,1,,A,33,E,160,D
20243,05543714,30,7,1,,A,25,E,190,D
20243,05543714,30,8,1,,A,43,E,210,D
20243,05543714,30,9,1,,A,43,E,220,D
20243,05544164,39,0,1,1,D,,H,,A
20243,05544164,39,1,1,,A,27,E,100,D
20243,05544164,39,2,1,,A,12,E,110,D
20243,05544164,39,3,1,,A,18,E,120,D
20243,05544164,39,4,1,,A,4,E,140,D
20243,05544164,39,5,1,,A,152,E,150,D
20243,05544164,39,6,1,,A,1,E,160,D
20243,05544164,39,7,1,,A,6,E,170,D
20243,05548304,45,0,1,1,D,,H,,A
20243,05548304,45,1,1,,A,125,E,210,D
20243,05548304,45,2,1,,A,125,E,220,D
20243,05553254,14,0,1,14,D,,H,,A
20243,05553254,14,1,1,,A,96,E,100,D
20243,05553254,14,2,1,,A,23,E,110,D
20243,05553254,14,3,1,,A,108,E,210,D
20243,05553254,14,4,1,,A,23,E,220,D
20243,05556464,21,0,1,1,D,,H,,A
20243,05556464,21,1,1,,A,78,E,100,D
20243,05556464,21,2,1,,A,18,E,110,D
20243,05556464,21,3,1,,A,86,E,210,D
20243,05556464,21,4,1,,A,18,E,220,D
20243,05556714,39,0,1,8,D,,H,,A
20243,05556714,39,1,1,,A,450,E,100,D
20243,05556714,39,2,1,,A,105,E,110,D
20243,05556714,39,3,1,,A,220,E,210,D
20243,05556714,39,4,1,,A,225,E,220,D
20243,05559894,52,0,1,1,D,,H,,A
20243,05559894,52,1,1,,A,279,E,100,D
20243,05559894,52,2,1,,A,121,E,110,D
20243,05560434,37,0,1,1,D,,H,,A
20243,05560434,37,1,1,,A,158,E,100,D
20243,05560434,37,2,1,,A,42,E,110,D
20243,05564864,41,0,1,2,D,,H,,A
20243,05564864,41,1,1,,A,8,E,210,D
20243,05564864,41,2,1,,A,7,E,220,D
20243,05564984,53,0,1,1,D,,H,,A
20243,05564984,53,1,1,,A,55,E,210,D
20243,05564984,53,2,1,,A,80,E,220,D
20243,05565494,89,0,1,2,D,,H,,A
20243,05565494,89,1,1,,A,21,E,100,D
20243,05565494,89,2,1,,A,4,E,110,D
20243,05566394,18,0,1,3,D,,H,,A
20243,05566394,18,1,1,,A,142,E,100,D
20243,05566394,18,2,1,,A,58,E,110,D
20243,05568334,22,0,1,2,D,,H,,A
20243,05568334,22,1,1,,A,41,E,100,D
20243,05568334,22,2,1,,A,9,E,110,D
20243,05568734,58,0,1,1,D,,H,,A
20243,05568734,58,1,1,,A,21,E,100,D
20243,05568734,58,2,1,,A,8,E,110,D
20243,05568734,58,3,1,,A,17,E,120,D
20243,05568734,58,4,1,,A,94,E,150,D
20243,05568734,58,5,1,,A,3,E,160,D
20243,05568734,58,6,1,,A,7,E,190,D
20243,05570344,34,0,1,1,D,,H,,A
20243,05570344,34,1,1,,A,49,E,100,D
20243,05570344,34,2,1,,A,11,E,110,D
20243,05571964,30,0,1,1,D,,H,,A
20243,05571964,30,1,1,,A,100,E,100,D
20243,05571964,30,2,1,,A,25,E,110,D
20243,05574143,34,0,1,1,D,,H,,A
20243,05574143,34,1,1,,A,14,E,100,D
20243,05574143,34,2,1,,A,6,E,110,D
20243,05574473,43,0,1,2,D,,H,,A
20243,05574473,43,1,1,,A,70,E,100,D
20243,05574473,43,2,1,,A,30,E,110,D
20243,05574643,46,0,1,1,D,,H,,A
20243,05574643,46,1,1,,A,588,E,100,D
20243,05574643,46,2,1,,A,137,E,110,D
20243,05574883,45,0,1,2,D,,H,,A
20243,05574883,45,1,1,,A,31,E,100,D
20243,05574883,45,2,1,,A,13,E,110,D
20243,05574883,45,3,1,,A,13,E,120,D
20243,05574883,45,4,1,,A,136,E,150,D
20243,05574883,45,5,1,,A,28,E,160,D
20243,05574883,45,6,1,,A,9,E,170,D
20243,05574883,45,7,1,,A,20,E,190,D
20243,05575233,22,0,1,3,D,,H,,A
20243,05575233,22,1,1,,A,140,E,100,D
20243,05575233,22,2,1,,A,60,E,110,D
20243,05575673,15,0,1,1,D,,H,,A
20243,05575673,15,1,1,,A,81,E,100,D
20243,05575673,15,2,1,,A,19,E,110,D
20243,05575763,18,0,1,1,D,,H,,A
20243,05575763,18,1,1,,A,57,E,100,D
20243,05575763,18,2,1,,A,13,E,110,D
20243,05576653,15,0,1,1,D,,H,,A
20243,05576653,15,1,1,,A,70,E,100,D
20243,05576653,15,2,1,,A,30,E,110,D
20243,05577563,27,0,1,1,D,,H,,A
20243,05577563,27,1,1,,A,140,E,100,D
20243,05577563,27,2,1,,A,60,E,110,D
20243,05578403,25,0,1,1,D,,H,,A
20243,05578403,25,1,1,,A,98,E,100,D
20243,05578403,25,2,1,,A,52,E,110,D
20243,05579033,48,0,1,7,D,,H,,A
20243,05579033,48,1,1,,A,28,E,100,D
20243,05579033,48,2,1,,A,12,E,110,D
20243,05581153,12,0,1,1,D,,H,,A
20243,05581153,12,1,1,,A,3,E,120,D
20243,05581153,12,2,1,,A,16,E,150,D
20243,05581153,12,3,1,,A,1,E,190,D
20243,05582023,40,0,1,1,D,,H,,A
20243,05582023,40,1,1,,A,31,E,100,D
20243,05582023,40,2,1,,A,7,E,110,D
20243,05582023,40,3,1,,A,11,E,120,D
20243,05582023,40,4,1,,A,56,E,130,D
20243,05582023,40,5,1,,A,1,E,140,D
20243,05582023,40,6,1,,A,113,E,150,D
20243,05582023,40,7,1,,A,12,E,160,D
20243,05582023,40,8,1,,A,9,E,190,D
20243,05583443,72,0,1,1,D,,H,,A
20243,05583443,72,1,1,,A,64,E,100,D
20243,05583443,72,2,1,,A,14,E,110,D
20243,05583443,72,3,1,,A,21,E,120,D
20243,05583443,72,4,1,,A,113,E,130,D
20243,05583443,72,5,1,,A,3,E,140,D
20243,05583443,72,6,1,,A,228,E,150,D
20243,05583443,72,7,1,,A,24,E,160,D
20243,05583443,72,8,1,,A,18,E,190,D
20243,05583613,48,0,1,1,D,,H,,A
20243,05583613,48,1,1,,A,268,E,100,D
20243,05583613,48,2,1,,A,61,E,110,D
20243,05583613,48,3,1,,A,72,E,120,D
20243,05583613,48,4,1,,A,467,E,130,D
20243,05583613,48,5,1,,A,15,E,140,D
20243,05583613,48,6,1,,A,941,E,150,D
20243,05583613,48,7,1,,A,101,E,160,D
20243,05583613,48,8,1,,A,75,E,190,D
20243,05583843,36,0,1,3,D,,H,,A
20243,05583843,36,1,1,,A,244,E,100,D
20243,05583843,36,2,1,,A,56,E,110,D
20243,05584343,40,0,1,1,D,,H,,A
20243,05584343,40,1,1,,A,46,E,100,D
20243,05584343,40,2,1,,A,10,E,110,D
20243,05584343,40,3,1,,A,12,E,120,D
20243,05584343,40,4,1,,A,82,E,130,D
20243,05584343,40,5,1,,A,2,E,140,D
20243,05584343,40,6,1,,A,173,E,150,D
20243,05584343,40,7,1,,A,17,E,160,D
20243,05584343,40,8,1,,A,13,E,190,D
20243,05584343,40,9,1,,A,22,E,210,D
20243,05584343,40,10,1,,A,23,E,220,D
20243,05584823,30,0,1,1,D,,H,,A
20243,05584823,30,1,1,,A,25,E,100,D
20243,05584823,30,2,1,,A,14,E,110,D
20243,05584823,30,3,1,,A,10,E,120,D
20243,05584823,30,4,1,,A,109,E,150,D
20243,05584823,30,5,1,,A,22,E,160,D
20243,05584823,30,6,1,,A,7,E,170,D
20243,05584823,30,7,1,,A,13,E,190,D
20243,05586043,13,0,1,1,D,,H,,A
20243,05586043,13,1,1,,A,78,E,100,D
20243,05586043,13,2,1,,A,18,E,110,D
20243,05586043,13,3,1,,A,86,E,210,D
20243,05586043,13,4,1,,A,18,E,220,D
20243,05586693,22,0,1,1,D,,H,,A
20243,05586693,22,1,1,,A,87,E,100,D
20243,05586693,22,2,1,,A,35,E,110,D
20243,05586693,22,3,1,,A,49,E,120,D
20243,05586693,22,4,1,,A,3,E,140,D
20243,05586693,22,5,1,,A,373,E,150,D
20243,05586693,22,6,1,,A,13,E,160,D
20243,05586693,22,7,1,,A,3,E,170,D
20243,05586693,22,8,1,,A,30,E,190,D
20243,05586693,22,9,1,,A,107,E,210,D
20243,05586993,31,0,1,2,D,,H,,A
20243,05586993,31,1,1,,A,68,E,100,D
20243,05586993,31,2,1,,A,15,E,110,D
20243,05586993,31,3,1,,A,117,E,130,D
20243,05589413,37,0,1,1,D,,H,,A
20243,05589413,37,1,1,,A,81,E,100,D
20243,05589413,37,2,1,,A,25,E,110,D
20243,05589413,37,3,1,,A,29,E,120,D
20243,05589413,37,4,1,,A,4,E,140,D
20243,05589413,37,5,1,,A,281,E,150,D
20243,05589413,37,6,1,,A,80,E,160,D
20243,05589413,37,7,1,,A,20,E,190,D
20243,05590093,25,0,1,2,D,,H,,A
20243,05590093,25,1,1,,A,648,E,100,D
20243,05590093,25,2,1,,A,152,E,110,D
20243,05590263,31,0,1,1,D,,H,,A
20243,05590263,31,1,1,,A,75,E,100,D
20243,05590263,31,2,1,,A,32,E,110,D
20243,05590263,31,3,1,,A,34,E,120,D
20243,05590263,31,4,1,,A,327,E,150,D
20243,05590263,31,5,1,,A,68,E,160,D
20243,05590263,31,6,1,,A,23,E,170,D
20243,05590263,31,7,1,,A,41,E,190,D
20243,05592833,26,0,1,1,D,,H,,A
20243,05592833,26,1,1,,A,120,E,100,D
20243,05592833,26,2,1,,A,49,E,110,D
20243,05592833,26,3,1,,A,68,E,120,D
20243,05592833,26,4,1,,A,345,E,130,D
20243,05592833,26,5,1,,A,5,E,140,D
20243,05592833,26,6,1,,A,522,E,150,D
20243,05592833,26,7,1,,A,19,E,160,D
20243,05592833,26,8,1,,A,5,E,170,D
