QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,SAMP_UN,SAMP_UN_,RTELECT,RTELECT_,RTGAS,RTGAS_,RTWATER,RTWATER_,RTHEAT,RTHEAT_,RTTRASH,RTTRASH_,RTASPAY,RTASPAY_,RTCOMPX,RTCOMPX_,RTBSNSZ,RTBSNSZ_,JRTPAYQV,JRTP_YQV,QRT3MCMX,RTTELEPH,QRT3_CMX,RTTE_EPH,RTTVCABL,RTTV_ABL,RTINTRNT,RTIN_RNT,RTFUNSH,RTFUNSH_,GOVTCOST,GOVT_OST,INCLBDS,INCLBDS_,INCLDRYR,INCL_RYR,INCLFRIG,INCL_RIG,INCLPDS,INCLPDS_,INCLSTOV,INCL_TOV,INCLWSHR,INCL_SHR,PUBLHOUS,PUBL_OUS,OWNED,OWNED_,RTPARK,RTPARK_
20243,05659672,22,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,75,,D,A,,A,,A,,A,2,D,2,D,,A,2,D,,A,2,D,2,D,2,D,2,D,,A
20243,05659882,8,0,1,1,D,,A,,A,,A,,A,,A,1,D,1200,D,,A,3600,D,,,A,A,,A,,A,,A,,A,2,D,,A,1,D,,A,1,D,2,D,1,D,2,D,,A
20243,05660122,18,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4470,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05660142,8,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2730,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05660212,11,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,0,,D,A,,A,,A,,A,,A,1,D,,A,1,D,,A,1,D,2,D,1,D,2,D,,A
20243,05660362,22,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,7500,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05660412,11,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,7500,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05660592,17,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,6415,,D,A,,A,,A,,A,2,D,1,D,,A,2,D,,A,1,D,2,D,2,D,2,D,,A
20243,05660602,14,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1440,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05660632,41,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4755,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05660652,12,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,972,,D,A,,A,,A,,A,,A,1,D,,A,1,D,,A,1,D,2,D,1,D,2,D,,A
20243,05660682,33,0,1,1,D,,A,,A,,A,,A,,A,1,D,2200,D,,A,1200,D,5400,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05660702,7,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2850,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05660712,15,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3660,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05660852,20,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,6000,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05660892,6,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,531,,D,A,,A,,A,,A,1,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05660922,9,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2700,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05660942,14,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1800,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05660992,17,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2400,,D,A,,A,,A,,A,2,D,2,D,,A,2,D,,A,2,D,2,D,2,D,2,D,,A
20243,05661052,24,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4335,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05661062,22,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1800,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05661092,7,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1397,,F,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,,A,,A
20243,05661232,26,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,13646,,T,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05661502,8,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,9600,,D,A,,A,,A,,A,2,D,2,D,,A,2,D,,A,1,D,2,D,2,D,2,D,,A
20243,05661792,20,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,5475,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05661952,6,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3600,,D,A,,A,,A,,A,,A,1,D,,A,1,D,,A,1,D,2,D,1,D,2,D,,A
20243,05661962,10,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1116,,D,A,,A,,A,,A,,A,1,D,,A,1,D,,A,1,D,2,D,1,D,2,D,,A
20243,05662022,12,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1275,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05662072,15,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,7500,,D,A,,A,,A,,A,2,D,2,D,,A,2,D,,A,2,D,2,D,2,D,2,D,,A
20243,05662082,17,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3900,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05662132,6,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1968,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05662142,25,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,2,D,,A,2,D,,A,2,D,2,D,2,D,2,D,,A
20243,05662362,10,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2700,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05662432,23,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05662492,45,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,7050,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05662552,22,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,8652,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05662742,22,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2220,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05662822,9,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,807,,D,A,,A,,A,,A,,A,2,D,,A,1,D,,A,1,D,2,D,1,D,2,D,,A
20243,05662902,27,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,6000,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,2,D,2,D,2,D,2,D,,A
20243,05662942,12,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3900,,D,A,,A,,A,,A,1,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05662982,17,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,9300,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05663052,9,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,840,,D,A,,A,,A,,A,1,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05663212,17,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4350,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05663252,12,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,6000,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05663292,11,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4800,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05663312,19,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,5699,,F,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05663332,30,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,8400,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05663342,9,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2400,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05663392,13,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2700,,D,A,,A,,A,,A,2,D,2,D,,A,2,D,,A,2,D,2,D,2,D,2,D,,A
20243,05663532,21,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2250,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05663642,13,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,13646,,T,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,2,D,2,D,2,D,2,D,,A
20243,05663792,20,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,5850,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05663822,22,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4800,,D,A,,A,,A,,A,2,D,2,D,,A,2,D,,A,2,D,2,D,2,D,2,D,,A
20243,05663862,11,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4050,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05664032,9,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1245,,D,A,,A,,A,,A,,A,2,D,,A,1,D,,A,1,D,2,D,1,D,2,D,,A
20243,05664062,15,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1980,,D,A,,A,,A,,A,1,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05664412,14,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4500,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05664592,13,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3447,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05664652,8,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2100,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05664792,13,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,5400,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05664812,20,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,5250,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05664902,34,0,1,2,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,0,,D,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,1,D,,A
20243,05664912,24,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,6000,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05665022,13,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1269,,D,A,,A,,A,,A,,A,2,D,,A,1,D,,A,1,D,2,D,1,D,2,D,,A
20243,05665062,12,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1500,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05665082,8,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2100,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05665162,9,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,5250,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05665282,31,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,0,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05665282,32,0,1,2,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,6183,,D,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,,A
20243,05665362,10,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3705,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05665392,10,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2685,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05665402,30,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,5090,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05665592,12,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2600,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05665724,10,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4485,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05665742,10,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4050,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05665802,19,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4635,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05665862,17,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2100,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05665862,18,0,1,2,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1200,,D,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,,A
20243,05666062,13,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4500,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05666082,8,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1038,,D,A,,A,,A,,A,,A,1,D,,A,1,D,,A,1,D,1,D,1,D,2,D,,A
20243,05666152,7,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1650,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05666472,11,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,570,,D,A,,A,,A,,A,1,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05666482,36,0,1,2,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4500,,D,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,1,D,,A
20243,05666522,26,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,7350,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05666552,12,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2400,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05666582,9,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1875,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,2,D,2,D,2,D,2,D,,A
20243,05666652,48,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4200,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05666672,16,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4200,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05666692,18,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1500,,D,A,,A,,A,,A,1,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05666752,25,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,13646,,T,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05666772,15,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,6000,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05666812,20,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3000,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05666832,22,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3850,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05666852,22,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4500,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05666903,24,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,5910,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05666992,20,0,1,2,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,,A,,A
20243,05667082,19,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,6980,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05667202,11,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2400,,D,A,,A,,A,,A,,A,2,D,,A,2,D,,A,2,D,2,D,1,D,2,D,,A
20243,05667272,5,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2925,,D,A,,A,,A,,A,,A,1,D,,A,1,D,,A,1,D,2,D,1,D,2,D,,A
20243,05667292,13,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,5550,,D,A,,A,,A,,A,,C,,C,,A,,C,,A,,C,,C,,C,2,D,,A
20243,05667302,11,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1680,,D,A,,A,,A,,A,,A,1,D,,A,1,D,,A,1,D,2,D,1,D,2,D,,A
20243,05667432,32,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4500,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05667442,32,0,1,2,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4540,,D,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,B,1,D,,A
20243,05667592,12,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,0,,D,A,,A,,A,,A,2,D,2,D,,A,2,D,,A,1,D,2,D,2,D,2,D,,A
20243,05667672,12,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3345,,D,A,,A,,A,,A,2,D,2,D,,A,2,D,,A,2,D,1,D,2,D,2,D,,A
20243,05667792,17,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2994,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05667842,14,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3300,,D,A,,A,,A,,A,2,D,2,D,,A,2,D,,A,1,D,2,D,2,D,2,D,,A
20243,05667882,16,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4494,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05668132,18,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4650,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05668152,17,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3720,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05668272,14,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,5100,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05668422,22,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,7785,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05668442,6,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2325,,D,A,,A,,A,,A,,A,1,D,,A,1,D,,A,1,D,2,D,1,D,2,D,,A
20243,05668534,21,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,0.25,D,,A,4950,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05668752,23,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3300,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05668782,11,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4500,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05668822,13,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4341,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05668924,11,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,8100,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05669012,9,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05669202,17,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4500,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05669352,16,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3150,,D,A,,A,,A,,A,2,D,2,D,,A,2,D,,A,2,D,2,D,2,D,2,D,,A
20243,05669362,17,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,654,,D,A,,A,,A,,A,,A,2,D,,A,2,D,,A,2,D,2,D,1,D,2,D,,A
20243,05669492,6,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1275,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05669512,12,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1650,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05669522,24,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4500,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05669702,35,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,5922,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05669812,11,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,438,,D,A,,A,,A,,A,,A,2,D,,A,1,D,,A,1,D,1,D,1,D,2,D,,A
20243,05669922,16,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,7500,,D,A,,A,,A,,A,2,D,1,D,,A,2,D,,A,1,D,1,D,2,D,2,D,,A
20243,05670032,10,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,4500,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05670472,19,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3850,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05670512,29,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2250,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05670832,8,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,2259,,D,A,,A,,A,,A,,A,2,D,,A,1,D,,A,1,D,2,D,1,D,2,D,,A
20243,05670842,16,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3963,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05671062,30,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,6153,,D,A,,A,,A,,A,2,D,1,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
20243,05671072,14,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,13646,,T,A,,A,,A,,A,2,D,1,D,,A,2,D,,A,1,D,2,D,2,D,2,D,,A
20243,05671082,11,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,3300,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,2,D,2,D,2,D,,A
20243,05671122,25,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,1500,,D,A,,A,,A,,A,2,D,2,D,,A,1,D,,A,1,D,1,D,2,D,2,D,,A
