QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDPCARY,MEDP_ARY,MEDPGFTC,MEDP_FTC,MEDPMTMO,MEDP_TMO,MEDPMTX,MEDPMTX_,MEDPCY1,MEDPCY1_,MEDPCY2,MEDPCY2_,MEDPCY3,MEDPCY3_,MEDPCY4,MEDPCY4_,MEDPCY5,MEDPCY5_,MEDPCY6,MEDPCY6_,MEDPCY7,MEDPCY7_,MEDPCY8,MEDPCY8_,MEDPCY9,MEDPCY9_,MEDPPRNT,MEDP_RNT,MEDPNOUT,MEDP_OUT
20242,05585062,20,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585092,12,0,1,330,D,1,D,01,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585202,15,0,1,620,D,1,D,13,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585222,15,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585222,16,0,1,200,D,1,D,03,D,780,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585272,21,0,1,200,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585272,22,0,1,110,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585282,22,0,1,620,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585282,23,0,1,620,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585282,24,0,1,420,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585282,25,0,2,620,D,1,D,01,D,1060,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585292,27,0,1,200,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585292,28,0,1,200,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585292,29,0,1,330,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585322,9,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585362,13,0,1,525,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585402,16,0,1,620,D,1,D,03,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585402,17,0,1,330,D,1,D,03,D,2400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585532,14,0,1,620,D,1,D,13,D,98,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585532,15,0,1,200,D,1,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585532,16,0,1,420,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585602,18,0,1,620,D,1,D,13,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585612,6,0,1,110,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585612,7,0,1,510,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585642,17,0,1,620,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585642,18,0,1,510,D,1,D,04,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585652,29,0,1,620,D,1,D,02,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585652,30,0,1,620,D,1,D,03,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585652,31,0,1,420,D,1,D,02,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585692,13,0,1,620,D,1,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585822,19,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585822,20,0,1,120,D,1,D,03,D,176,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585822,21,0,1,120,D,1,D,04,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585822,22,0,1,200,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585822,23,0,2,200,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585852,13,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585852,14,0,1,110,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585852,15,0,2,610,D,1,D,02,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585852,16,0,2,620,D,1,D,02,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585942,20,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05585952,13,0,1,410,D,1,D,13,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05586002,28,0,1,200,D,1,D,04,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586002,29,0,1,330,D,1,D,04,D,227,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586002,30,0,1,420,D,1,D,03,D,473,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586012,20,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586012,21,0,1,525,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586022,18,0,1,620,D,1,D,04,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586022,19,0,2,200,D,1,D,02,D,367,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586022,20,0,2,620,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586082,12,0,1,620,D,1,D,13,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586082,13,0,1,420,D,1,D,13,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586122,13,0,1,620,D,1,D,13,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586122,14,0,2,200,D,1,D,02,D,245,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586222,16,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586252,16,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586252,17,0,1,420,D,1,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586252,18,0,1,410,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05586262,12,0,1,620,D,1,D,13,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586312,15,0,1,200,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586332,17,0,1,620,D,1,D,13,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586332,18,0,1,330,D,1,D,04,D,758,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586332,19,0,1,420,D,1,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586382,22,0,1,620,D,1,D,02,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586382,23,0,1,620,D,1,D,03,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586382,24,0,1,620,D,1,D,04,D,104,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586382,25,0,1,645,D,1,D,02,D,570,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586382,26,0,1,645,D,1,D,03,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586382,27,0,1,645,D,1,D,04,D,119,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586412,15,0,1,620,D,1,D,13,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586412,16,0,1,110,D,1,D,02,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586412,17,0,1,110,D,1,D,03,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586412,18,0,1,110,D,1,D,04,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586412,19,0,1,200,D,1,D,04,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586522,12,0,1,120,D,1,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586542,23,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586542,24,0,1,620,D,1,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586542,25,0,1,645,D,1,D,02,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586622,11,0,1,120,D,1,D,04,D,299,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586622,12,0,1,110,D,1,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586632,10,0,1,420,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586682,28,0,1,620,D,1,D,13,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586682,29,0,1,330,D,1,D,03,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586682,30,0,1,420,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586682,31,0,1,410,D,1,D,13,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05586742,18,0,1,420,D,1,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586742,19,0,1,525,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586752,24,0,1,120,D,1,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586752,25,0,1,420,D,1,D,02,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586752,26,0,1,420,D,1,D,03,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586752,27,0,1,420,D,1,D,04,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586762,15,0,1,120,D,1,D,04,D,142,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586762,16,0,1,120,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586772,13,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586772,14,0,1,525,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586772,15,0,1,525,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586772,16,0,1,525,D,1,D,04,D,351,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586772,17,0,2,420,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586782,24,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586782,25,0,1,130,D,1,D,04,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586782,25,1,1,120,D,1,D,04,D,720,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586782,25,2,1,110,D,1,D,04,D,180,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586782,26,0,1,200,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05586782,27,0,1,330,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587212,36,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587212,37,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587212,38,0,1,200,D,1,D,02,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587212,39,0,1,200,D,1,D,03,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587212,40,0,1,200,D,1,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587212,41,0,1,200,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587212,42,0,1,420,D,1,D,13,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587292,24,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587292,25,0,1,110,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587292,26,0,1,510,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587292,27,0,2,620,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587312,12,0,1,620,D,1,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587312,13,0,1,200,D,1,D,04,D,1279,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587312,14,0,1,420,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587312,15,0,1,420,D,1,D,04,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587332,11,0,1,620,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587432,13,0,1,620,D,1,D,03,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587452,33,0,1,620,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587452,34,0,1,620,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587452,35,0,1,525,D,1,D,03,D,993,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587452,36,0,1,510,D,1,D,03,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587452,37,0,1,420,D,1,D,03,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587452,38,0,1,420,D,1,D,03,D,93,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587452,39,0,1,420,D,1,D,03,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587452,40,0,1,420,D,1,D,03,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587452,41,0,1,525,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587472,19,0,1,200,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587472,20,0,1,410,D,1,D,02,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20242,05587472,21,0,1,410,D,1,D,03,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20242,05587472,22,0,1,410,D,1,D,04,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20242,05587472,23,0,1,420,D,1,D,02,D,271,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587472,24,0,1,420,D,1,D,02,D,128,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587472,25,0,1,420,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587562,13,0,1,420,D,1,D,02,D,347,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587562,14,0,1,420,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587652,12,0,1,620,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587652,13,0,1,620,D,1,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587652,14,0,1,620,D,1,D,04,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587652,15,0,1,410,D,1,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05587702,8,0,1,130,D,1,D,04,D,,H,110,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587702,8,1,1,110,D,1,D,04,D,21,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587702,8,2,1,120,D,1,D,04,D,69,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587722,12,0,1,620,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587722,13,0,1,120,D,1,D,04,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587732,16,0,1,120,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587752,23,0,1,620,D,1,D,13,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587752,24,0,1,200,D,1,D,03,D,118,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587752,25,0,1,110,D,1,D,03,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587802,17,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587802,18,0,2,110,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587802,19,0,2,120,D,1,D,02,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587882,19,0,1,200,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587882,20,0,1,620,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05587882,21,0,1,510,D,1,D,03,D,223,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588052,9,0,1,620,D,1,D,13,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588072,10,0,1,620,D,1,D,04,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588142,17,0,1,645,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588142,18,0,1,330,D,1,D,03,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588142,19,0,1,410,D,1,D,04,D,480,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05588142,20,0,1,420,D,1,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588142,21,0,1,510,D,1,D,04,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588142,22,0,1,415,D,1,D,04,D,540,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588172,17,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588182,15,0,1,420,D,1,D,13,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588232,14,0,1,620,D,1,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588232,15,0,1,200,D,1,D,04,D,126,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588232,16,0,1,330,D,1,D,04,D,259,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588252,22,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588282,19,0,1,620,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588282,20,0,1,620,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588282,21,0,1,525,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588282,22,0,1,525,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588282,23,0,1,525,D,1,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588282,24,0,1,330,D,1,D,03,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588282,25,0,2,420,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588302,12,0,1,200,D,1,D,02,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588302,13,0,2,120,D,1,D,02,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588312,13,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588362,12,0,1,620,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588372,19,0,1,120,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588402,17,0,1,420,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588432,15,0,1,620,D,1,D,13,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588432,16,0,2,420,D,1,D,02,D,174,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588512,9,0,1,620,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588572,20,0,1,200,D,1,D,02,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588572,21,0,1,200,D,1,D,03,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588572,22,0,1,200,D,1,D,04,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588572,23,0,2,200,D,1,D,02,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588642,7,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588642,8,0,1,330,D,1,D,04,D,758,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588642,9,0,1,420,D,1,D,03,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588662,15,0,1,410,D,1,D,03,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05588662,16,0,2,410,D,1,D,02,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20242,05588692,12,0,1,330,D,1,D,04,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588702,9,0,1,620,D,1,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588702,10,0,1,620,D,1,D,04,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588702,11,0,1,200,D,1,D,04,D,198,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588712,12,0,1,620,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588872,31,0,1,620,D,1,D,13,D,368,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588872,32,0,1,645,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588872,33,0,1,120,D,1,D,02,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588872,34,0,1,330,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588872,35,0,1,420,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588872,36,0,1,420,D,1,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588882,19,0,1,645,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588882,20,0,1,330,D,1,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588882,21,0,1,330,D,1,D,03,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588882,22,0,1,330,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588882,23,0,2,900,D,1,D,02,D,,H,420,D,620,D,330,D,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588882,23,1,2,420,D,1,D,02,D,738,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588882,23,2,2,620,D,1,D,02,D,422,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588882,23,3,2,330,D,1,D,02,D,2640,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588932,14,0,1,120,D,1,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588932,15,0,1,420,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05588932,16,0,1,420,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05589022,19,0,1,120,D,1,D,03,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05589022,20,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
