QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,APPRPRYB,APPR_RYB,SRVCMOB,SRVCMOB_,REPAIRX,REPAIRX_,APPRPB1,APPRPB1_,APPRPB2,APPRPB2_,APPRPB3,APPRPB3_,APPRPB4,APPRPB4_,APPRPB5,APPRPB5_,APPRPB6,APPRPB6_,APPRPB7,APPRPB7_,APPRPB8,APPRPB8_,APPRPB9,EQBPURCH,APPRPB9_
20242,05434534,21,0,1,120,D,02,D,3500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05434534,22,0,1,140,D,04,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05434924,6,0,1,220,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05436244,5,0,2,150,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05437384,19,0,1,170,D,04,D,154,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05438134,4,0,1,120,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05440894,6,0,1,130,D,05,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05441084,3,0,1,140,D,05,D,295,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05441324,5,0,1,130,D,13,D,264,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05443234,6,0,1,170,D,05,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05443544,15,0,1,220,D,13,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05443804,7,0,1,130,D,03,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05443804,8,0,1,140,D,03,D,191,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05444044,12,0,1,130,D,03,D,93,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05538993,13,0,1,120,D,01,D,343,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05538993,14,0,1,220,D,01,D,141,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05539633,7,0,1,220,D,01,D,199,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05540003,7,0,1,220,D,13,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05543013,3,0,1,130,D,03,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05546713,5,0,1,140,D,13,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05547703,3,0,1,150,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05548353,9,0,1,120,D,02,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05548733,12,0,2,220,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05548983,14,0,1,220,D,01,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05549693,12,0,1,220,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05549793,6,0,1,130,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05552493,6,0,1,130,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05555993,6,0,1,220,D,13,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05556173,42,0,5,220,D,13,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05556743,6,0,2,130,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05557393,5,0,1,220,D,04,D,198,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05557543,6,0,1,140,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05559093,3,0,1,130,D,02,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20242,05559533,5,0,2,130,D,02,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05559583,6,0,1,120,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05560953,9,0,2,150,D,02,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05564073,11,0,1,130,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05564433,9,0,1,170,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05564723,18,0,1,130,D,05,D,385,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05566383,4,0,1,220,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05566513,4,0,2,130,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05567933,9,0,1,220,D,05,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05568483,13,0,1,130,D,03,D,382,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05568483,14,0,1,170,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05568483,15,0,1,220,D,05,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05570963,5,0,1,220,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05572873,5,0,1,120,D,05,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05574642,11,0,2,140,D,01,D,208,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05575432,4,0,1,220,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05575572,3,0,1,130,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05581262,5,0,1,130,D,01,D,798,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05581262,6,0,1,130,D,02,D,297,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05581262,7,0,1,130,D,03,D,637,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05581652,3,0,1,220,D,13,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05582022,7,0,1,140,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05582322,7,0,1,140,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05582992,5,0,1,120,D,13,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05583942,9,0,1,120,D,02,D,343,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05585032,10,0,1,220,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05585692,5,0,1,120,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05585822,6,0,1,220,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05585822,7,0,1,220,D,04,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05587292,7,0,1,220,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05587452,8,0,1,130,D,04,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05590282,5,0,2,130,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05590422,4,0,1,170,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05591172,5,0,1,130,D,13,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,3,A
20242,05595112,3,0,1,130,D,13,D,260,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05598692,6,0,1,220,D,13,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05599922,12,0,1,220,D,03,D,199,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05600992,9,0,1,220,D,05,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05601122,3,0,1,220,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05601232,4,0,1,220,D,05,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05602222,4,0,1,120,D,04,D,179,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05604782,6,0,1,220,D,04,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05604782,7,0,1,220,D,04,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05607902,9,0,1,140,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05655261,15,0,1,150,D,03,D,45,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05655271,4,0,1,130,D,13,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05659071,8,0,1,170,D,02,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05659531,12,0,1,120,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05660261,10,0,1,170,D,03,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05660361,4,0,1,220,D,03,D,458,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05661801,5,0,1,220,D,03,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05663631,7,0,1,130,D,03,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05664011,16,0,1,220,D,03,D,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05664641,3,0,1,220,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05665221,6,0,1,140,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05665401,4,0,1,170,D,03,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05665931,4,0,1,130,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05668341,9,0,1,130,D,03,D,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05668891,7,0,1,220,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05668951,11,0,1,220,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05670071,9,0,1,220,D,03,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05670131,9,0,1,220,D,13,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05670461,6,0,1,130,D,04,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05672101,4,0,1,120,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05672911,5,0,1,120,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05674741,8,0,1,220,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05676451,7,0,1,220,D,02,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05676571,9,0,1,130,D,04,D,97,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20242,05676621,6,0,1,140,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05678373,5,0,1,210,D,05,D,,H,210,D,130,D,,A,,A,,A,,A,,A,,A,,,A
20242,05678373,5,1,1,120,D,05,D,158,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05678373,5,2,1,130,D,05,D,175,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05678871,11,0,1,220,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05679421,4,0,1,220,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05680181,3,0,1,130,D,13,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05682154,6,0,1,220,D,04,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05682881,9,0,1,220,D,05,D,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05683021,14,0,1,220,D,13,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05683021,15,0,1,220,D,13,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05683061,5,0,1,220,D,05,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05685641,5,0,1,130,D,04,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05686011,13,0,1,220,D,03,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05686931,11,0,1,120,D,04,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05686931,12,0,1,220,D,04,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05687961,16,0,1,130,D,05,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05688031,10,0,1,220,D,05,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05688191,17,0,1,140,D,05,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20242,05688831,10,0,1,130,D,05,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05538544,4,0,1,220,D,06,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05539934,8,0,1,150,D,06,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543384,5,0,1,220,D,04,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05543464,3,0,1,140,D,13,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546714,6,0,1,140,D,13,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546824,8,0,1,130,D,06,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05546874,6,0,1,130,D,06,D,122,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05549254,10,0,1,120,D,05,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05550654,6,0,1,220,D,07,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05551784,9,0,1,220,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05551784,10,0,1,220,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05552944,11,0,1,220,D,06,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05553034,7,0,1,150,D,07,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05553304,7,0,2,130,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05554344,6,0,1,130,D,07,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05555794,6,0,1,170,D,07,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05555994,13,0,1,220,D,13,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05556174,12,0,1,220,D,06,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05556174,43,0,5,220,D,13,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05556774,11,0,1,130,D,06,D,318,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05558604,3,0,1,130,D,07,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05558624,6,0,1,220,D,05,D,424,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05561094,4,0,2,170,D,05,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05563444,4,0,1,220,D,07,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05564074,7,0,1,130,D,07,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05564984,7,0,1,130,D,07,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05565204,5,0,1,170,D,08,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05566024,8,0,1,220,D,06,D,235,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05566024,9,0,1,220,D,07,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05566024,10,0,1,220,D,08,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05566684,5,0,1,220,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05568074,9,0,1,130,D,08,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05568484,11,0,1,120,D,08,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05568484,12,0,1,150,D,08,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05569844,3,0,1,120,D,08,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05572254,5,0,1,130,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05572574,3,0,1,130,D,08,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05573484,9,0,1,170,D,08,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05573763,7,0,2,130,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05574213,3,0,1,130,D,05,D,276,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05574873,14,0,1,220,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05575663,12,0,1,160,D,04,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05575663,13,0,1,130,D,06,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05576303,12,0,1,220,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05576303,13,0,1,220,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05578063,6,0,1,130,D,06,D,202,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05578373,14,0,1,170,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05578873,10,0,1,120,D,06,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05581773,4,0,1,130,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05582023,8,0,1,140,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05582323,5,0,1,140,D,04,D,199,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05582993,4,0,1,220,D,13,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05584243,11,0,2,140,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05584683,13,0,1,220,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05586543,11,0,2,220,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05587753,9,0,1,220,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05589153,10,0,2,130,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05589413,8,0,1,170,D,07,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05590323,6,0,2,130,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05590863,6,0,1,220,D,05,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05591313,11,0,1,120,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05592613,4,0,1,130,D,06,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05593053,21,0,1,220,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05597213,8,0,1,140,D,08,D,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05598133,3,0,1,170,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05598233,5,0,2,130,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05598303,2,0,1,140,D,08,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05599463,7,0,1,220,D,06,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05599853,9,0,1,130,D,08,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05599853,10,0,1,130,D,08,D,958,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05599973,8,0,1,220,D,13,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05601333,7,0,1,220,D,08,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05602393,9,0,1,130,D,13,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05602423,11,0,1,220,D,07,D,97,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05603643,9,0,1,130,D,08,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05604113,5,0,1,130,D,08,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05605193,5,0,1,170,D,08,D,199,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05606283,13,0,1,130,D,06,D,1133,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05607043,15,0,1,130,D,07,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05654672,4,0,1,130,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05655572,7,0,1,220,D,13,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05657132,8,0,1,130,D,04,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05657182,12,0,1,150,D,05,D,51,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05658432,3,0,1,130,D,06,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05659622,7,0,1,130,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05661152,8,0,1,130,D,06,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05661422,6,0,2,130,D,04,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05661532,8,0,1,220,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05662492,12,0,1,220,D,05,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05662492,13,0,1,220,D,05,D,298,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05663632,3,0,2,130,D,04,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05664822,6,0,1,220,D,13,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05666903,7,0,2,120,D,05,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05667482,14,0,2,220,D,05,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05668892,13,0,1,220,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05669902,15,0,1,220,D,05,D,31,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05669902,16,0,1,220,D,06,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05669902,17,0,1,220,D,07,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05669902,18,0,1,220,D,07,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05669902,19,0,1,130,D,05,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05670132,5,0,1,120,D,13,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05670262,4,0,1,130,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05670472,4,0,1,150,D,07,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05673232,4,0,1,220,D,06,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05674742,19,0,1,220,D,06,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05674742,20,0,1,220,D,07,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05675962,10,0,1,170,D,05,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05676914,7,0,1,120,D,05,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05676942,10,0,1,130,D,07,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05677352,16,0,1,220,D,07,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05677512,16,0,1,130,D,05,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05677512,17,0,1,130,D,06,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05680492,26,0,1,150,D,13,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05680492,27,0,1,150,D,13,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05680692,9,0,1,130,D,08,D,103,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05680922,13,0,1,220,D,07,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05683032,15,0,1,220,D,06,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05683052,15,0,1,130,D,07,D,202,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05683602,14,0,1,220,D,13,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05684112,7,0,1,130,D,08,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05684462,6,0,1,120,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05686592,9,0,1,130,D,08,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05686932,14,0,2,220,D,06,D,179,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05688832,12,0,1,170,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05795531,4,0,1,220,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05798301,19,0,1,140,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05799071,10,0,1,120,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05799331,5,0,1,220,D,13,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05799971,10,0,1,220,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05800651,13,0,1,140,D,06,D,214,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05800761,21,0,1,220,D,06,D,1440,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05801331,10,0,1,220,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05801681,6,0,1,130,D,06,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05804621,10,0,1,120,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05805301,6,0,1,130,D,13,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05805411,7,0,1,220,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05805421,10,0,1,120,D,13,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05806541,5,0,1,170,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
