QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,APPRPRYB,APPR_RYB,SRVCMOB,SRVCMOB_,REPAIRX,REPAIRX_,APPRPB1,APPRPB1_,APPRPB2,APPRPB2_,APPRPB3,APPRPB3_,APPRPB4,APPRPB4_,APPRPB5,APPRPB5_,APPRPB6,APPRPB6_,APPRPB7,APPRPB7_,APPRPB8,APPRPB8_,APPRPB9,EQBPURCH,APPRPB9_
20243,05806741,11,0,1,220,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05807241,17,0,1,170,D,05,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05807333,4,0,1,120,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05807371,4,0,1,220,D,13,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05809401,7,0,1,220,D,05,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05809861,5,0,1,220,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05810171,5,0,1,170,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05811721,5,0,1,220,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05812571,3,0,1,120,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05813272,3,0,1,210,D,13,D,,H,120,D,130,D,,A,,A,,A,,A,,A,,A,,,A
20243,05813272,3,1,1,120,D,13,D,9,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05813272,3,2,1,130,D,13,D,41,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05813272,4,0,1,120,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05813291,6,0,1,220,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05813831,10,0,1,120,D,07,D,75,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05813831,11,0,1,150,D,07,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05813991,6,0,1,130,D,07,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05815731,12,0,1,220,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05818671,6,0,1,220,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05819291,14,0,1,220,D,07,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05819471,6,0,1,170,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05820661,9,0,1,130,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05821511,8,0,1,220,D,06,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05821841,6,0,1,130,D,07,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05822331,5,0,1,220,D,06,D,193,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05822741,3,0,1,220,D,07,D,114,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05822941,8,0,1,120,D,13,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05823561,7,0,1,130,D,06,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05823751,9,0,1,140,D,08,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05824031,12,0,1,220,D,07,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05824571,12,0,1,170,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05825401,12,0,1,170,D,06,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05827001,10,0,1,220,D,13,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05827591,11,0,1,220,D,13,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20243,05827621,5,0,1,220,D,13,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05574934,6,0,1,130,D,08,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05574934,7,0,1,170,D,07,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05576414,4,0,1,130,D,08,D,344,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05578684,6,0,1,130,D,07,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05578974,4,0,1,120,D,09,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05579304,4,0,1,140,D,09,D,214,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05581794,4,0,1,220,D,08,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05582024,12,0,1,140,D,08,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05582034,6,0,1,220,D,13,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05582994,6,0,1,220,D,13,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05585064,3,0,1,220,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05588144,7,0,1,170,D,10,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05588144,8,0,1,170,D,09,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05588364,8,0,1,160,D,13,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05589504,7,0,1,170,D,09,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05590234,7,0,1,220,D,09,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05590324,5,0,1,130,D,10,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05590864,4,0,1,170,D,09,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05591774,12,0,2,220,D,08,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05592504,6,0,1,130,D,09,D,187,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05592644,7,0,1,220,D,13,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05593404,5,0,1,120,D,08,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05593414,4,0,1,120,D,09,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05593574,11,0,1,140,D,10,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05596224,4,0,1,220,D,09,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05598694,5,0,1,220,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05598964,5,0,1,220,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05599924,10,0,1,220,D,09,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05601554,8,0,1,220,D,11,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05601614,4,0,1,120,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05602424,17,0,1,220,D,13,D,31,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05603454,9,0,1,220,D,11,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05604764,9,0,1,220,D,11,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05605774,5,0,2,130,D,09,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05656233,5,0,1,130,D,09,D,812,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05656693,9,0,1,220,D,08,D,164,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05658433,5,0,1,130,D,07,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05660753,9,0,1,130,D,09,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05661993,13,0,1,130,D,07,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05664253,13,0,1,220,D,09,D,258,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05664253,14,0,1,130,D,09,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05665223,11,0,1,160,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05665223,12,0,1,170,D,07,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05667173,4,0,1,150,D,09,D,277,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05668133,4,0,1,220,D,08,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05668233,5,0,1,130,D,09,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05668483,8,0,1,220,D,09,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05668893,9,0,1,220,D,09,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05669073,10,0,1,170,D,09,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05669073,11,0,1,170,D,10,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05671063,10,0,2,170,D,08,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05673233,4,0,1,220,D,08,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05673643,9,0,1,170,D,08,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05676133,5,0,2,220,D,08,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05678873,21,0,1,220,D,10,D,127,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05679433,8,0,1,120,D,09,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05680493,29,0,5,220,D,13,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05681033,12,0,1,210,D,13,D,,H,220,D,120,D,,A,,A,,A,,A,,A,,A,,,A
20244,05681033,12,1,1,220,D,13,D,41,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05681033,12,2,1,120,D,13,D,159,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05682763,11,0,1,220,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05683023,6,0,1,220,D,13,D,84,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05683033,15,0,1,220,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05683893,7,0,1,120,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05684163,6,0,1,140,D,13,D,112,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05686793,8,0,1,130,D,11,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05688843,14,0,1,130,D,11,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05795622,7,0,2,130,D,07,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05795802,5,0,2,130,D,07,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05796852,16,0,1,130,D,08,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05798122,7,0,1,140,D,08,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05800762,13,0,1,220,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05800762,14,0,1,220,D,09,D,1015,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05803602,6,0,1,140,D,09,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05804252,5,0,1,120,D,13,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05805412,6,0,1,220,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05806282,4,0,1,220,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05806282,5,0,1,150,D,08,D,199,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05806282,6,0,2,150,D,07,D,184,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05806762,3,0,1,130,D,09,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05807542,6,0,1,130,D,08,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05809422,9,0,2,220,D,08,D,147,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05809862,4,0,1,220,D,10,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05810774,8,0,1,220,D,09,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05811172,19,0,1,220,D,09,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05812412,14,0,1,130,D,09,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05814202,6,0,1,220,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05815182,9,0,2,220,D,08,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05816632,4,0,1,120,D,08,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05817022,5,0,1,220,D,10,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05817152,9,0,1,220,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05818212,7,0,1,130,D,10,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05818672,11,0,1,220,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05818672,12,0,1,220,D,13,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05818752,5,0,1,220,D,09,F,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05821512,12,0,1,220,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05822332,8,0,1,220,D,13,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05823022,6,0,1,220,D,09,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05823522,8,0,1,150,D,10,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05823652,8,0,1,120,D,11,D,1006,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05827322,15,0,1,220,D,13,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05827592,12,0,1,220,D,13,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05829062,3,0,1,130,D,11,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05831501,6,0,1,130,D,13,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05831971,14,0,1,220,D,08,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05832391,16,0,1,120,D,07,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05832391,17,0,1,170,D,09,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05834891,7,0,1,140,D,07,D,435,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05837891,17,0,1,220,D,13,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05837891,18,0,1,220,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05839401,8,0,1,220,D,13,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05839811,4,0,1,150,D,07,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05842381,4,0,1,120,D,08,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05842971,12,0,1,220,D,13,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05843691,11,0,1,120,D,10,D,195,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05843771,5,0,1,220,D,10,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05844581,13,0,1,120,D,08,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05844631,11,0,1,130,D,09,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05844921,8,0,1,130,D,08,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05845641,5,0,1,130,D,10,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05847381,6,0,1,130,D,08,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05848261,8,0,1,170,D,09,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05848281,4,0,1,150,D,10,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05849251,7,0,1,220,D,09,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05849381,5,0,1,220,D,13,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05851151,4,0,1,130,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05851281,11,0,1,130,D,09,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05852021,6,0,1,220,D,13,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05853101,7,0,1,220,D,13,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05853161,4,0,1,220,D,08,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05854921,5,0,1,170,D,11,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05855021,7,0,1,130,D,09,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20244,05858641,10,0,1,220,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05858651,7,0,1,130,D,10,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05860861,9,0,1,120,D,13,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05861571,17,0,1,220,D,09,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05861711,14,0,1,140,D,10,D,645,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05861771,6,0,1,220,D,09,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05861791,7,0,1,120,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20244,05864871,3,0,1,220,D,13,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05655574,7,0,1,220,D,13,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05655574,8,0,1,220,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05655684,8,0,1,220,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05655764,6,0,1,170,D,12,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05656764,5,0,1,150,D,12,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05657584,5,0,1,220,D,11,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05659004,12,0,1,220,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05660364,17,0,1,220,D,12,D,807,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05661234,9,0,2,220,D,10,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05662814,5,0,1,120,D,11,D,634,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05663434,5,0,1,130,D,11,D,373,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05664254,9,0,2,220,D,10,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05664824,6,0,1,220,D,13,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05665604,6,0,1,140,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05667284,5,0,1,220,D,11,D,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05668034,8,0,1,220,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05668054,7,0,1,210,D,13,D,,H,120,D,220,D,,A,,A,,A,,A,,A,,A,,,A
20251,05668054,7,1,1,120,D,13,D,11,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05668054,7,2,1,220,D,13,D,9,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05668894,8,0,1,220,D,13,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05671824,7,0,1,120,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05671914,4,0,1,220,D,01,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05672654,28,0,1,170,D,12,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05672654,29,0,1,140,D,01,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05672654,30,0,1,170,D,01,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05673904,12,0,1,120,D,01,D,299,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05674224,4,0,1,220,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05674284,25,0,1,130,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05674744,10,0,1,220,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05675204,8,0,2,220,D,11,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05675964,8,0,1,220,D,13,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05676554,8,0,1,170,D,13,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05677224,10,0,1,140,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05677514,10,0,1,130,D,11,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05679424,11,0,1,220,D,12,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05679844,8,0,1,120,D,12,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05680494,19,0,5,220,D,13,D,51,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05683034,15,0,1,220,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05684164,4,0,1,130,D,01,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05684934,5,0,1,150,D,12,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05686014,9,0,1,220,D,02,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05686054,14,0,1,220,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05686054,15,0,2,220,D,12,D,127,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05797453,7,0,1,220,D,12,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05798303,15,0,1,140,D,10,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05799073,16,0,1,220,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05799813,6,0,1,220,D,13,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05800763,16,0,1,220,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05800763,17,0,1,220,D,10,D,2768,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05800763,18,0,1,140,D,12,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05800973,11,0,1,220,D,10,D,149,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05801103,4,0,2,130,D,10,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05805413,5,0,1,220,D,11,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05808643,14,0,1,220,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05811393,12,0,1,170,D,01,D,221,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05811893,4,0,1,130,D,13,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05812113,5,0,1,220,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05812573,5,0,1,220,D,01,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05812573,6,0,1,220,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05813063,11,0,1,130,D,11,D,971,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05815733,7,0,1,220,D,01,D,188,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05816953,6,0,1,120,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05817753,12,0,1,130,D,12,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05818673,7,0,1,120,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05819213,10,0,1,170,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05820313,7,0,2,170,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05822153,7,0,1,220,D,01,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05822243,5,0,2,130,D,12,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05822943,3,0,1,220,D,02,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05823143,10,0,1,220,D,12,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05825083,14,0,1,220,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05825083,15,0,1,130,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05825153,3,0,1,130,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05827323,20,0,1,220,D,13,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05827593,15,0,1,220,D,13,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05828523,10,0,1,220,D,13,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05828623,7,0,1,120,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05829443,8,0,1,140,D,02,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05830383,5,0,1,160,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05832342,8,0,1,220,D,10,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05832852,6,0,1,140,D,11,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05832862,7,0,1,220,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05834892,24,0,1,140,D,10,D,745,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20251,05836342,4,0,1,130,D,10,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
