QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20242,05600232,45,1,1,52,E,120,D
20242,05600232,45,2,1,6,E,140,D
20242,05600232,45,3,1,263,E,150,D
20242,05600232,45,4,1,33,E,160,D
20242,05600232,45,5,1,19,E,170,D
20242,05600232,45,6,1,35,E,180,D
20242,05600232,45,7,1,42,E,190,D
20242,05602742,27,0,1,,H,,A
20242,05602742,27,1,1,77,E,120,D
20242,05602742,27,2,1,13,E,140,D
20242,05602742,27,3,1,803,E,150,D
20242,05602742,27,4,1,74,E,160,D
20242,05602742,27,5,1,38,E,170,D
20242,05602742,27,6,1,510,E,180,D
20242,05602742,27,7,1,85,E,190,D
20242,05603002,37,0,1,,H,,A
20242,05603002,37,1,1,144,E,120,D
20242,05603002,37,2,1,29,E,140,D
20242,05603002,37,3,1,1498,E,150,D
20242,05603002,37,4,1,139,E,160,D
20242,05603002,37,5,1,72,E,170,D
20242,05603002,37,6,1,958,E,180,D
20242,05603002,37,7,1,160,E,190,D
20242,05604592,61,0,1,,H,,A
20242,05604592,61,1,1,500,E,130,D
20242,05604782,47,0,1,,H,,A
20242,05604782,47,1,1,60,E,100,D
20242,05604782,47,2,1,13,E,110,D
20242,05604782,47,3,1,30,E,120,D
20242,05604782,47,4,1,135,E,130,D
20242,05604782,47,5,1,6,E,140,D
20242,05604782,47,6,1,164,E,150,D
20242,05604782,47,7,1,25,E,160,D
20242,05604782,47,8,1,16,E,170,D
20242,05604782,47,9,1,2,E,180,D
20242,05604782,47,10,1,49,E,190,D
20242,05605072,33,0,1,,H,,A
20242,05605072,33,1,1,16,E,100,D
20242,05605072,33,2,1,3,E,110,D
20242,05605072,33,3,1,6,E,120,D
20242,05605072,33,4,1,29,E,130,D
20242,05605072,33,5,1,1,E,140,D
20242,05605072,33,6,1,39,E,150,D
20242,05605072,33,7,1,3,E,160,D
20242,05605072,33,8,1,5,E,170,D
20242,05605072,33,9,1,78,E,180,D
20242,05605072,33,10,1,6,E,190,D
20242,05605072,33,11,1,9,E,210,D
20242,05605072,33,12,1,5,E,220,D
20242,05607992,28,0,1,,H,,A
20242,05607992,28,1,1,800,E,130,D
20242,05654671,31,0,1,,H,,A
20242,05654671,31,1,1,10,E,120,D
20242,05654671,31,2,1,46,E,130,D
20242,05654671,31,3,1,1,E,140,D
20242,05654671,31,4,1,76,E,150,D
20242,05654671,31,5,1,7,E,160,D
20242,05654671,31,6,1,3,E,170,D
20242,05654671,31,7,1,49,E,180,D
20242,05654671,31,8,1,8,E,190,D
20242,05656791,18,0,1,,H,,A
20242,05656791,18,1,1,268,E,100,D
20242,05656791,18,2,1,83,E,110,D
20242,05656791,18,3,1,141,E,120,D
20242,05656791,18,4,1,570,E,130,D
20242,05656791,18,5,1,19,E,140,D
20242,05656791,18,6,1,749,E,150,D
20242,05656791,18,7,1,94,E,160,D
20242,05656791,18,8,1,55,E,170,D
20242,05656791,18,9,1,99,E,180,D
20242,05656791,18,10,1,122,E,190,D
20242,05657051,37,0,1,,H,,A
20242,05657051,37,1,1,36,E,120,D
20242,05657051,37,2,1,236,E,130,D
20242,05657051,37,3,1,6,E,140,D
20242,05657051,37,4,1,383,E,150,D
20242,05657051,37,5,1,35,E,160,D
20242,05657051,37,6,1,18,E,170,D
20242,05657051,37,7,1,245,E,180,D
20242,05657051,37,8,1,41,E,190,D
20242,05657181,24,0,1,,H,,A
20242,05657181,24,1,1,150,E,100,D
20242,05657181,24,2,1,34,E,110,D
20242,05657181,24,3,1,62,E,120,D
20242,05657181,24,4,1,274,E,130,D
20242,05657181,24,5,1,10,E,140,D
20242,05657181,24,6,1,311,E,150,D
20242,05657181,24,7,1,30,E,160,D
20242,05657181,24,8,1,48,E,170,D
20242,05657181,24,9,1,725,E,180,D
20242,05657181,24,10,1,56,E,190,D
20242,05660161,23,0,1,,H,,A
20242,05660161,23,1,1,29,E,100,D
20242,05660161,23,2,1,13,E,110,D
20242,05660161,23,3,1,10,E,120,D
20242,05660161,23,4,1,67,E,130,D
20242,05660161,23,5,1,2,E,140,D
20242,05660161,23,6,1,69,E,150,D
20242,05660161,23,7,1,12,E,170,D
20242,05660161,23,8,1,92,E,180,D
20242,05660161,23,9,1,6,E,190,D
20242,05661151,24,0,1,,H,,A
20242,05661151,24,1,1,1,E,100,D
20242,05661151,24,2,1,2,E,130,D
20242,05661151,24,3,1,3,E,150,D
20242,05661151,24,4,1,6,E,210,D
20242,05661151,24,5,1,1,E,220,D
20242,05663111,62,0,1,,H,,A
20242,05663111,62,1,1,128,E,120,D
20242,05663111,62,2,1,18,E,140,D
20242,05663111,62,3,1,707,E,150,D
20242,05663111,62,4,1,88,E,160,D
20242,05663111,62,5,1,52,E,170,D
20242,05663111,62,6,1,93,E,180,D
20242,05663111,62,7,1,114,E,190,D
20242,05663531,24,0,1,,H,,A
20242,05663531,24,1,1,195,E,100,D
20242,05663531,24,2,1,44,E,110,D
20242,05663531,24,3,1,80,E,120,D
20242,05663531,24,4,1,349,E,130,D
20242,05663531,24,5,1,14,E,140,D
20242,05663531,24,6,1,403,E,150,D
20242,05663531,24,7,1,40,E,160,D
20242,05663531,24,8,1,63,E,170,D
20242,05663531,24,9,1,939,E,180,D
20242,05663531,24,10,1,73,E,190,D
20242,05664531,10,0,1,,H,,A
20242,05664531,10,1,1,38,E,120,D
20242,05664531,10,2,1,6,E,140,D
20242,05664531,10,3,1,174,E,150,D
20242,05664531,10,4,1,17,E,160,D
20242,05664531,10,5,1,27,E,170,D
20242,05664531,10,6,1,407,E,180,D
20242,05664531,10,7,1,31,E,190,D
20242,05664821,29,0,1,,H,,A
20242,05664821,29,1,1,31,E,120,D
20242,05664821,29,2,1,3,E,140,D
20242,05664821,29,3,1,146,E,150,D
20242,05664821,29,4,1,18,E,160,D
20242,05664821,29,5,1,10,E,170,D
20242,05664821,29,6,1,19,E,180,D
20242,05664821,29,7,1,23,E,190,D
20242,05666711,50,0,1,,H,,A
20242,05666711,50,1,1,15,E,120,D
20242,05666711,50,2,1,2,E,140,D
20242,05666711,50,3,1,62,E,150,D
20242,05666711,50,4,1,6,E,160,D
20242,05666711,50,5,1,9,E,170,D
20242,05666711,50,6,1,145,E,180,D
20242,05666711,50,7,1,11,E,190,D
20242,05668721,62,0,1,,H,,A
20242,05668721,62,1,1,94,E,100,D
20242,05668721,62,2,1,20,E,110,D
20242,05668721,62,3,1,25,E,120,D
20242,05668721,62,4,1,160,E,130,D
20242,05668721,62,5,1,4,E,140,D
20242,05668721,62,6,1,264,E,150,D
20242,05668721,62,7,1,24,E,160,D
20242,05668721,62,8,1,12,E,170,D
20242,05668721,62,9,1,169,E,180,D
20242,05668721,62,10,1,28,E,190,D
20242,05669671,39,0,1,,H,,A
20242,05669671,39,1,1,1173,E,100,D
20242,05669671,39,2,1,289,E,110,D
20242,05669671,39,3,1,569,E,120,D
20242,05669671,39,4,1,2344,E,130,D
20242,05669671,39,5,1,75,E,140,D
20242,05669671,39,6,1,4497,E,150,D
20242,05669671,39,7,1,221,E,170,D
20242,05669671,39,8,1,661,E,190,D
20242,05669671,39,9,1,548,E,210,D
20242,05669671,39,10,1,623,E,220,D
20242,05670901,15,0,1,,H,,A
20242,05670901,15,1,1,34,E,100,D
20242,05670901,15,2,1,8,E,110,D
20242,05670901,15,3,1,19,E,120,D
20242,05670901,15,4,1,68,E,130,D
20242,05670901,15,5,1,4,E,140,D
20242,05670901,15,6,1,76,E,150,D
20242,05670901,15,7,1,11,E,160,D
20242,05670901,15,8,1,16,E,170,D
20242,05670901,15,9,1,14,E,180,D
20242,05670901,15,10,1,17,E,190,D
20242,05670901,15,11,1,18,E,210,D
20242,05670901,15,12,1,5,E,220,D
20242,05671061,53,0,1,,H,,A
20242,05671061,53,1,1,168,E,100,D
20242,05671061,53,2,1,50,E,110,D
20242,05671061,53,3,1,83,E,120,D
20242,05671061,53,4,1,12,E,140,D
20242,05671061,53,5,1,460,E,150,D
20242,05671061,53,6,1,58,E,160,D
20242,05671061,53,7,1,34,E,170,D
20242,05671061,53,8,1,61,E,180,D
20242,05671061,53,9,1,74,E,190,D
20242,05673871,34,0,1,,H,,A
20242,05673871,34,1,1,328,E,100,D
20242,05673871,34,2,1,101,E,110,D
20242,05673871,34,3,1,167,E,120,D
20242,05673871,34,4,1,24,E,140,D
20242,05673871,34,5,1,925,E,150,D
20242,05673871,34,6,1,116,E,160,D
20242,05673871,34,7,1,68,E,170,D
20242,05673871,34,8,1,122,E,180,D
20242,05673871,34,9,1,149,E,190,D
20242,05673961,32,0,1,,H,,A
20242,05673961,32,1,1,566,E,100,D
20242,05673961,32,2,1,129,E,110,D
20242,05673961,32,3,1,1005,E,130,D
20242,05678071,21,0,1,,H,,A
20242,05678071,21,1,1,60,E,120,D
20242,05678071,21,2,1,10,E,140,D
20242,05678071,21,3,1,303,E,150,D
20242,05678071,21,4,1,29,E,160,D
20242,05678071,21,5,1,46,E,170,D
20242,05678071,21,6,1,698,E,180,D
20242,05678071,21,7,1,54,E,190,D
20242,05678453,24,0,1,,H,,A
20242,05678453,24,1,1,36,E,120,D
20242,05678453,24,2,1,6,E,140,D
20242,05678453,24,3,1,374,E,150,D
20242,05678453,24,4,1,34,E,160,D
20242,05678453,24,5,1,21,E,170,D
20242,05678453,24,6,1,239,E,180,D
20242,05678453,24,7,1,40,E,190,D
20242,05679281,26,0,1,,H,,A
20242,05679281,26,1,1,23,E,120,D
20242,05679281,26,2,1,8,E,140,D
20242,05679281,26,3,1,161,E,150,D
20242,05679281,26,4,1,28,E,170,D
20242,05679281,26,5,1,215,E,180,D
20242,05679281,26,6,1,15,E,190,D
20242,05680921,19,0,1,,H,,A
20242,05680921,19,1,1,38,E,120,D
20242,05680921,19,2,1,8,E,140,D
20242,05680921,19,3,1,232,E,150,D
20242,05680921,19,4,1,40,E,170,D
20242,05680921,19,5,1,310,E,180,D
20242,05680921,19,6,1,22,E,190,D
20242,05682411,30,0,1,,H,,A
20242,05682411,30,1,1,7046,U,130,D
20242,05683031,50,0,1,,H,,A
20242,05683031,50,1,1,3,E,120,D
20242,05683031,50,2,1,41,E,150,D
20242,05683031,50,3,1,3,E,160,D
20242,05683031,50,4,1,1,E,170,D
20242,05683031,50,5,1,23,E,180,D
20242,05683031,50,6,1,4,E,190,D
20242,05685094,21,0,1,,H,,A
20242,05685094,21,1,1,20,E,120,D
20242,05685094,21,2,1,3,E,140,D
20242,05685094,21,3,1,174,E,150,D
20242,05685094,21,4,1,16,E,160,D
20242,05685094,21,5,1,8,E,170,D
20242,05685094,21,6,1,111,E,180,D
20242,05685094,21,7,1,18,E,190,D
20242,05686051,40,0,1,,H,,A
20242,05686051,40,1,1,23,E,100,D
20242,05686051,40,2,1,5,E,110,D
20242,05686051,40,3,1,6,E,120,D
20242,05686051,40,4,1,41,E,130,D
20242,05686051,40,5,1,1,E,140,D
20242,05686051,40,6,1,74,E,150,D
20242,05686051,40,7,1,6,E,160,D
20242,05686051,40,8,1,3,E,170,D
20242,05686051,40,9,1,43,E,180,D
20242,05686051,40,10,1,7,E,190,D
20242,05686051,40,11,1,10,E,210,D
20242,05686051,40,12,1,11,E,220,D
20242,05686991,29,0,1,,H,,A
20242,05686991,29,1,1,569,E,100,D
20242,05686991,29,2,1,175,E,110,D
20242,05686991,29,3,1,1206,E,130,D
20243,05541894,20,0,1,,H,,A
20243,05541894,20,1,1,405,E,100,D
20243,05541894,20,2,1,80,E,110,D
20243,05541894,20,3,1,138,E,120,D
20243,05541894,20,4,1,822,E,130,D
20243,05541894,20,5,1,20,E,140,D
20243,05541894,20,6,1,1355,E,150,D
20243,05541894,20,7,1,101,E,160,D
20243,05541894,20,8,1,61,E,170,D
20243,05541894,20,9,1,389,E,180,D
20243,05541894,20,10,1,129,E,190,D
20243,05545804,74,0,1,,H,,A
20243,05545804,74,1,1,57,E,210,D
20243,05545804,74,2,1,43,E,220,D
20243,05545884,25,0,1,,H,,A
20243,05545884,25,1,1,1000,E,130,D
20243,05546384,29,0,1,,H,,A
20243,05546384,29,1,1,14,E,120,D
20243,05546384,29,2,1,58,E,130,D
20243,05546384,29,3,1,2,E,140,D
20243,05546384,29,4,1,105,E,150,D
20243,05546384,29,5,1,13,E,160,D
20243,05546384,29,6,1,11,E,170,D
20243,05546384,29,7,1,188,E,180,D
20243,05546384,29,8,1,9,E,190,D
20243,05552734,60,0,1,,H,,A
20243,05552734,60,1,1,117,E,100,D
20243,05552734,60,2,1,21,E,110,D
20243,05552734,60,3,1,38,E,120,D
20243,05552734,60,4,1,5,E,140,D
20243,05552734,60,5,1,379,E,150,D
20243,05552734,60,6,1,28,E,160,D
20243,05552734,60,7,1,17,E,170,D
20243,05552734,60,8,1,109,E,180,D
20243,05552734,60,9,1,36,E,190,D
20243,05554254,52,0,1,,H,,A
20243,05554254,52,1,1,27,E,120,D
20243,05554254,52,2,1,7,E,140,D
20243,05554254,52,3,1,195,E,150,D
20243,05554254,52,4,1,25,E,160,D
20243,05554254,52,5,1,21,E,170,D
20243,05554254,52,6,1,358,E,180,D
20243,05554254,52,7,1,17,E,190,D
20243,05556174,73,0,1,,H,,A
20243,05556174,73,1,1,33,E,120,D
20243,05556174,73,2,1,5,E,140,D
20243,05556174,73,3,1,248,E,150,D
20243,05556174,73,4,1,19,E,160,D
20243,05556174,73,5,1,23,E,170,D
20243,05556174,73,6,1,95,E,180,D
20243,05556174,73,7,1,27,E,190,D
20243,05557234,18,0,1,,H,,A
20243,05557234,18,1,1,96,E,100,D
20243,05557234,18,2,1,26,E,110,D
20243,05557234,18,3,1,238,E,130,D
20243,05557914,51,0,1,,H,,A
20243,05557914,51,1,1,224,E,100,D
20243,05557914,51,2,1,63,E,110,D
20243,05557914,51,3,1,118,E,120,D
20243,05557914,51,4,1,526,E,130,D
20243,05557914,51,5,1,16,E,140,D
20243,05557914,51,6,1,647,E,150,D
20243,05557914,51,7,1,182,E,170,D
20243,05557914,51,8,1,822,E,180,D
20243,05557914,51,9,1,132,E,190,D
20243,05557914,51,10,1,138,E,210,D
20243,05557914,51,11,1,132,E,220,D
20243,05558604,36,0,1,,H,,A
20243,05558604,36,1,1,40,E,100,D
20243,05558604,36,2,1,10,E,110,D
20243,05559384,22,0,1,,H,,A
20243,05559384,22,1,1,282,E,100,D
20243,05559384,22,2,1,68,E,110,D
20243,05559384,22,3,1,650,E,130,D
20243,05560104,40,0,1,,H,,A
20243,05560104,40,1,1,2423,E,100,D
20243,05560104,40,2,1,577,E,110,D
20243,05561464,35,0,1,,H,,A
20243,05561464,35,1,1,32,E,120,D
20243,05561464,35,2,1,162,E,130,D
20243,05561464,35,3,1,4,E,140,D
20243,05561464,35,4,1,241,E,150,D
20243,05561464,35,5,1,25,E,160,D
20243,05561464,35,6,1,15,E,170,D
20243,05561464,35,7,1,197,E,180,D
20243,05561464,35,8,1,24,E,190,D
20243,05562874,37,0,1,,H,,A
20243,05562874,37,1,1,15,E,120,D
20243,05562874,37,2,1,2,E,140,D
20243,05562874,37,3,1,99,E,150,D
20243,05562874,37,4,1,7,E,160,D
20243,05562874,37,5,1,9,E,170,D
20243,05562874,37,6,1,38,E,180,D
20243,05562874,37,7,1,10,E,190,D
20243,05563104,46,0,1,,H,,A
20243,05563104,46,1,1,240,E,210,D
20243,05563104,46,2,1,260,E,220,D
20243,05563174,28,0,1,,H,,A
20243,05563174,28,1,1,12,E,210,D
20243,05563174,28,2,1,28,E,220,D
20243,05563894,49,0,1,,H,,A
20243,05563894,49,1,1,15,E,120,D
20243,05563894,49,2,1,2,E,140,D
20243,05563894,49,3,1,130,E,150,D
20243,05563894,49,4,1,9,E,160,D
20243,05563894,49,5,1,11,E,170,D
20243,05563894,49,6,1,47,E,180,D
20243,05563894,49,7,1,13,E,190,D
20243,05565624,29,0,1,,H,,A
20243,05565624,29,1,1,500,E,130,D
20243,05565724,34,0,1,,H,,A
20243,05565724,34,1,1,60,E,100,D
20243,05565724,34,2,1,11,E,110,D
20243,05565724,34,3,1,20,E,120,D
20243,05565724,34,4,1,3,E,140,D
20243,05565724,34,5,1,202,E,150,D
20243,05565724,34,6,1,15,E,160,D
20243,05565724,34,7,1,9,E,170,D
20243,05565724,34,8,1,61,E,180,D
20243,05565724,34,9,1,19,E,190,D
20243,05567184,23,0,1,,H,,A
20243,05567184,23,1,1,40,E,100,D
20243,05567184,23,2,1,9,E,110,D
20243,05567184,23,3,1,17,E,120,D
20243,05567184,23,4,1,93,E,130,D
20243,05567184,23,5,1,3,E,140,D
20243,05567184,23,6,1,141,E,150,D
20243,05567184,23,7,1,11,E,160,D
20243,05567184,23,8,1,13,E,170,D
20243,05567184,23,9,1,53,E,180,D
20243,05567184,23,10,1,20,E,190,D
20243,05567654,67,0,1,,H,,A
20243,05567654,67,1,1,128,E,100,D
20243,05567654,67,2,1,30,E,110,D
20243,05567654,67,3,1,60,E,120,D
20243,05567654,67,4,1,10,E,140,D
20243,05567654,67,5,1,445,E,150,D
20243,05567654,67,6,1,34,E,160,D
20243,05567654,67,7,1,42,E,170,D
20243,05567654,67,8,1,170,E,180,D
20243,05567654,67,9,1,48,E,190,D
20243,05567654,67,10,1,77,E,210,D
20243,05567654,67,11,1,56,E,220,D
20243,05568074,73,0,1,,H,,A
20243,05568074,73,1,1,157,G,100,D
20243,05568074,73,2,1,49,G,110,D
20243,05568074,73,3,1,93,G,120,D
20243,05568074,73,4,1,382,G,130,D
20243,05568074,73,5,1,13,G,140,D
20243,05568074,73,6,1,665,G,150,D
20243,05568074,73,7,1,88,G,160,D
20243,05568074,73,8,1,74,G,170,D
20243,05568074,73,9,1,1223,G,180,D
20243,05568074,73,10,1,61,G,190,D
20243,05568074,73,11,1,122,G,210,D
20243,05568074,73,12,1,73,G,220,D
20243,05571014,26,0,1,,H,,A
20243,05571014,26,1,1,14,E,120,D
20243,05571014,26,2,1,58,E,130,D
20243,05571014,26,3,1,2,E,140,D
20243,05571014,26,4,1,105,E,150,D
20243,05571014,26,5,1,13,E,160,D
20243,05571014,26,6,1,11,E,170,D
20243,05571014,26,7,1,188,E,180,D
20243,05571014,26,8,1,9,E,190,D
20243,05571464,40,0,1,,H,,A
20243,05571464,40,1,1,48,E,100,D
20243,05571464,40,2,1,10,E,110,D
20243,05571464,40,3,1,18,E,120,D
20243,05571464,40,4,1,3,E,140,D
20243,05571464,40,5,1,150,E,150,D
20243,05571464,40,6,1,11,E,160,D
20243,05571464,40,7,1,14,E,170,D
20243,05571464,40,8,1,57,E,180,D
20243,05571464,40,9,1,16,E,190,D
20243,05572724,44,0,1,,H,,A
20243,05572724,44,1,1,86,E,100,D
20243,05572724,44,2,1,26,E,110,D
20243,05572724,44,3,1,50,E,120,D
20243,05572724,44,4,1,7,E,140,D
20243,05572724,44,5,1,357,E,150,D
20243,05572724,44,6,1,47,E,160,D
20243,05572724,44,7,1,39,E,170,D
20243,05572724,44,8,1,656,E,180,D
20243,05572724,44,9,1,32,E,190,D
20243,05573683,107,0,1,,H,,A
20243,05573683,107,1,1,29,E,120,D
20243,05573683,107,2,1,4,E,140,D
20243,05573683,107,3,1,285,E,150,D
20243,05573683,107,4,1,21,E,160,D
20243,05573683,107,5,1,12,E,170,D
20243,05573683,107,6,1,81,E,180,D
20243,05573683,107,7,1,27,E,190,D
20243,05574323,41,0,1,,H,,A
20243,05574323,41,1,1,44,E,120,D
20243,05574323,41,2,1,6,E,140,D
20243,05574323,41,3,1,432,E,150,D
20243,05574323,41,4,1,32,E,160,D
20243,05574323,41,5,1,19,E,170,D
20243,05574323,41,6,1,124,E,180,D
20243,05574323,41,7,1,43,E,190,D
20243,05574853,16,0,1,,H,,A
20243,05574853,16,1,1,391,E,100,D
20243,05574853,16,2,1,109,E,110,D
20243,05576273,61,0,1,,H,,A
20243,05576273,61,1,1,35,E,100,D
20243,05576273,61,2,1,8,E,110,D
20243,05576273,61,3,1,19,E,120,D
20243,05576273,61,4,1,2,E,140,D
20243,05576273,61,5,1,121,E,150,D
20243,05576273,61,6,1,9,E,160,D
20243,05576273,61,7,1,11,E,170,D
20243,05576273,61,8,1,46,E,180,D
20243,05576273,61,9,1,13,E,190,D
20243,05576273,61,10,1,21,E,210,D
20243,05576273,61,11,1,15,E,220,D
20243,05578183,61,0,1,,H,,A
20243,05578183,61,1,1,243,E,100,D
20243,05578183,61,2,1,45,E,110,D
20243,05578183,61,3,1,88,E,120,D
20243,05578183,61,4,1,493,E,130,D
20243,05578183,61,5,1,12,E,140,D
20243,05578183,61,6,1,813,E,150,D
20243,05578183,61,7,1,60,E,160,D
20243,05578183,61,8,1,36,E,170,D
20243,05578183,61,9,1,233,E,180,D
20243,05578183,61,10,1,77,E,190,D
20243,05582433,15,0,1,,H,,A
20243,05582433,15,1,1,13,E,120,D
20243,05582433,15,2,1,1,E,140,D
20243,05582433,15,3,1,114,E,150,D
20243,05582433,15,4,1,9,E,160,D
20243,05582433,15,5,1,1,E,170,D
20243,05582433,15,6,1,7,E,190,D
20243,05583343,17,0,1,,H,,A
20243,05583343,17,1,1,24,E,100,D
20243,05583343,17,2,1,7,E,110,D
20243,05583343,17,3,1,11,E,120,D
20243,05583343,17,4,1,72,E,130,D
20243,05583343,17,5,1,1,E,140,D
20243,05583343,17,6,1,118,E,150,D
20243,05583343,17,7,1,9,E,160,D
20243,05583343,17,8,1,1,E,170,D
20243,05583343,17,9,1,7,E,190,D
20243,05585193,40,0,1,,H,,A
20243,05585193,40,1,1,25,D,120,D
20243,05585193,40,2,1,3,D,140,D
20243,05585193,40,3,1,247,D,150,D
20243,05585193,40,4,1,18,D,160,D
20243,05585193,40,5,1,11,D,170,D
20243,05585193,40,6,1,71,D,180,D
20243,05585193,40,7,1,25,D,190,D
20243,05585693,21,0,1,,H,,A
20243,05585693,21,1,1,17,E,120,D
20243,05585693,21,2,1,2,E,140,D
20243,05585693,21,3,1,135,E,150,D
20243,05585693,21,4,1,13,E,160,D
20243,05585693,21,5,1,8,E,170,D
20243,05585693,21,6,1,107,E,180,D
20243,05585693,21,7,1,11,E,190,D
20243,05590453,15,0,1,,H,,A
20243,05590453,15,1,1,113,E,100,D
20243,05590453,15,2,1,31,E,110,D
20243,05590453,15,3,1,56,E,120,D
20243,05590453,15,4,1,279,E,130,D
20243,05590453,15,5,1,14,E,140,D
20243,05590453,15,6,1,415,E,150,D
20243,05590453,15,7,1,43,E,160,D
20243,05590453,15,8,1,26,E,170,D
20243,05590453,15,9,1,339,E,180,D
20243,05590453,15,10,1,35,E,190,D
20243,05590453,15,11,1,71,E,210,D
20243,05590453,15,12,1,78,E,220,D
20243,05590493,31,0,1,,H,,A
20243,05590493,31,1,1,14,E,100,D
20243,05590493,31,2,1,3,E,110,D
20243,05590493,31,3,1,7,E,120,D
20243,05590493,31,4,1,57,E,150,D
20243,05590493,31,5,1,5,E,160,D
20243,05590493,31,6,1,3,E,170,D
20243,05590493,31,7,1,42,E,180,D
20243,05590493,31,8,1,4,E,190,D
20243,05595093,41,0,1,,H,,A
20243,05595093,41,1,1,25,E,120,D
20243,05595093,41,2,1,7,E,140,D
20243,05595093,41,3,1,246,E,150,D
20243,05595093,41,4,1,18,E,160,D
20243,05595093,41,5,1,11,E,170,D
20243,05595093,41,6,1,70,E,180,D
20243,05595093,41,7,1,23,E,190,D
20243,05596623,24,0,1,,H,,A
20243,05596623,24,1,1,12,E,100,D
20243,05596623,24,2,1,3,E,110,D
20243,05596623,24,3,1,12,E,120,D
20243,05596623,24,4,1,33,E,130,D
20243,05596623,24,5,1,58,E,150,D
20243,05596623,24,6,1,4,E,160,D
20243,05596623,24,7,1,3,E,190,D
20243,05596623,24,8,1,7,E,210,D
20243,05596623,24,9,1,18,E,220,D
20243,05597133,15,0,1,,H,,A
20243,05597133,15,1,1,40,E,120,D
20243,05597133,15,2,1,10,E,140,D
20243,05597133,15,3,1,222,E,150,D
20243,05597133,15,4,1,62,E,170,D
20243,05597133,15,5,1,282,E,180,D
20243,05597133,15,6,1,45,E,190,D
20243,05597553,32,0,1,,H,,A
20243,05597553,32,1,1,585,E,100,D
20243,05597553,32,2,1,107,E,110,D
20243,05597553,32,3,1,198,E,120,D
20243,05597553,32,4,1,1175,E,130,D
20243,05597553,32,5,1,28,E,140,D
20243,05597553,32,6,1,1936,E,150,D
20243,05597553,32,7,1,144,E,160,D
20243,05597553,32,8,1,87,E,170,D
20243,05597553,32,9,1,555,E,180,D
20243,05597553,32,10,1,185,E,190,D
20243,05599863,23,0,1,,H,,A
20243,05599863,23,1,1,80,D,100,D
20243,05599863,23,2,1,20,D,110,D
20243,05600233,48,0,1,,H,,A
20243,05600233,48,1,1,304,E,100,D
20243,05600233,48,2,1,72,E,110,D
20243,05600233,48,3,1,127,E,120,D
20243,05600233,48,4,1,706,E,130,D
20243,05600233,48,5,1,23,E,140,D
20243,05600233,48,6,1,1053,E,150,D
20243,05600233,48,7,1,82,E,160,D
20243,05600233,48,8,1,100,E,170,D
20243,05600233,48,9,1,402,E,180,D
20243,05600233,48,10,1,115,E,190,D
20243,05600233,48,11,1,183,E,210,D
20243,05600233,48,12,1,133,E,220,D
20243,05601923,30,0,1,,H,,A
20243,05601923,30,1,1,43,E,120,D
20243,05601923,30,2,1,5,E,140,D
20243,05601923,30,3,1,296,E,150,D
20243,05601923,30,4,1,30,E,160,D
20243,05601923,30,5,1,18,E,170,D
20243,05601923,30,6,1,241,E,180,D
20243,05601923,30,7,1,25,E,190,D
20243,05604783,41,0,1,,H,,A
20243,05604783,41,1,1,27,E,120,D
20243,05604783,41,2,1,3,E,140,D
20243,05604783,41,3,1,134,E,150,D
20243,05604783,41,4,1,38,E,170,D
20243,05604783,41,5,1,171,E,180,D
20243,05604783,41,6,1,27,E,190,D
20243,05605693,66,0,1,,H,,A
20243,05605693,66,1,1,12,E,120,D
20243,05605693,66,2,1,40,E,130,D
20243,05605693,66,3,1,1,E,140,D
20243,05605693,66,4,1,50,E,150,D
20243,05605693,66,5,1,14,E,170,D
20243,05605693,66,6,1,63,E,180,D
20243,05605693,66,7,1,10,E,190,D
20243,05655072,56,0,1,,H,,A
20243,05655072,56,1,1,3,E,150,D
20243,05655072,56,2,1,2,E,190,D
20243,05655682,52,0,1,,H,,A
20243,05655682,52,1,1,56,E,120,D
20243,05655682,52,2,1,345,E,130,D
20243,05655682,52,3,1,5,E,140,D
20243,05655682,52,4,1,740,E,150,D
20243,05655682,52,5,1,82,E,160,D
20243,05655682,52,6,1,40,E,170,D
20243,05655682,52,7,1,92,E,190,D
20243,05659752,32,0,1,,H,,A
20243,05659752,32,1,1,83,E,120,D
20243,05659752,32,2,1,15,E,140,D
20243,05659752,32,3,1,694,E,150,D
20243,05659752,32,4,1,54,E,160,D
20243,05659752,32,5,1,65,E,170,D
20243,05659752,32,6,1,264,E,180,D
20243,05659752,32,7,1,75,E,190,D
20243,05659852,18,0,1,,H,,A
20243,05659852,18,1,1,129,E,210,D
20243,05659852,18,2,1,121,E,220,D
20243,05661842,24,0,1,,H,,A
20243,05661842,24,1,1,25,D,120,D
20243,05661842,24,2,1,3,D,140,D
20243,05661842,24,3,1,247,D,150,D
20243,05661842,24,4,1,18,D,160,D
20243,05661842,24,5,1,11,D,170,D
20243,05661842,24,6,1,71,D,180,D
20243,05661842,24,7,1,25,D,190,D
20243,05662612,59,0,1,,H,,A
20243,05662612,59,1,1,20,E,120,D
20243,05662612,59,2,1,3,E,140,D
20243,05662612,59,3,1,169,E,150,D
20243,05662612,59,4,1,12,E,160,D
20243,05662612,59,5,1,15,E,170,D
20243,05662612,59,6,1,63,E,180,D
20243,05662612,59,7,1,18,E,190,D
20243,05663642,15,0,1,,H,,A
20243,05663642,15,1,1,166,E,100,D
