QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20244,05806943,8,6,1,42,E,190,D
20244,05810302,48,0,1,,H,,A
20244,05810302,48,1,1,133,E,120,D
20244,05810302,48,2,1,681,E,130,D
20244,05810302,48,3,1,17,E,140,D
20244,05810302,48,4,1,697,E,150,D
20244,05810302,48,5,1,172,E,160,D
20244,05810302,48,6,1,41,E,170,D
20244,05810302,48,7,1,84,E,180,D
20244,05810302,48,8,1,75,E,190,D
20244,05815282,11,0,1,,H,,A
20244,05815282,11,1,1,451,E,120,D
20244,05815282,11,2,1,2907,E,130,D
20244,05815282,11,3,1,83,E,140,D
20244,05815282,11,4,1,4250,E,150,D
20244,05815282,11,5,1,435,E,160,D
20244,05815282,11,6,1,247,E,170,D
20244,05815282,11,7,1,627,E,190,D
20244,05821572,23,0,1,,H,,A
20244,05821572,23,1,1,13,E,120,D
20244,05821572,23,2,1,2,E,140,D
20244,05821572,23,3,1,101,E,150,D
20244,05821572,23,4,1,8,E,160,D
20244,05821572,23,5,1,11,E,170,D
20244,05821572,23,6,1,15,E,190,D
20244,05824842,22,0,1,,H,,A
20244,05824842,22,1,1,617,E,100,D
20244,05824842,22,2,1,168,E,110,D
20244,05824842,22,3,1,244,E,120,D
20244,05824842,22,4,1,1105,E,130,D
20244,05824842,22,5,1,44,E,140,D
20244,05824842,22,6,1,2037,E,150,D
20244,05824842,22,7,1,212,E,160,D
20244,05824842,22,8,1,123,E,170,D
20244,05824842,22,9,1,277,E,180,D
20244,05824842,22,10,1,173,E,190,D
20244,05827062,36,0,1,,H,,A
20244,05827062,36,1,1,24,E,120,D
20244,05827062,36,2,1,3,E,140,D
20244,05827062,36,3,1,168,E,150,D
20244,05827062,36,4,1,12,E,160,D
20244,05827062,36,5,1,15,E,170,D
20244,05827062,36,6,1,209,E,180,D
20244,05827062,36,7,1,29,E,190,D
20244,05827592,60,0,1,,H,,A
20244,05827592,60,1,1,33,E,120,D
20244,05827592,60,2,1,214,E,130,D
20244,05827592,60,3,1,3,E,140,D
20244,05827592,60,4,1,284,E,150,D
20244,05827592,60,5,1,29,E,160,D
20244,05827592,60,6,1,13,E,170,D
20244,05827592,60,7,1,183,E,180,D
20244,05827592,60,8,1,41,E,190,D
20244,05829622,35,0,1,,H,,A
20244,05829622,35,1,1,215,E,100,D
20244,05829622,35,2,1,39,E,110,D
20244,05829622,35,3,1,446,E,130,D
20244,05836281,22,0,1,,H,,A
20244,05836281,22,1,1,39,E,100,D
20244,05836281,22,2,1,7,E,110,D
20244,05836281,22,3,1,12,E,120,D
20244,05836281,22,4,1,82,E,130,D
20244,05836281,22,5,1,7,E,140,D
20244,05836281,22,6,1,108,E,150,D
20244,05836281,22,7,1,11,E,160,D
20244,05836281,22,8,1,5,E,170,D
20244,05836281,22,9,1,70,E,180,D
20244,05836281,22,10,1,16,E,190,D
20244,05836281,22,11,1,21,E,210,D
20244,05836281,22,12,1,22,E,220,D
20244,05836921,31,0,1,,H,,A
20244,05836921,31,1,1,111,E,100,D
20244,05836921,31,2,1,20,E,110,D
20244,05836921,31,3,1,36,E,120,D
20244,05836921,31,4,1,237,E,130,D
20244,05836921,31,5,1,3,E,140,D
20244,05836921,31,6,1,304,E,150,D
20244,05836921,31,7,1,32,E,160,D
20244,05836921,31,8,1,14,E,170,D
20244,05836921,31,9,1,198,E,180,D
20244,05836921,31,10,1,45,E,190,D
20244,05837121,23,0,1,,H,,A
20244,05837121,23,1,1,109,E,120,D
20244,05837121,23,2,1,14,E,140,D
20244,05837121,23,3,1,574,E,150,D
20244,05837121,23,4,1,141,E,160,D
20244,05837121,23,5,1,33,E,170,D
20244,05837121,23,6,1,68,E,180,D
20244,05837121,23,7,1,61,E,190,D
20244,05838041,36,0,1,,H,,A
20244,05838041,36,1,1,19,E,120,D
20244,05838041,36,2,1,2,E,140,D
20244,05838041,36,3,1,109,E,150,D
20244,05838041,36,4,1,8,E,160,D
20244,05838041,36,5,1,10,E,170,D
20244,05838041,36,6,1,136,E,180,D
20244,05838041,36,7,1,16,E,190,D
20244,05839551,30,0,1,,H,,A
20244,05839551,30,1,1,197,E,100,D
20244,05839551,30,2,1,53,E,110,D
20244,05839551,30,3,1,78,E,120,D
20244,05839551,30,4,1,19,E,140,D
20244,05839551,30,5,1,653,E,150,D
20244,05839551,30,6,1,68,E,160,D
20244,05839551,30,7,1,39,E,170,D
20244,05839551,30,8,1,88,E,180,D
20244,05839551,30,9,1,55,E,190,D
20244,05839684,33,0,1,,H,,A
20244,05839684,33,1,1,148,E,100,D
20244,05839684,33,2,1,40,E,110,D
20244,05839684,33,3,1,63,E,120,D
20244,05839684,33,4,1,264,E,130,D
20244,05839684,33,5,1,10,E,140,D
20244,05839684,33,6,1,488,E,150,D
20244,05839684,33,7,1,51,E,160,D
20244,05839684,33,8,1,29,E,170,D
20244,05839684,33,9,1,66,E,180,D
20244,05839684,33,10,1,41,E,190,D
20244,05840861,21,0,1,,H,,A
20244,05840861,21,1,1,389,E,100,D
20244,05840861,21,2,1,111,E,110,D
20244,05841751,52,0,1,,H,,A
20244,05841751,52,1,1,78,E,100,D
20244,05841751,52,2,1,18,E,110,D
20244,05841751,52,3,1,25,E,120,D
20244,05841751,52,4,1,162,E,130,D
20244,05841751,52,5,1,2,E,140,D
20244,05841751,52,6,1,213,E,150,D
20244,05841751,52,7,1,22,E,160,D
20244,05841751,52,8,1,10,E,170,D
20244,05841751,52,9,1,139,E,180,D
20244,05841751,52,10,1,31,E,190,D
20244,05841861,22,0,1,,H,,A
20244,05841861,22,1,1,24,E,100,D
20244,05841861,22,2,1,6,E,110,D
20244,05841861,22,3,1,9,E,120,D
20244,05841861,22,4,1,1,E,140,D
20244,05841861,22,5,1,70,E,150,D
20244,05841861,22,6,1,4,E,160,D
20244,05841861,22,7,1,6,E,170,D
20244,05841861,22,8,1,81,E,180,D
20244,05841861,22,9,1,9,E,190,D
20244,05842781,20,0,1,,H,,A
20244,05842781,20,1,1,335,E,100,D
20244,05842781,20,2,1,65,E,110,D
20244,05842781,20,3,1,108,E,120,D
20244,05842781,20,4,1,697,E,130,D
20244,05842781,20,5,1,11,E,140,D
20244,05842781,20,6,1,913,E,150,D
20244,05842781,20,7,1,96,E,160,D
20244,05842781,20,8,1,44,E,170,D
20244,05842781,20,9,1,595,E,180,D
20244,05842781,20,10,1,136,E,190,D
20244,05845241,48,0,1,,H,,A
20244,05845241,48,1,1,70,E,120,D
20244,05845241,48,2,1,11,E,140,D
20244,05845241,48,3,1,599,E,150,D
20244,05845241,48,4,1,62,E,160,D
20244,05845241,48,5,1,29,E,170,D
20244,05845241,48,6,1,390,E,180,D
20244,05845241,48,7,1,89,E,190,D
20244,05846061,15,0,1,,H,,A
20244,05846061,15,1,1,17,E,120,D
20244,05846061,15,2,1,2,E,140,D
20244,05846061,15,3,1,195,E,150,D
20244,05846061,15,4,1,29,E,160,D
20244,05846061,15,5,1,10,E,170,D
20244,05846061,15,6,1,9,E,180,D
20244,05846061,15,7,1,18,E,190,D
20244,05847211,46,0,1,,H,,A
20244,05847211,46,1,1,87,E,100,D
20244,05847211,46,2,1,23,E,110,D
20244,05847211,46,3,1,39,E,120,D
20244,05847211,46,4,1,155,E,130,D
20244,05847211,46,5,1,6,E,140,D
20244,05847211,46,6,1,288,E,150,D
20244,05847211,46,7,1,30,E,160,D
20244,05847211,46,8,1,17,E,170,D
20244,05847211,46,9,1,39,E,180,D
20244,05847211,46,10,1,24,E,190,D
20244,05847211,46,11,1,65,E,210,D
20244,05847211,46,12,1,27,E,220,D
20244,05847651,22,0,1,,H,,A
20244,05847651,22,1,1,275,E,210,D
20244,05847651,22,2,1,225,E,220,D
20244,05849341,26,0,1,,H,,A
20244,05849341,26,1,1,61,E,100,D
20244,05849341,26,2,1,16,E,110,D
20244,05849341,26,3,1,24,E,120,D
20244,05849341,26,4,1,110,E,130,D
20244,05849341,26,5,1,4,E,140,D
20244,05849341,26,6,1,203,E,150,D
20244,05849341,26,7,1,21,E,160,D
20244,05849341,26,8,1,12,E,170,D
20244,05849341,26,9,1,27,E,180,D
20244,05849341,26,10,1,22,E,190,D
20244,05854141,16,0,1,,H,,A
20244,05854141,16,1,1,27,E,100,D
20244,05854141,16,2,1,5,E,110,D
20244,05854141,16,3,1,10,E,120,D
20244,05854141,16,4,1,54,E,130,D
20244,05854141,16,5,1,1,E,140,D
20244,05854141,16,6,1,55,E,150,D
20244,05854141,16,7,1,13,E,160,D
20244,05854141,16,8,1,3,E,170,D
20244,05854141,16,9,1,6,E,180,D
20244,05854141,16,10,1,5,E,190,D
20244,05854141,16,11,1,13,E,210,D
20244,05854141,16,12,1,8,E,220,D
20244,05854401,16,0,1,,H,,A
20244,05854401,16,1,1,283,E,100,D
20244,05854401,16,2,1,77,E,110,D
20244,05854401,16,3,1,112,E,120,D
20244,05854401,16,4,1,512,E,130,D
20244,05854401,16,5,1,20,E,140,D
20244,05854401,16,6,1,936,E,150,D
20244,05854401,16,7,1,97,E,160,D
20244,05854401,16,8,1,56,E,170,D
20244,05854401,16,9,1,127,E,180,D
20244,05854401,16,10,1,79,E,190,D
20244,05854401,16,11,1,212,E,210,D
20244,05854401,16,12,1,89,E,220,D
20244,05857881,29,0,1,,H,,A
20244,05857881,29,1,1,31,E,120,D
20244,05857881,29,2,1,5,E,140,D
20244,05857881,29,3,1,262,E,150,D
20244,05857881,29,4,1,26,E,160,D
20244,05857881,29,5,1,15,E,170,D
20244,05857881,29,6,1,35,E,180,D
20244,05857881,29,7,1,21,E,190,D
20244,05858341,15,0,1,,H,,A
20244,05858341,15,1,1,127,E,120,D
20244,05858341,15,2,1,16,E,140,D
20244,05858341,15,3,1,1368,E,150,D
20244,05858341,15,4,1,210,E,160,D
20244,05858341,15,5,1,78,E,170,D
20244,05858341,15,6,1,67,E,180,D
20244,05858341,15,7,1,134,E,190,D
20244,05860381,14,0,1,,H,,A
20244,05860381,14,1,1,185,E,100,D
20244,05860381,14,2,1,50,E,110,D
20244,05860381,14,3,1,73,E,120,D
20244,05860381,14,4,1,330,E,130,D
20244,05860381,14,5,1,17,E,140,D
20244,05860381,14,6,1,611,E,150,D
20244,05860381,14,7,1,63,E,160,D
20244,05860381,14,8,1,37,E,170,D
20244,05860381,14,9,1,83,E,180,D
20244,05860381,14,10,1,51,E,190,D
20244,05860481,50,0,1,,H,,A
20244,05860481,50,1,1,31,G,120,D
20244,05860481,50,2,1,5,G,140,D
20244,05860481,50,3,1,268,G,150,D
20244,05860481,50,4,1,27,G,160,D
20244,05860481,50,5,1,15,G,170,D
20244,05860481,50,6,1,39,G,190,D
20244,05860741,36,0,1,,H,,A
20244,05860741,36,1,1,34,E,100,D
20244,05860741,36,2,1,6,E,110,D
20244,05860741,36,3,1,11,E,120,D
20244,05860741,36,4,1,79,E,130,D
20244,05860741,36,5,1,1,E,140,D
20244,05860741,36,6,1,94,E,150,D
20244,05860741,36,7,1,9,E,160,D
20244,05860741,36,8,1,4,E,170,D
20244,05860741,36,9,1,61,E,180,D
20244,05860741,36,10,1,14,E,190,D
20244,05860741,36,11,1,18,E,210,D
20244,05860741,36,12,1,19,E,220,D
20244,05862501,20,0,1,,H,,A
20244,05862501,20,1,1,103,E,100,D
20244,05862501,20,2,1,28,E,110,D
20244,05862501,20,3,1,51,E,120,D
20244,05862501,20,4,1,6,E,140,D
20244,05862501,20,5,1,269,E,150,D
20244,05862501,20,6,1,67,E,160,D
20244,05862501,20,7,1,15,E,170,D
20244,05862501,20,8,1,32,E,180,D
20244,05862501,20,9,1,29,E,190,D
20251,05656224,43,0,1,,H,,A
20251,05656224,43,1,1,117,E,100,D
20251,05656224,43,2,1,34,E,110,D
20251,05656224,43,3,1,42,E,120,D
20251,05656224,43,4,1,8,E,140,D
20251,05656224,43,5,1,320,E,150,D
20251,05656224,43,6,1,68,E,160,D
20251,05656224,43,7,1,16,E,170,D
20251,05656224,43,8,1,54,E,180,D
20251,05656224,43,9,1,41,E,190,D
20251,05657444,20,0,1,,H,,A
20251,05657444,20,1,1,63,E,120,D
20251,05657444,20,2,1,11,E,140,D
20251,05657444,20,3,1,404,E,150,D
20251,05657444,20,4,1,81,E,160,D
20251,05657444,20,5,1,66,E,170,D
20251,05657444,20,6,1,306,E,180,D
20251,05657444,20,7,1,69,E,190,D
20251,05657854,66,0,1,,H,,A
20251,05657854,66,1,1,400,E,100,D
20251,05657854,66,2,1,120,E,110,D
20251,05657854,66,3,1,153,E,120,D
20251,05657854,66,4,1,1031,E,130,D
20251,05657854,66,5,1,28,E,140,D
20251,05657854,66,6,1,1122,E,150,D
20251,05657854,66,7,1,239,E,160,D
20251,05657854,66,8,1,58,E,170,D
20251,05657854,66,9,1,189,E,180,D
20251,05657854,66,10,1,145,E,190,D
20251,05657854,66,11,1,228,E,210,D
20251,05657854,66,12,1,287,E,220,D
20251,05657874,36,0,1,,H,,A
20251,05657874,36,1,1,47,E,120,D
20251,05657874,36,2,1,4,E,140,D
20251,05657874,36,3,1,206,E,150,D
20251,05657874,36,4,1,24,E,160,D
20251,05657874,36,5,1,4,E,170,D
20251,05657874,36,6,1,585,E,180,D
20251,05657874,36,7,1,30,E,190,D
20251,05663644,24,0,1,,H,,A
20251,05663644,24,1,1,14,G,120,D
20251,05663644,24,2,1,84,G,130,D
20251,05663644,24,3,1,2,G,140,D
20251,05663644,24,4,1,108,G,150,D
20251,05663644,24,5,1,10,G,160,D
20251,05663644,24,6,1,9,G,170,D
20251,05663644,24,7,1,23,G,190,D
20251,05663864,14,0,1,,H,,A
20251,05663864,14,1,1,55,D,100,D
20251,05663864,14,2,1,110,D,130,D
20251,05663864,14,3,1,25,D,190,D
20251,05670404,35,0,1,,H,,A
20251,05670404,35,1,1,800,E,130,D
20251,05672694,35,0,1,,H,,A
20251,05672694,35,1,1,695,E,100,D
20251,05672694,35,2,1,243,E,110,D
20251,05672694,35,3,1,2062,E,130,D
20251,05674764,40,0,1,,H,,A
20251,05674764,40,1,1,46,E,120,D
20251,05674764,40,2,1,8,E,140,D
20251,05674764,40,3,1,351,E,150,D
20251,05674764,40,4,1,74,E,160,D
20251,05674764,40,5,1,18,E,170,D
20251,05674764,40,6,1,58,E,180,D
20251,05674764,40,7,1,45,E,190,D
20251,05675394,33,0,1,,H,,A
20251,05675394,33,1,1,27,E,100,D
20251,05675394,33,2,1,7,E,110,D
20251,05675394,33,3,1,15,E,120,D
20251,05675394,33,4,1,61,E,130,D
20251,05675394,33,5,1,1,E,140,D
20251,05675394,33,6,1,95,E,150,D
20251,05675394,33,7,1,9,E,160,D
20251,05675394,33,8,1,13,E,170,D
20251,05675394,33,9,1,70,E,180,D
20251,05675394,33,10,1,12,E,190,D
20251,05675394,33,11,1,22,E,210,D
20251,05675394,33,12,1,18,E,220,D
20251,05677894,33,0,1,,H,,A
20251,05677894,33,1,1,312,E,120,D
20251,05677894,33,2,1,58,E,140,D
20251,05677894,33,3,1,2322,E,150,D
20251,05677894,33,4,1,496,E,160,D
20251,05677894,33,5,1,120,E,170,D
20251,05677894,33,6,1,392,E,180,D
20251,05677894,33,7,1,300,E,190,D
20251,05680494,34,0,1,,H,,A
20251,05680494,34,1,1,85,E,100,D
20251,05680494,34,2,1,25,E,110,D
20251,05680494,34,3,1,30,E,120,D
20251,05680494,34,4,1,5,E,140,D
20251,05680494,34,5,1,299,E,150,D
20251,05680494,34,6,1,29,E,160,D
20251,05680494,34,7,1,43,E,170,D
20251,05680494,34,8,1,222,E,180,D
20251,05680494,34,9,1,40,E,190,D
20251,05681714,57,0,1,,H,,A
20251,05681714,57,1,1,3609,E,100,D
20251,05681714,57,2,1,1086,E,110,D
20251,05681714,57,3,1,7046,U,130,D
20251,05683034,75,0,1,,H,,A
20251,05683034,75,1,1,3,E,120,D
20251,05683034,75,2,1,29,E,150,D
20251,05683034,75,3,1,6,E,160,D
20251,05683034,75,4,1,1,E,170,D
20251,05683034,75,5,1,4,E,180,D
20251,05683034,75,6,1,7,E,190,D
20251,05683504,30,0,1,,H,,A
20251,05683504,30,1,1,24,E,120,D
20251,05683504,30,2,1,4,E,140,D
20251,05683504,30,3,1,165,E,150,D
20251,05683504,30,4,1,32,E,160,D
20251,05683504,30,5,1,26,E,170,D
20251,05683504,30,6,1,122,E,180,D
20251,05683504,30,7,1,27,E,190,D
20251,05798653,44,0,1,,H,,A
20251,05798653,44,1,1,60,E,120,D
20251,05798653,44,2,1,11,E,140,D
20251,05798653,44,3,1,454,E,150,D
20251,05798653,44,4,1,96,E,160,D
20251,05798653,44,5,1,23,E,170,D
20251,05798653,44,6,1,76,E,180,D
20251,05798653,44,7,1,62,E,190,D
20251,05799473,35,0,1,,H,,A
20251,05799473,35,1,1,33,E,120,D
20251,05799473,35,2,1,6,E,140,D
20251,05799473,35,3,1,225,E,150,D
20251,05799473,35,4,1,44,E,160,D
20251,05799473,35,5,1,36,E,170,D
20251,05799473,35,6,1,168,E,180,D
20251,05799473,35,7,1,38,E,190,D
20251,05800693,18,0,1,,H,,A
20251,05800693,18,1,1,25,E,120,D
20251,05800693,18,2,1,4,E,140,D
20251,05800693,18,3,1,174,E,150,D
20251,05800693,18,4,1,34,E,160,D
20251,05800693,18,5,1,28,E,170,D
20251,05800693,18,6,1,129,E,180,D
20251,05800693,18,7,1,29,E,190,D
20251,05801833,59,0,1,,H,,A
20251,05801833,59,1,1,49,E,120,D
20251,05801833,59,2,1,9,E,140,D
20251,05801833,59,3,1,371,E,150,D
20251,05801833,59,4,1,79,E,160,D
20251,05801833,59,5,1,22,E,170,D
20251,05801833,59,6,1,62,E,180,D
20251,05801833,59,7,1,48,E,190,D
20251,05801993,11,0,1,,H,,A
20251,05801993,11,1,1,53,E,100,D
20251,05801993,11,2,1,18,E,110,D
20251,05801993,11,3,1,57,E,120,D
20251,05801993,11,4,1,1,E,140,D
20251,05801993,11,5,1,298,E,150,D
20251,05801993,11,6,1,17,E,160,D
20251,05801993,11,7,1,17,E,170,D
20251,05801993,11,8,1,509,E,180,D
20251,05801993,11,9,1,30,E,190,D
20251,05804023,21,0,1,,H,,A
20251,05804023,21,1,1,46,E,120,D
20251,05804023,21,2,1,11,E,140,D
20251,05804023,21,3,1,348,E,150,D
20251,05804023,21,4,1,74,E,160,D
20251,05804023,21,5,1,18,E,170,D
20251,05804023,21,6,1,58,E,180,D
20251,05804023,21,7,1,45,E,190,D
20251,05806593,40,0,1,,H,,A
20251,05806593,40,1,1,6,E,120,D
20251,05806593,40,2,1,1,E,140,D
20251,05806593,40,3,1,40,E,150,D
20251,05806593,40,4,1,8,E,160,D
20251,05806593,40,5,1,6,E,170,D
20251,05806593,40,6,1,30,E,180,D
20251,05806593,40,7,1,9,E,190,D
20251,05810303,47,0,1,,H,,A
20251,05810303,47,1,1,166,E,100,D
20251,05810303,47,2,1,67,E,110,D
20251,05810303,47,3,1,95,E,120,D
20251,05810303,47,4,1,298,E,130,D
20251,05810303,47,5,1,9,E,140,D
20251,05810303,47,6,1,452,E,150,D
20251,05810303,47,7,1,53,E,160,D
20251,05810303,47,8,1,9,E,170,D
20251,05810303,47,9,1,1284,E,180,D
20251,05810303,47,10,1,67,E,190,D
20251,05814783,33,0,1,,H,,A
20251,05814783,33,1,1,63,E,120,D
20251,05814783,33,2,1,11,E,140,D
20251,05814783,33,3,1,404,E,150,D
20251,05814783,33,4,1,81,E,160,D
20251,05814783,33,5,1,66,E,170,D
20251,05814783,33,6,1,306,E,180,D
20251,05814783,33,7,1,69,E,190,D
20251,05815173,48,0,1,,H,,A
20251,05815173,48,1,1,9,E,120,D
20251,05815173,48,2,1,1,E,140,D
20251,05815173,48,3,1,40,E,150,D
20251,05815173,48,4,1,8,E,160,D
20251,05815173,48,5,1,6,E,170,D
20251,05815173,48,6,1,30,E,180,D
20251,05815173,48,7,1,6,E,190,D
20251,05815893,42,0,1,,H,,A
20251,05815893,42,1,1,38,E,100,D
20251,05815893,42,2,1,11,E,110,D
20251,05815893,42,3,1,101,E,130,D
20251,05815943,28,0,1,,H,,A
20251,05815943,28,1,1,574,E,100,D
20251,05815943,28,2,1,172,E,110,D
20251,05815943,28,3,1,214,E,120,D
20251,05815943,28,4,1,1479,E,130,D
20251,05815943,28,5,1,40,E,140,D
20251,05815943,28,6,1,1610,E,150,D
20251,05815943,28,7,1,343,E,160,D
20251,05815943,28,8,1,83,E,170,D
20251,05815943,28,9,1,272,E,180,D
20251,05815943,28,10,1,213,E,190,D
20251,05819523,11,0,1,,H,,A
20251,05819523,11,1,1,25,E,100,D
20251,05819523,11,2,1,9,E,110,D
20251,05819523,11,3,1,12,E,120,D
20251,05819523,11,4,1,81,E,130,D
20251,05819523,11,5,1,2,E,140,D
20251,05819523,11,6,1,98,E,150,D
20251,05819523,11,7,1,9,E,160,D
20251,05819523,11,8,1,8,E,170,D
20251,05819523,11,9,1,21,E,190,D
20251,05819523,11,10,1,15,E,210,D
20251,05819523,11,11,1,20,E,220,D
20251,05819543,51,0,1,,H,,A
20251,05819543,51,1,1,1000,E,130,D
20251,05819983,43,0,1,,H,,A
20251,05819983,43,1,1,179,E,100,D
20251,05819983,43,2,1,57,E,110,D
20251,05819983,43,3,1,66,E,120,D
20251,05819983,43,4,1,12,E,140,D
20251,05819983,43,5,1,503,E,150,D
20251,05819983,43,6,1,107,E,160,D
20251,05819983,43,7,1,26,E,170,D
20251,05819983,43,8,1,85,E,180,D
20251,05819983,43,9,1,65,E,190,D
20251,05826163,31,0,1,,H,,A
20251,05826163,31,1,1,162,E,100,D
20251,05826163,31,2,1,68,E,110,D
20251,05826163,31,3,1,300,E,130,D
20251,05828973,30,0,1,,H,,A
20251,05828973,30,1,1,1662,E,100,D
20251,05828973,30,2,1,610,E,110,D
20251,05828973,30,3,1,836,E,120,D
20251,05828973,30,4,1,7046,U,130,D
20251,05828973,30,5,1,144,E,140,D
20251,05828973,30,6,1,6366,E,150,D
20251,05828973,30,7,1,590,E,160,D
20251,05828973,30,8,1,573,E,170,D
20251,05828973,30,9,1,1363,E,190,D
20251,05828973,30,10,1,1018,E,210,D
20251,05828973,30,11,1,1337,E,220,D
20251,05831862,39,0,1,,H,,A
20251,05831862,39,1,1,15,E,120,D
20251,05831862,39,2,1,2,E,140,D
20251,05831862,39,3,1,119,E,150,D
20251,05831862,39,4,1,24,E,160,D
20251,05831862,39,5,1,6,E,170,D
20251,05831862,39,6,1,19,E,180,D
20251,05831862,39,7,1,15,E,190,D
20251,05832382,33,0,1,,H,,A
20251,05832382,33,1,1,30,E,100,D
20251,05832382,33,2,1,9,E,110,D
20251,05832382,33,3,1,15,E,120,D
20251,05832382,33,4,1,77,E,130,D
20251,05832382,33,5,1,2,E,140,D
20251,05832382,33,6,1,84,E,150,D
20251,05832382,33,7,1,17,E,160,D
20251,05832382,33,8,1,4,E,170,D
20251,05832382,33,9,1,14,E,180,D
20251,05832382,33,10,1,10,E,190,D
20251,05832382,33,11,1,17,E,210,D
20251,05832382,33,12,1,21,E,220,D
20251,05832862,25,0,1,,H,,A
20251,05832862,25,1,1,12,E,120,D
20251,05832862,25,2,1,1,E,140,D
20251,05832862,25,3,1,89,E,150,D
20251,05832862,25,4,1,8,E,160,D
20251,05832862,25,5,1,12,E,170,D
20251,05832862,25,6,1,66,E,180,D
20251,05832862,25,7,1,12,E,190,D
20251,05838042,40,0,1,,H,,A
20251,05838042,40,1,1,57,E,120,D
20251,05838042,40,2,1,9,E,140,D
20251,05838042,40,3,1,535,E,150,D
20251,05838042,40,4,1,52,E,160,D
20251,05838042,40,5,1,77,E,170,D
20251,05838042,40,6,1,398,E,180,D
20251,05838042,40,7,1,72,E,190,D
20251,05838972,37,0,1,,H,,A
20251,05838972,37,1,1,79,E,120,D
20251,05838972,37,2,1,13,E,140,D
20251,05838972,37,3,1,759,E,150,D
20251,05838972,37,4,1,75,E,160,D
20251,05838972,37,5,1,109,E,170,D
20251,05838972,37,6,1,563,E,180,D
20251,05838972,37,7,1,102,E,190,D
20251,05847652,24,0,1,,H,,A
20251,05847652,24,1,1,40,E,100,D
20251,05847652,24,2,1,15,E,110,D
20251,05847652,24,3,1,21,E,120,D
20251,05847652,24,4,1,2,E,140,D
20251,05847652,24,5,1,102,E,150,D
20251,05847652,24,6,1,12,E,160,D
20251,05847652,24,7,1,2,E,170,D
20251,05847652,24,8,1,291,E,180,D
20251,05847652,24,9,1,15,E,190,D
20251,05847752,72,0,1,,H,,A
20251,05847752,72,1,1,16,E,100,D
20251,05847752,72,2,1,4,E,110,D
20251,05847752,72,3,1,11,E,120,D
20251,05847752,72,4,1,1,E,140,D
20251,05847752,72,5,1,45,E,150,D
20251,05847752,72,6,1,9,E,160,D
20251,05847752,72,7,1,2,E,170,D
20251,05847752,72,8,1,7,E,180,D
20251,05847752,72,9,1,5,E,190,D
20251,05853792,18,0,1,,H,,A
20251,05853792,18,1,1,3,E,100,D
20251,05853792,18,2,1,7,E,120,D
20251,05853792,18,3,1,10,E,130,D
20251,05853792,18,4,1,6,E,150,D
20251,05853792,18,5,1,1,E,180,D
20251,05853792,18,6,1,1,E,190,D
20251,05853792,18,7,1,1,E,210,D
20251,05853792,18,8,1,1,E,220,D
20251,05855612,37,0,1,,H,,A
20251,05855612,37,1,1,71,E,120,D
20251,05855612,37,2,1,9,E,140,D
20251,05855612,37,3,1,462,E,150,D
20251,05855612,37,4,1,62,E,160,D
20251,05855612,37,5,1,37,E,170,D
20251,05855612,37,6,1,89,E,180,D
20251,05855612,37,7,1,70,E,190,D
20251,05857852,45,0,1,,H,,A
20251,05857852,45,1,1,1297,E,210,D
20251,05857852,45,2,1,1703,E,220,D
20251,05862832,55,0,1,,H,,A
20251,05862832,55,1,1,71,E,120,D
20251,05862832,55,2,1,9,E,140,D
20251,05862832,55,3,1,462,E,150,D
20251,05862832,55,4,1,62,E,160,D
20251,05862832,55,5,1,37,E,170,D
20251,05862832,55,6,1,89,E,180,D
20251,05862832,55,7,1,70,E,190,D
20251,05863332,35,0,1,,H,,A
20251,05863332,35,1,1,33,E,100,D
20251,05863332,35,2,1,7,E,110,D
20251,05863332,35,3,1,10,E,120,D
20251,05863332,35,4,1,104,E,130,D
20251,05863332,35,5,1,1,E,140,D
20251,05863332,35,6,1,69,E,150,D
20251,05863332,35,7,1,9,E,160,D
20251,05863332,35,8,1,5,E,170,D
20251,05863332,35,9,1,13,E,180,D
20251,05863332,35,10,1,10,E,190,D
20251,05863332,35,11,1,21,E,210,D
20251,05863332,35,12,1,18,E,220,D
20251,05865422,35,0,1,,H,,A
20251,05865422,35,1,1,493,E,100,D
20251,05865422,35,2,1,180,E,110,D
20251,05865422,35,3,1,246,E,120,D
20251,05865422,35,4,1,1419,E,130,D
20251,05865422,35,5,1,42,E,140,D
20251,05865422,35,6,1,1877,E,150,D
20251,05865422,35,7,1,174,E,160,D
20251,05865422,35,8,1,169,E,170,D
20251,05865422,35,9,1,400,E,190,D
20251,05896371,50,0,1,,H,,A
20251,05896371,50,1,1,36,E,120,D
20251,05896371,50,2,1,6,E,140,D
20251,05896371,50,3,1,251,E,150,D
20251,05896371,50,4,1,49,E,160,D
20251,05896371,50,5,1,40,E,170,D
20251,05896371,50,6,1,186,E,180,D
20251,05896371,50,7,1,42,E,190,D
20251,05896921,38,0,1,,H,,A
20251,05896921,38,1,1,26,E,100,D
20251,05896921,38,2,1,7,E,110,D
20251,05896921,38,3,1,13,E,120,D
20251,05896921,38,4,1,59,E,130,D
20251,05896921,38,5,1,1,E,140,D
20251,05896921,38,6,1,92,E,150,D
20251,05896921,38,7,1,9,E,160,D
20251,05896921,38,8,1,13,E,170,D
20251,05896921,38,9,1,68,E,180,D
20251,05896921,38,10,1,12,E,190,D
