QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CLOTHYD,CLOTHYD_,CLSVGFTC,CLSV_FTC,CLOTHMOD,CLOT_MOD,CLSRVCX,CLSRVCX_,CLOTHD1,CLOTHD1_,CLOTHD2,CLOTHD2_,CLOTHD3,CLOTHD3_,CLOTHD4,CLOTHD4_,CLOTHD5,CLOTHD5_,CLOTHD6,CLOTHD6_,CLOTHD7,CLOTHD7_,CLOTHD8,CLOTHD8_,CLOTHD9,CLOTHD9_,CLDPURCH
20243,05667462,2,0,1,380,D,1,D,05,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05667482,5,0,1,470,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05667772,4,0,1,470,D,1,D,07,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05668252,6,0,1,400,D,1,D,05,D,,H,400,D,120,D,,A,,A,,A,,A,,A,,A,,A,
20243,05668252,6,1,1,120,D,1,D,05,D,558,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05668252,6,2,1,380,D,1,D,05,D,42,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05668462,1,0,1,120,D,1,D,07,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05668622,2,0,1,380,D,1,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05668722,3,0,2,120,D,1,D,05,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20243,05668862,1,0,1,470,D,1,D,05,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05669142,2,0,1,380,D,1,D,07,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05669292,8,0,1,380,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05669402,1,0,1,120,D,1,D,07,D,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05669402,2,0,1,450,D,1,D,07,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20243,05669742,1,0,1,380,D,1,D,07,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05670452,5,0,1,380,D,1,D,07,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05670882,3,0,1,380,D,1,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05670972,1,0,1,380,D,1,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05671112,2,0,1,380,D,1,D,07,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05671122,5,0,1,470,D,1,D,07,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05671292,1,0,1,370,D,2,D,06,D,257,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05671522,4,0,1,380,D,1,D,07,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05671862,2,0,2,380,D,2,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05671862,3,0,2,380,D,1,D,05,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05672252,2,0,1,120,D,1,D,05,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05672272,1,0,1,370,D,1,D,06,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05672362,6,0,1,380,D,1,D,07,D,2100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05672612,4,0,1,470,D,1,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05672612,5,0,2,460,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05672802,1,0,1,500,D,1,D,05,D,,H,500,D,450,D,,A,,A,,A,,A,,A,,A,,A,
20243,05672802,1,1,1,450,D,1,D,05,D,17,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05672802,1,2,1,470,D,1,D,05,D,28,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05673732,1,0,1,380,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05674032,5,0,1,450,D,1,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05674222,1,0,1,120,D,1,D,07,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05674222,2,0,1,450,D,1,D,06,D,121,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05674452,1,0,1,120,D,1,D,07,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05674542,6,0,1,380,D,1,D,07,D,780,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05674712,7,0,1,120,D,1,D,07,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05676132,3,0,1,450,D,1,D,07,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05676522,1,0,1,370,D,1,D,06,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05676612,1,0,1,370,D,1,D,07,D,11000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05676703,2,0,1,380,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05676822,1,0,1,370,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05677132,1,0,2,450,D,1,D,05,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05677262,1,0,1,450,D,1,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05677282,2,0,1,460,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05677352,11,0,1,380,D,1,D,06,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05677772,2,0,1,460,D,1,D,06,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05678332,17,0,1,380,D,1,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05678332,18,0,1,380,D,1,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05678412,1,0,1,450,D,1,D,06,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05678512,3,0,1,380,D,1,D,07,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05678512,4,0,1,380,D,1,D,08,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05678752,3,0,1,470,D,1,D,08,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05678912,3,0,1,370,D,1,D,07,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05679562,2,0,1,380,D,1,D,08,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05680292,1,0,1,380,D,1,D,06,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05680532,1,0,1,470,D,1,D,08,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05680582,5,0,1,380,D,1,D,08,D,235,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05681352,5,0,2,370,D,1,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05681352,6,0,2,380,D,1,D,06,D,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05682212,1,0,1,120,D,1,D,08,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05682812,4,0,1,460,D,1,D,06,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05682952,6,0,1,380,D,2,D,08,D,8000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05683032,7,0,1,450,D,1,D,06,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05683052,11,0,1,380,D,2,D,07,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05683422,2,0,1,450,D,1,D,08,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05683602,3,0,1,380,D,1,D,07,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05683602,4,0,1,380,D,1,D,07,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05683992,7,0,2,450,D,1,D,06,D,100,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05684062,2,0,1,380,D,1,D,06,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05685362,2,0,2,470,D,1,D,06,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05685662,14,0,1,380,D,1,D,06,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05685662,15,0,1,380,D,1,D,07,D,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05685662,16,0,1,380,D,1,D,08,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05685812,1,0,1,370,D,1,D,07,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05685932,6,0,1,480,D,1,D,06,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20243,05685932,7,0,1,480,D,1,D,07,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20243,05685932,8,0,1,480,D,1,D,08,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20243,05685982,10,0,1,120,D,1,D,08,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05686092,2,0,1,450,D,1,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05686202,1,0,2,380,D,1,D,06,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05686292,3,0,1,450,D,1,D,06,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05686852,2,0,1,480,D,1,D,08,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05686872,1,0,1,460,D,1,D,08,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05686932,6,0,1,380,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05686992,2,0,1,120,D,1,D,07,D,201,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05686992,3,0,1,460,D,1,D,08,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05687522,4,0,1,120,D,1,D,07,D,680,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05687522,5,0,1,370,D,1,D,07,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05687592,2,0,1,380,D,1,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05688032,2,0,1,120,D,1,D,07,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05688182,2,0,1,470,D,1,D,08,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05689182,3,0,1,120,D,1,D,07,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05689182,4,0,1,450,D,1,D,07,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05795811,1,0,1,370,D,1,D,06,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05796111,1,0,1,450,D,1,D,06,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05796121,4,0,1,380,D,1,D,06,D,6000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05796121,5,0,1,470,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05796271,2,0,1,480,D,1,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05797901,2,0,1,370,D,1,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05798301,14,0,1,370,D,1,D,05,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05798391,2,0,1,120,D,1,D,06,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05798521,4,0,1,450,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05798521,5,0,1,450,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05798521,6,0,1,450,D,1,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05798701,3,0,1,380,D,1,D,04,D,4000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05798901,1,0,1,120,D,1,D,06,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05799161,3,0,1,480,D,1,D,06,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05799941,3,0,1,380,D,1,D,05,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05800051,1,0,1,120,D,1,D,04,D,178,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05800071,4,0,1,480,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05800341,2,0,1,380,D,1,D,06,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05800391,2,0,1,120,D,1,D,05,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05800751,1,0,1,470,D,1,D,06,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05800761,13,0,1,450,D,1,D,05,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05800943,1,0,1,120,D,1,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05801411,3,0,1,120,D,1,D,04,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05801741,2,0,1,120,D,1,D,04,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05802041,4,0,1,380,D,1,D,05,D,288,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05802211,2,0,1,120,D,1,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20243,05802501,1,0,1,120,D,1,D,06,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05802501,2,0,1,380,D,1,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05803321,1,0,1,380,D,2,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05803341,3,0,1,120,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05803791,3,0,1,370,D,1,D,06,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05803861,1,0,1,120,D,1,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20243,05803881,5,0,1,120,D,1,D,04,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05803881,6,0,1,480,D,1,D,05,D,460,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05803932,2,0,1,380,D,1,D,05,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05804241,2,0,1,460,D,1,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05804241,3,0,1,450,D,1,D,06,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05804511,2,0,1,380,D,1,D,06,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05804721,4,0,1,370,D,1,D,05,D,11152,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05804871,2,0,1,380,D,1,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05805521,2,0,1,480,D,1,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05805551,5,0,1,370,D,1,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05805611,15,0,1,380,D,2,D,04,D,4700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05805611,16,0,1,380,D,2,D,05,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05805751,5,0,1,460,D,1,D,06,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05805861,1,0,1,460,D,1,D,06,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05805971,2,0,1,380,D,2,D,05,D,74,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05806191,1,0,1,120,D,1,D,04,D,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05806201,1,0,1,380,D,1,D,05,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05806201,2,0,1,450,D,1,D,05,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05806741,6,0,1,380,D,1,D,04,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05807161,1,0,1,120,D,1,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05807271,1,0,1,120,D,1,D,05,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05807271,2,0,1,450,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05807371,1,0,1,380,D,1,D,06,D,5700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05807441,9,0,1,380,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05807441,10,0,1,380,D,1,D,06,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05807441,11,0,1,380,D,1,D,07,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05807791,2,0,1,470,D,1,D,06,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05807892,3,0,1,380,D,1,D,07,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05808471,2,0,1,470,D,1,D,07,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05808762,3,0,1,120,D,1,D,06,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05808762,4,0,1,380,D,1,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05809211,3,0,1,120,D,1,D,05,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05809221,1,0,1,460,D,1,D,07,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05809501,3,0,1,380,D,1,D,05,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05809531,1,0,1,460,D,1,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05810091,5,0,1,450,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05810101,2,0,1,120,D,1,D,06,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05810281,2,0,1,450,D,1,D,06,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05810361,4,0,1,490,D,1,D,05,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05810401,2,0,1,380,D,2,D,06,D,2035,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05810431,4,0,1,480,D,1,D,05,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05810471,10,0,1,120,D,1,D,05,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05810481,1,0,1,470,D,1,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20243,05810651,3,0,1,460,D,1,D,05,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05811191,1,0,1,500,D,1,D,06,D,,H,500,D,470,D,,A,,A,,A,,A,,A,,A,,A,
20243,05811191,1,1,1,450,D,1,D,06,D,147,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05811191,1,2,1,470,D,1,D,06,D,153,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05811191,2,0,1,500,D,1,D,06,D,,H,500,D,470,D,,A,,A,,A,,A,,A,,A,,A,
20243,05811191,2,1,1,450,D,1,D,06,D,147,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05811191,2,2,1,470,D,1,D,06,D,153,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05811261,4,0,1,400,D,1,D,07,D,,H,400,D,380,D,,A,,A,,A,,A,,A,,A,,A,
20243,05811261,4,1,1,370,D,1,D,07,D,2,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05811261,4,2,1,380,D,1,D,07,D,3,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05811271,1,0,1,370,D,1,D,07,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05811671,5,0,1,380,D,1,D,07,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05811671,6,0,1,460,D,1,D,07,D,265,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20243,05812241,2,0,1,450,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05812781,5,0,1,470,D,1,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05813071,1,0,1,450,D,1,D,05,D,103,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05813171,4,0,1,380,D,1,D,05,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05813301,2,0,1,120,D,1,D,06,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05813801,2,0,1,370,D,1,D,06,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05814301,3,0,1,120,D,1,D,06,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05814301,4,0,1,450,D,1,D,06,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05814311,4,0,1,380,D,1,D,07,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05814581,1,0,1,380,D,1,D,06,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20243,05815064,1,0,1,380,D,1,D,07,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815064,2,0,1,380,D,1,D,06,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815064,3,0,1,450,D,1,D,05,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815141,2,0,1,380,D,1,D,06,D,114,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815221,1,0,1,460,D,1,D,07,D,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815221,2,0,1,470,D,1,D,07,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815281,1,0,1,460,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815341,3,0,1,120,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815341,4,0,1,450,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815421,1,0,1,460,D,1,D,07,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815731,5,0,1,450,D,1,D,06,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815801,2,0,1,370,D,1,D,06,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815801,3,0,1,380,D,1,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815801,4,0,1,470,D,1,D,05,D,97,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05815801,5,0,1,450,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05816181,1,0,1,380,D,1,D,07,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05816231,2,0,1,380,D,1,D,06,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05816231,3,0,1,470,D,1,D,06,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05816291,1,0,1,380,D,1,D,07,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05816351,2,0,1,450,D,1,D,06,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05816431,1,0,1,470,D,1,D,07,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05816661,2,0,1,370,D,1,D,07,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05816901,2,0,1,120,D,1,D,05,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05816901,3,0,1,380,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05816901,4,0,1,450,D,1,D,06,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05817021,2,0,1,380,D,1,D,07,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05817151,6,0,1,380,D,1,D,07,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05817151,7,0,1,450,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05817691,5,0,1,380,D,1,D,06,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05817971,3,0,1,470,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05818562,2,0,1,380,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05818801,2,0,1,450,D,1,D,08,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05819291,3,0,1,380,D,1,D,08,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05819541,2,0,1,470,D,1,D,08,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05819981,1,0,1,460,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05820141,2,0,1,380,D,1,D,08,D,231,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05820321,1,0,1,120,D,1,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05820431,1,0,1,120,D,1,D,06,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05820431,2,0,1,450,D,1,D,06,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05820681,11,0,1,460,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05820681,12,0,1,450,D,1,D,07,D,103,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05821311,5,0,1,120,D,1,D,08,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20243,05821371,6,0,1,380,D,1,D,06,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05821371,7,0,1,450,D,1,D,07,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05822011,2,0,1,370,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20243,05822011,3,0,1,370,D,1,D,06,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
