QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CLOTHYD,CLOTHYD_,CLSVGFTC,CLSV_FTC,CLOTHMOD,CLOT_MOD,CLSRVCX,CLSRVCX_,CLOTHD1,CLOTHD1_,CLOTHD2,CLOTHD2_,CLOTHD3,CLOTHD3_,CLOTHD4,CLOTHD4_,CLOTHD5,CLOTHD5_,CLOTHD6,CLOTHD6_,CLOTHD7,CLOTHD7_,CLOTHD8,CLOTHD8_,CLOTHD9,CLOTHD9_,CLDPURCH
20242,05435684,3,0,1,120,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05435734,8,0,1,380,D,2,D,04,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05435734,9,0,1,480,D,1,D,04,D,479,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05436244,2,0,2,370,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05436354,2,0,1,450,D,1,D,04,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05437384,10,0,1,380,D,1,D,04,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05437384,11,0,1,380,D,1,D,03,D,1560,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05437384,12,0,1,450,D,1,D,05,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05437894,7,0,1,370,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05437894,8,0,1,460,D,1,D,05,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05438384,1,0,1,380,D,1,D,05,D,259,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05438444,5,0,1,120,D,1,D,05,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05438444,6,0,1,380,D,1,D,05,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05438994,1,0,1,460,D,1,D,05,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05439214,3,0,1,450,D,1,D,05,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05439394,3,0,1,120,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05439724,1,0,1,380,D,1,D,04,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05439734,1,0,1,380,D,1,D,05,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05439744,2,0,1,470,D,1,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05439744,3,0,1,490,D,1,D,03,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05439964,1,0,1,370,D,1,D,05,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05440054,2,0,1,380,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05440054,3,0,1,450,D,1,D,04,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05440054,4,0,2,470,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05440254,4,0,2,380,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05440824,5,0,1,380,D,1,D,04,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05440824,6,0,1,380,D,1,D,05,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05441504,2,0,1,120,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05441504,3,0,1,450,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05441504,4,0,1,480,D,1,D,04,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20242,05442004,3,0,1,450,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05442164,3,0,1,470,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05442164,4,0,1,470,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05442344,4,0,1,470,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05442464,5,0,1,380,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05442514,1,0,1,380,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05442584,2,0,1,450,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05442624,2,0,2,380,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05442674,2,0,1,460,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05442784,4,0,1,380,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05443404,1,0,1,370,D,1,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05443544,6,0,1,460,D,1,D,05,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05443544,7,0,1,460,D,1,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05443544,8,0,1,460,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05443674,3,0,1,370,D,1,D,03,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05443824,6,0,1,120,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05443824,7,0,1,120,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05444014,1,0,1,380,D,2,D,05,D,7000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20242,05444044,3,0,1,370,D,1,D,05,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05444044,4,0,1,470,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05444934,2,0,1,120,D,1,D,05,D,299,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05445004,1,0,1,380,D,1,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05445004,2,0,1,480,D,1,D,05,D,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05446534,3,0,1,380,D,1,D,03,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05446534,4,0,1,380,D,1,D,05,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05538483,2,0,1,380,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05538923,14,0,1,370,D,1,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05539163,1,0,1,380,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05539363,5,0,1,380,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05539783,1,0,1,120,D,1,D,03,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05539913,1,0,1,460,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05540034,1,0,1,380,D,1,D,03,D,469,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05540243,4,0,1,380,D,1,D,01,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05540403,3,0,1,470,D,1,D,02,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05541013,2,0,1,460,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05541554,1,0,1,490,D,1,D,01,D,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05541554,2,0,1,490,D,1,D,02,D,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05541554,3,0,1,490,D,1,D,03,D,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05541554,4,0,2,490,D,1,D,01,D,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05541923,1,0,1,450,D,1,D,02,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05542903,4,0,1,380,D,1,D,03,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05543533,2,0,1,450,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05543803,3,0,1,370,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05544153,2,0,1,120,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05544163,11,0,1,370,D,1,D,03,D,387,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05544163,12,0,1,380,D,1,D,03,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05544493,3,0,1,480,D,1,D,03,D,66,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05544613,1,0,1,400,D,1,D,03,D,,H,400,D,370,D,,A,,A,,A,,A,,A,,A,,A,
20242,05544613,1,1,1,120,D,1,D,03,D,112,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05544613,1,2,1,370,D,1,D,03,D,327,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05544613,1,3,1,380,D,1,D,03,D,61,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05545033,2,0,1,370,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05545503,3,0,1,370,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05545903,2,0,1,380,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05546063,2,0,1,380,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05546423,2,0,1,380,D,1,D,01,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05546933,5,0,1,120,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05547113,3,0,1,470,D,1,D,03,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05547263,3,0,1,120,D,1,D,02,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05547383,4,0,1,370,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05547403,2,0,1,450,D,1,D,02,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05548733,4,0,1,380,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05548733,5,0,1,460,D,1,D,02,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05548733,6,0,1,450,D,1,D,03,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05549103,1,0,1,380,D,1,D,02,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05549303,1,0,1,380,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05549693,6,0,1,380,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05550403,8,0,1,380,D,1,D,03,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05550403,9,0,1,470,D,1,D,03,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05550603,2,0,1,370,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05550693,4,0,1,470,D,1,D,02,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05551563,2,0,1,380,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05551653,1,0,1,480,D,1,D,03,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05551653,2,0,1,120,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05551793,5,0,1,380,D,1,D,04,D,530,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05551803,1,0,1,380,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05551803,2,0,1,470,D,1,D,04,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05552173,4,0,1,380,D,2,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05552173,5,0,1,450,D,1,D,04,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05552823,4,0,1,380,D,1,D,04,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05552943,1,0,1,380,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05553153,1,0,1,380,D,2,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05553993,2,0,1,380,D,1,D,03,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05554213,4,0,1,460,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05554253,2,0,1,470,D,1,D,03,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05556173,6,0,1,120,D,1,D,04,D,829,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05556173,7,0,1,460,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05556213,12,0,2,120,D,1,D,02,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05556713,4,0,1,380,D,1,D,04,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05557243,1,0,2,470,D,1,D,02,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05557263,3,0,1,380,D,1,D,02,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05557624,1,0,1,120,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05557624,2,0,1,380,D,1,D,03,D,390,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05557873,5,0,2,370,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20242,05557983,1,0,1,120,D,1,D,04,D,347,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05558223,12,0,1,370,D,1,D,04,D,634,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05558453,1,0,1,380,D,1,D,04,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05559103,3,0,1,120,D,2,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05560733,1,0,1,120,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05560953,2,0,2,450,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05561293,1,0,1,450,D,1,D,03,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05561413,3,0,1,370,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05561463,1,0,1,370,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05561723,1,0,2,120,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05562693,1,0,1,120,D,1,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05563233,2,0,1,380,D,2,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05563333,1,0,1,380,D,2,D,05,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05563513,2,0,1,380,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05563513,3,0,1,380,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05563513,4,0,1,380,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05563923,1,0,1,480,D,1,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05563993,2,0,1,380,D,2,D,05,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05564153,4,0,1,380,D,2,D,03,D,104,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05564153,5,0,1,380,D,2,D,05,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05564153,6,0,1,380,D,1,D,05,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05564183,4,0,1,380,D,1,D,05,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05564243,1,0,1,460,D,1,D,03,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05565223,2,0,1,460,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05565223,3,0,1,460,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05565333,6,0,1,380,D,1,D,05,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,4
20242,05565493,1,0,1,460,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05565493,2,0,1,450,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05565643,1,0,1,380,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05565723,3,0,1,490,D,1,D,03,D,310,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05565723,4,0,1,490,D,1,D,04,D,179,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05565723,5,0,1,490,D,1,D,05,D,85,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05565943,6,0,2,450,D,1,D,03,D,430,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05566333,5,0,1,370,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05566573,5,0,1,370,D,2,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05566853,5,0,1,370,D,1,D,05,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05567333,1,0,1,120,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05567653,1,0,1,380,D,1,D,05,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05568073,1,0,1,450,D,1,D,04,D,85,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05568173,2,0,1,460,D,1,D,05,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05568573,4,0,1,370,D,1,D,05,D,330,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05568573,5,0,1,380,D,1,D,05,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05568863,1,0,1,450,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05569103,2,0,1,450,D,1,D,04,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05569493,1,0,1,450,D,1,D,04,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05569853,11,0,1,120,D,1,D,05,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05570743,5,0,1,380,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05571223,2,0,2,450,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05572023,3,0,1,380,D,1,D,05,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05574642,7,0,2,380,D,1,D,01,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05574822,1,0,1,120,D,1,D,03,D,229,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05574872,1,0,1,470,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05574872,2,0,1,470,D,1,D,03,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05575422,2,0,1,460,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05575662,1,0,1,380,D,2,D,03,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05575782,6,0,2,380,D,1,D,01,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05576362,5,0,1,470,D,1,D,01,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05577152,1,0,1,120,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05577812,2,0,1,470,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05578122,4,0,1,370,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20242,05579882,2,0,1,120,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05579882,3,0,1,450,D,1,D,03,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05580112,3,0,1,460,D,1,D,02,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05580132,2,0,1,370,D,1,D,03,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05580222,2,0,1,120,D,1,D,01,D,961,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05580602,2,0,1,380,D,1,D,02,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05580612,2,0,1,450,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05580982,1,0,1,380,D,1,D,02,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20242,05581392,2,0,1,470,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05581462,2,0,1,120,D,1,D,01,D,845,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05581462,3,0,1,380,D,2,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05581842,2,0,1,370,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05582022,3,0,1,470,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05582232,3,0,1,380,D,1,D,03,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05582572,1,0,1,450,D,2,D,03,D,20,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05582652,3,0,1,370,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05583142,2,0,1,380,D,1,D,03,D,10000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05583142,3,0,2,470,D,1,D,01,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05583302,1,0,1,380,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05583442,1,0,1,380,D,1,D,03,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05583622,3,0,1,380,D,1,D,03,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05583882,1,0,1,120,D,1,D,01,D,2100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05583882,2,0,1,120,D,1,D,01,D,2100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05584122,5,0,1,470,D,1,D,03,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05584222,2,0,1,450,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05584662,4,0,1,460,D,1,D,03,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05585022,5,0,1,380,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05585022,6,0,1,470,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05585032,6,0,1,380,D,1,D,01,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05585062,1,0,1,120,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05585062,2,0,1,370,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05585062,3,0,1,370,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05585362,2,0,1,120,D,1,D,04,D,253,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05585652,2,0,1,460,D,1,D,04,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05585992,2,0,1,380,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05586122,1,0,1,380,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05586312,1,0,1,120,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05588142,2,0,1,470,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05588692,1,0,1,450,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05588872,2,0,1,370,D,1,D,03,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05588872,3,0,1,380,D,1,D,04,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05588872,4,0,1,380,D,1,D,03,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05589182,1,0,1,380,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05589272,4,0,1,450,D,2,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05589292,3,0,1,370,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05589352,6,0,1,380,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05589662,1,0,2,120,D,1,D,02,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05589912,3,0,1,450,D,1,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05589912,4,0,1,450,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05589942,1,0,1,380,D,1,D,02,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05589942,2,0,1,380,D,1,D,03,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05589942,3,0,1,380,D,1,D,04,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05590242,4,0,1,120,D,1,D,04,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05590282,2,0,1,470,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05590292,2,0,1,370,D,1,D,04,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05590292,3,0,1,120,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
