QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,FONPURCH,INTAWAY,INTAWAY_,INTAWYX,INTAWYX_,PRPYCELL,PRPY_ELL,PRPYCLX,PRPYCLX_
20241,05441293,36,0,1,,2,D,,A,2,D,,A
20241,05441323,32,0,1,,2,D,,A,2,D,,A
20241,05441343,12,0,1,,2,D,,A,2,D,,A
20241,05441353,24,0,1,,2,D,,A,2,D,,A
20241,05441383,20,0,1,,2,D,,A,2,D,,A
20241,05441403,34,0,1,,2,D,,A,1,D,56,D
20241,05441463,24,0,1,,2,D,,A,2,D,,A
20241,05441483,23,0,1,,2,D,,A,2,D,,A
20241,05441493,44,0,1,,2,D,,A,2,D,,A
20241,05441553,38,0,1,,2,D,,A,2,D,,A
20241,05441593,38,0,1,,2,D,,A,2,D,,A
20241,05441633,20,0,1,,2,D,,A,2,D,,A
20241,05441643,23,0,1,,2,D,,A,2,D,,A
20241,05441683,25,0,1,,2,D,,A,2,D,,A
20241,05441693,38,0,1,,2,D,,A,2,D,,A
20241,05441743,60,0,1,,2,D,,A,2,D,,A
20241,05441753,18,0,1,,2,D,,A,2,D,,A
20241,05441823,27,0,1,,2,D,,A,2,D,,A
20241,05441903,13,0,1,,2,D,,A,2,D,,A
20241,05441913,64,0,1,,2,D,,A,2,D,,A
20241,05441933,25,0,1,,2,D,,A,2,D,,A
20241,05441963,76,0,1,,2,D,,A,2,D,,A
20241,05441973,57,0,1,,2,D,,A,2,D,,A
20241,05441983,25,0,1,,2,D,,A,2,D,,A
20241,05441993,45,0,1,,2,D,,A,2,D,,A
20241,05442003,59,0,1,,2,D,,A,2,D,,A
20241,05442053,45,0,1,,2,D,,A,2,D,,A
20241,05442063,25,0,1,,2,D,,A,2,D,,A
20241,05442123,26,0,1,,2,D,,A,2,D,,A
20241,05442163,46,0,1,,2,D,,A,2,D,,A
20241,05442243,39,0,1,,2,D,,A,2,D,,A
20241,05442253,18,0,1,,2,D,,A,2,D,,A
20241,05442273,15,0,1,,2,D,,A,2,D,,A
20241,05442283,42,0,1,,2,D,,A,2,D,,A
20241,05442293,78,0,1,,2,D,,A,2,D,,A
20241,05442313,9,0,1,,2,D,,A,2,D,,A
20241,05442343,38,0,1,,2,D,,A,2,D,,A
20241,05442383,21,0,1,,2,D,,A,2,D,,A
20241,05442453,28,0,1,,2,D,,A,2,D,,A
20241,05442463,33,0,1,,2,D,,A,2,D,,A
20241,05442503,35,0,1,,2,D,,A,2,D,,A
20241,05442513,36,0,1,,2,D,,A,2,D,,A
20241,05442523,54,0,1,,2,D,,A,2,D,,A
20241,05442533,23,0,1,,2,D,,A,2,D,,A
20241,05442573,33,0,1,,2,D,,A,2,D,,A
20241,05442583,22,0,1,,2,D,,A,2,D,,A
20241,05442593,37,0,1,,2,D,,A,2,D,,A
20241,05442623,27,0,1,,2,D,,A,2,D,,A
20241,05442673,56,0,1,,1,D,32,D,2,D,,A
20241,05442683,41,0,1,,2,D,,A,2,D,,A
20241,05442753,31,0,1,,2,D,,A,2,D,,A
20241,05442783,44,0,1,,2,D,,A,2,D,,A
20241,05442933,36,0,1,,2,D,,A,2,D,,A
20241,05442973,17,0,1,,2,D,,A,2,D,,A
20241,05443033,56,0,1,,2,D,,A,2,D,,A
20241,05443043,44,0,1,,2,D,,A,2,D,,A
20241,05443083,25,0,1,,2,D,,A,2,D,,A
20241,05443113,26,0,1,,2,D,,A,2,D,,A
20241,05443163,29,0,1,,2,D,,A,2,D,,A
20241,05443203,26,0,1,,2,D,,A,2,D,,A
20241,05443223,14,0,1,,2,D,,A,2,D,,A
20241,05443233,20,0,1,,2,D,,A,2,D,,A
20241,05443273,27,0,1,,2,D,,A,2,D,,A
20241,05443283,31,0,1,,2,D,,A,2,D,,A
20241,05443313,25,0,1,,2,D,,A,2,D,,A
20241,05443323,28,0,1,,2,D,,A,2,D,,A
20241,05443333,17,0,1,,2,D,,A,2,D,,A
20241,05443343,36,0,1,,2,D,,A,2,D,,A
20241,05443373,33,0,1,,2,D,,A,2,D,,A
20241,05443393,20,0,1,,2,D,,A,2,D,,A
20241,05443403,49,0,1,,2,D,,A,2,D,,A
20241,05443413,14,0,1,,2,D,,A,2,D,,A
20241,05443433,24,0,1,,2,D,,A,2,D,,A
20241,05443453,26,0,1,,2,D,,A,2,D,,A
20241,05443493,37,0,1,,2,D,,A,2,D,,A
20241,05443533,14,0,1,,2,D,,A,2,D,,A
20241,05443543,17,0,1,,2,D,,A,2,D,,A
20241,05443633,21,0,1,,2,D,,A,2,D,,A
20241,05443643,23,0,1,,2,D,,A,2,D,,A
20241,05443663,29,0,1,,2,D,,A,2,D,,A
20241,05443673,18,0,1,,2,D,,A,2,D,,A
20241,05443693,32,0,1,,2,D,,A,2,D,,A
20241,05443723,35,0,1,,2,D,,A,2,D,,A
20241,05443763,18,0,1,,2,D,,A,2,D,,A
20241,05443793,46,0,1,,2,D,,A,2,D,,A
20241,05443803,30,0,1,,2,D,,A,2,D,,A
20241,05443823,47,0,1,,2,D,,A,2,D,,A
20241,05443833,30,0,1,,2,D,,A,2,D,,A
20241,05443843,25,0,1,,2,D,,A,2,D,,A
20241,05443863,17,0,1,,2,D,,A,2,D,,A
20241,05443883,24,0,1,,2,D,,A,2,D,,A
20241,05443903,16,0,1,,2,D,,A,2,D,,A
20241,05443933,8,0,1,,2,D,,A,2,D,,A
20241,05443993,27,0,1,,2,D,,A,2,D,,A
20241,05444003,36,0,1,,2,D,,A,2,D,,A
20241,05444043,61,0,1,,2,D,,A,2,D,,A
20241,05444053,33,0,1,,2,D,,A,2,D,,A
20241,05444073,46,0,1,,2,D,,A,2,D,,A
20241,05444163,18,0,1,,2,D,,A,2,D,,A
20241,05444233,17,0,1,,2,D,,A,2,D,,A
20241,05444303,27,0,1,,2,D,,A,2,D,,A
20241,05444313,17,0,1,,2,D,,A,2,D,,A
20241,05444323,39,0,1,,2,D,,A,2,D,,A
20241,05444423,28,0,1,,2,D,,A,2,D,,A
20241,05444504,11,0,1,,2,D,,A,2,D,,A
20241,05444523,59,0,1,,2,D,,A,2,D,,A
20241,05444573,32,0,1,,2,D,,A,2,D,,A
20241,05444683,32,0,1,,2,D,,A,2,D,,A
20241,05444693,7,0,1,,2,D,,A,2,D,,A
20241,05444733,57,0,1,,2,D,,A,2,D,,A
20241,05444763,29,0,1,,2,D,,A,2,D,,A
20241,05444833,23,0,1,,2,D,,A,2,D,,A
20241,05444883,29,0,1,,2,D,,A,2,D,,A
20241,05444913,25,0,1,,2,D,,A,2,D,,A
20241,05444963,22,0,1,,2,D,,A,2,D,,A
20241,05444983,27,0,1,,2,D,,A,2,D,,A
20241,05445053,43,0,1,,2,D,,A,2,D,,A
20241,05445073,42,0,1,,2,D,,A,2,D,,A
20241,05445093,33,0,1,,2,D,,A,2,D,,A
20241,05445133,24,0,1,,2,D,,A,2,D,,A
20241,05445173,9,0,1,,2,D,,A,2,D,,A
20241,05445183,31,0,1,,2,D,,A,2,D,,A
20241,05445243,21,0,1,,2,D,,A,2,D,,A
20241,05445263,44,0,1,,2,D,,A,2,D,,A
20241,05445313,34,0,1,,2,D,,A,2,D,,A
20241,05445393,10,0,1,,2,D,,A,2,D,,A
20241,05445423,20,0,1,,2,D,,A,2,D,,A
20241,05445533,26,0,1,,2,D,,A,2,D,,A
20241,05445553,13,0,1,,2,D,,A,2,D,,A
20241,05445573,56,0,1,,2,D,,A,2,D,,A
20241,05445583,29,0,1,,2,D,,A,2,D,,A
20241,05445603,50,0,1,,2,D,,A,2,D,,A
20241,05445613,9,0,1,,2,D,,A,2,D,,A
20241,05445623,40,0,1,,2,D,,A,2,D,,A
20241,05445663,34,0,1,,2,D,,A,2,D,,A
20241,05445673,21,0,1,,2,D,,A,2,D,,A
20241,05445733,20,0,1,,2,D,,A,2,D,,A
20241,05445743,20,0,1,,2,D,,A,2,D,,A
20241,05445753,31,0,1,,2,D,,A,2,D,,A
20241,05445773,13,0,1,,2,D,,A,2,D,,A
20241,05445783,45,0,1,,2,D,,A,2,D,,A
20241,05445793,19,0,1,,2,D,,A,2,D,,A
20241,05445803,27,0,1,,2,D,,A,2,D,,A
20241,05445823,15,0,1,,2,D,,A,2,D,,A
20241,05445853,17,0,1,,2,D,,A,2,D,,A
20241,05445863,23,0,1,,2,D,,A,2,D,,A
20241,05445913,13,0,1,,2,D,,A,2,D,,A
20241,05445983,39,0,1,,2,D,,A,2,D,,A
20241,05445993,13,0,1,,2,D,,A,2,D,,A
20241,05446013,38,0,1,,2,D,,A,2,D,,A
20241,05446033,36,0,1,,2,D,,A,2,D,,A
20241,05446043,39,0,1,,2,D,,A,2,D,,A
20241,05446113,30,0,1,,2,D,,A,2,D,,A
20241,05446133,28,0,1,,2,D,,A,2,D,,A
20241,05446153,47,0,1,,2,D,,A,2,D,,A
20241,05446183,33,0,1,,2,D,,A,2,D,,A
20241,05446193,46,0,1,,2,D,,A,2,D,,A
20241,05446203,26,0,1,,2,D,,A,2,D,,A
20241,05446273,16,0,1,,2,D,,A,2,D,,A
20241,05446393,17,0,1,,2,D,,A,2,D,,A
20241,05446403,32,0,1,,2,D,,A,2,D,,A
20241,05446413,27,0,1,,2,D,,A,2,D,,A
20241,05446453,56,0,1,,2,D,,A,2,D,,A
20241,05446503,29,0,1,,2,D,,A,2,D,,A
20241,05446533,50,0,1,,2,D,,A,2,D,,A
20241,05446553,22,0,1,,2,D,,A,2,D,,A
20241,05538002,31,0,1,,2,D,,A,2,D,,A
20241,05538032,63,0,1,,2,D,,A,2,D,,A
20241,05538052,13,0,1,,2,D,,A,2,D,,A
20241,05538062,23,0,1,,2,D,,A,2,D,,A
20241,05538092,56,0,1,,2,D,,A,2,D,,A
20241,05538142,31,0,1,,2,D,,A,2,D,,A
20241,05538172,39,0,1,,2,D,,A,2,D,,A
20241,05538182,31,0,1,,2,D,,A,2,D,,A
20241,05538192,19,0,1,,2,D,,A,2,D,,A
20241,05538202,17,0,1,,2,D,,A,2,D,,A
20241,05538232,29,0,1,,2,D,,A,2,D,,A
20241,05538272,16,0,1,,2,D,,A,2,D,,A
20241,05538282,26,0,1,,2,D,,A,1,D,20,D
20241,05538292,26,0,1,,2,D,,A,2,D,,A
20241,05538312,16,0,1,,2,D,,A,2,D,,A
20241,05538362,30,0,1,,2,D,,A,2,D,,A
20241,05538372,30,0,1,,2,D,,A,2,D,,A
20241,05538392,26,0,1,,2,D,,A,2,D,,A
20241,05538402,32,0,1,,2,D,,A,2,D,,A
20241,05538442,17,0,1,,2,D,,A,2,D,,A
20241,05538512,19,0,1,,2,D,,A,2,D,,A
20241,05538542,43,0,1,,2,D,,A,2,D,,A
20241,05538662,21,0,1,,2,D,,A,2,D,,A
20241,05538682,33,0,1,,2,D,,A,2,D,,A
20241,05538692,28,0,1,,2,D,,A,2,D,,A
20241,05538732,41,0,1,,2,D,,A,2,D,,A
20241,05538752,12,0,1,,2,D,,A,2,D,,A
20241,05538792,24,0,1,,2,D,,A,2,D,,A
20241,05538832,38,0,1,,2,D,,A,2,D,,A
20241,05538882,35,0,1,,2,D,,A,2,D,,A
20241,05538912,38,0,1,,2,D,,A,2,D,,A
20241,05538922,64,0,1,,2,D,,A,2,D,,A
20241,05538932,31,0,1,,2,D,,A,2,D,,A
20241,05538942,28,0,1,,2,D,,A,2,D,,A
20241,05538952,23,0,1,,2,D,,A,2,D,,A
20241,05538982,28,0,1,,2,D,,A,2,D,,A
20241,05539032,23,0,1,,2,D,,A,2,D,,A
20241,05539042,40,0,1,,2,D,,A,2,D,,A
20241,05539052,29,0,1,,2,D,,A,2,D,,A
20241,05539072,19,0,1,,2,D,,A,2,D,,A
20241,05539102,14,0,1,,2,D,,A,2,D,,A
20241,05539142,29,0,1,,2,D,,A,2,D,,A
20241,05539152,29,0,1,,2,D,,A,2,D,,A
20241,05539162,61,0,1,,2,D,,A,2,D,,A
20241,05539172,33,0,1,,2,D,,A,2,D,,A
20241,05539262,20,0,1,,2,D,,A,2,D,,A
20241,05539312,24,0,1,,2,D,,A,2,D,,A
20241,05539322,23,0,1,,2,D,,A,2,D,,A
20241,05539362,54,0,1,,2,D,,A,2,D,,A
20241,05539452,34,0,1,,2,D,,A,2,D,,A
20241,05539462,20,0,1,,2,D,,A,2,D,,A
20241,05539472,33,0,1,,2,D,,A,2,D,,A
20241,05539582,45,0,1,,2,D,,A,2,D,,A
20241,05539592,36,0,1,,2,D,,A,2,D,,A
20241,05539612,49,0,1,,1,D,20,D,2,D,,A
20241,05539632,48,0,1,,2,D,,A,2,D,,A
20241,05539642,55,0,1,,2,D,,A,2,D,,A
20241,05539652,6,0,1,,2,D,,A,2,D,,A
20241,05539662,16,0,1,,2,D,,A,2,D,,A
20241,05539692,72,0,1,,2,D,,A,2,D,,A
20241,05539702,32,0,1,,2,D,,A,2,D,,A
20241,05539772,24,0,1,,2,D,,A,2,D,,A
20241,05539792,29,0,1,,2,D,,A,2,D,,A
20241,05539802,11,0,1,,2,D,,A,2,D,,A
20241,05539822,26,0,1,,2,D,,A,2,D,,A
20241,05539852,29,0,1,,2,D,,A,2,D,,A
20241,05539862,38,0,1,,2,D,,A,2,D,,A
20241,05539882,49,0,1,,2,D,,A,2,D,,A
20241,05539942,31,0,1,,2,D,,A,2,D,,A
20241,05539952,22,0,1,,2,D,,A,2,D,,A
20241,05539982,43,0,1,,2,D,,A,2,D,,A
20241,05540002,12,0,1,,2,D,,A,2,D,,A
20241,05540033,29,0,1,,2,D,,A,2,D,,A
20241,05540112,43,0,1,,2,D,,A,2,D,,A
20241,05540152,73,0,1,,2,D,,A,2,D,,A
20241,05540202,20,0,1,,2,D,,A,2,D,,A
20241,05540212,18,0,1,,2,D,,A,2,D,,A
20241,05540232,26,0,1,,2,D,,A,2,D,,A
20241,05540242,51,0,1,,2,D,,A,2,D,,A
20241,05540262,38,0,1,,2,D,,A,2,D,,A
20241,05540272,49,0,1,,2,D,,A,2,D,,A
20241,05540292,32,0,1,,2,D,,A,2,D,,A
20241,05540302,21,0,1,,2,D,,A,1,D,61,F
20241,05540312,25,0,1,,2,D,,A,2,D,,A
20241,05540322,37,0,1,,2,D,,A,2,D,,A
20241,05540352,20,0,1,,2,D,,A,2,D,,A
20241,05540362,31,0,1,,2,D,,A,2,D,,A
20241,05540402,22,0,1,,2,D,,A,2,D,,A
20241,05540432,31,0,1,,2,D,,A,2,D,,A
20241,05540462,33,0,1,,2,D,,A,2,D,,A
20241,05540482,17,0,1,,2,D,,A,2,D,,A
20241,05540492,38,0,1,,2,D,,A,2,D,,A
20241,05540522,43,0,1,,2,D,,A,2,D,,A
20241,05540532,8,0,1,,2,D,,A,2,D,,A
20241,05540552,35,0,1,,2,D,,A,2,D,,A
20241,05540562,30,0,1,,2,D,,A,2,D,,A
20241,05540592,9,0,1,,2,D,,A,2,D,,A
20241,05540662,39,0,1,,2,D,,A,2,D,,A
20241,05540702,23,0,1,,2,D,,A,2,D,,A
20241,05540732,16,0,1,,2,D,,A,2,D,,A
20241,05540752,21,0,1,,2,D,,A,2,D,,A
20241,05540762,28,0,1,,2,D,,A,2,D,,A
20241,05540782,36,0,1,,2,D,,A,2,D,,A
20241,05540822,37,0,1,,2,D,,A,2,D,,A
20241,05540842,10,0,1,,2,D,,A,2,D,,A
20241,05540874,24,0,1,,2,D,,A,1,D,135,D
20241,05540892,48,0,1,,2,D,,A,2,D,,A
20241,05540932,12,0,1,,2,D,,A,2,D,,A
20241,05540944,24,0,1,,2,D,,A,2,D,,A
20241,05540962,26,0,1,,2,D,,A,2,D,,A
20241,05540972,64,0,1,,2,D,,A,2,D,,A
20241,05540992,20,0,1,,2,D,,A,2,D,,A
20241,05541002,31,0,1,,2,D,,A,2,D,,A
20241,05541012,28,0,1,,2,D,,A,2,D,,A
20241,05541042,24,0,1,,2,D,,A,2,D,,A
20241,05541082,30,0,1,,2,D,,A,2,D,,A
20241,05541112,17,0,1,,2,D,,A,2,D,,A
20241,05541162,24,0,1,,2,D,,A,2,D,,A
20241,05541182,22,0,1,,2,D,,A,2,D,,A
20241,05541223,11,0,1,,2,D,,A,2,D,,A
20241,05541272,9,0,1,,2,D,,A,2,D,,A
20241,05541302,25,0,1,,2,D,,A,2,D,,A
20241,05541312,13,0,1,,2,D,,A,2,D,,A
20241,05541322,18,0,1,,2,D,,A,2,D,,A
20241,05541342,15,0,1,,2,D,,A,2,D,,A
20241,05541362,18,0,1,,2,D,,A,2,D,,A
20241,05541372,23,0,1,,2,D,,A,2,D,,A
20241,05541402,20,0,1,,2,D,,A,2,D,,A
20241,05541412,12,0,1,,2,D,,A,2,D,,A
20241,05541443,51,0,1,,2,D,,A,2,D,,A
20241,05541482,34,0,1,,2,D,,A,2,D,,A
20241,05541522,31,0,1,,2,D,,A,2,D,,A
20241,05541532,45,0,1,,2,D,,A,2,D,,A
20241,05541553,18,0,1,,2,D,,A,2,D,,A
20241,05541582,53,0,1,,2,D,,A,2,D,,A
20241,05541592,19,0,1,,2,D,,A,2,D,,A
20241,05541622,54,0,1,,2,D,,A,2,D,,A
20241,05541642,71,0,1,,2,D,,A,2,D,,A
20241,05541662,10,0,1,,2,D,,A,2,D,,A
20241,05541672,22,0,1,,2,D,,A,2,D,,A
20241,05541692,55,0,1,,2,D,,A,2,D,,A
20241,05541742,49,0,1,,2,D,,A,2,D,,A
20241,05541752,19,0,1,,2,D,,A,2,D,,A
20241,05541762,38,0,1,,2,D,,A,2,D,,A
20241,05541782,41,0,1,,2,D,,A,2,D,,A
20241,05541814,9,0,1,,2,D,,A,2,D,,A
20241,05541822,26,0,1,,2,D,,A,2,D,,A
20241,05541852,19,0,1,,2,D,,A,2,D,,A
20241,05541892,18,0,1,,2,D,,A,2,D,,A
20241,05541932,21,0,1,,2,D,,A,2,D,,A
20241,05541972,31,0,1,,2,D,,A,2,D,,A
20241,05541982,61,0,1,,2,D,,A,2,D,,A
20241,05542012,36,0,1,,2,D,,A,2,D,,A
20241,05542022,25,0,1,,2,D,,A,2,D,,A
20241,05542072,59,0,1,,2,D,,A,2,D,,A
20241,05542082,27,0,1,,2,D,,A,2,D,,A
20241,05542132,26,0,1,,2,D,,A,2,D,,A
20241,05542152,60,0,1,,2,D,,A,2,D,,A
20241,05542162,63,0,1,,2,D,,A,2,D,,A
20241,05542172,17,0,1,,2,D,,A,1,D,150,D
20241,05542182,15,0,1,,2,D,,A,2,D,,A
20241,05542252,30,0,1,,2,D,,A,2,D,,A
20241,05542264,20,0,1,,2,D,,A,2,D,,A
20241,05542282,25,0,1,,2,D,,A,2,D,,A
20241,05542292,26,0,1,,2,D,,A,2,D,,A
20241,05542302,15,0,1,,2,D,,A,2,D,,A
20241,05542332,49,0,1,,2,D,,A,2,D,,A
20241,05542422,16,0,1,,2,D,,A,2,D,,A
20241,05542452,36,0,1,,2,D,,A,2,D,,A
20241,05542472,32,0,1,,2,D,,A,2,D,,A
20241,05542504,72,0,1,,2,D,,A,2,D,,A
20241,05542562,66,0,1,,2,D,,A,2,D,,A
20241,05542592,28,0,1,,2,D,,A,2,D,,A
20241,05542612,11,0,1,,2,D,,A,2,D,,A
20241,05542622,32,0,1,,2,D,,A,2,D,,A
20241,05542632,14,0,1,,2,D,,A,2,D,,A
20241,05542652,29,0,1,,2,D,,A,2,D,,A
20241,05542662,15,0,1,,2,D,,A,2,D,,A
20241,05542712,23,0,1,,2,D,,A,2,D,,A
20241,05542742,33,0,1,,2,D,,A,2,D,,A
20241,05542762,33,0,1,,2,D,,A,2,D,,A
20241,05542782,55,0,1,,1,D,60,D,1,D,300,D
20241,05542792,49,0,1,,2,D,,A,2,D,,A
20241,05542802,21,0,1,,2,D,,A,2,D,,A
20241,05542823,28,0,1,,2,D,,A,2,D,,A
20241,05542892,17,0,1,,2,D,,A,2,D,,A
20241,05542902,57,0,1,,2,D,,A,2,D,,A
20241,05542952,18,0,1,,2,D,,A,2,D,,A
20241,05542982,26,0,1,,2,D,,A,2,D,,A
20241,05543012,32,0,1,,2,D,,A,2,D,,A
20241,05543022,20,0,1,,2,D,,A,2,D,,A
20241,05543032,28,0,1,,2,D,,A,2,D,,A
20241,05543042,24,0,1,,2,D,,A,2,D,,A
20241,05543122,34,0,1,,2,D,,A,2,D,,A
20241,05543152,43,0,1,,2,D,,A,2,D,,A
20241,05543182,43,0,1,,2,D,,A,2,D,,A
20241,05543202,34,0,1,,1,D,15,D,2,D,,A
20241,05543222,13,0,1,,2,D,,A,2,D,,A
20241,05543272,44,0,1,,2,D,,A,2,D,,A
20241,05543282,26,0,1,,2,D,,A,2,D,,A
20241,05543292,42,0,1,,2,D,,A,2,D,,A
20241,05543382,23,0,1,,2,D,,A,2,D,,A
20241,05543422,9,0,1,,2,D,,A,2,D,,A
20241,05543462,23,0,1,,2,D,,A,2,D,,A
20241,05543512,40,0,1,,2,D,,A,2,D,,A
20241,05543522,39,0,1,,2,D,,A,2,D,,A
20241,05543532,48,0,1,,2,D,,A,2,D,,A
20241,05543552,16,0,1,,2,D,,A,2,D,,A
20241,05543562,31,0,1,,2,D,,A,2,D,,A
20241,05543622,41,0,1,,2,D,,A,2,D,,A
20241,05543702,10,0,1,,,C,,A,,C,,A
20241,05543712,38,0,1,,2,D,,A,2,D,,A
20241,05543802,28,0,1,,2,D,,A,2,D,,A
20241,05543822,16,0,1,,2,D,,A,2,D,,A
20241,05543842,30,0,1,,2,D,,A,2,D,,A
20241,05543852,22,0,1,,2,D,,A,2,D,,A
20241,05543862,26,0,1,,2,D,,A,2,D,,A
20241,05543872,18,0,1,,2,D,,A,2,D,,A
20241,05543912,34,0,1,,1,D,250,D,2,D,,A
20241,05543922,16,0,1,,2,D,,A,1,D,62,D
20241,05543942,25,0,1,,2,D,,A,2,D,,A
20241,05544002,18,0,1,,2,D,,A,2,D,,A
20241,05544062,39,0,1,,2,D,,A,2,D,,A
20241,05544072,51,0,1,,2,D,,A,2,D,,A
20241,05544092,18,0,1,,2,D,,A,2,D,,A
20241,05544112,36,0,1,,2,D,,A,2,D,,A
20241,05544142,28,0,1,,2,D,,A,2,D,,A
20241,05544172,11,0,1,,2,D,,A,2,D,,A
20241,05544182,19,0,1,,2,D,,A,2,D,,A
20241,05544192,21,0,1,,,C,,A,2,D,,A
20241,05544212,17,0,1,,2,D,,A,2,D,,A
20241,05544222,37,0,1,,2,D,,A,2,D,,A
20241,05544262,40,0,1,,2,D,,A,2,D,,A
20241,05544292,23,0,1,,2,D,,A,2,D,,A
20241,05544312,27,0,1,,2,D,,A,2,D,,A
20241,05544412,25,0,1,,2,D,,A,2,D,,A
20241,05544422,24,0,1,,2,D,,A,2,D,,A
20241,05544432,48,0,1,,2,D,,A,2,D,,A
20241,05544462,52,0,1,,2,D,,A,2,D,,A
20241,05544482,56,0,1,,2,D,,A,2,D,,A
20241,05544492,30,0,1,,2,D,,A,2,D,,A
20241,05544512,15,0,1,,2,D,,A,2,D,,A
20241,05544522,19,0,1,,2,D,,A,2,D,,A
20241,05544532,24,0,1,,2,D,,A,2,D,,A
20241,05544572,68,0,1,,2,D,,A,2,D,,A
20241,05544592,22,0,1,,2,D,,A,2,D,,A
20241,05544612,10,0,1,,2,D,,A,2,D,,A
20241,05544652,89,0,1,1,2,D,,A,1,D,100,D
20241,05544672,18,0,1,,2,D,,A,2,D,,A
20241,05544682,44,0,1,,2,D,,A,2,D,,A
20241,05544732,14,0,1,,2,D,,A,2,D,,A
20241,05544752,28,0,1,,2,D,,A,2,D,,A
20241,05544772,31,0,1,,2,D,,A,2,D,,A
20241,05544792,28,0,1,,2,D,,A,2,D,,A
20241,05544802,15,0,1,,2,D,,A,2,D,,A
20241,05544922,28,0,1,,2,D,,A,2,D,,A
20241,05544952,24,0,1,,2,D,,A,2,D,,A
20241,05544992,30,0,1,,2,D,,A,2,D,,A
20241,05545002,9,0,1,,2,D,,A,2,D,,A
20241,05545042,8,0,1,,2,D,,A,2,D,,A
20241,05545062,12,0,1,,2,D,,A,2,D,,A
20241,05545122,21,0,1,,2,D,,A,2,D,,A
20241,05545142,5,0,1,,2,D,,A,2,D,,A
20241,05545152,24,0,1,,2,D,,A,2,D,,A
20241,05545162,12,0,1,,2,D,,A,2,D,,A
20241,05545172,20,0,1,,2,D,,A,2,D,,A
20241,05545182,20,0,1,,2,D,,A,2,D,,A
20241,05545222,21,0,1,,2,D,,A,2,D,,A
20241,05545232,45,0,1,,2,D,,A,2,D,,A
20241,05545342,34,0,1,,2,D,,A,2,D,,A
20241,05545352,38,0,1,,2,D,,A,2,D,,A
20241,05545362,18,0,1,,2,D,,A,2,D,,A
20241,05545372,30,0,1,,2,D,,A,2,D,,A
20241,05545382,36,0,1,,2,D,,A,2,D,,A
20241,05545422,17,0,1,,2,D,,A,2,D,,A
20241,05545502,19,0,1,,2,D,,A,2,D,,A
20241,05545523,39,0,1,,2,D,,A,2,D,,A
20241,05545542,106,0,1,,2,D,,A,2,D,,A
20241,05545582,63,0,1,,2,D,,A,2,D,,A
20241,05545652,31,0,1,,2,D,,A,2,D,,A
20241,05545662,24,0,1,,2,D,,A,2,D,,A
20241,05545802,56,0,1,,2,D,,A,2,D,,A
20241,05545842,23,0,1,,2,D,,A,2,D,,A
20241,05545882,36,0,1,,2,D,,A,2,D,,A
20241,05545902,28,0,1,,2,D,,A,2,D,,A
20241,05545942,42,0,1,,2,D,,A,2,D,,A
20241,05545952,52,0,1,,2,D,,A,2,D,,A
20241,05546002,11,0,1,,2,D,,A,2,D,,A
20241,05546062,31,0,1,,2,D,,A,2,D,,A
20241,05546082,37,0,1,,2,D,,A,2,D,,A
20241,05546092,25,0,1,,2,D,,A,2,D,,A
20241,05546102,22,0,1,,2,D,,A,2,D,,A
20241,05546112,48,0,1,,2,D,,A,2,D,,A
20241,05546142,25,0,1,,2,D,,A,2,D,,A
20241,05546162,24,0,1,,2,D,,A,2,D,,A
20241,05546192,40,0,1,,2,D,,A,2,D,,A
20241,05546202,44,0,1,,2,D,,A,2,D,,A
20241,05546292,52,0,1,,2,D,,A,2,D,,A
20241,05546362,10,0,1,,2,D,,A,2,D,,A
20241,05546382,34,0,1,,2,D,,A,2,D,,A
20241,05546392,30,0,1,,2,D,,A,2,D,,A
20241,05546402,19,0,1,,2,D,,A,2,D,,A
20241,05546422,25,0,1,,2,D,,A,2,D,,A
20241,05546432,40,0,1,,2,D,,A,2,D,,A
20241,05546472,30,0,1,,2,D,,A,2,D,,A
20241,05546482,18,0,1,,2,D,,A,2,D,,A
20241,05546512,42,0,1,,2,D,,A,2,D,,A
20241,05546522,34,0,1,,2,D,,A,2,D,,A
20241,05546572,35,0,1,,2,D,,A,2,D,,A
20241,05546632,29,0,1,,2,D,,A,2,D,,A
20241,05546642,32,0,1,,2,D,,A,2,D,,A
20241,05546652,17,0,1,,2,D,,A,2,D,,A
20241,05546672,28,0,1,,2,D,,A,2,D,,A
20241,05546712,64,0,1,,2,D,,A,2,D,,A
20241,05546722,26,0,1,,2,D,,A,2,D,,A
20241,05546752,21,0,1,,2,D,,A,2,D,,A
20241,05546782,30,0,1,,2,D,,A,2,D,,A
20241,05546822,67,0,1,,2,D,,A,2,D,,A
20241,05546842,25,0,1,,2,D,,A,2,D,,A
20241,05546852,11,0,1,,2,D,,A,2,D,,A
20241,05546862,27,0,1,,2,D,,A,2,D,,A
20241,05546872,41,0,1,,2,D,,A,2,D,,A
20241,05546912,68,0,1,,2,D,,A,2,D,,A
20241,05546922,22,0,1,,2,D,,A,2,D,,A
20241,05546962,25,0,1,,2,D,,A,2,D,,A
20241,05546972,19,0,1,,2,D,,A,2,D,,A
20241,05547022,23,0,1,,2,D,,A,2,D,,A
20241,05547042,40,0,1,,2,D,,A,2,D,,A
20241,05547052,45,0,1,,2,D,,A,2,D,,A
