QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CGTEXPW,CGTEXPW_,OTOBQ,OTOBQ_,JFDBAWQV,JFDB_WQV,JALCHMQV,JALC_MQV,JGREXPQV,JGRE_PQV,JCGEXPQV,JCGE_PQV,JOTOBQV,JOTOBQV_,JFDGFTQV,JFDG_TQV,CGTPURCH,OTBPURCH
20242,05559893,3,0,1,2,D,2,D,2600,D,0,D,6500,D,,A,,A,50,D,,
20242,05559913,3,0,1,2,D,2,D,780,D,0,D,1820,D,,A,,A,0,D,,
20242,05559953,5,0,1,1,D,2,D,650,D,169,D,3900,D,364,D,,A,0,D,,
20242,05560053,4,0,1,2,D,2,D,78,D,260,D,325,D,,A,,A,60,D,,
20242,05560103,5,0,1,2,D,2,D,1950,D,0,D,5200,D,,A,,A,0,D,,
20242,05560113,3,0,1,2,D,2,D,975,D,0,D,650,D,,A,,A,30,D,,
20242,05560133,5,0,1,2,D,2,D,1690,D,130,D,1300,D,,A,,A,50,D,,
20242,05560213,3,0,1,2,D,2,D,325,D,0,D,1300,D,,A,,A,150,D,,
20242,05560243,4,0,1,2,D,2,D,130,D,0,D,1625,D,,A,,A,0,D,,
20242,05560253,7,0,1,2,D,2,D,1495,D,260,D,1300,D,,A,,A,300,D,,
20242,05560263,3,0,1,2,D,1,D,2600,D,0,D,2600,D,,A,273,D,0,D,,2
20242,05560303,3,0,1,2,D,1,D,0,D,910,D,4550,D,,A,780,D,0,D,,
20242,05560353,5,0,1,2,D,2,D,6500,D,0,D,2600,D,,A,,A,0,D,,
20242,05560373,10,0,1,2,D,2,D,1209,D,0,D,1534,D,,A,,A,0,D,,
20242,05560423,4,0,1,2,D,2,D,1170,D,520,D,650,D,,A,,A,100,D,,
20242,05560433,4,0,1,2,D,2,D,2600,D,0,D,1950,D,,A,,A,200,D,,
20242,05560463,3,0,1,1,D,2,D,0,D,0,D,3900,D,693,F,,A,0,D,,
20242,05560473,3,0,1,1,D,1,D,650,D,520,D,650,D,1040,D,39,D,2,D,2,2
20242,05560493,3,0,1,2,D,2,D,0,D,0,D,2600,D,,A,,A,0,D,,
20242,05560503,3,0,1,2,D,2,D,0,D,0,D,975,D,,A,,A,0,D,,
20242,05560513,8,0,1,2,D,2,D,650,D,0,D,2080,D,,A,,A,0,D,,
20242,05560593,3,0,1,2,D,2,D,910,D,0,D,3250,D,,A,,A,0,D,,
20242,05560613,4,0,1,2,D,2,D,195,D,0,D,2275,D,,A,,A,0,D,,
20242,05560623,7,0,1,2,D,2,D,1560,D,325,D,975,D,,A,,A,60,D,,
20242,05560693,3,0,1,2,D,2,D,0,D,0,D,338,D,,A,,A,0,D,,
20242,05560733,5,0,1,2,D,2,D,2990,D,0,D,4160,D,,A,,A,600,D,,
20242,05560743,5,0,1,2,D,2,D,195,D,0,D,1170,D,,A,,A,360,D,,
20242,05560784,5,0,1,2,D,2,D,390,D,0,D,1300,D,,A,,A,20,D,,
20242,05560813,3,0,1,2,D,2,D,2600,D,0,D,3900,D,,A,,A,0,D,,
20242,05560833,3,0,1,2,D,2,D,2600,D,260,D,2600,D,,A,,A,250,D,,
20242,05560893,4,0,1,2,D,2,D,650,D,130,D,260,D,,A,,A,70,D,,
20242,05560933,3,0,1,2,D,2,D,2600,D,0,D,1300,D,,A,,A,0,D,,
20242,05560953,10,0,1,2,D,2,D,0,D,0,D,2600,D,,A,,A,0,D,,
20242,05561033,8,0,1,2,D,2,D,1625,D,0,D,4550,D,,A,,A,0,D,,
20242,05561093,4,0,1,2,D,2,D,0,D,0,D,0,D,,A,,A,0,D,,
20242,05561113,4,0,1,2,D,2,D,195,D,0,D,1170,D,,A,,A,0,D,,
20242,05561163,5,0,1,2,D,2,D,195,D,0,D,2275,D,,A,,A,50,D,,
20242,05561173,7,0,1,2,D,2,D,1300,D,650,D,1300,D,,A,,A,200,D,,
20242,05561183,4,0,1,2,D,2,D,1950,D,650,D,2600,D,,A,,A,0,D,,
20242,05561233,5,0,1,2,D,2,D,520,D,520,D,6500,D,,A,,A,0,D,,
20242,05561243,3,0,1,2,D,2,D,0,D,260,D,3900,D,,A,,A,0,D,,
20242,05561273,6,0,1,2,D,2,D,1417,D,312,D,1820,D,,A,,A,86,D,,
20242,05561283,11,0,1,2,D,2,D,195,D,0,D,1950,D,,A,,A,0,D,,
20242,05561293,5,0,1,2,D,2,D,455,D,0,D,520,D,,A,,A,0,D,,
20242,05561303,4,0,1,2,D,2,D,1300,D,0,D,1950,D,,A,,A,0,D,,
20242,05561353,4,0,1,2,D,2,D,208,D,0,D,3029,D,,A,,A,0,D,,
20242,05561363,6,0,1,2,D,1,D,0,D,234,D,1300,D,,A,598,D,0,D,,
20242,05561393,5,0,1,2,D,2,D,1950,D,0,D,1950,D,,A,,A,125,D,,
20242,05561413,6,0,1,2,D,1,D,650,D,325,D,1300,D,,A,650,D,0,D,,
20242,05561423,3,0,1,2,D,2,D,0,D,0,D,1300,D,,A,,A,0,D,,
20242,05561443,6,0,1,2,D,2,D,1300,D,130,D,325,D,,A,,A,0,D,,
20242,05561463,4,0,1,2,D,2,D,390,D,130,D,1950,D,,A,,A,100,D,,
20242,05561473,3,0,1,2,D,2,D,650,D,0,D,910,D,,A,,A,0,D,,
20242,05561523,5,0,1,2,D,2,D,2600,D,0,D,4550,D,,A,,A,0,D,,
20242,05561553,3,0,1,2,D,2,D,1300,D,0,D,1300,D,,A,,A,0,D,,
20242,05561593,9,0,1,2,D,2,D,2600,D,0,D,1950,D,,A,,A,400,D,,
20242,05561613,3,0,1,2,D,2,D,650,D,0,D,260,D,,A,,A,0,D,,
20242,05561633,7,0,1,2,D,2,D,325,D,0,D,1820,D,,A,,A,0,D,,
20242,05561663,3,0,1,2,D,2,D,1560,D,260,D,2275,D,,A,,A,300,D,,
20242,05561723,5,0,1,2,D,2,D,650,D,0,D,3250,D,,A,,A,0,D,,
20242,05561733,4,0,1,2,D,1,D,1690,D,130,D,1950,D,,A,195,D,0,D,,
20242,05561773,3,0,1,2,D,2,D,520,D,0,D,1950,D,,A,,A,0,D,,
20242,05561803,6,0,1,2,D,2,D,1880,F,437,F,3044,F,,A,,A,0,D,,
20242,05561833,6,0,1,2,D,2,D,650,D,0,D,1300,D,,A,,A,125,D,,
20242,05561873,3,0,1,2,D,2,D,0,D,0,D,1742,D,,A,,A,0,D,,
20242,05561883,6,0,1,2,D,2,D,1469,D,0,D,1300,D,,A,,A,0,D,,
20242,05561903,6,0,1,2,D,2,D,780,D,0,D,1495,D,,A,,A,0,D,,
20242,05561963,3,0,1,2,D,2,D,1560,D,39,D,3250,D,,A,,A,100,D,,
20242,05561983,4,0,1,2,D,2,D,520,D,0,D,1222,D,,A,,A,0,D,,
20242,05562003,4,0,1,2,D,2,D,520,D,0,D,4550,D,,A,,A,2,D,,
20242,05562033,8,0,1,2,D,2,D,208,D,0,D,1690,D,,A,,A,155,D,,
20242,05562063,3,0,1,1,D,2,D,0,D,0,D,975,D,650,D,,A,125,D,,
20242,05562103,7,0,1,2,D,2,D,325,D,65,D,3900,D,,A,,A,0,D,,
20242,05562123,9,0,1,2,D,2,D,1040,D,0,D,1300,D,,A,,A,0,D,,
20242,05562133,4,0,1,2,D,2,D,0,D,0,D,975,D,,A,,A,0,D,,
20242,05562143,3,0,1,2,D,2,D,0,D,0,D,910,D,,A,,A,0,D,,
20242,05562233,3,0,1,2,D,2,D,1300,D,0,D,3250,D,,A,,A,0,D,,
20242,05562343,4,0,1,2,D,2,D,0,D,0,D,1300,D,,A,,A,0,D,,
20242,05562423,3,0,1,2,D,2,D,650,D,0,D,650,D,,A,,A,0,D,,
20242,05562433,9,0,1,2,D,2,D,1950,D,195,D,2600,D,,A,,A,450,D,,
20242,05562453,5,0,1,2,D,2,D,130,D,0,D,1560,D,,A,,A,400,D,,
20242,05562463,5,0,1,2,D,2,D,260,D,65,D,390,D,,A,,A,0,D,,
20242,05562483,6,0,1,1,D,2,D,520,D,0,D,650,D,910,D,,A,0,D,,
20242,05562513,6,0,1,2,D,2,D,260,D,0,D,1950,D,,A,,A,0,D,,
20242,05562563,6,0,1,2,D,2,D,52,D,0,D,1261,D,,A,,A,0,D,,
20242,05562573,3,0,1,2,D,2,D,0,D,0,D,260,D,,A,,A,0,D,,
20242,05562583,4,0,1,2,D,2,D,780,D,0,D,1625,D,,A,,A,0,D,,
20242,05562593,3,0,1,2,D,2,D,1300,D,260,D,2600,D,,A,,A,50,D,,
20242,05562603,7,0,1,2,D,2,D,2925,D,1040,D,4550,D,,A,,A,600,D,,
20242,05562643,3,0,1,2,D,2,D,2600,D,260,D,2080,D,,A,,A,0,D,,
20242,05562663,3,0,1,2,D,2,D,0,D,0,D,2600,D,,A,,A,0,D,,
20242,05562673,5,0,1,2,D,2,D,1040,D,130,D,2600,D,,A,,A,0,D,,
20242,05562693,4,0,1,2,D,2,D,1040,D,390,D,3900,D,,A,,A,0,D,,
20242,05562713,4,0,1,2,D,2,D,195,D,0,D,390,D,,A,,A,0,D,,
20242,05562723,3,0,1,2,D,2,D,5200,D,0,D,0,D,,A,,A,0,D,,
20242,05562743,4,0,1,2,D,2,D,1625,D,0,D,1625,D,,A,,A,0,D,,
20242,05562843,4,0,1,2,D,2,D,1950,D,0,D,2600,D,,A,,A,0,D,,
20242,05562853,6,0,1,2,D,1,D,0,D,0,D,1053,D,,A,780,D,0,D,,
20242,05562873,3,0,1,2,D,2,D,1950,D,0,D,4550,D,,A,,A,0,D,,
20242,05562883,4,0,1,2,D,2,D,1950,D,0,D,1300,D,,A,,A,100,D,,
20242,05562963,4,0,1,1,D,2,D,520,D,0,D,1040,D,910,D,,A,0,D,,
20242,05563023,3,0,1,2,D,2,D,0,D,0,D,1950,D,,A,,A,0,D,,
20242,05563053,3,0,1,2,D,2,D,650,D,0,D,1950,D,,A,,A,0,D,,
20242,05563073,4,0,1,1,D,2,D,0,D,0,D,780,D,130,D,,A,0,D,,
20242,05563083,4,0,1,2,D,2,D,2600,D,0,D,1950,D,,A,,A,0,D,,
20242,05563103,5,0,1,2,D,2,D,5460,D,0,D,2275,D,,A,,A,0,D,,
20242,05563113,7,0,1,2,D,2,D,1105,D,195,D,1560,D,,A,,A,0,D,,
20242,05563173,8,0,1,2,D,2,D,260,D,0,D,715,D,,A,,A,75,D,,
20242,05563183,3,0,1,2,D,2,D,0,D,0,D,3250,D,,A,,A,0,D,,
20242,05563223,3,0,1,1,D,2,D,0,D,0,D,975,D,559,D,,A,0,D,,
20242,05563233,5,0,1,2,D,2,D,650,D,260,D,1625,D,,A,,A,0,D,,
20242,05563243,6,0,1,2,D,2,D,2600,D,130,D,2600,D,,A,,A,0,D,,
20242,05563253,4,0,1,2,D,2,D,1040,D,0,D,3250,D,,A,,A,0,D,,
20242,05563283,8,0,1,2,D,1,D,650,D,130,D,3250,D,,A,65,D,45,D,,
20242,05563333,6,0,1,2,D,2,D,65,D,0,D,3900,D,,A,,A,0,D,,
20242,05563363,7,0,1,2,D,1,D,1300,D,0,D,3900,D,,A,520,D,0,D,,
20242,05563373,6,0,1,2,D,2,D,520,D,520,D,1950,D,,A,,A,240,D,,
20242,05563393,3,0,1,2,D,1,D,650,D,130,D,1300,D,,A,260,D,0,D,,
20242,05563423,3,0,1,2,D,2,D,0,D,0,D,975,D,,A,,A,0,D,,
20242,05563433,5,0,1,2,D,2,D,780,D,0,D,2600,D,,A,,A,0,D,,
20242,05563443,3,0,1,2,D,2,D,1430,D,195,D,2990,D,,A,,A,0,D,,
20242,05563483,3,0,1,2,D,2,D,0,D,0,D,1300,D,,A,,A,0,D,,
20242,05563513,7,0,1,2,D,2,D,390,D,0,D,1950,D,,A,,A,0,D,,
20242,05563523,3,0,1,2,D,2,D,0,D,0,D,1625,D,,A,,A,0,D,,
20242,05563553,4,0,1,2,D,1,D,650,D,390,D,3250,D,,A,195,D,0,D,,
20242,05563563,5,0,1,2,D,2,D,0,D,195,D,1066,D,,A,,A,0,D,,
20242,05563583,5,0,1,2,D,2,D,325,D,195,D,520,D,,A,,A,0,D,,
20242,05563603,9,0,1,2,D,2,D,3900,D,0,D,3250,D,,A,,A,300,D,,
20242,05563683,10,0,1,2,D,2,D,1300,D,0,D,1560,D,,A,,A,0,D,,
20242,05563693,4,0,1,2,D,2,D,1300,D,260,D,2600,D,,A,,A,0,D,,
20242,05563703,4,0,1,2,D,2,D,0,D,0,D,650,D,,A,,A,10,D,,
20242,05563723,3,0,1,2,D,2,D,1300,D,260,D,1300,D,,A,,A,0,D,,
20242,05563783,3,0,1,2,D,2,D,0,D,0,D,520,D,,A,,A,0,D,,
20242,05563833,3,0,1,2,D,2,D,1950,D,650,D,2600,D,,A,,A,600,D,,
20242,05563863,6,0,1,2,D,2,D,1300,D,650,D,1300,D,,A,,A,450,D,,
20242,05563893,9,0,1,2,D,2,D,1300,D,0,D,2600,D,,A,,A,300,D,,
20242,05563914,3,0,1,2,D,2,D,650,D,0,D,1300,D,,A,,A,0,D,,
20242,05563923,4,0,1,2,D,2,D,260,D,65,D,2600,D,,A,,A,30,D,,
20242,05563933,5,0,1,2,D,2,D,0,D,0,D,1251,F,,A,,A,0,D,,
20242,05563943,6,0,1,2,D,2,D,2600,D,104,D,1625,D,,A,,A,300,D,,
20242,05563953,3,0,1,2,D,2,D,2210,D,780,D,2990,D,,A,,A,0,D,,
20242,05563963,3,0,1,2,D,2,D,0,D,0,D,910,D,,A,,A,0,D,,
20242,05563983,4,0,1,2,D,2,D,3679,D,520,D,1391,D,,A,,A,150,D,,
20242,05563993,12,0,1,2,D,2,D,325,D,0,D,3146,D,,A,,A,0,D,,
20242,05564053,10,0,1,2,D,2,D,1300,D,0,D,2600,D,,A,,A,0,D,,
20242,05564073,12,0,1,2,D,2,D,650,D,130,D,806,D,,A,,A,20,D,,
20242,05564153,11,0,1,2,D,2,D,4953,D,0,D,1950,D,,A,,A,164,D,,
20242,05564163,3,0,1,2,D,2,D,1040,D,0,D,1300,D,,A,,A,0,D,,
20242,05564173,4,0,1,2,D,2,D,1950,D,0,D,3900,D,,A,,A,0,D,,
20242,05564183,8,0,1,2,D,2,D,325,D,65,D,1352,D,,A,,A,0,D,,
20242,05564223,5,0,1,2,D,2,D,650,D,0,D,1300,D,,A,,A,50,D,,
20242,05564233,7,0,1,2,D,2,D,1300,D,0,D,2600,D,,A,,A,40,D,,
20242,05564243,7,0,1,2,D,2,D,260,D,0,D,2600,D,,A,,A,0,D,,
20242,05564313,3,0,1,2,D,2,D,260,D,208,D,2145,D,,A,,A,0,D,,
20242,05564343,3,0,1,2,D,2,D,0,D,0,D,2275,D,,A,,A,0,D,,
20242,05564353,3,0,1,2,D,2,D,130,D,0,D,1300,D,,A,,A,0,D,,
20242,05564363,4,0,1,2,D,2,D,1950,D,0,D,2600,D,,A,,A,50,D,,
20242,05564373,5,0,1,2,D,2,D,650,D,0,D,1950,D,,A,,A,0,D,,
20242,05564403,6,0,1,2,D,2,D,2600,D,0,D,3575,D,,A,,A,0,D,,
20242,05564413,11,0,1,2,D,1,D,325,D,1430,D,2405,D,,A,104,D,0,D,,2
20242,05564433,10,0,1,2,D,2,D,260,D,0,D,3250,D,,A,,A,30,D,,
20242,05564453,6,0,1,2,D,2,D,650,D,650,D,3250,D,,A,,A,100,D,,
20242,05564563,3,0,1,2,D,2,D,650,D,0,D,650,D,,A,,A,0,D,,
20242,05564573,5,0,1,2,D,2,D,1300,D,156,D,1300,D,,A,,A,0,D,,
20242,05564593,3,0,1,2,D,1,D,260,D,0,D,2600,D,,A,65,D,0,D,,
20242,05564603,4,0,1,2,D,1,D,3900,D,1300,D,13000,D,,A,325,D,0,D,,
20242,05564633,7,0,1,2,D,2,D,0,D,0,D,14300,D,,A,,A,0,D,,
20242,05564663,4,0,1,2,D,2,D,325,D,0,D,1950,D,,A,,A,0,D,,
20242,05564673,5,0,1,2,D,2,D,780,D,0,D,3250,D,,A,,A,0,D,,
20242,05564723,10,0,1,2,D,2,D,910,D,0,D,2600,D,,A,,A,0,D,,
20242,05564743,3,0,1,2,D,2,D,975,D,0,D,1950,D,,A,,A,0,D,,
20242,05564773,7,0,1,2,D,2,D,2470,D,0,D,4940,D,,A,,A,300,D,,
20242,05564803,3,0,1,2,D,2,D,0,D,260,D,650,D,,A,,A,0,D,,
20242,05564833,3,0,1,2,D,2,D,260,D,0,D,1300,D,,A,,A,0,D,,
20242,05564853,9,0,1,2,D,2,D,780,D,0,D,2340,D,,A,,A,0,D,,
20242,05564863,7,0,1,2,D,2,D,1040,D,195,D,2600,D,,A,,A,200,D,,
20242,05564883,5,0,1,2,D,1,D,0,D,0,D,2600,D,,A,39,D,0,D,,
20242,05564933,6,0,1,2,D,2,D,195,D,0,D,1300,D,,A,,A,60,D,,
20242,05564973,6,0,1,2,D,2,D,1300,D,650,D,3250,D,,A,,A,0,D,,
20242,05564983,5,0,1,2,D,2,D,975,D,390,D,1950,D,,A,,A,150,D,,
20242,05564993,6,0,1,2,D,2,D,650,D,0,D,1950,D,,A,,A,0,D,,
20242,05565103,3,0,1,2,D,2,D,975,D,0,D,2600,D,,A,,A,0,D,,
20242,05565193,3,0,1,2,D,2,D,1300,D,0,D,1950,D,,A,,A,0,D,,
20242,05565203,4,0,1,2,D,2,D,6825,D,0,D,2600,D,,A,,A,0,D,,
20242,05565223,9,0,1,1,D,2,D,1625,D,325,D,3250,D,975,D,,A,0,D,,
20242,05565293,3,0,1,2,D,2,D,260,D,0,D,650,D,,A,,A,0,D,,
20242,05565333,9,0,1,2,D,2,D,0,D,0,D,2600,D,,A,,A,0,D,,
20242,05565353,7,0,1,2,D,2,D,2600,D,0,D,1950,D,,A,,A,100,D,,
20242,05565383,5,0,1,1,D,2,D,0,D,0,D,1950,D,520,D,,A,0,D,,
20242,05565393,3,0,1,2,D,2,D,520,D,0,D,1950,D,,A,,A,40,D,,
20242,05565413,5,0,1,2,D,1,D,273,D,260,D,1300,D,,A,494,D,50,D,,
20242,05565443,6,0,1,2,D,2,D,910,D,0,D,2600,D,,A,,A,0,D,,
20242,05565453,4,0,1,2,D,2,D,1300,D,390,D,2600,D,,A,,A,0,D,,
20242,05565473,5,0,1,2,D,2,D,1300,D,520,D,1625,D,,A,,A,0,D,,
20242,05565483,3,0,1,2,D,2,D,1300,D,910,D,1625,D,,A,,A,80,D,,
20242,05565493,9,0,1,2,D,2,D,2600,D,0,D,2600,D,,A,,A,50,D,,
20242,05565533,4,0,1,2,D,2,D,780,D,0,D,2600,D,,A,,A,0,D,,
20242,05565573,4,0,1,2,D,2,D,325,D,0,D,975,D,,A,,A,0,D,,
20242,05565623,4,0,1,2,D,1,D,2600,D,650,D,3900,D,,A,1170,D,0,D,,
20242,05565633,3,0,1,2,D,2,D,1560,D,650,D,4550,D,,A,,A,0,D,,
20242,05565643,4,0,1,2,D,2,D,650,D,0,D,2600,D,,A,,A,0,D,,
20242,05565653,8,0,1,2,D,2,D,1560,D,0,D,2275,D,,A,,A,0,D,,
20242,05565683,3,0,1,2,D,2,D,325,D,0,D,1950,D,,A,,A,0,D,,
20242,05565703,6,0,1,2,D,1,D,1430,D,910,D,3900,D,,A,65,D,20,D,,2
20242,05565723,12,0,1,2,D,1,D,325,D,325,D,2600,D,,A,438,F,0,D,,
20242,05565753,4,0,1,1,D,2,D,1950,D,130,D,325,D,390,D,,A,0,D,,
20242,05565773,7,0,1,2,D,2,D,715,D,260,D,1625,D,,A,,A,0,D,,
20242,05565813,4,0,1,1,D,2,D,260,D,195,D,1040,D,195,D,,A,0,D,2,
20242,05565873,3,0,1,2,D,2,D,715,D,0,D,650,D,,A,,A,0,D,,
20242,05565923,6,0,1,2,D,2,D,520,D,0,D,4290,D,,A,,A,150,D,,
20242,05565933,3,0,1,2,D,2,D,0,D,0,D,2119,D,,A,,A,200,D,,
20242,05565943,10,0,1,2,D,2,D,650,D,0,D,650,D,,A,,A,120,D,,
20242,05565983,7,0,1,2,D,2,D,975,D,0,D,1950,D,,A,,A,104,F,,
20242,05566013,7,0,1,2,D,2,D,3250,D,0,D,3250,D,,A,,A,0,D,,
20242,05566023,8,0,1,2,D,2,D,975,D,650,D,3900,D,,A,,A,0,D,,
20242,05566063,3,0,1,2,D,2,D,520,D,0,D,1625,D,,A,,A,0,D,,
20242,05566083,5,0,1,2,D,2,D,520,D,0,D,975,D,,A,,A,300,D,,
20242,05566103,3,0,1,2,D,2,D,2600,D,0,D,2600,D,,A,,A,0,D,,
20242,05566133,3,0,1,2,D,2,D,0,D,0,D,3900,D,,A,,A,0,D,,
20242,05566143,9,0,1,2,D,2,D,1300,D,195,D,3900,D,,A,,A,100,D,,
20242,05566183,4,0,1,1,D,2,D,0,D,0,D,910,D,195,D,,A,0,D,,
20242,05566193,3,0,1,2,D,2,D,1300,D,0,D,3900,D,,A,,A,360,D,,
20242,05566203,3,0,1,2,D,2,D,260,D,0,D,910,D,,A,,A,0,D,,
20242,05566243,3,0,1,2,D,2,D,1300,D,0,D,3900,D,,A,,A,0,D,,
20242,05566283,4,0,1,2,D,2,D,1300,D,65,D,3250,D,,A,,A,0,D,,
20242,05566313,4,0,1,2,D,2,D,780,D,143,D,1300,D,,A,,A,0,D,,
20242,05566333,10,0,1,2,D,2,D,1950,D,0,D,3250,D,,A,,A,120,D,,
20242,05566383,5,0,1,1,D,2,D,1300,D,0,D,2600,D,520,D,,A,40,D,2,
20242,05566393,3,0,1,2,D,2,D,1560,D,0,D,3250,D,,A,,A,0,D,,
20242,05566423,3,0,1,2,D,2,D,1950,D,260,D,3900,D,,A,,A,0,D,,
20242,05566433,3,0,1,2,D,1,D,1300,D,975,D,3250,D,,A,325,D,0,D,,
20242,05566443,4,0,1,2,D,2,D,780,D,130,D,1300,D,,A,,A,0,D,,
20242,05566503,3,0,1,2,D,2,D,325,D,439,F,1560,D,,A,,A,0,D,,
20242,05566513,5,0,1,2,D,2,D,3250,D,650,D,1300,D,,A,,A,0,D,,
20242,05566553,6,0,1,2,D,2,D,2080,D,0,D,5330,D,,A,,A,0,D,,
20242,05566573,10,0,1,2,D,2,D,3900,D,520,D,3900,D,,A,,A,450,D,,
20242,05566583,4,0,1,2,D,2,D,0,D,0,D,910,D,,A,,A,0,D,,
20242,05566593,5,0,1,2,D,2,D,260,D,0,D,2275,D,,A,,A,0,D,,
20242,05566663,3,0,1,2,D,2,D,650,D,0,D,1300,D,,A,,A,0,D,,
20242,05566703,6,0,1,2,D,2,D,2600,D,0,D,650,D,,A,,A,500,D,,
20242,05566713,3,0,1,2,D,2,D,1300,D,130,D,3250,D,,A,,A,300,D,,
20242,05566733,4,0,1,2,D,2,D,1950,D,1040,D,5200,D,,A,,A,0,D,,
20242,05566743,7,0,1,2,D,2,D,1300,D,0,D,3900,D,,A,,A,0,D,,
20242,05566783,4,0,1,2,D,2,D,3250,D,0,D,5200,D,,A,,A,0,D,,
20242,05566823,5,0,1,2,D,2,D,650,D,0,D,3250,D,,A,,A,0,D,,
20242,05566843,6,0,1,2,D,2,D,650,D,0,D,1625,D,,A,,A,0,D,,
20242,05566853,8,0,1,2,D,2,D,130,D,0,D,975,D,,A,,A,0,D,,
20242,05566893,6,0,1,2,D,2,D,1300,D,0,D,6500,D,,A,,A,60,D,,
20242,05566923,3,0,1,1,D,2,D,390,D,0,D,1820,D,156,D,,A,0,D,,
20242,05566953,4,0,1,2,D,2,D,2600,D,0,D,4550,D,,A,,A,100,D,,
20242,05566963,3,0,1,2,D,2,D,3250,D,130,D,1625,D,,A,,A,100,D,,
20242,05567003,4,0,1,1,D,2,D,520,D,650,D,260,D,195,D,,A,0,D,,
20242,05567073,8,0,1,2,D,2,D,260,D,0,D,3900,D,,A,,A,0,D,,
20242,05567123,4,0,1,2,D,2,D,520,D,0,D,2925,D,,A,,A,0,D,,
20242,05567133,4,0,1,2,D,2,D,260,D,0,D,975,D,,A,,A,0,D,,
20242,05567163,3,0,1,1,D,2,D,650,D,650,D,3250,D,1300,D,,A,0,D,,
20242,05567183,5,0,1,2,D,2,D,1625,D,0,D,1625,D,,A,,A,75,D,,
20242,05567213,5,0,1,2,D,2,D,975,D,520,D,5200,D,,A,,A,0,D,,
20242,05567223,3,0,1,,C,,C,1352,F,530,F,2596,F,,A,,A,179,F,,
20242,05567233,11,0,1,2,D,2,D,1625,D,0,D,2080,D,,A,,A,1500,D,,
20242,05567263,3,0,1,2,D,2,D,650,D,0,D,3575,D,,A,,A,0,D,,
20242,05567293,3,0,1,2,D,2,D,650,D,0,D,2600,D,,A,,A,0,D,,
20242,05567333,5,0,1,2,D,2,D,1950,D,1300,D,3900,D,,A,,A,0,D,,
20242,05567373,3,0,1,2,D,2,D,2600,D,0,D,3250,D,,A,,A,0,D,,
20242,05567453,5,0,1,2,D,1,D,65,D,0,D,650,D,,A,91,D,0,D,,
20242,05567513,5,0,1,1,D,2,D,195,D,390,D,3900,D,650,D,,A,0,D,2,
20242,05567523,3,0,1,2,D,2,D,2600,D,0,D,2600,D,,A,,A,0,D,,
20242,05567543,3,0,1,2,D,2,D,0,D,0,D,1430,D,,A,,A,0,D,,
20242,05567573,5,0,1,2,D,2,D,1300,D,975,D,3250,D,,A,,A,0,D,,
20242,05567583,6,0,1,2,D,2,D,650,D,0,D,1300,D,,A,,A,0,D,,
20242,05567643,3,0,1,2,D,2,D,0,D,0,D,780,D,,A,,A,10,D,,
20242,05567653,8,0,1,2,D,2,D,2600,D,0,D,2600,D,,A,,A,10,D,,
20242,05567673,6,0,1,2,D,2,D,1950,D,390,D,2600,D,,A,,A,0,D,,
20242,05567743,3,0,1,2,D,2,D,975,D,0,D,1625,D,,A,,A,0,D,,
20242,05567753,4,0,1,2,D,2,D,0,D,65,D,1560,D,,A,,A,0,D,,
20242,05567773,4,0,1,2,D,2,D,1300,D,0,D,1625,D,,A,,A,0,D,,
20242,05567813,7,0,1,2,D,2,D,780,D,0,D,3250,D,,A,,A,0,D,,
20242,05567853,4,0,1,2,D,2,D,650,D,0,D,650,D,,A,,A,150,D,,
20242,05567883,7,0,1,2,D,2,D,1625,D,0,D,13000,D,,A,,A,100,D,,
20242,05567893,3,0,1,2,D,2,D,0,D,156,D,1950,D,,A,,A,0,D,,
20242,05567913,3,0,1,2,D,2,D,1300,D,0,D,2600,D,,A,,A,50,D,,
20242,05567933,10,0,1,2,D,2,D,3900,D,650,D,3900,D,,A,,A,0,D,,
20242,05568023,4,0,1,2,D,2,D,0,D,0,D,2600,D,,A,,A,0,D,,
20242,05568053,4,0,1,2,D,2,D,2600,D,260,D,5200,D,,A,,A,0,D,,
20242,05568073,13,0,1,2,D,2,D,1456,D,559,D,2678,D,,A,,A,0,D,,
20242,05568173,5,0,1,2,D,1,D,260,D,0,D,650,D,,A,130,D,0,D,,
20242,05568183,9,0,1,2,D,2,D,1300,D,0,D,3250,D,,A,,A,0,D,,
20242,05568223,7,0,1,1,D,2,D,780,D,0,D,2600,D,520,D,,A,220,F,,
20242,05568233,5,0,1,2,D,2,D,325,D,0,D,1300,D,,A,,A,0,D,,
20242,05568263,3,0,1,1,D,2,D,1300,D,0,D,1300,D,455,D,,A,0,D,,
20242,05568313,3,0,1,1,D,2,D,260,D,0,D,1300,D,130,D,,A,0,D,,
20242,05568333,4,0,1,2,D,2,D,650,D,0,D,390,D,,A,,A,100,D,,
20242,05568393,3,0,1,1,D,2,D,780,D,0,D,1300,D,780,D,,A,0,D,,
20242,05568423,3,0,1,2,D,2,D,780,D,0,D,2275,D,,A,,A,0,D,,
20242,05568483,16,0,1,2,D,1,D,1950,D,0,D,1300,D,,A,390,D,0,D,,
20242,05568503,4,0,1,2,D,2,D,1300,D,0,D,3250,D,,A,,A,200,D,,
20242,05568573,10,0,1,2,D,2,D,1300,D,0,D,9750,D,,A,,A,0,D,,
