QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CONTCODE,CONT_ODE,CONTMO,CONTMO_,CONTEXPX,CONT_XPX
20242,05418294,5,0,1,150,D,13,D,160,D
20242,05418314,4,0,1,170,D,03,D,1000,D
20242,05418364,2,0,1,100,D,02,D,500,D
20242,05418394,4,0,1,150,D,13,D,2500,D
20242,05418394,5,0,1,160,D,03,D,300,D
20242,05418414,2,0,1,150,D,13,D,50,D
20242,05418454,2,0,1,150,D,03,D,100,D
20242,05418454,3,0,1,150,D,13,D,100,D
20242,05418914,3,0,1,170,D,03,D,100,D
20242,05418914,4,0,1,160,D,03,D,86,D
20242,05418914,5,0,1,160,D,02,D,200,D
20242,05418974,3,0,1,150,D,13,D,140,D
20242,05418974,4,0,1,150,D,13,D,40,D
20242,05418974,5,0,1,160,D,13,D,40,D
20242,05418994,2,0,1,100,D,13,D,150,D
20242,05419194,3,0,1,170,D,03,D,600,D
20242,05419194,4,0,1,140,D,03,D,1000,D
20242,05419194,5,0,1,140,D,01,D,500,D
20242,05419324,2,0,1,170,D,03,D,25,D
20242,05419324,3,0,1,150,D,02,D,125,D
20242,05419374,2,0,1,170,D,02,D,500,D
20242,05419394,2,0,1,170,D,02,D,50,D
20242,05419394,3,0,1,150,D,13,D,200,D
20242,05419484,4,0,1,100,D,13,D,250,D
20242,05419494,2,0,1,150,D,01,D,50,D
20242,05419664,2,0,1,170,D,02,D,400,D
20242,05419664,3,0,1,160,D,03,D,50,D
20242,05419694,2,0,1,130,D,13,D,100,D
20242,05419874,5,0,1,110,D,13,D,767,D
20242,05419874,6,0,2,150,D,01,D,10,D
20242,05419964,3,0,1,160,D,13,D,40,D
20242,05420004,15,0,1,170,D,02,D,181,D
20242,05420004,16,0,1,170,D,03,D,150,D
20242,05420174,9,0,1,170,D,03,D,350,D
20242,05420174,10,0,1,150,D,02,D,50,D
20242,05420174,11,0,1,150,D,03,D,145,D
20242,05420204,2,0,1,120,D,13,D,800,D
20242,05420244,3,0,1,100,D,13,D,375,D
20242,05420374,5,0,1,100,D,01,D,300,D
20242,05420374,6,0,1,100,D,02,D,75,D
20242,05420374,7,0,1,100,D,03,D,100,D
20242,05420424,2,0,1,150,D,13,D,20,D
20242,05420444,3,0,1,160,D,03,D,330,D
20242,05420714,2,0,1,160,D,03,D,100,D
20242,05420764,6,0,1,110,D,13,D,1200,D
20242,05420764,7,0,1,160,D,13,D,50,D
20242,05420864,4,0,1,170,D,01,D,3693,D
20242,05420874,3,0,1,170,D,13,D,40,D
20242,05421134,2,0,1,170,D,01,D,32,D
20242,05421134,3,0,1,170,D,02,D,90,D
20242,05421134,4,0,1,170,D,03,D,20,D
20242,05421264,4,0,1,170,D,03,D,200,D
20242,05421294,2,0,1,100,D,13,D,500,D
20242,05421294,3,0,1,170,D,13,D,100,D
20242,05421324,8,0,1,100,D,02,D,120,D
20242,05421324,9,0,1,150,D,13,D,200,D
20242,05421504,5,0,1,160,D,13,D,13,D
20242,05421514,2,0,1,150,D,13,D,265,F
20242,05421614,3,0,1,170,D,13,D,10,D
20242,05421724,6,0,1,160,D,13,D,60,D
20242,05421734,5,0,1,130,D,02,D,40,D
20242,05421734,6,0,1,160,D,01,D,290,D
20242,05421774,2,0,1,100,D,01,D,100,D
20242,05421774,3,0,1,100,D,02,D,100,D
20242,05421774,4,0,1,160,D,01,D,200,D
20242,05421774,5,0,1,150,D,02,D,200,D
20242,05421774,6,0,2,100,D,01,D,200,D
20242,05421774,7,0,2,150,D,01,D,75,D
20242,05421774,8,0,2,160,D,01,D,50,D
20242,05421794,2,0,1,150,D,01,D,30,D
20242,05421794,3,0,1,150,D,01,D,30,D
20242,05421794,4,0,1,150,D,01,D,30,D
20242,05421814,4,0,1,150,D,13,D,40,D
20242,05421814,5,0,2,170,D,01,D,95,D
20242,05421864,3,0,2,150,D,01,D,1000,D
20242,05421884,4,0,1,170,D,13,D,2000,D
20242,05422054,2,0,1,150,D,03,D,30,D
20242,05422054,3,0,1,160,D,13,D,20,D
20242,05422244,2,0,1,150,D,13,D,500,D
20242,05422394,3,0,1,160,D,13,D,20,D
20242,05422434,3,0,1,140,D,01,D,50,D
20242,05422454,3,0,1,100,D,03,D,100,D
20242,05422454,4,0,1,170,D,01,D,100,D
20242,05422454,5,0,1,160,D,01,D,450,D
20242,05422484,2,0,1,170,D,03,D,35,D
20242,05422484,3,0,1,150,D,13,D,100,D
20242,05422484,4,0,1,160,D,02,D,300,D
20242,05422504,2,0,1,150,D,03,D,6500,D
20242,05422534,2,0,1,160,D,13,D,375,D
20242,05422844,3,0,1,170,D,01,D,200,D
20242,05422844,4,0,1,170,D,02,D,400,D
20242,05422844,5,0,1,160,D,03,D,100,D
20242,05422844,6,0,1,160,D,03,D,100,D
20242,05422844,7,0,1,160,D,03,D,25,D
20242,05422844,8,0,1,160,D,02,D,100,D
20242,05422844,9,0,1,160,D,02,D,100,D
20242,05422844,10,0,1,160,D,02,D,100,D
20242,05422844,11,0,1,160,D,02,D,100,D
20242,05422844,12,0,1,160,D,01,D,100,D
20242,05422844,13,0,1,160,D,01,D,35,D
20242,05422844,14,0,1,160,D,01,D,100,D
20242,05422874,3,0,1,120,D,13,D,2711,F
20242,05422874,4,0,1,150,D,13,D,400,D
20242,05422934,2,0,1,160,D,01,D,500,D
20242,05422934,3,0,1,160,D,01,D,200,D
20242,05422944,3,0,1,150,D,01,D,50,D
20242,05422944,4,0,1,150,D,03,D,50,D
20242,05423074,7,0,1,150,D,01,D,345,D
20242,05423074,8,0,1,150,D,02,D,350,D
20242,05423074,9,0,1,150,D,03,D,345,D
20242,05423154,2,0,1,160,D,01,D,200,D
20242,05423154,3,0,1,160,D,02,D,150,D
20242,05423154,4,0,1,160,D,03,D,50,D
20242,05423224,2,0,1,150,D,13,D,330,D
20242,05423264,3,0,1,150,D,13,D,240,D
20242,05423324,4,0,1,150,D,13,D,100,D
20242,05423394,2,0,1,130,D,01,D,10,D
20242,05423554,2,0,1,150,D,13,D,100,D
20242,05423614,3,0,1,150,D,03,D,400,D
20242,05423624,4,0,1,150,D,13,D,5,D
20242,05423634,2,0,1,150,D,13,D,400,D
20242,05423794,2,0,1,150,D,13,D,50,D
20242,05423794,3,0,1,160,D,13,D,55,D
20242,05423794,4,0,1,160,D,04,D,25,D
20242,05423864,5,0,1,140,D,03,D,25,D
20242,05423864,6,0,1,160,D,02,D,200,D
20242,05423914,17,0,1,150,D,13,D,200,D
20242,05423914,18,0,1,160,D,02,D,10,D
20242,05423994,3,0,1,160,D,02,D,25,D
20242,05424004,5,0,1,150,D,13,D,25,D
20242,05424034,5,0,1,150,D,13,D,750,D
20242,05424054,4,0,1,150,D,13,D,170,D
20242,05424084,3,0,1,170,D,04,D,10,D
20242,05424084,4,0,1,160,D,02,D,6,D
20242,05424084,5,0,2,160,D,02,D,3,D
20242,05424324,6,0,1,170,D,03,D,50,D
20242,05424324,7,0,1,130,D,04,D,2000,D
20242,05424324,8,0,1,150,D,03,D,300,D
20242,05424404,3,0,1,170,D,03,D,300,D
20242,05424404,4,0,2,170,D,02,D,2000,D
20242,05424474,2,0,1,170,D,03,D,250,D
20242,05424554,3,0,1,150,D,13,D,100,D
20242,05424554,4,0,1,150,D,04,D,80,D
20242,05424604,3,0,1,100,D,03,D,30,D
20242,05424664,2,0,1,170,D,13,D,60,D
20242,05424674,4,0,1,170,D,04,D,25,D
20242,05424674,5,0,1,160,D,13,D,20,D
20242,05424774,2,0,1,170,D,02,D,10,D
20242,05424854,3,0,1,170,D,02,D,30,D
20242,05424854,4,0,1,170,D,03,D,540,D
20242,05424854,5,0,1,170,D,04,D,30,D
20242,05424894,11,0,1,170,D,03,D,40,D
20242,05424894,12,0,1,170,D,04,D,20,D
20242,05424894,13,0,1,150,D,13,D,500,D
20242,05424894,14,0,1,150,D,13,D,120,D
20242,05424904,4,0,1,170,D,03,D,20,D
20242,05424954,2,0,1,150,D,03,D,300,D
20242,05424954,3,0,1,130,D,03,D,250,D
20242,05424954,4,0,1,160,D,03,D,250,D
20242,05424954,5,0,1,150,D,03,D,250,D
20242,05424964,2,0,1,150,D,13,D,100,D
20242,05425054,2,0,1,160,D,02,D,79,F
20242,05425154,4,0,1,170,D,04,D,50,D
20242,05425154,5,0,2,160,D,02,D,100,D
20242,05425174,3,0,1,170,D,02,D,225,D
20242,05425174,4,0,1,150,D,13,D,400,D
20242,05425254,2,0,1,170,D,13,D,5000,D
20242,05425254,3,0,1,150,D,04,D,235,D
20242,05425364,3,0,1,170,D,04,D,80,D
20242,05425484,6,0,1,170,D,13,D,60,D
20242,05425534,2,0,1,170,D,04,D,20,D
20242,05425574,2,0,1,170,D,04,D,100,D
20242,05425574,3,0,1,130,D,04,D,100,D
20242,05425704,6,0,1,150,D,13,D,100,D
20242,05425704,7,0,1,160,D,13,D,100,D
20242,05425884,2,0,1,150,D,13,D,25,D
20242,05425894,5,0,1,170,D,03,D,50,D
20242,05425894,6,0,1,170,D,03,D,50,D
20242,05425894,7,0,1,170,D,03,D,120,D
20242,05425924,2,0,1,160,D,13,D,200,D
20242,05425964,22,0,1,170,D,02,D,300,D
20242,05425994,3,0,1,150,D,13,D,20,D
20242,05426004,2,0,1,160,D,13,D,50,D
20242,05426004,3,0,1,160,D,13,D,55,D
20242,05426094,2,0,1,150,D,13,D,20,D
20242,05426114,3,0,1,150,D,04,D,30,D
20242,05426114,4,0,2,150,D,02,D,100,D
20242,05426154,6,0,1,160,D,03,D,25,D
20242,05426154,7,0,1,160,D,03,D,25,D
20242,05426174,2,0,1,100,D,13,D,150,D
20242,05426194,2,0,1,150,D,13,D,20,D
20242,05426234,3,0,1,150,D,13,D,265,F
20242,05426254,5,0,1,170,D,03,D,100,D
20242,05426254,6,0,1,170,D,04,D,125,D
20242,05426254,7,0,1,170,D,04,D,125,D
20242,05426644,2,0,1,160,D,04,D,100,D
20242,05426734,2,0,1,150,D,13,D,80,D
20242,05426734,3,0,1,150,D,03,D,100,D
20242,05426734,4,0,1,160,D,03,D,10,D
20242,05426734,5,0,1,160,D,04,D,50,D
20242,05426784,3,0,1,150,D,13,D,100,D
20242,05426854,3,0,1,160,D,13,D,62,D
20242,05426854,4,0,1,150,D,13,D,455,D
20242,05426854,5,0,1,150,D,03,D,100,D
20242,05426864,2,0,1,150,D,13,D,50,D
20242,05426904,3,0,1,110,D,13,D,2000,D
20242,05426964,2,0,1,100,D,13,D,60,D
20242,05427034,3,0,1,170,D,02,D,300,D
20242,05427034,4,0,1,170,D,03,D,200,D
20242,05427194,2,0,1,130,D,02,D,50,D
20242,05427194,3,0,1,130,D,03,D,50,D
20242,05427194,4,0,1,130,D,04,D,50,D
20242,05427194,5,0,1,130,D,02,D,100,D
20242,05427194,6,0,1,130,D,03,D,100,D
20242,05427194,7,0,1,130,D,04,D,100,D
20242,05427224,2,0,1,170,D,03,D,80,D
20242,05427224,3,0,1,150,D,13,D,1100,D
20242,05427374,2,0,1,100,D,04,D,400,D
20242,05427434,4,0,1,170,D,02,D,20,D
20242,05427434,5,0,2,130,D,02,D,50,D
20242,05427434,6,0,2,160,D,02,D,25,D
20242,05427554,7,0,1,170,D,04,D,100,D
20242,05427564,3,0,1,160,D,13,D,350,D
20242,05427684,4,0,1,160,D,13,D,21,D
20242,05427774,2,0,1,150,D,13,D,50,D
20242,05427824,2,0,1,160,D,04,D,20,D
20242,05427844,7,0,1,160,D,13,D,30,D
20242,05427894,3,0,1,150,D,13,D,500,D
20242,05427964,2,0,1,150,D,13,D,800,D
20242,05427964,3,0,1,160,D,13,D,80,D
20242,05428094,2,0,1,150,D,13,D,80,D
20242,05428104,3,0,1,150,D,13,D,350,D
20242,05428114,2,0,1,170,D,03,D,5,D
20242,05428114,3,0,1,170,D,04,D,40,D
20242,05428114,4,0,1,170,D,02,D,45,D
20242,05428114,5,0,1,170,D,03,D,5,D
20242,05428114,6,0,1,150,D,02,D,140,D
20242,05428114,7,0,1,150,D,03,D,140,D
20242,05428114,8,0,1,150,D,04,D,160,D
20242,05428114,9,0,1,150,D,13,D,59,D
20242,05428124,2,0,1,160,D,04,D,50,D
20242,05428134,3,0,1,150,D,13,D,50,D
20242,05428144,2,0,1,150,D,13,D,128,D
20242,05428144,3,0,1,150,D,03,D,100,D
20242,05428174,4,0,1,170,D,02,D,25,D
20242,05428174,5,0,1,160,D,13,D,25,D
20242,05428214,2,0,1,170,D,04,D,200,D
20242,05428214,3,0,1,150,D,13,D,200,D
20242,05428214,4,0,1,160,D,13,D,25,D
20242,05428294,3,0,1,160,D,13,D,150,D
20242,05428314,8,0,1,170,D,13,D,20,D
20242,05428354,4,0,1,100,D,03,D,600,D
20242,05428354,5,0,1,160,D,02,D,50,D
20242,05428434,2,0,1,160,D,13,D,175,D
20242,05428474,2,0,1,150,D,13,D,263,D
20242,05428524,2,0,1,170,D,04,D,1000,D
20242,05428544,2,0,1,170,D,03,D,100,D
20242,05428654,3,0,1,160,D,03,D,70,D
20242,05428704,3,0,1,160,D,03,D,25,D
20242,05428734,2,0,1,150,D,13,D,25,D
20242,05428804,4,0,1,160,D,13,D,10,D
20242,05428804,5,0,1,140,D,04,D,50,D
20242,05428814,3,0,1,150,D,03,D,250,D
20242,05428814,4,0,1,160,D,03,D,75,D
20242,05428884,2,0,1,160,D,13,D,200,D
20242,05428894,4,0,1,150,D,13,D,20,D
20242,05428934,3,0,1,170,D,13,D,20,D
20242,05428934,4,0,1,150,D,13,D,120,D
20242,05428964,2,0,1,150,D,02,D,1790,D
20242,05428964,3,0,1,160,D,04,D,690,D
20242,05429144,2,0,1,150,D,13,D,1050,D
20242,05429494,11,0,1,130,D,03,D,100,D
20242,05429494,12,0,1,140,D,03,D,175,D
20242,05429494,13,0,1,140,D,02,D,250,D
20242,05429494,14,0,1,150,D,02,D,50,D
20242,05429494,15,0,1,150,D,03,D,85,D
20242,05429494,16,0,1,160,D,02,D,50,D
20242,05429494,17,0,2,150,D,02,D,30,D
20242,05429494,18,0,2,160,D,02,D,75,D
20242,05429604,2,0,1,170,D,04,D,35,D
20242,05429604,3,0,1,160,D,13,D,8,D
20242,05429674,5,0,1,130,D,03,D,15,D
20242,05429794,4,0,1,170,D,02,D,250,D
20242,05429794,5,0,1,170,D,04,D,50,D
20242,05429934,2,0,1,150,D,13,D,615,F
20242,05429994,8,0,1,170,D,13,D,60,D
20242,05429994,9,0,1,170,D,04,D,120,D
20242,05430004,2,0,1,160,D,13,D,8000,D
20242,05430004,3,0,1,150,D,13,D,2000,D
20242,05430124,6,0,1,160,D,04,D,150,D
20242,05430184,2,0,1,150,D,13,D,200,D
20242,05430194,2,0,1,170,D,13,D,18,D
20242,05430194,3,0,1,160,D,13,D,30,D
20242,05430244,4,0,1,160,D,13,D,700,D
20242,05430264,3,0,1,160,D,13,D,100,D
20242,05430324,2,0,1,100,D,13,D,297,D
20242,05430354,2,0,1,150,D,13,D,100,D
20242,05430534,2,0,1,150,D,13,D,255,F
20242,05430584,2,0,1,150,D,13,D,200,D
20242,05430624,3,0,1,150,D,13,D,200,D
20242,05430644,2,0,1,100,D,04,D,100,D
20242,05430644,3,0,1,140,D,13,D,45,D
20242,05430644,4,0,1,160,D,13,D,175,D
20242,05430744,4,0,1,170,D,04,D,100,D
20242,05430744,5,0,1,170,D,03,D,100,D
20242,05430744,6,0,1,160,D,04,D,25,D
20242,05430744,7,0,1,160,D,04,D,65,D
20242,05430874,5,0,1,150,D,13,D,75,D
20242,05430874,6,0,2,150,D,02,D,350,D
20242,05430894,2,0,1,150,D,13,D,300,D
20242,05430894,3,0,1,130,D,02,D,700,D
20242,05430984,2,0,1,170,D,04,D,30,D
20242,05431004,3,0,1,150,D,02,D,200,D
20242,05431044,2,0,1,100,D,02,D,100,D
20242,05431044,3,0,1,170,D,02,D,500,D
20242,05431084,2,0,1,160,D,03,D,250,D
20242,05431184,5,0,1,150,D,02,D,75,D
20242,05431344,2,0,1,100,D,02,D,600,D
20242,05431634,4,0,1,160,D,03,D,250,D
20242,05431644,5,0,1,150,D,13,D,193,F
20242,05431884,2,0,1,170,D,04,D,80,D
20242,05431884,3,0,1,170,D,04,D,70,D
20242,05432014,28,0,1,170,D,13,D,50,D
20242,05432034,2,0,1,150,D,13,D,200,D
20242,05432044,10,0,1,170,D,03,D,10,D
20242,05432104,2,0,1,170,D,03,D,600,D
20242,05432104,3,0,1,150,D,04,D,500,D
20242,05432174,4,0,1,150,D,13,D,200,D
20242,05432234,7,0,1,170,D,13,D,400,D
20242,05432234,8,0,1,110,D,13,D,600,D
20242,05432244,3,0,1,170,D,04,D,40,D
20242,05432314,2,0,1,150,D,13,D,600,D
20242,05432364,4,0,1,170,D,13,D,50,D
20242,05432404,3,0,1,150,D,13,D,100,D
20242,05432404,4,0,1,160,D,13,D,100,D
20242,05432454,2,0,1,160,D,13,D,12,D
20242,05432494,2,0,1,170,D,02,D,10,D
20242,05432494,3,0,1,170,D,03,D,10,D
20242,05432494,4,0,1,150,D,02,D,50,D
20242,05432494,5,0,1,150,D,03,D,50,D
20242,05432494,6,0,2,170,D,02,D,50,D
20242,05432494,7,0,2,170,D,02,D,50,D
20242,05432574,2,0,1,170,D,02,D,100,D
20242,05432574,3,0,1,170,D,03,D,100,D
20242,05432604,4,0,1,100,D,03,D,20,D
20242,05432604,5,0,1,100,D,04,D,100,D
20242,05432604,6,0,1,100,D,04,D,100,D
20242,05432604,7,0,1,100,D,04,D,100,D
20242,05432604,8,0,1,150,D,13,D,160,D
20242,05432654,9,0,1,170,D,04,D,80,D
20242,05432654,10,0,1,160,D,03,D,40,D
20242,05432674,3,0,1,150,D,13,D,100,D
20242,05432684,2,0,1,150,D,13,D,330,D
20242,05432764,9,0,1,170,D,02,D,25,D
20242,05432764,10,0,1,170,D,03,D,25,D
20242,05432764,11,0,1,170,D,04,D,25,D
20242,05432764,12,0,1,110,D,13,D,650,D
20242,05432894,2,0,1,130,D,03,D,100,D
20242,05432894,3,0,1,130,D,03,D,100,D
20242,05432894,4,0,1,140,D,13,D,125,D
20242,05432894,5,0,1,150,D,13,D,500,D
20242,05432894,6,0,1,160,D,02,D,275,D
20242,05432894,7,0,1,160,D,03,D,450,D
20242,05432894,8,0,1,160,D,04,D,275,D
20242,05432924,2,0,1,130,D,04,D,150,D
20242,05432934,11,0,1,130,D,04,D,200,D
20242,05432934,12,0,1,160,D,13,D,20,D
20242,05432934,13,0,1,160,D,13,D,5,D
20242,05432934,14,0,1,160,D,13,D,20,D
20242,05432984,2,0,1,100,D,13,D,100,D
20242,05432984,3,0,2,100,D,02,D,100,D
20242,05433024,5,0,1,140,D,04,D,50,D
20242,05433024,6,0,1,130,D,04,D,150,D
20242,05433074,5,0,1,150,D,13,D,20,D
20242,05433164,2,0,1,150,D,13,D,200,D
20242,05433174,2,0,1,160,D,03,D,250,D
20242,05433174,3,0,1,160,D,04,D,21,D
20242,05433214,4,0,1,100,D,13,D,850,D
20242,05433274,2,0,1,150,D,13,D,60,D
20242,05433274,3,0,1,160,D,13,D,400,D
20242,05433324,4,0,1,170,D,13,D,600,D
20242,05433374,3,0,1,130,D,13,D,5,D
20242,05433444,3,0,1,160,D,13,D,50,D
20242,05433444,4,0,1,150,D,13,D,75,D
20242,05433494,2,0,1,160,D,04,D,132,D
20242,05433494,3,0,1,140,D,04,D,50,D
20242,05433494,4,0,1,140,D,02,D,110,D
20242,05433564,2,0,1,170,D,13,D,71,D
20242,05433564,3,0,1,160,D,03,D,100,D
20242,05433574,3,0,1,170,D,04,D,1000,D
20242,05433654,7,0,1,170,D,04,D,2000,D
20242,05433664,7,0,1,150,D,13,D,150,D
20242,05433714,2,0,1,170,D,13,D,30,D
20242,05433714,3,0,1,150,D,13,D,60,D
20242,05433714,4,0,1,160,D,04,D,175,D
20242,05433724,4,0,1,150,D,13,D,200,D
20242,05433724,5,0,1,160,D,02,D,85,D
20242,05433814,6,0,1,160,D,04,D,75,D
20242,05433814,7,0,1,150,D,13,D,20,D
20242,05433934,2,0,1,100,D,13,D,300,D
20242,05433934,3,0,1,170,D,13,D,210,D
20242,05433984,2,0,1,160,D,13,D,1000,D
20242,05434174,3,0,1,150,D,13,D,100,D
20242,05434204,3,0,1,170,D,13,D,20,D
20242,05434414,2,0,1,160,D,04,D,153,D
20242,05434474,2,0,1,170,D,03,D,300,D
20242,05434474,3,0,1,170,D,03,D,100,D
20242,05434474,4,0,1,170,D,03,D,100,D
20242,05434474,5,0,1,160,D,02,D,80,D
20242,05434474,6,0,1,160,D,04,D,431,D
20242,05434514,3,0,1,150,D,13,D,100,D
20242,05434534,13,0,1,100,D,13,D,1000,D
20242,05434534,14,0,1,170,D,13,D,1200,D
20242,05434534,15,0,1,130,D,04,D,31209,T
20242,05434534,16,0,1,160,D,03,D,5000,D
20242,05434534,17,0,1,160,D,04,D,8000,D
20242,05434574,3,0,1,150,D,02,D,280,D
20242,05434574,4,0,1,150,D,03,D,280,D
20242,05434574,5,0,1,150,D,04,D,280,D
20242,05434574,6,0,1,160,D,03,D,148,D
20242,05434964,5,0,1,170,D,04,D,150,D
20242,05434964,6,0,1,150,D,13,D,1300,D
20242,05434964,7,0,1,160,D,13,D,602,D
20242,05434984,2,0,1,140,D,02,D,495,D
20242,05434984,3,0,1,140,D,03,D,400,D
20242,05434984,4,0,1,140,D,04,D,795,D
20242,05434984,5,0,1,160,D,04,D,40,D
20242,05434984,6,0,1,160,D,02,D,50,D
20242,05434994,2,0,1,170,D,13,D,250,D
20242,05435064,4,0,1,150,D,02,D,1700,D
20242,05435064,5,0,1,150,D,03,D,1700,D
20242,05435064,6,0,1,150,D,04,D,1700,D
20242,05435064,7,0,1,150,D,02,D,350,D
20242,05435064,8,0,1,150,D,03,D,2300,D
20242,05435064,9,0,1,150,D,04,D,300,D
20242,05435064,10,0,1,160,D,02,D,477,D
20242,05435064,11,0,1,160,D,03,D,802,D
20242,05435064,12,0,1,160,D,04,D,626,D
20242,05435064,13,0,2,170,D,02,D,311,D
20242,05435064,14,0,2,150,D,02,D,1606,D
20242,05435134,2,0,1,150,D,13,D,20,D
20242,05435264,3,0,1,150,D,03,D,125,D
20242,05435294,6,0,1,170,D,05,D,75,D
20242,05435474,3,0,1,150,D,13,D,300,D
20242,05435614,3,0,1,170,D,13,D,20,D
20242,05435614,4,0,1,160,D,13,D,100,D
20242,05435634,2,0,1,150,D,13,D,360,D
20242,05435734,11,0,1,170,D,04,D,101,D
20242,05435734,12,0,1,170,D,05,D,150,D
20242,05435734,13,0,1,160,D,05,D,15,D
20242,05435864,2,0,1,170,D,05,D,600,D
20242,05435864,3,0,1,170,D,13,D,80,D
20242,05435934,2,0,1,150,D,13,D,30,D
20242,05436044,2,0,1,100,D,13,D,700,D
20242,05436084,3,0,1,170,D,05,D,400,D
20242,05436124,2,0,1,150,D,13,D,75,D
20242,05436134,3,0,1,100,D,03,D,75,D
20242,05436134,4,0,1,100,D,04,D,75,D
20242,05436134,5,0,1,100,D,05,D,500,D
20242,05436134,6,0,1,150,D,04,D,120,D
20242,05436134,7,0,1,160,D,04,D,50,D
20242,05436134,8,0,1,160,D,04,D,108,D
20242,05436154,2,0,1,150,D,13,D,20,D
20242,05436354,4,0,1,170,D,05,D,300,D
20242,05436354,5,0,1,130,D,04,D,650,D
20242,05436354,6,0,1,160,D,05,D,600,D
20242,05436414,4,0,1,160,D,13,D,50,D
20242,05436764,2,0,1,170,D,03,D,5,D
20242,05436764,3,0,1,170,D,04,D,5,D
20242,05436764,4,0,1,130,D,05,D,501,D
20242,05436764,5,0,1,150,D,13,D,50,D
20242,05436794,2,0,1,170,D,05,D,80,D
20242,05436794,3,0,1,150,D,13,D,100,D
20242,05436894,3,0,1,170,D,05,D,200,D
20242,05436904,2,0,1,170,D,04,D,100,D
20242,05436904,3,0,1,150,D,13,D,400,D
20242,05436974,7,0,1,170,D,03,D,50,D
20242,05436974,8,0,1,170,D,05,D,50,D
20242,05436984,3,0,1,170,D,03,D,350,D
20242,05437084,2,0,1,170,D,13,D,6,D
20242,05437144,2,0,1,160,D,04,D,320,D
20242,05437384,14,0,1,170,D,03,D,40,D
20242,05437384,15,0,1,170,D,05,D,70,D
20242,05437414,3,0,1,160,D,13,D,151,F
20242,05437424,3,0,1,150,D,13,D,167,D
20242,05437784,2,0,1,160,D,13,D,650,D
20242,05437794,3,0,1,170,D,05,D,200,D
20242,05437794,4,0,1,150,D,13,D,350,D
20242,05437894,10,0,1,170,D,13,D,150,D
20242,05437894,11,0,1,160,D,04,D,25,D
20242,05437914,3,0,1,170,D,05,D,125,D
20242,05437934,3,0,1,150,D,03,D,150,D
20242,05438004,3,0,1,170,D,13,D,12,D
20242,05438044,3,0,1,160,D,13,D,360,D
20242,05438304,2,0,1,160,D,04,D,15,D
20242,05438444,8,0,1,170,D,04,D,10,D
20242,05438444,29,0,1,170,D,05,D,1108,D
20242,05438454,4,0,1,170,D,03,D,500,D
20242,05438454,5,0,2,170,D,03,D,100,D
20242,05438454,6,0,2,170,D,03,D,200,D
20242,05438544,5,0,1,170,D,05,D,200,D
20242,05438544,6,0,1,170,D,05,D,20,D
20242,05438574,2,0,1,100,D,13,D,125,D
20242,05438784,4,0,1,160,D,05,D,150,D
20242,05438804,2,0,1,110,D,13,D,340,D
20242,05438844,2,0,1,160,D,03,D,10,D
20242,05438844,3,0,1,160,D,13,D,10,D
20242,05438844,4,0,1,160,D,04,D,12,D
20242,05438864,2,0,1,170,D,03,D,50,D
20242,05438864,3,0,2,170,D,03,D,200,D
20242,05438884,2,0,1,100,D,05,D,100,D
20242,05438884,3,0,1,140,D,04,D,20,D
20242,05438884,4,0,1,150,D,13,D,250,D
20242,05438954,3,0,1,170,D,13,D,800,D
20242,05438974,4,0,1,130,D,05,D,135,D
20242,05438974,5,0,1,160,D,13,D,90,D
20242,05438994,3,0,1,150,D,03,D,20,D
20242,05438994,4,0,1,150,D,04,D,40,D
20242,05438994,5,0,1,150,D,05,D,10,D
20242,05438994,6,0,2,170,D,03,D,150,D
20242,05439214,5,0,1,170,D,04,D,150,D
20242,05439214,6,0,1,170,D,05,D,150,D
20242,05439224,2,0,1,170,D,13,D,200,D
20242,05439274,2,0,1,150,D,13,D,1250,D
20242,05439394,5,0,1,150,D,13,D,300,D
20242,05439474,2,0,1,150,D,03,D,20,D
20242,05439474,3,0,1,150,D,04,D,100,D
20242,05439474,4,0,1,150,D,05,D,40,D
20242,05439474,5,0,1,160,D,05,D,20,D
20242,05439474,6,0,2,150,D,03,D,20,D
20242,05439534,2,0,1,170,D,05,D,100,D
20242,05439564,5,0,1,140,D,04,D,2000,D
20242,05439604,2,0,1,150,D,13,D,10,D
20242,05439694,4,0,1,170,D,05,D,600,D
20242,05439694,5,0,1,150,D,13,D,250,D
20242,05439694,6,0,1,160,D,13,D,50,D
20242,05439724,3,0,1,150,D,13,D,80,D
20242,05439734,3,0,1,130,D,03,D,75,D
20242,05439744,5,0,1,160,D,04,D,50,D
20242,05439794,2,0,1,140,D,13,D,30,D
20242,05439794,3,0,1,160,D,13,D,50,D
20242,05439794,4,0,1,160,D,13,D,25,D
20242,05439794,5,0,1,160,D,13,D,50,D
20242,05439844,3,0,1,100,D,03,D,400,D
20242,05439844,4,0,1,150,D,13,D,300,D
20242,05439844,5,0,1,160,D,13,D,80,D
20242,05439844,6,0,1,130,D,13,D,33,D
20242,05439904,3,0,1,150,D,13,D,800,D
20242,05440054,6,0,1,140,D,13,D,100,D
20242,05440054,7,0,1,160,D,04,D,20,D
20242,05440054,8,0,1,150,D,13,D,20,D
20242,05440154,2,0,1,150,D,13,D,400,D
20242,05440184,2,0,2,160,D,03,D,200,D
20242,05440254,6,0,1,170,D,05,D,400,D
20242,05440254,7,0,1,150,D,13,D,125,D
