QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,FCECODE,FCECODE_,FCESAV,FCESAV_,FCEMO,FCEMO_,FCESCHPD,FCES_HPD,FCESMTX,FCESMTX_,FCENUM2,FCEPURCH,JFCENMQV,FCENUM2_,JFCE_MQV
20241,05286514,9,0,1,365,D,,A,10,D,,A,,A,,1,160,A,D
20241,05286514,10,0,1,303,D,,A,13,D,,A,,A,,1,225,A,D
20241,05286774,6,0,1,301,D,,A,13,D,,A,,A,,,2340,A,D
20241,05286794,9,0,1,301,D,,A,12,D,,A,,A,,,13000,A,D
20241,05286794,10,0,1,302,D,,A,10,D,,A,,A,,,700,A,D
20241,05287094,9,0,1,321,D,,A,,A,3,D,,A,13,1,585,D,D
20241,05287114,7,0,1,200,D,,A,13,D,,A,,A,,,4200,A,D
20241,05287114,8,0,1,200,D,,A,13,D,,A,,A,,,300,A,D
20241,05287114,9,0,1,225,D,,A,13,D,,A,,A,,,3600,A,D
20241,05287174,4,0,1,365,D,,A,10,D,,A,,A,,,150,A,D
20241,05287204,5,0,1,200,D,,A,13,D,,A,,A,,,4260,A,D
20241,05287204,6,0,1,100,D,2,D,13,D,,A,,A,,,900,A,D
20241,05287834,5,0,1,100,D,2,D,13,D,,A,,A,,,450,A,D
20241,05288544,6,0,1,200,D,,A,13,D,,A,,A,,,1980,A,D
20241,05288544,7,0,1,200,D,,A,13,D,,A,,A,,,840,A,D
20241,05288664,5,0,2,301,D,,A,10,D,,A,,A,,,120,A,D
20241,05288944,5,0,1,302,D,,A,13,D,,A,,A,,,885,A,D
20241,05288954,6,0,1,302,D,,A,12,D,,A,,A,,,35,A,D
20241,05289114,6,0,1,365,D,,A,12,D,,A,,A,,,40,A,D
20241,05289464,3,0,1,225,D,,A,13,D,,A,,A,,,3300,A,D
20241,05289494,13,0,1,303,D,,A,12,D,,A,,A,,,1500,A,D
20241,05289494,14,0,2,303,D,,A,10,D,,A,,A,,,1500,A,D
20241,05289494,15,0,2,365,D,,A,10,D,,A,,A,,,62,A,D
20241,05289764,3,0,1,303,D,,A,13,D,,A,,A,,,1314,A,D
20241,05289764,4,0,1,365,D,,A,12,D,,A,,A,,,60,A,D
20241,05289854,3,0,1,303,D,,A,12,D,,A,,A,,,11000,A,D
20241,05290414,14,0,1,365,D,,A,11,D,,A,,A,,,36,A,D
20241,05290424,5,0,1,400,D,,A,13,D,,A,,A,,,,A,H
20241,05290424,5,1,1,301,D,,A,13,D,,A,,A,,,917,A,E
20241,05290424,5,2,1,365,D,,A,13,D,,A,,A,,,43,A,E
20241,05290534,16,0,1,303,D,,A,12,D,,A,,A,,,1650,A,D
20241,05290704,9,0,1,100,D,2,D,10,D,,A,,A,,,200,A,D
20241,05290704,10,0,1,100,D,2,D,11,D,,A,,A,,,1500,A,D
20241,05290704,11,0,1,365,D,,A,12,D,,A,,A,,,72,A,D
20241,05290764,10,0,1,225,D,,A,12,D,,A,,A,,,180,A,D
20241,05290764,11,0,1,225,D,,A,11,D,,A,,A,,,240,A,D
20241,05290764,12,0,1,225,D,,A,10,D,,A,,A,,,240,A,D
20241,05291044,7,0,1,225,D,,A,13,D,,A,,A,,,1800,A,D
20241,05291044,8,0,1,225,D,,A,12,D,,A,,A,,,600,A,D
20241,05291074,7,0,1,100,D,1,D,13,D,,A,,A,,,1500,A,D
20241,05291074,8,0,1,321,D,,A,,A,2,D,,A,12,,240,D,D
20241,05291094,5,0,1,303,D,,A,13,D,,A,,A,,,1050,A,D
20241,05291274,3,0,1,200,D,,A,13,D,,A,,A,,,4500,A,D
20241,05291274,4,0,1,321,D,,A,,A,4,D,,A,3,,150,D,D
20241,05291324,7,0,1,303,D,,A,12,D,,A,,A,,,19884,A,D
20241,05291494,7,0,1,321,D,,A,,A,4,D,,A,3,,60,D,D
20241,05291674,8,0,1,200,D,,A,13,D,,A,,A,,1,3537,A,D
20241,05291674,9,0,1,200,D,,A,13,D,,A,,A,,,540,A,D
20241,05291674,10,0,1,200,D,,A,11,D,,A,,A,,,65,A,D
20241,05291694,9,0,1,200,D,,A,13,D,,A,,A,,,2850,A,D
20241,05291714,6,0,1,225,D,,A,13,D,,A,,A,,,99,A,D
20241,05291974,7,0,1,700,D,,A,13,D,,A,,A,,,6600,A,D
20241,05292234,5,0,1,340,D,,A,13,D,,A,,A,,,900,A,D
20241,05292514,9,0,1,200,D,,A,13,D,,A,,A,,2,1860,A,D
20241,05292834,3,0,1,303,D,,A,12,D,,A,,A,,,799,A,D
20241,05292914,6,0,1,200,D,,A,13,D,,A,,A,,,2400,A,D
20241,05293014,9,0,1,301,D,,A,11,D,,A,,A,,,950,A,D
20241,05293014,10,0,1,301,D,,A,10,D,,A,,A,,,950,A,D
20241,05293014,11,0,1,301,D,,A,10,D,,A,,A,,,950,A,D
20241,05293074,3,0,1,303,D,,A,10,D,,A,,A,,1,900,A,D
20241,05293074,4,0,1,303,D,,A,10,D,,A,,A,,1,700,A,D
20241,05293074,5,0,1,365,D,,A,10,D,,A,,A,,1,143,A,D
20241,05293184,4,0,1,365,D,,A,12,D,,A,,A,,,150,A,D
20241,05293694,10,0,1,303,D,,A,11,D,,A,,A,,1,350,A,D
20241,05294024,4,0,1,200,D,,A,13,D,,A,,A,,,480,A,D
20241,05294074,9,0,1,700,D,,A,13,D,,A,,A,,,3000,A,D
20241,05294254,13,0,1,225,D,,A,12,D,,A,,A,,,80,A,D
20241,05294254,14,0,1,365,D,,A,12,D,,A,,A,,,20,A,D
20241,05294864,12,0,1,200,D,,A,10,D,,A,,A,,,1920,A,D
20241,05294864,13,0,1,200,D,,A,11,D,,A,,A,,,1800,A,D
20241,05294864,14,0,1,200,D,,A,12,D,,A,,A,,,1350,A,D
20241,05294924,7,0,1,225,D,,A,13,D,,A,,A,,,750,A,D
20241,05295204,4,0,1,200,D,,A,13,D,,A,,A,,,2280,A,D
20241,05295474,8,0,1,100,D,1,D,13,D,,A,,A,,,300,A,D
20241,05295534,9,0,1,345,D,,A,12,D,,A,,A,,,80,A,D
20241,05295564,20,0,1,303,D,,A,12,D,,A,,A,,,400,A,D
20241,05295634,10,0,1,100,D,2,D,13,D,,A,,A,,,450,A,D
20241,05295634,11,0,1,225,D,,A,10,D,,A,,A,,,368,A,D
20241,05295634,12,0,1,225,D,,A,11,D,,A,,A,,,303,A,D
20241,05295634,13,0,1,225,D,,A,12,D,,A,,A,,,256,A,D
20241,05295644,4,0,1,225,D,,A,13,D,,A,,A,,,900,A,D
20241,05295994,4,0,1,303,D,,A,13,D,,A,,A,,,1050,A,D
20241,05296314,5,0,1,302,D,,A,11,D,,A,,A,,,35,A,D
20241,05296314,6,0,1,321,D,,A,,A,5,D,100,D,,1,100,A,D
20241,05296324,4,0,1,303,D,,A,10,D,,A,,A,,2,2000,A,D
20241,05296324,5,0,1,365,D,,A,12,D,,A,,A,,1,75,A,D
20241,05296334,22,0,1,100,D,1,D,13,D,,A,,A,,,2400,A,D
20241,05296334,23,0,1,301,D,,A,13,D,,A,,A,,,7467,A,D
20241,05296584,7,0,1,321,D,,A,,A,4,D,,A,3,,525,D,D
20241,05296644,15,0,1,100,D,2,D,13,D,,A,,A,,,1500,A,D
20241,05296644,16,0,1,301,D,,A,13,D,,A,,A,,,9000,A,D
20241,05296644,17,0,1,301,D,,A,13,D,,A,,A,,,9000,A,D
20241,05296764,4,0,1,100,D,2,D,13,D,,A,,A,,,300,A,D
20241,05296844,3,0,1,321,D,,A,,A,4,D,,A,2,,50,D,D
20241,05296894,23,0,1,100,D,2,D,13,D,,A,,A,,,300,A,D
20241,05296944,19,0,1,345,D,,A,11,D,,A,,A,,,90,A,D
20241,05296944,20,0,2,345,D,,A,10,D,,A,,A,,,120,A,D
20241,05297164,7,0,2,302,D,,A,10,D,,A,,A,,,50,A,D
20241,05297184,5,0,1,365,D,,A,10,D,,A,,A,,,45,A,D
20241,05297344,5,0,1,303,D,,A,13,D,,A,,A,,,15000,A,D
20241,05297654,6,0,1,321,D,,A,,A,4,D,,A,12,,9600,D,D
20241,05297654,7,0,1,301,D,,A,13,D,,A,,A,,,3600,A,D
20241,05297654,8,0,1,225,D,,A,13,D,,A,,A,,,600,A,D
20241,05344084,8,0,1,302,D,,A,11,D,,A,,A,,1,1800,A,D
20241,05344084,9,0,1,303,D,,A,11,D,,A,,A,,1,1200,A,D
20241,05344324,6,0,1,100,D,1,D,13,D,,A,,A,,,1500,A,D
20241,05344564,7,0,1,200,D,,A,13,D,,A,,A,,3,14100,A,D
20241,05344564,8,0,1,100,D,2,D,11,D,,A,,A,,,50,A,D
20241,05344564,9,0,1,100,D,2,D,12,D,,A,,A,,,50,A,D
20241,05344564,10,0,1,100,D,2,D,01,D,,A,,A,,,50,A,D
20241,05344564,11,0,2,100,D,2,D,11,D,,A,,A,,,50,A,D
20241,05344564,12,0,2,100,D,2,D,11,D,,A,,A,,,150,A,D
20241,05344724,7,0,1,301,D,,A,13,D,,A,,A,,,3600,A,D
20241,05344904,12,0,1,321,D,,A,,A,4,D,,A,1,,140,D,D
20241,05345024,8,0,1,303,D,,A,13,D,,A,,A,,,12000,A,D
20241,05345024,9,0,1,303,D,,A,01,D,,A,,A,,,7000,A,D
20241,05345194,12,0,1,100,D,1,D,11,D,,A,,A,,,4000,A,D
20241,05345194,13,0,1,345,D,,A,13,D,,A,,A,,,150,A,D
20241,05345194,14,0,1,345,D,,A,13,D,,A,,A,,,75,A,D
20241,05345194,15,0,1,345,D,,A,13,D,,A,,A,,,150,A,D
20241,05345194,16,0,1,321,D,,A,,A,4,D,,A,1,,150,D,D
20241,05345324,11,0,1,200,D,,A,13,D,,A,,A,,,675,A,D
20241,05345414,3,0,1,302,D,,A,13,D,,A,,A,,,450,A,D
20241,05345414,4,0,1,365,D,,A,01,D,,A,,A,,,200,A,D
20241,05345484,12,0,1,321,D,,A,,A,4,D,,A,1,,500,D,D
20241,05345534,5,0,1,200,D,,A,13,D,,A,,A,,,1800,A,D
20241,05345554,3,0,1,303,D,,A,01,D,,A,,A,,,80,A,D
20241,05345634,8,0,1,100,D,2,D,13,D,,A,,A,,,12000,A,D
20241,05345634,9,0,1,301,D,,A,01,D,,A,,A,,,32000,A,D
20241,05345684,10,0,1,302,D,,A,12,D,,A,,A,,,50,A,D
20241,05345764,9,0,1,321,D,,A,,A,5,D,40,D,,,40,A,D
20241,05346034,6,0,1,100,D,1,D,13,D,,A,,A,,,900,A,D
20241,05346034,7,0,1,200,D,,A,13,D,,A,,A,,,2250,A,D
20241,05346044,6,0,1,303,D,,A,01,D,,A,,A,,2,2000,A,D
20241,05346044,7,0,1,321,D,,A,,A,3,D,,A,12,,240,D,D
20241,05346124,5,0,1,303,D,,A,01,D,,A,,A,,,150,A,D
20241,05346244,10,0,1,321,D,,A,,A,4,D,,A,1,,60,D,D
20241,05346384,7,0,1,100,D,2,D,11,D,,A,,A,,,200,A,D
20241,05346384,8,0,1,100,D,2,D,12,D,,A,,A,,,200,A,D
20241,05346384,9,0,1,321,D,,A,,A,4,D,,A,3,,450,D,D
20241,05346404,13,0,1,303,D,,A,12,D,,A,,A,,,7000,A,D
20241,05346404,14,0,1,365,D,,A,11,D,,A,,A,,,70,A,D
20241,05346484,3,0,1,345,D,,A,11,D,,A,,A,,,1200,A,D
20241,05346484,4,0,1,345,D,,A,12,D,,A,,A,,,1200,A,D
20241,05346614,5,0,1,225,D,,A,13,D,,A,,A,,,390,A,D
20241,05346614,6,0,2,365,D,,A,11,D,,A,,A,,,80,A,D
20241,05346944,5,0,1,345,D,,A,13,D,,A,,A,,,150,A,D
20241,05347064,4,0,1,200,D,,A,13,D,,A,,A,,,60,A,D
20241,05347154,4,0,1,303,D,,A,01,D,,A,,A,,2,1500,A,D
20241,05347154,5,0,1,345,D,,A,13,D,,A,,A,,,1440,A,D
20241,05347154,6,0,1,365,D,,A,01,D,,A,,A,,2,500,A,D
20241,05347264,4,0,1,303,D,,A,01,D,,A,,A,,,598,A,D
20241,05347434,8,0,1,301,D,,A,01,D,,A,,A,,,400,A,D
20241,05347454,3,0,1,365,D,,A,01,D,,A,,A,,,200,A,D
20241,05347534,3,0,1,225,D,,A,13,D,,A,,A,,,1800,A,D
20241,05347764,4,0,1,303,D,,A,01,D,,A,,A,,,2560,A,D
20241,05347834,10,0,1,302,D,,A,01,D,,A,,A,,,180,A,D
20241,05348174,7,0,1,200,D,,A,13,D,,A,,A,,,1200,A,D
20241,05348424,13,0,1,303,D,,A,01,D,,A,,A,,,370,A,D
20241,05348424,14,0,1,365,D,,A,01,D,,A,,A,,,280,A,D
20241,05348544,21,0,1,365,D,,A,01,D,,A,,A,,,50,A,D
20241,05348564,8,0,1,301,D,,A,01,D,,A,,A,,,2500,A,D
20241,05348634,10,0,1,345,D,,A,11,D,,A,,A,,,160,A,D
20241,05348684,7,0,1,225,D,,A,01,D,,A,,A,,,200,A,D
20241,05348864,6,0,1,321,D,,A,,A,4,D,,A,1,,28,D,D
20241,05348914,4,0,1,225,D,,A,13,D,,A,,A,,,312,A,D
20241,05349444,5,0,1,365,D,,A,11,D,,A,,A,,,85,A,D
20241,05349464,5,0,1,345,D,,A,12,D,,A,,A,,,2000,A,D
20241,05349464,6,0,1,321,D,,A,,A,4,D,,A,1,,700,D,D
20241,05349464,7,0,1,310,D,,A,13,D,,A,,A,,,1500,A,D
20241,05349534,6,0,1,303,D,,A,12,D,,A,,A,,,22000,A,D
20241,05349584,4,0,1,303,D,,A,01,D,,A,,A,,,1000,A,D
20241,05349584,5,0,1,365,D,,A,01,D,,A,,A,,,250,A,D
20241,05349734,7,0,1,303,D,,A,01,D,,A,,A,,1,285,A,D
20241,05349814,3,0,1,321,D,,A,,A,2,D,,A,10,,100,D,D
20241,05349864,4,0,1,303,D,,A,01,D,,A,,A,,,150,A,D
20241,05349884,12,0,1,100,D,1,D,12,D,,A,,A,,,400,A,D
20241,05349884,13,0,1,100,D,1,D,01,D,,A,,A,,,350,A,D
20241,05350014,4,0,1,321,D,,A,,A,4,D,,A,3,,105,D,D
20241,05350044,5,0,1,200,D,,A,11,D,,A,,A,,,292,A,D
20241,05350044,6,0,1,200,D,,A,12,D,,A,,A,,,146,A,D
20241,05350044,7,0,1,200,D,,A,01,D,,A,,A,,,292,A,D
20241,05350044,8,0,1,321,D,,A,,A,3,D,,A,10,,125,D,D
20241,05350174,5,0,1,340,D,,A,13,D,,A,,A,,,1200,A,D
20241,05350204,6,0,1,303,D,,A,13,D,,A,,A,,,1275,A,D
20241,05350234,4,0,1,303,D,,A,01,D,,A,,A,,,13000,A,D
20241,05350234,5,0,1,310,D,,A,13,D,,A,,A,,,2550,A,D
20241,05350754,12,0,1,200,D,,A,13,D,,A,,A,,,7950,A,D
20241,05350754,13,0,1,225,D,,A,01,D,,A,,A,,,160,A,D
20241,05350754,14,0,2,225,D,,A,11,D,,A,,A,,,70,A,D
20241,05350774,7,0,1,100,D,2,D,12,D,,A,,A,,,1000,A,D
20241,05350824,3,0,1,302,D,,A,13,D,,A,,A,,,810,A,D
20241,05350944,4,0,1,225,D,,A,13,D,,A,,A,,,1200,A,D
20241,05351044,14,0,1,100,D,2,D,12,D,,A,,A,,,3000,A,D
20241,05351044,15,0,1,100,D,2,D,01,D,,A,,A,,,400,A,D
20241,05351094,11,0,1,100,D,2,D,13,D,,A,,A,,,300,A,D
20241,05351184,7,0,1,303,D,,A,13,D,,A,,A,,2,3000,A,D
20241,05351474,6,0,1,303,D,,A,12,D,,A,,A,,,2000,A,D
20241,05351964,9,0,1,303,D,,A,13,D,,A,,A,,,4200,A,D
20241,05351984,4,0,1,365,D,,A,01,D,,A,,A,,,200,A,D
20241,05352014,4,0,1,200,D,,A,13,D,,A,,A,,,1800,A,D
20241,05352054,8,0,1,303,D,,A,12,D,,A,,A,,1,4625,A,D
20241,05352054,9,0,1,310,D,,A,01,D,,A,,A,,,1041,A,D
20241,05352124,5,0,1,200,D,,A,12,D,,A,,A,,,50,A,D
20241,05352224,7,0,1,302,D,,A,13,D,,A,,A,,,1185,A,D
20241,05352224,8,0,1,365,D,,A,11,D,,A,,A,,,100,A,D
20241,05352584,3,0,1,225,D,,A,13,D,,A,,A,,,9900,A,D
20241,05352654,5,0,1,303,D,,A,13,D,,A,,A,,,4500,A,D
20241,05353054,6,0,1,200,D,,A,13,D,,A,,A,,2,6900,A,D
20241,05353054,7,0,1,321,D,,A,,A,4,D,,A,3,,132,D,D
20241,05353334,12,0,1,700,D,,A,13,D,,A,,A,,,600,A,D
20241,05353574,4,0,1,303,D,,A,12,D,,A,,A,,,400,A,D
20241,05353634,11,0,1,200,D,,A,11,D,,A,,A,,,3992,A,D
20241,05353634,12,0,1,200,D,,A,12,D,,A,,A,,,4407,A,D
20241,05353634,13,0,1,200,D,,A,01,D,,A,,A,,,6516,A,D
20241,05353634,14,0,1,225,D,,A,13,D,,A,,A,,,300,A,D
20241,05353694,10,0,1,310,D,,A,13,D,,A,,A,,,3450,A,D
20241,05353694,11,0,1,321,D,,A,,A,2,D,,A,13,,2600,D,D
20241,05353734,5,0,1,301,D,,A,13,D,,A,,A,,,1830,A,D
20241,05353894,6,0,1,200,D,,A,13,D,,A,,A,,,3156,A,D
20241,05353954,8,0,1,310,D,,A,13,D,,A,,A,,,3900,A,D
20241,05353954,9,0,1,365,D,,A,11,D,,A,,A,,,500,A,D
20241,05354214,4,0,1,303,D,,A,01,D,,A,,A,,,1895,A,D
20241,05354344,17,0,1,225,D,,A,13,D,,A,,A,,,1500,A,D
20241,05354464,8,0,1,310,D,,A,13,D,,A,,A,,,2850,A,D
20241,05354464,9,0,1,302,D,,A,01,D,,A,,A,,,7000,A,D
20241,05355024,7,0,1,365,D,,A,13,D,,A,,A,,,30,A,D
20241,05355024,8,0,1,301,D,,A,01,D,,A,,A,,,700,A,D
20241,05355174,10,0,1,200,D,,A,13,D,,A,,A,,,1350,A,D
20241,05355174,11,0,2,301,D,,A,11,D,,A,,A,,,1200,A,D
20241,05355324,9,0,1,225,D,,A,13,D,,A,,A,,,3600,A,D
20241,05355324,10,0,1,321,D,,A,,A,4,D,,A,1,,50,D,D
20241,05355324,11,0,1,225,D,,A,12,D,,A,,A,,,275,A,D
20241,05355514,3,0,1,365,D,,A,01,D,,A,,A,,,100,A,D
20241,05355514,4,0,1,303,D,,A,01,D,,A,,A,,,50,A,D
20241,05355594,4,0,1,700,D,,A,12,D,,A,,A,,,5000,A,D
20241,05355884,3,0,1,100,D,1,D,13,D,,A,,A,,,300,A,D
20241,05356294,4,0,1,200,D,,A,13,D,,A,,A,,,150,A,D
20241,05356744,3,0,1,303,D,,A,13,D,,A,,A,,,2400,A,D
20241,05356744,4,0,1,365,D,,A,01,D,,A,,A,,,250,A,D
20241,05356834,4,0,1,365,D,,A,01,D,,A,,A,,,100,A,D
20241,05356914,9,0,1,301,D,,A,13,D,,A,,A,,,3261,A,D
20241,05356914,10,0,1,321,D,,A,,A,4,D,,A,3,,450,D,D
20241,05357034,9,0,1,301,D,,A,13,D,,A,,A,,,315,A,D
20241,05357114,8,0,1,200,D,,A,13,D,,A,,A,,,4266,A,D
20241,05357224,6,0,1,365,D,,A,13,D,,A,,A,,,201,A,D
20241,05357234,9,0,1,302,D,,A,02,D,,A,,A,,,100,A,D
20241,05357234,10,0,1,302,D,,A,02,D,,A,,A,,,100,A,D
20241,05357234,11,0,1,302,D,,A,02,D,,A,,A,,,162,A,D
20241,05357234,12,0,2,302,D,,A,12,D,,A,,A,,,30,A,D
20241,05357234,13,0,2,365,D,,A,12,D,,A,,A,,,50,A,D
20241,05357344,5,0,1,700,D,,A,13,D,,A,,A,,,240,A,D
20241,05357464,5,0,1,301,D,,A,13,D,,A,,A,,,6000,A,D
20241,05357524,5,0,1,310,D,,A,13,D,,A,,A,,,1800,A,D
20241,05357614,5,0,2,303,D,,A,12,D,,A,,A,,,3000,A,D
20241,05357714,8,0,1,200,D,,A,13,D,,A,,A,,,600,A,D
20241,05357714,9,0,1,303,D,,A,02,D,,A,,A,,,700,A,D
20241,05358414,6,0,1,303,D,,A,12,D,,A,,A,,,6110,A,D
20241,05358414,7,0,1,303,D,,A,01,D,,A,,A,,,5970,A,D
20241,05358574,13,0,1,321,D,,A,,A,4,D,,A,1,,10,D,D
20241,05358594,13,0,1,700,D,,A,13,D,,A,,A,,,2850,A,D
20241,05358604,8,0,1,303,D,,A,01,D,,A,,A,,,700,A,D
20241,05358874,3,0,1,303,D,,A,01,D,,A,,A,,,50,A,D
20241,05358874,4,0,1,303,D,,A,02,D,,A,,A,,,50,A,D
20241,05358894,5,0,1,303,D,,A,12,D,,A,,A,,,9500,A,D
20241,05358894,6,0,1,310,D,,A,13,D,,A,,A,,,1650,A,D
20241,05358894,7,0,2,303,D,,A,12,D,,A,,A,,,9500,A,D
20241,05358934,9,0,1,302,D,,A,02,D,,A,,A,,,240,A,D
20241,05359734,7,0,1,200,D,,A,13,D,,A,,A,,,5100,A,D
20241,05359734,8,0,1,225,D,,A,13,D,,A,,A,,,1800,A,D
20241,05359734,9,0,1,100,D,1,D,01,D,,A,,A,,,4000,A,D
20241,05359764,9,0,1,301,D,,A,02,D,,A,,A,,,72,A,D
20241,05359764,10,0,1,321,D,,A,,A,5,D,79,D,,,79,A,D
20241,05359914,6,0,1,200,D,,A,13,D,,A,,A,,1,900,A,D
20241,05360064,4,0,1,321,D,,A,,A,2,D,,A,12,,300,D,D
20241,05360374,4,0,1,303,D,,A,12,D,,A,,A,,,800,A,D
20241,05360374,5,0,1,321,D,,A,,A,2,D,,A,1,,40,D,D
20241,05360554,7,0,1,200,D,,A,13,D,,A,,A,,,2700,A,D
20241,05360554,8,0,2,200,D,,A,12,D,,A,,A,,,225,A,D
20241,05360594,7,0,1,303,D,,A,02,D,,A,,A,,1,2800,A,D
20241,05360624,3,0,1,303,D,,A,01,D,,A,,A,,,5800,A,D
20241,05360624,4,0,1,365,D,,A,01,D,,A,,A,,,160,A,D
20241,05360624,5,0,1,345,D,,A,02,D,,A,,A,,,170,A,D
20241,05360694,5,0,1,100,D,2,D,13,D,,A,,A,,,702,A,D
20241,05360694,6,0,1,200,D,,A,13,D,,A,,A,,,2430,A,D
20241,05360844,17,0,1,100,D,2,D,13,D,,A,,A,,,720,A,D
20241,05360844,18,0,1,303,D,,A,12,D,,A,,A,,,70,A,D
20241,05360904,6,0,1,225,D,,A,13,D,,A,,A,,,1368,A,D
20241,05360904,7,0,1,303,D,,A,12,D,,A,,A,,,1400,A,D
20241,05360904,8,0,1,365,D,,A,12,D,,A,,A,,,250,A,D
20241,05361554,4,0,1,200,D,,A,13,D,,A,,A,,,1800,A,D
20241,05361554,5,0,1,225,D,,A,13,D,,A,,A,,,1800,A,D
20241,05362054,10,0,1,200,D,,A,13,D,,A,,A,,,3600,A,D
20241,05362054,11,0,1,225,D,,A,13,D,,A,,A,,,6000,A,D
20241,05362854,6,0,1,302,D,,A,13,D,,A,,A,,,432,A,D
20241,05362894,4,0,1,303,D,,A,12,D,,A,,A,,,560,A,D
20241,05362894,5,0,1,365,D,,A,12,D,,A,,A,,,200,A,D
20241,05362944,6,0,1,310,D,,A,13,D,,A,,A,,,2400,A,D
20241,05363394,12,0,1,345,D,,A,13,D,,A,,A,,,450,A,D
20241,05363544,3,0,1,225,D,,A,13,D,,A,,A,,,819,A,D
20241,05364534,7,0,1,303,D,,A,01,D,,A,,A,,,1625,A,D
20241,05364534,8,0,1,365,D,,A,01,D,,A,,A,,,20,A,D
20241,05364564,5,0,1,200,D,,A,13,D,,A,,A,,,2400,A,D
20241,05364604,13,0,1,200,D,,A,13,D,,A,,A,,,1200,A,D
20241,05364604,14,0,1,301,D,,A,13,D,,A,,A,,,225,A,D
20241,05364604,15,0,1,321,D,,A,,A,4,D,,A,3,,900,D,D
20241,05365024,4,0,1,200,D,,A,13,D,,A,,A,,,1245,A,D
20241,05365134,5,0,1,200,D,,A,13,D,,A,,A,,,2241,A,D
20241,05365324,6,0,1,303,D,,A,01,D,,A,,A,,,6444,A,D
20241,05365324,7,0,1,400,D,,A,01,D,,A,,A,,,,A,H
20241,05365324,7,1,1,310,D,,A,01,D,,A,,A,,,7189,A,E
20241,05365324,7,2,1,303,D,,A,01,D,,A,,A,,,5991,A,E
20241,05365324,8,0,1,310,D,,A,01,D,,A,,A,,,1850,A,D
20241,05365354,7,0,1,321,D,,A,,A,4,D,,A,3,,300,D,D
20241,05365354,8,0,1,345,D,,A,13,D,,A,,A,,,1050,A,D
20241,05365374,5,0,1,225,D,,A,13,D,,A,,A,,,1800,A,D
20241,05365644,13,0,1,200,D,,A,13,D,,A,,A,,,3972,A,D
20241,05365644,14,0,1,100,D,1,D,13,D,,A,,A,,,1545,A,D
20241,05365904,5,0,1,100,D,2,D,13,D,,A,,A,,,900,A,D
20241,05365904,6,0,1,321,D,,A,,A,5,D,300,D,,,300,A,D
20241,05365974,8,0,1,345,D,,A,13,D,,A,,A,,,4500,A,D
20241,05366044,8,0,1,200,D,,A,13,D,,A,,A,,,2895,A,D
20241,05366044,9,0,1,100,D,2,D,13,D,,A,,A,,,1800,A,D
20241,05366044,10,0,2,200,D,,A,12,D,,A,,A,,,994,A,D
20241,05366444,4,0,1,321,D,,A,,A,4,D,,A,1,,200,D,D
20241,05366674,9,0,1,303,D,,A,01,D,,A,,A,,,6800,A,D
20241,05366674,10,0,1,310,D,,A,01,D,,A,,A,,,7000,A,D
20241,05366674,11,0,1,365,D,,A,01,D,,A,,A,,,550,A,D
20241,05411693,7,0,1,225,D,,A,13,D,,A,,A,,,579,A,D
20241,05412423,7,0,1,345,D,,A,11,D,,A,,A,,,1250,A,D
20241,05412513,12,0,2,345,D,,A,10,D,,A,,A,,,56,A,D
20241,05412593,7,0,1,225,D,,A,13,D,,A,,A,,,3000,A,D
20241,05412613,7,0,1,225,D,,A,13,D,,A,,A,,,300,A,D
20241,05412853,3,0,1,321,D,,A,,A,4,D,,A,3,,120,D,D
20241,05413043,4,0,1,340,D,,A,13,D,,A,,A,,,660,A,D
20241,05413043,5,0,2,302,D,,A,10,D,,A,,A,,,80,A,D
20241,05413243,14,0,1,200,D,,A,13,D,,A,,A,,,120,A,D
20241,05413243,15,0,1,321,D,,A,,A,2,D,,A,12,,240,D,D
20241,05413283,6,0,1,100,D,2,D,13,D,,A,,A,,,150,A,D
20241,05413373,3,0,1,225,D,,A,13,D,,A,,A,,,201,A,D
20241,05413543,5,0,1,365,D,,A,10,D,,A,,A,,,20,A,D
20241,05413843,5,0,1,303,D,,A,13,D,,A,,A,,,75,A,D
20241,05414063,5,0,1,100,D,2,D,12,D,,A,,A,,,350,A,D
20241,05414643,16,0,1,302,D,,A,13,D,,A,,A,,,90,A,D
20241,05414643,17,0,1,200,D,,A,12,D,,A,,A,,,50,A,D
20241,05414903,5,0,1,340,D,,A,13,D,,A,,A,,,1200,A,D
20241,05415033,10,0,1,365,D,,A,12,D,,A,,A,,,215,A,D
20241,05415033,11,0,1,303,D,,A,12,D,,A,,A,,,1911,A,D
20241,05415433,4,0,1,345,D,,A,11,D,,A,,A,,,20,A,D
20241,05415443,7,0,1,303,D,,A,12,D,,A,,A,,,2400,A,D
20241,05415493,5,0,1,301,D,,A,13,D,,A,,A,,,600,A,D
20241,05415513,6,0,1,303,D,,A,13,D,,A,,A,,,150,A,D
20241,05415573,5,0,1,335,D,,A,12,D,,A,,A,,,,A,H
20241,05415573,5,1,1,310,D,,A,12,D,,A,,A,,,946,A,E
20241,05415573,5,2,1,321,D,,A,12,D,,A,,A,,,48,A,E
20241,05415573,5,3,1,303,D,,A,12,D,,A,,A,,,839,A,E
20241,05415953,15,0,1,200,D,,A,10,D,,A,,A,,,1092,A,D
20241,05415953,16,0,1,200,D,,A,11,D,,A,,A,,,1193,A,D
