QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,FCECODE,FCECODE_,FCESAV,FCESAV_,FCEMO,FCEMO_,FCESCHPD,FCES_HPD,FCESMTX,FCESMTX_,FCENUM2,FCEPURCH,JFCENMQV,FCENUM2_,JFCE_MQV
20242,05445574,6,0,1,345,D,,A,05,D,,A,,A,,,175,A,D
20242,05445574,7,0,1,345,D,,A,04,D,,A,,A,,,175,A,D
20242,05445754,6,0,1,200,D,,A,13,D,,A,,A,,,1350,A,D
20242,05445984,9,0,1,200,D,,A,13,D,,A,,A,,,1560,A,D
20242,05446014,5,0,1,200,D,,A,13,D,,A,,A,,,3060,A,D
20242,05446484,5,0,1,303,D,,A,03,D,,A,,A,,,1500,A,D
20242,05538033,6,0,1,225,D,,A,13,D,,A,,A,,,990,A,D
20242,05538033,7,0,1,321,D,,A,,A,4,D,,A,1,1,200,D,D
20242,05538143,6,0,1,301,D,,A,01,D,,A,,A,,,20,A,D
20242,05538483,6,0,1,225,D,,A,13,D,,A,,A,,,300,A,D
20242,05538543,4,0,1,303,D,,A,13,D,,A,,A,,,150,A,D
20242,05538633,7,0,1,365,D,,A,01,D,,A,,A,,,500,A,D
20242,05538633,8,0,1,321,D,,A,,A,4,D,,A,3,,600,D,D
20242,05538693,11,0,1,303,D,,A,01,D,,A,,A,,,3500,A,D
20242,05538693,12,0,1,310,D,,A,13,D,,A,,A,,,2622,A,D
20242,05538693,13,0,1,321,D,,A,,A,4,D,,A,3,1,1200,D,D
20242,05538693,14,0,1,365,D,,A,01,D,,A,,A,,,324,A,D
20242,05538693,15,0,1,365,D,,A,13,D,,A,,A,,,72,A,D
20242,05538923,23,0,1,310,D,,A,13,D,,A,,A,,,2775,A,D
20242,05538923,24,0,1,310,D,,A,13,D,,A,,A,,,4371,A,D
20242,05538993,16,0,1,321,D,,A,,A,1,D,,A,1,,50,D,D
20242,05539263,4,0,1,303,D,,A,03,D,,A,,A,,,4000,A,D
20242,05539463,4,0,1,200,D,,A,13,D,,A,,A,,1,4200,A,D
20242,05539583,7,0,1,200,D,,A,13,D,,A,,A,,1,4800,A,D
20242,05539583,8,0,1,301,D,,A,13,D,,A,,A,,1,1800,A,D
20242,05539693,6,0,2,302,D,,A,01,D,,A,,A,,,250,A,D
20242,05539793,5,0,1,400,D,,A,03,D,,A,,A,,,,A,H
20242,05539793,5,1,1,321,D,,A,03,D,,A,,A,,,818,A,E
20242,05539793,5,2,1,303,D,,A,03,D,,A,,A,,,8182,A,E
20242,05539803,5,0,1,200,D,,A,13,D,,A,,A,,,3600,A,D
20242,05539853,4,0,1,321,D,,A,,A,4,D,,A,3,,120,D,D
20242,05539883,6,0,1,345,D,,A,03,D,,A,,A,,,40,A,D
20242,05540313,5,0,1,200,D,,A,13,D,,A,,A,,,3600,A,D
20242,05540433,5,0,1,303,D,,A,01,D,,A,,A,,,12000,A,D
20242,05540433,6,0,1,310,D,,A,13,D,,A,,A,,,2400,A,D
20242,05540553,5,0,1,303,D,,A,13,D,,A,,A,,,489,A,D
20242,05540743,4,0,1,225,D,,A,13,D,,A,,A,,,3600,A,D
20242,05540743,5,0,1,303,D,,A,13,D,,A,,A,,,300,A,D
20242,05540893,6,0,1,200,D,,A,13,D,,A,,A,,,1020,A,D
20242,05540913,5,0,1,200,D,,A,13,D,,A,,A,,,1200,A,D
20242,05541003,4,0,1,200,D,,A,13,D,,A,,A,,,3456,A,D
20242,05541003,5,0,1,200,D,,A,13,D,,A,,A,,,3210,A,D
20242,05541083,7,0,1,100,D,1,D,13,D,,A,,A,,,3750,A,D
20242,05541144,4,0,1,321,D,,A,,A,4,D,,A,1,,140,D,D
20242,05541224,4,0,1,321,D,,A,,A,5,D,250,D,,,250,A,D
20242,05541444,6,0,1,200,D,,A,13,D,,A,,A,,1,6564,A,D
20242,05541693,11,0,1,700,D,,A,02,D,,A,,A,,,2300,A,D
20242,05541693,12,0,1,700,D,,A,03,D,,A,,A,,,2300,A,D
20242,05541693,13,0,2,700,D,,A,01,D,,A,,A,,,2300,A,D
20242,05541983,12,0,1,100,D,2,D,01,D,,A,,A,,,3300,A,D
20242,05541983,13,0,2,100,D,1,D,01,D,,A,,A,,,10000,A,D
20242,05542073,12,0,1,335,D,,A,01,D,,A,,A,,,,A,H
20242,05542073,12,1,1,310,D,,A,01,D,,A,,A,,,3769,A,E
20242,05542073,12,2,1,321,D,,A,01,D,,A,,A,,,368,A,E
20242,05542073,12,3,1,303,D,,A,01,D,,A,,A,,,3396,A,E
20242,05542153,11,0,1,303,D,,A,01,D,,A,,A,,,444,A,D
20242,05542153,12,0,1,303,D,,A,03,D,,A,,A,,,576,A,D
20242,05542163,9,0,1,200,D,,A,13,D,,A,,A,,,5850,A,D
20242,05542163,10,0,1,301,D,,A,13,D,,A,,A,,1,3900,A,D
20242,05542163,11,0,1,225,D,,A,13,D,,A,,A,,,999,A,D
20242,05542293,5,0,1,303,D,,A,01,D,,A,,A,,,1000,A,D
20242,05542333,8,0,1,225,D,,A,02,D,,A,,A,,,1500,A,D
20242,05542333,9,0,1,225,D,,A,03,D,,A,,A,,,1500,A,D
20242,05542473,5,0,1,365,D,,A,01,D,,A,,A,,2,30,A,D
20242,05542473,6,0,1,365,D,,A,01,D,,A,,A,,2,15,A,D
20242,05542793,13,0,1,700,D,,A,13,D,,A,,A,,,675,A,D
20242,05543023,5,0,1,700,D,,A,13,D,,A,,A,,,27000,A,D
20242,05543153,6,0,1,301,D,,A,13,D,,A,,A,,,3600,A,D
20242,05543293,7,0,1,321,D,,A,,A,5,D,30,D,,1,30,A,D
20242,05543383,6,0,1,303,D,,A,01,D,,A,,A,,,1200,A,D
20242,05543873,6,0,1,303,D,,A,13,D,,A,,A,,,300,A,D
20242,05543913,6,0,1,303,D,,A,03,D,,A,,A,,,500,A,D
20242,05543943,15,0,1,365,D,,A,13,D,,A,,A,,,90,A,D
20242,05544113,9,0,1,200,D,,A,13,D,,A,,A,,1,885,A,D
20242,05544113,10,0,1,100,D,2,D,13,D,,A,,A,,,1800,A,D
20242,05544113,11,0,1,225,D,,A,13,D,,A,,A,,,10500,A,D
20242,05544143,7,0,1,303,D,,A,01,D,,A,,A,,,820,A,D
20242,05544313,4,0,1,200,D,,A,13,D,,A,,A,,,4500,A,D
20242,05544313,5,0,1,303,D,,A,03,D,,A,,A,,,2500,A,D
20242,05544313,6,0,2,303,D,,A,01,D,,A,,A,,,3000,A,D
20242,05544573,11,0,1,200,D,,A,13,D,,A,,A,,,4380,A,D
20242,05544573,12,0,1,200,D,,A,13,D,,A,,A,,,225,A,D
20242,05544683,11,0,1,200,D,,A,13,D,,A,,A,,,1350,A,D
20242,05544683,12,0,1,303,D,,A,01,D,,A,,A,,,500,A,D
20242,05544683,13,0,1,303,D,,A,01,D,,A,,A,,,300,A,D
20242,05544773,7,0,1,303,D,,A,01,D,,A,,A,,,80,A,D
20242,05544923,6,0,1,321,D,,A,,A,4,D,,A,1,,30,D,D
20242,05545153,9,0,1,303,D,,A,13,D,,A,,A,,,900,A,D
20242,05545524,5,0,1,321,D,,A,,A,4,D,,A,3,,540,D,D
20242,05545853,4,0,1,303,D,,A,02,D,,A,,A,,,850,A,D
20242,05545943,4,0,1,303,D,,A,01,D,,A,,A,,,2569,A,D
20242,05545953,11,0,1,303,D,,A,01,D,,A,,A,,,411,A,D
20242,05545953,12,0,1,365,D,,A,01,D,,A,,A,,,90,A,D
20242,05545953,13,0,1,365,D,,A,03,D,,A,,A,,,245,A,D
20242,05546193,6,0,1,200,D,,A,13,D,,A,,A,,,9120,A,D
20242,05546293,14,0,1,700,D,,A,13,D,,A,,A,,,7500,A,D
20242,05546933,10,0,1,303,D,,A,13,D,,A,,A,,,900,A,D
20242,05546973,9,0,1,200,D,,A,13,D,,A,,A,,,1080,A,D
20242,05546993,7,0,1,200,D,,A,13,D,,A,,A,,,300,A,D
20242,05547153,6,0,1,700,D,,A,13,D,,A,,A,,,720,A,D
20242,05547343,7,0,1,321,D,,A,,A,2,D,,A,12,3,24,D,D
20242,05547383,8,0,1,100,D,2,D,13,D,,A,,A,,,900,A,D
20242,05547403,9,0,1,303,D,,A,01,D,,A,,A,,1,1225,A,D
20242,05547403,10,0,1,310,D,,A,13,D,,A,,A,,,3300,A,D
20242,05547403,11,0,1,365,D,,A,01,D,,A,,A,,1,275,A,D
20242,05548903,11,0,1,303,D,,A,01,D,,A,,A,,1,27687,A,D
20242,05548903,12,0,1,310,D,,A,13,D,,A,,A,,,2100,A,D
20242,05548983,16,0,1,100,D,2,D,13,D,,A,,A,,,1200,A,D
20242,05548983,17,0,1,301,D,,A,13,D,,A,,A,,,1080,A,D
20242,05548983,18,0,1,321,D,,A,,A,4,D,,A,3,,270,D,D
20242,05548983,19,0,1,225,D,,A,02,D,,A,,A,,,395,A,D
20242,05548983,20,0,1,225,D,,A,03,D,,A,,A,,,1405,A,D
20242,05548983,21,0,1,225,D,,A,03,D,,A,,A,,,2040,A,D
20242,05549013,9,0,1,200,D,,A,13,D,,A,,A,,,9600,A,D
20242,05549013,10,0,1,225,D,,A,13,D,,A,,A,,,300,A,D
20242,05549253,12,0,1,303,D,,A,03,D,,A,,A,,,1500,A,D
20242,05549253,13,0,1,321,D,,A,,A,5,D,5,D,,,5,A,D
20242,05549363,5,0,1,303,D,,A,01,D,,A,,A,,,300,A,D
20242,05549493,16,0,1,200,D,,A,13,D,,A,,A,,,300,A,D
20242,05549693,14,0,1,100,D,2,D,13,D,,A,,A,,,1500,A,D
20242,05549833,5,0,1,200,D,,A,13,D,,A,,A,,1,195,A,D
20242,05549833,6,0,1,321,D,,A,,A,3,D,,A,13,,260,D,D
20242,05550033,5,0,1,200,D,,A,13,D,,A,,A,,,3000,A,D
20242,05550383,10,0,1,365,D,,A,02,D,,A,,A,,,340,A,D
20242,05550403,17,0,1,321,D,,A,,A,4,D,,A,1,,38,D,D
20242,05550683,4,0,1,200,D,,A,13,D,,A,,A,,,2700,A,D
20242,05550693,9,0,1,365,D,,A,03,D,,A,,A,,,30,A,D
20242,05551443,9,0,1,365,D,,A,13,D,,A,,A,,,90,A,D
20242,05551443,10,0,2,303,D,,A,02,D,,A,,A,,,4600,A,D
20242,05551563,9,0,1,310,D,,A,13,D,,A,,A,,,1545,A,D
20242,05551673,4,0,1,303,D,,A,13,D,,A,,A,,,300,A,D
20242,05552103,5,0,1,200,D,,A,13,D,,A,,A,,,1077,A,D
20242,05552103,6,0,1,100,D,2,D,13,D,,A,,A,,,600,A,D
20242,05552253,7,0,1,345,D,,A,13,D,,A,,A,,,600,A,D
20242,05552253,8,0,1,225,D,,A,13,D,,A,,A,,,375,A,D
20242,05552283,5,0,1,365,D,,A,13,D,,A,,A,,,150,A,D
20242,05552423,6,0,1,301,D,,A,13,D,,A,,A,,,9000,A,D
20242,05552573,7,0,1,225,D,,A,13,D,,A,,A,,,1800,A,D
20242,05552813,12,0,1,303,D,,A,03,D,,A,,A,,,500,A,D
20242,05552813,13,0,1,365,D,,A,04,D,,A,,A,,,50,A,D
20242,05552813,14,0,2,365,D,,A,02,D,,A,,A,,,403,A,D
20242,05552963,4,0,1,365,D,,A,02,D,,A,,A,,,1500,A,D
20242,05552973,21,0,1,303,D,,A,03,D,,A,,A,,,195,A,D
20242,05553093,5,0,1,303,D,,A,13,D,,A,,A,,,201,A,D
20242,05553203,8,0,1,200,D,,A,13,D,,A,,A,,,2730,A,D
20242,05553303,9,0,2,365,D,,A,02,D,,A,,A,,,110,A,D
20242,05554173,4,0,1,400,D,,A,13,D,,A,,A,,,,A,H
20242,05554173,4,1,1,365,D,,A,13,D,,A,,A,,,131,A,E
20242,05554173,4,2,1,303,D,,A,13,D,,A,,A,,,1879,A,E
20242,05554353,5,0,1,200,D,,A,13,D,,A,,A,,,3996,A,D
20242,05554673,4,0,1,303,D,,A,13,D,,A,,A,,,1800,A,D
20242,05554733,8,0,1,303,D,,A,04,D,,A,,A,,,15000,A,D
20242,05554733,9,0,2,303,D,,A,02,D,,A,,A,,,13000,A,D
20242,05555984,4,0,1,200,D,,A,02,D,,A,,A,,,220,A,D
20242,05555984,5,0,1,200,D,,A,03,D,,A,,A,,,275,A,D
20242,05555984,6,0,1,200,D,,A,04,D,,A,,A,,,220,A,D
20242,05556173,16,0,1,100,D,1,D,03,D,,A,,A,,,300,A,D
20242,05556413,5,0,1,365,D,,A,03,D,,A,,A,,,100,A,D
20242,05557213,4,0,1,321,D,,A,,A,4,D,,A,3,,105,D,D
20242,05557263,11,0,1,303,D,,A,13,D,,A,,A,,,5925,A,D
20242,05557263,12,0,1,310,D,,A,02,D,,A,,A,,,2100,A,D
20242,05557263,13,0,1,321,D,,A,,A,5,D,,A,12,,2000,D,D
20242,05557263,14,0,1,345,D,,A,13,D,,A,,A,,,1680,A,D
20242,05557393,7,0,1,321,D,,A,,A,4,D,,A,3,,150,D,D
20242,05557583,5,0,1,303,D,,A,04,D,,A,,A,,1,200,A,D
20242,05557873,17,0,1,321,D,,A,,A,5,D,250,D,,,250,A,D
20242,05557973,10,0,1,365,D,,A,13,D,,A,,A,,,24,A,D
20242,05558133,5,0,1,321,D,,A,,A,2,D,,A,1,,15,D,D
20242,05558163,9,0,1,200,D,,A,13,D,,A,,A,,,510,A,D
20242,05558303,4,0,1,310,D,,A,13,D,,A,,A,,,4500,A,D
20242,05558763,4,0,1,200,D,,A,13,D,,A,,A,,,1584,A,D
20242,05558833,10,0,1,200,D,,A,02,D,,A,,A,,,980,A,D
20242,05558833,11,0,1,200,D,,A,03,D,,A,,A,,,980,A,D
20242,05558833,12,0,1,200,D,,A,04,D,,A,,A,,,737,A,D
20242,05558833,13,0,1,321,D,,A,,A,4,D,,A,3,,240,D,D
20242,05558833,14,0,2,200,D,,A,02,D,,A,,A,,,980,A,D
20242,05558833,15,0,2,365,D,,A,02,D,,A,,A,,,40,A,D
20242,05559013,5,0,1,100,D,2,D,03,D,,A,,A,,,149,A,D
20242,05559083,7,0,1,100,D,1,D,13,D,,A,,A,,,600,A,D
20242,05559113,11,0,1,100,D,2,D,13,D,,A,,A,,,375,A,D
20242,05559153,6,0,1,200,D,,A,13,D,,A,,A,,,9600,A,D
20242,05559203,5,0,1,301,D,,A,13,D,,A,,A,,,855,A,D
20242,05559203,6,0,1,321,D,,A,,A,2,D,,A,12,,300,D,D
20242,05559283,4,0,1,303,D,,A,04,D,,A,,A,,,200,A,D
20242,05559393,7,0,1,100,D,2,D,13,D,,A,,A,,,450,A,D
20242,05559393,8,0,1,200,D,,A,13,D,,A,,A,,,6525,A,D
20242,05559513,6,0,1,200,D,,A,13,D,,A,,A,,,825,A,D
20242,05559893,4,0,1,200,D,,A,03,D,,A,,A,,,200,A,D
20242,05559893,5,0,1,321,D,,A,,A,4,D,,A,3,,450,D,D
20242,05559893,6,0,1,345,D,,A,13,D,,A,,A,,,600,A,D
20242,05560263,4,0,1,321,D,,A,,A,4,D,,A,3,,300,D,D
20242,05560373,11,0,1,100,D,2,D,13,D,,A,,A,,,2700,A,D
20242,05560373,12,0,1,200,D,,A,13,D,,A,,A,,,2700,A,D
20242,05560593,4,0,1,321,D,,A,,A,4,D,,A,3,,300,D,D
20242,05560613,5,0,1,302,D,,A,03,D,,A,,A,,1,250,A,D
20242,05561163,6,0,1,301,D,,A,03,D,,A,,A,,,1100,A,D
20242,05561303,5,0,1,225,D,,A,13,D,,A,,A,,,150,A,D
20242,05561463,5,0,1,310,D,,A,13,D,,A,,A,,,3300,A,D
20242,05561633,8,0,1,301,D,,A,04,D,,A,,A,,,400,A,D
20242,05562423,4,0,1,400,D,,A,03,D,,A,,A,,1,,A,H
20242,05562423,4,1,1,365,D,,A,03,D,,A,,A,,1,154,A,E
20242,05562423,4,2,1,303,D,,A,03,D,,A,,A,,1,1746,A,E
20242,05562423,5,0,2,400,D,,A,03,D,,A,,A,,1,,A,H
20242,05562423,5,1,2,365,D,,A,03,D,,A,,A,,1,40,A,E
20242,05562423,5,2,2,303,D,,A,03,D,,A,,A,,1,460,A,E
20242,05562433,10,0,1,303,D,,A,13,D,,A,,A,,,2400,A,D
20242,05562583,5,0,1,303,D,,A,05,D,,A,,A,,,3248,A,D
20242,05562843,5,0,1,100,D,2,D,13,D,,A,,A,,,1200,A,D
20242,05563023,4,0,1,303,D,,A,13,D,,A,,A,,1,5250,A,D
20242,05563083,5,0,1,225,D,,A,13,D,,A,,A,,,16500,A,D
20242,05563103,6,0,1,303,D,,A,04,D,,A,,A,,,44000,A,D
20242,05563923,5,0,1,303,D,,A,13,D,,A,,A,,,1500,A,D
20242,05564073,13,0,1,100,D,2,D,13,D,,A,,A,,,150,A,D
20242,05564073,14,0,1,200,D,,A,13,D,,A,,A,,,1740,A,D
20242,05564223,6,0,1,303,D,,A,04,D,,A,,A,,1,300,A,D
20242,05564233,8,0,1,100,D,2,D,13,D,,A,,A,,,750,A,D
20242,05564403,7,0,1,303,D,,A,13,D,,A,,A,,,1800,A,D
20242,05564403,8,0,1,310,D,,A,13,D,,A,,A,,,2025,A,D
20242,05564433,11,0,1,200,D,,A,13,D,,A,,A,,,600,A,D
20242,05564433,12,0,1,303,D,,A,05,D,,A,,A,,,350,A,D
20242,05565353,8,0,1,200,D,,A,13,D,,A,,A,,,1500,A,D
20242,05565473,6,0,1,200,D,,A,13,D,,A,,A,,,4650,A,D
20242,05565473,7,0,1,225,D,,A,04,D,,A,,A,,,100,A,D
20242,05565473,8,0,1,225,D,,A,05,D,,A,,A,,,100,A,D
20242,05565573,5,0,1,301,D,,A,13,D,,A,,A,,,3648,A,D
20242,05565653,9,0,1,365,D,,A,13,D,,A,,A,,,90,A,D
20242,05565873,4,0,1,301,D,,A,03,D,,A,,A,,,232,A,D
20242,05565873,5,0,1,321,D,,A,,A,5,D,5,D,,,5,A,D
20242,05565873,6,0,1,345,D,,A,03,D,,A,,A,,,120,A,D
20242,05566023,9,0,1,100,D,1,D,13,D,,A,,A,,,3000,A,D
20242,05566143,10,0,1,225,D,,A,05,D,,A,,A,,,200,A,D
20242,05566283,6,0,1,345,D,,A,13,D,,A,,A,,,60,A,D
20242,05566333,11,0,1,200,D,,A,13,D,,A,,A,,,360,A,D
20242,05566333,12,0,1,321,D,,A,,A,5,D,324,D,,,324,A,D
20242,05566573,11,0,1,225,D,,A,13,D,,A,,A,,,1320,A,D
20242,05566573,12,0,1,303,D,,A,03,D,,A,,A,,,200,A,D
20242,05566733,5,0,1,301,D,,A,04,D,,A,,A,,,3600,A,D
20242,05566893,7,0,1,335,D,,A,13,D,,A,,A,,,,A,H
20242,05566893,7,1,1,310,D,,A,13,D,,A,,A,,,22136,A,U
20242,05566893,7,2,1,321,D,,A,13,D,,A,,A,,,1341,A,E
20242,05566893,7,3,1,303,D,,A,13,D,,A,,A,,,5180,A,E
20242,05566893,8,0,1,345,D,,A,13,D,,A,,A,,,900,A,D
20242,05566893,9,0,1,301,D,,A,13,D,,A,,A,,,15600,A,D
20242,05566953,5,0,1,200,D,,A,05,D,,A,,A,,,1600,A,D
20242,05567213,6,0,1,100,D,1,D,13,D,,A,,A,,,300,A,D
20242,05567213,7,0,1,225,D,,A,13,D,,A,,A,,,150,A,D
20242,05567213,8,0,1,345,D,,A,13,D,,A,,A,,,375,A,D
20242,05567213,9,0,1,321,D,,A,,A,4,D,,A,3,,900,D,D
20242,05567233,12,0,1,330,D,,A,03,D,,A,,A,,,,A,H
20242,05567233,12,1,1,321,D,,A,03,D,,A,,A,,,179,A,E
20242,05567233,12,2,1,310,D,,A,03,D,,A,,A,,,1846,A,E
20242,05567233,13,0,1,330,D,,A,04,D,,A,,A,,,,A,H
20242,05567233,13,1,1,321,D,,A,04,D,,A,,A,,,128,A,E
20242,05567233,13,2,1,310,D,,A,04,D,,A,,A,,,1316,A,E
20242,05567233,14,0,1,330,D,,A,05,D,,A,,A,,,,A,H
20242,05567233,14,1,1,321,D,,A,05,D,,A,,A,,,297,A,E
20242,05567233,14,2,1,310,D,,A,05,D,,A,,A,,,3047,A,E
20242,05567333,6,0,1,100,D,2,D,03,D,,A,,A,,,120,A,D
20242,05567653,9,0,1,303,D,,A,13,D,,A,,A,,,300,A,D
20242,05567883,8,0,1,200,D,,A,03,D,,A,,A,,,700,A,D
20242,05567883,9,0,1,200,D,,A,04,D,,A,,A,,,700,A,D
20242,05567883,10,0,1,200,D,,A,05,D,,A,,A,,,700,A,D
20242,05567883,11,0,1,301,D,,A,03,D,,A,,A,,,506,A,D
20242,05567883,12,0,1,301,D,,A,04,D,,A,,A,,,506,A,D
20242,05567883,13,0,1,301,D,,A,05,D,,A,,A,,,506,A,D
20242,05568053,5,0,1,200,D,,A,13,D,,A,,A,,,2850,A,D
20242,05568183,10,0,1,400,D,,A,03,D,,A,,A,,,,A,H
20242,05568183,10,1,1,225,D,,A,03,D,,A,,A,,,139,A,E
20242,05568183,10,2,1,200,D,,A,03,D,,A,,A,,,501,A,E
20242,05568313,4,0,1,200,D,,A,13,D,,A,,A,,,216,A,D
20242,05568503,5,0,1,700,D,,A,13,D,,A,,A,,,3000,A,D
20242,05568573,11,0,1,303,D,,A,05,D,,A,,A,,,2000,A,D
20242,05568573,12,0,1,365,D,,A,05,D,,A,,A,,,200,A,D
20242,05568723,5,0,1,321,D,,A,,A,5,D,75,D,,,75,A,D
20242,05569203,5,0,1,365,D,,A,05,D,,A,,A,,,50,A,D
20242,05569203,6,0,1,345,D,,A,05,D,,A,,A,,,20,A,D
20242,05569223,16,0,1,200,D,,A,13,D,,A,,A,,,4200,A,D
20242,05569543,8,0,1,225,D,,A,13,D,,A,,A,,,3000,A,D
20242,05569833,6,0,1,200,D,,A,13,D,,A,,A,,,1050,A,D
20242,05569833,7,0,1,345,D,,A,13,D,,A,,A,,,1200,A,D
20242,05570133,9,0,1,100,D,2,D,13,D,,A,,A,,,2520,A,D
20242,05570133,10,0,1,321,D,,A,,A,1,D,,A,7,,140,D,D
20242,05570133,11,0,1,200,D,,A,04,D,,A,,A,,,400,A,D
20242,05570133,12,0,1,200,D,,A,05,D,,A,,A,,,50,A,D
20242,05570143,9,0,1,321,D,,A,,A,4,D,,A,3,,360,D,D
20242,05570153,6,0,2,100,D,2,D,03,D,,A,,A,,,1000,A,D
20242,05570573,8,0,1,225,D,,A,13,D,,A,,A,,,375,A,D
20242,05570673,4,0,1,225,D,,A,13,D,,A,,A,,,13200,A,D
20242,05570743,14,0,1,321,D,,A,,A,3,D,,A,12,,120,D,D
20242,05570793,7,0,1,303,D,,A,05,D,,A,,A,,1,100,A,D
20242,05571203,18,0,1,301,D,,A,13,D,,A,,A,,,150,A,D
20242,05571203,19,0,1,345,D,,A,03,D,,A,,A,,,40,A,D
20242,05571203,20,0,1,365,D,,A,13,D,,A,,A,,,270,A,D
20242,05571223,7,0,2,301,D,,A,03,D,,A,,A,,,80,A,D
20242,05571483,7,0,1,301,D,,A,13,D,,A,,A,,,465,A,D
20242,05571763,9,0,1,200,D,,A,13,D,,A,,A,,,4056,A,D
20242,05571813,8,0,1,303,D,,A,05,D,,A,,A,,,4705,A,D
20242,05571813,9,0,1,321,D,,A,,A,4,D,,A,3,,600,D,D
20242,05571813,10,0,1,310,D,,A,13,D,,A,,A,,,1650,A,D
20242,05573313,6,0,1,303,D,,A,13,D,,A,,A,,,750,A,D
20242,05573343,6,0,1,700,D,,A,13,D,,A,,A,,,960,A,D
20242,05573483,12,0,1,303,D,,A,05,D,,A,,A,,,12000,A,D
20242,05573483,13,0,1,365,D,,A,05,D,,A,,A,,,300,A,D
20242,05573832,5,0,1,321,D,,A,,A,4,D,,A,1,,150,D,D
20242,05573942,6,0,1,303,D,,A,01,D,,A,,A,,1,3500,A,D
20242,05573942,7,0,1,310,D,,A,13,D,,A,,A,,,750,A,D
20242,05573942,8,0,1,321,D,,A,,A,4,D,,A,3,,450,D,D
20242,05573942,9,0,1,365,D,,A,01,D,,A,,A,,,100,A,D
20242,05574142,7,0,1,365,D,,A,01,D,,A,,A,,,50,A,D
20242,05574322,6,0,1,303,D,,A,01,D,,A,,A,,,33000,A,D
20242,05574322,7,0,2,303,D,,A,01,D,,A,,A,,,32750,A,D
20242,05574472,8,0,1,100,D,2,D,13,D,,A,,A,,,1500,A,D
20242,05574552,5,0,1,310,D,,A,13,D,,A,,A,,,1500,A,D
20242,05574652,10,0,1,321,D,,A,,A,2,D,,A,1,,6,D,D
20242,05574812,5,0,1,100,D,2,D,13,D,,A,,A,,,6000,A,D
20242,05574882,6,0,1,200,D,,A,13,D,,A,,A,,,1425,A,D
20242,05574882,7,0,1,200,D,,A,13,D,,A,,A,,,1425,A,D
20242,05574882,8,0,1,200,D,,A,03,D,,A,,A,,,1200,A,D
20242,05575042,11,0,1,321,D,,A,,A,5,D,20,D,,,20,A,D
20242,05575292,7,0,1,365,D,,A,01,D,,A,,A,,,280,A,D
20242,05575422,6,0,1,200,D,,A,13,D,,A,,A,,,75,A,D
20242,05575582,5,0,1,700,D,,A,01,D,,A,,A,,,800,A,D
20242,05575582,6,0,1,700,D,,A,02,D,,A,,A,,,400,A,D
20242,05575872,5,0,1,310,D,,A,13,D,,A,,A,,,4200,A,D
20242,05575892,5,0,1,200,D,,A,13,D,,A,,A,,,300,A,D
20242,05576122,4,0,1,225,D,,A,13,D,,A,,A,,,4650,A,D
20242,05576502,10,0,1,310,D,,A,01,D,,A,,A,,,2000,A,D
20242,05576502,11,0,1,345,D,,A,01,D,,A,,A,,,60,A,D
20242,05576702,5,0,1,100,D,2,D,13,D,,A,,A,,,1800,A,D
20242,05576702,6,0,1,321,D,,A,,A,4,D,,A,3,,300,D,D
20242,05577132,5,0,1,200,D,,A,13,D,,A,,A,,,900,A,D
20242,05577132,6,0,1,225,D,,A,13,D,,A,,A,,,900,A,D
20242,05577402,4,0,1,365,D,,A,02,D,,A,,A,,,500,A,D
20242,05577472,6,0,1,303,D,,A,02,D,,A,,A,,,1954,A,D
20242,05577622,4,0,1,200,D,,A,13,D,,A,,A,,,660,A,D
20242,05577832,4,0,1,303,D,,A,13,D,,A,,A,,,1800,A,D
20242,05577892,4,0,1,100,D,1,D,13,D,,A,,A,,,2700,A,D
20242,05578062,10,0,1,321,D,,A,,A,5,D,40,D,,,40,A,D
20242,05578332,8,0,1,303,D,,A,01,D,,A,,A,,,80,A,D
20242,05578332,9,0,1,365,D,,A,01,D,,A,,A,,,162,A,D
20242,05578392,6,0,1,303,D,,A,03,D,,A,,A,,,115,A,D
20242,05578392,7,0,1,365,D,,A,01,D,,A,,A,,,120,A,D
20242,05578462,4,0,1,321,D,,A,,A,4,D,,A,3,,375,D,D
20242,05578462,5,0,1,365,D,,A,01,D,,A,,A,,,52,A,D
20242,05579002,5,0,1,345,D,,A,02,D,,A,,A,,,3200,A,D
20242,05579032,6,0,1,321,D,,A,,A,3,D,,A,13,,1300,D,D
20242,05579472,5,0,1,303,D,,A,02,D,,A,,A,,,180,A,D
20242,05579472,6,0,1,303,D,,A,03,D,,A,,A,,,180,A,D
20242,05579602,7,0,1,200,D,,A,13,D,,A,,A,,,585,A,D
20242,05579602,8,0,1,225,D,,A,02,D,,A,,A,,,200,A,D
20242,05579602,9,0,1,345,D,,A,03,D,,A,,A,,,495,A,D
20242,05579602,10,0,1,345,D,,A,01,D,,A,,A,,,1200,A,D
20242,05580222,14,0,1,303,D,,A,01,D,,A,,A,,,3000,A,D
20242,05580362,8,0,1,700,D,,A,02,D,,A,,A,,,720,A,D
20242,05580802,5,0,1,400,D,,A,03,D,,A,,A,,,,A,H
20242,05580802,5,1,1,301,D,,A,03,D,,A,,A,,,14861,A,E
20242,05580802,5,2,1,365,D,,A,03,D,,A,,A,,,849,A,E
20242,05580992,6,0,1,303,D,,A,03,D,,A,,A,,,540,A,D
